before,reverse_color,after,length,swing_to
BPBBPB,PPPBB,PBPBBP,5,B
BPBBPP,BBBPP,BBPBPP,5,P
PPBBPP,BBBBBBBBPP,PPBBPB,10,P
PBPBBP,BBBPP,PPBBPB,5,P
PPPPPB,PPPBB,PPPPPB,5,B
BBPBBP,BBBPP,PPPBBB,5,P
PBBBPP,PPPBB,BPBBPB,5,B
BBPBPB,PPPBB,BPBPPP,5,B
PPBPPB,PPPBB,PBPPBB,5,B
PPPBPB,PPPBB,BBBBBB,5,B
PPPPBB,BBBBBPP,BBBPPP,7,P
BBBBPP,BBBPP,PBBPBB,5,P
BBBBPP,PPPPPPBB,BPPBPB,8,B
PBPPBP,BBBBPP,PPBBPP,6,P
PBPBPP,BBBBPP,PBPPPP,6,P
BBPPPB,PPPPPPPPPPBB,PBBBBP,12,B
PPPBBP,BBBBPP,BPBPPB,6,P
BPPBPP,BBBPP,BBPPBP,5,P
PBBBPB,PPPBB,PPBPBB,5,B
BBBBBP,BBBBPP,BPPBBP,6,P
BPBPBB,PPPPBB,PBBBPP,6,B
PPPBBP,BBBPP,PBPPBB,5,P
BPBPBP,BBBPP,PBPBPP,5,P
BPBPPB,PPPBB,PPBBPB,5,B
BBPBPP,BBBPP,PPPPBB,5,P
PBBBPP,PPPPBB,PPPBPP,6,B
BPBPBB,PPPPPBB,BPPBPB,7,B
PPBPBP,BBBPP,PBBPPB,5,P
PPBBPP,BBBPP,PPBPBP,5,P
PBPPPB,PPPPPBB,PPBBBP,7,B
BBBBBP,BBBPP,BBBPBP,5,P
BBPBPP,BBBBBPP,BPBBBB,7,P
BBPPBP,BBBBPP,PPBPPB,6,P
PBBBPB,PPPPBB,BBBBPB,6,B
PBPBPB,PPPPPPBB,PPBPPP,8,B
PBBPPB,PPPBB,BPBPPP,5,B
PBBBBP,BBBPP,BPPPPP,5,P
BPBBPB,PPPBB,BBPPBB,5,B
BBPPBB,PPPPPBB,BBBBPB,7,B
BBBPPB,PPPPPPPPPPBB,BBPPBB,12,B
BBPBBP,BBBPP,PBBBBP,5,P
BBBPPP,BBBBPP,BPPBBB,6,P
BPPBPP,BBBBBBBPP,PBPPPP,9,P
PPPPBP,BBBPP,PPBBPP,5,P
PPPPBB,PPPPBB,PBPPBB,6,B
PBBBBP,BBBBPP,PPBBPB,6,P
BPBBPP,BBBPP,BBBBPP,5,P
PBBBPP,BBBBPP,PBPBPP,6,P
PPBPBP,BBBPP,BBBBPB,5,P
PPBBPB,PPPPBB,BPPPBP,6,B
BBPBBP,BBBPP,BBPPBP,5,P
BPBPBP,BBBBBPP,PPBPBB,7,P
BPBBPP,BBBPP,PPPPBP,5,P
PBPBBP,BBBPP,PPPBPP,5,P
PBPBBP,BBBPP,PPPBPP,5,P
PPBPBP,BBBPP,BPBPBB,5,P
PBPBBP,BBBBBPP,PPPPPB,7,P
BBBBPP,PPPPPBB,PPPBBB,7,B
PPPPBB,PPPBB,BBBBBP,5,B
BPBBPB,PPPPBB,BBPBPP,6,B
BBBBPB,PPPBB,BPPBBP,5,B
BBPBPB,PPPPBB,PPPBPB,6,B
BBPBBP,BBBPP,BBPPPP,5,P
BBPPBB,PPPPBB,PPPBBB,6,B
PPPPBB,PPPBB,BBPPPB,5,B
PPBBBB,PPPBB,BBPBPP,5,B
PBBBPB,PPPPBB,PBPPPP,6,B
BPBPBP,BBBPP,PBBBPP,5,P
BBBPPP,BBBPP,PPPPPB,5,P
PBPBPB,PPPBB,BBPPPP,5,B
PBPBPP,BBBPP,PPBBPB,5,P
BBPBBP,BBBBBBBBBPP,BBBBBP,11,P
BBBBPP,BBBBBPP,BPBBBP,7,P
PBBBBP,BBBPP,BPBPPP,5,P
PPPBPP,BBBPP,PPPPBB,5,P
PBBBPP,PPPPBB,BPPBPB,6,B
PBPPPB,PPPBB,BPBBPP,5,B
PPBPPB,PPPPPBB,PBPBBB,7,B
PBBPBP,BBBBPP,PBBBBP,6,P
BPBBPP,BBBPP,PBBBBB,5,P
BBBBPB,PPPPPBB,BBPPBP,7,B
PBPPBP,BBBBBBPP,BBPPBP,8,P
BPPBPB,PPPBB,PBBBPB,5,B
BPPBBP,BBBBPP,PBBBPB,6,P
BBBPBP,BBBBBBPP,PBPPBB,8,P
PPBPBP,BBBBBPP,PPPPPP,7,P
BPBPBB,PPPPBB,PPBPPB,6,B
PPPPBP,BBBBBBBBBPP,PBBBBP,11,P
BBBPPP,BBBBPP,PBPPBP,6,P
BBBPBP,BBBPP,BBPBBB,5,P
PBBBBP,BBBBPP,PBBBPP,6,P
BBBPPP,BBBPP,PPBBPB,5,P
PPBPBP,BBBPP,BBPBBP,5,P
BBPBPP,BBBBBPP,PBPPBP,7,P
BBBBBP,BBBBBBPP,BPBPBB,8,P
PPPBBP,BBBBBBBBPP,PBPPBB,10,P
PBPPBB,PPPPPPBB,BPBPPP,8,B
PBBBPB,PPPBB,BPPPPB,5,B
BPPPBB,BBBBBBPP,PBPPPB,8,P
BBPPPB,PPPBB,BBPBPP,5,B
BBPPPP,BBBBBPP,PPBPPP,7,P
PBPPPB,PPPBB,PBPBPP,5,B
BBPBPB,PPPPPPPBB,PBBPPP,9,B
PBPBBP,BBBPP,PPBBBP,5,P
BBPPPP,BBBPP,PPBBBB,5,P
BBPPPP,BBBBPP,PBBPPB,6,P
PBBBPB,PPPPBB,BPPPPB,6,B
PPPBBB,PPPPBB,PPBPBP,6,B
BPBPPB,PPPBB,PPPBBP,5,B
BPPPBB,PPPBB,PBPBBB,5,B
BPBBBP,BBBPP,PBBPBP,5,P
BBPBPB,PPPPPPBB,BBPBPP,8,B
BBBBPB,PPPPBB,BBPBBB,6,B
BPPBPB,PPPPBB,PBPPPB,6,B
PPBBPB,PPPBB,BBPBBP,5,B
BBPPPP,BBBBPP,PBPBBB,6,P
BPBBBP,BBBPP,PBBBPP,5,P
BBBPPP,BBBPP,PPBPPP,5,P
BPPPPB,PPPPPPBB,PBBBBB,8,B
BPBPBB,PPPBB,PBBBBP,5,B
PPPBBP,BBBBPP,PBBPPP,6,P
BPPPBB,PPPBB,BBPPBP,5,B
PBBBPB,PPPBB,PPBPPP,5,B
PPBPPB,PPPPPBB,BBPPBB,7,B
BBBBPP,BBBBPP,PPPBBP,6,P
BBBBPP,PPPBB,PPBPBB,5,B
PPBPBB,PPPPBB,PPPPPB,6,B
PBPBBP,BBBBBPP,PBPBPB,7,P
PBPBPB,PPPPPBB,BBBPBP,7,B
BBBBPB,PPPBB,BPBBPB,5,B
BPPBPB,PPPPPBB,PBPBPP,7,B
PBPBBP,BBBBBPP,PPBBPB,7,P
BBPBPP,BBBBPP,BPBBBB,6,P
BPBBPP,BBBBPP,PBBPBB,6,P
PPPPBP,BBBBPP,BBBPBB,6,P
BPBBPB,PPPBB,PPPBPP,5,B
BBPBPB,PPPBB,PBBBBP,5,B
PPPBBP,BBBBPP,BBBPBB,6,P
PPPPBP,BBBPP,PPBPBB,5,P
BBBPBP,BBBPP,PBPPPP,5,P
BBPBBP,BBBPP,BPPPPB,5,P
BBBPPB,PPPPBB,BBBPPB,6,B
PPPPBB,BBBPP,BPBPBB,5,P
BBBPPB,PPPPBB,BBBPBB,6,B
BBBBBP,BBBPP,BPPBPP,5,P
BPBPBP,BBBBBPP,PPBPBB,7,P
BBBPBP,BBBPP,PBPPPP,5,P
BBPPPB,PPPPPPBB,BPPPBB,8,B
BBPBBP,BBBPP,BBBBPP,5,P
PBBBPP,BBBBPP,PPPPPB,6,P
PPPPBP,BBBPP,PPPPPB,5,P
PBBBBP,BBBBBBBBPP,PBPBBB,10,P
BPPPBP,BBBPP,BBBBBP,5,P
BBBBBP,BBBPP,BPPPBP,5,P
PBBPPB,PPPPPBB,PPPPPB,7,B
PPPPBB,PPPPPBB,PPPPBP,7,B
BBPBPP,BBBBPP,PPBPPB,6,P
BPPPPB,PPPPBB,BPPPBP,6,B
BBBBBP,BBBBPP,BPBPBB,6,P
PPBPBP,BBBPP,BBBPPB,5,P
PBBBPP,BBBPP,BPPPPP,5,P
BPBPBB,PPPPBB,PBPPBP,6,B
BPBPPB,PPPPBB,BBPBPB,6,B
BPBBBP,BBBBPP,PPBPBB,6,P
BBBBBP,BBBPP,BPPBPB,5,P
PBPPBP,BBBBPP,BPBPPP,6,P
BPBPBB,PPPPBB,PBPPBP,6,B
BPBPPB,PPPPBB,BBPBPB,6,B
BPBBBP,BBBBPP,PPBPBB,6,P
BPPBPP,BBBPP,PBPPBB,5,P
PBPBPP,BBBBBPP,PBBBPB,7,P
BPPBPP,BBBPP,PBPPBB,5,P
PBPBPP,BBBBBPP,PBBBPB,7,P
BPPBPB,PPPBB,BPPPBP,5,B
PBPPBB,PPPPPBB,PBBBBP,7,B
PPPBBP,BBBBPP,BBBBPP,6,P
BBBBPP,BBBBPP,BBBPPP,6,P
BBBBPP,BBBPP,PPBBBP,5,P
BBPBBP,BBBBBBPP,BPPBBP,8,P
PBPBBP,BBBPP,BBPPBP,5,P
PBBPPB,PPPPBB,BBPBPP,6,B
PPBPPB,PPPBB,BBPPPB,5,B
PPBBBB,PPPBB,BPPPPP,5,B
PBBPBP,BBBPP,BPPPBB,5,P
BBBPPB,PPPBB,PBBPBP,5,B
PBBPBP,BBBPP,PPBBPP,5,P
PPBBPP,BBBPP,BBPBBB,5,P
BBPPBB,PPPPPPPPBB,PPPPPP,10,B
PPPPBB,PPPPPPPPPPBB,PBPPBP,12,B
PPPPBB,PPPBB,BPPBPP,5,B
BPBPBB,PPPBB,BBBBPB,5,B
PPPPBB,PPPBB,BPPBPP,5,B
BPBPBB,PPPBB,BBBBPB,5,B
PBBPBP,BBBBBPP,PBPBPP,7,P
PPPBPB,PPPBB,PBBBPP,5,B
PPPBBP,BBBPP,PPBPPB,5,P
PBBPBB,PPPBB,PBPPPP,5,B
BPBPPB,PPPBB,BBPBPB,5,B
PBBPPB,PPPPBB,PPPBPP,6,B
BPBPBB,PPPPBB,BBBBBB,6,B
PPPPBB,BBBBBBBPP,BPBBPB,9,P
BBPPPB,PPPPBB,PBBBPP,6,B
PPPBBP,BBBPP,BBBPBB,5,P
PPBBBP,BBBPP,PPPPPP,5,P
PBBPBP,BBBBPP,PPPPPB,6,P
BBBBPP,PPPPPBB,BBBPPB,7,B
PPPPBB,BBBPP,BBPBPB,5,P
PBBPBB,PPPPBB,BPPBBP,6,B
PPBBBP,BBBPP,BBPBBB,5,P
BBPPBP,BBBBPP,BBPPBP,6,P
PBPBBP,BBBPP,BBBBBB,5,P
PBBBPP,BBBBBBBPP,PPPBBB,9,P
BBBBPP,PPPBB,BBBBPP,5,B
PPPPBB,BBBBPP,BPPBPP,6,P
PPBPPB,PPPBB,BBPBBB,5,B
BBBBBP,BBBPP,BBPPBP,5,P
BPPBPP,BBBPP,BBBBBP,5,P
BPPPBP,BBBPP,BBPBBB,5,P
PPPPPB,PPPPBB,BPBBPB,6,B
PPBBBP,BBBBPP,BPPBPP,6,P
BPPPBB,BBBBPP,PBPPPP,6,P
PPPPPB,PPPPPPPBB,PBPBBP,9,B
BBPBBP,BBBBPP,PPBBBB,6,P
BBPPPP,BBBBPP,BPBBPB,6,P
BPBPPB,PPPPPBB,PBPBPB,7,B
BPBBPP,BBBBBBPP,BPBPBB,8,P
PPPBPP,BBBBBPP,BPBPBP,7,P
PPPPPB,PPPBB,PPPPBP,5,B
BPBPBB,PPPBB,BPBBBB,5,B
PBPPPB,PPPBB,BBPPBP,5,B
PPBPBB,PPPBB,PPPBPP,5,B
BBPPPB,PPPBB,BPPBBB,5,B
PBBPPB,PPPPBB,BPPPPB,6,B
PBPBPB,PPPPPBB,BBPPBP,7,B
BPPPBP,BBBBPP,PPBBBB,6,P
BBBBBP,BBBPP,BPPBPP,5,P
PBPBPB,PPPBB,BPPPBB,5,B
PPPBBB,PPPBB,BBPPPB,5,B
PPBBBB,PPPBB,BBPBPP,5,B
BPPBBP,BBBBBBPP,PBPBPP,8,P
PPPBPB,PPPPBB,PBPBPP,6,B
PPBBBP,BBBBPP,PPBPPB,6,P
BPBPBP,BBBBBBBPP,BPPBBB,9,P
PPPPBP,BBBBPP,BBPPBB,6,P
PBPBBP,BBBBPP,BPPPBB,6,P
BBBPPB,PPPBB,BBBBBP,5,B
BPPPBB,BBBBBPP,PPPPBP,7,P
PPPPPB,PPPBB,PBBBBB,5,B
PPPBBP,BBBBBBPP,PBPPPP,8,P
BBPPPB,PPPPBB,PBPPBP,6,B
PBPPBP,BBBBBPP,BPBPBP,7,P
BBBBPB,PPPBB,PPPBBB,5,B
BPPPBB,PPPBB,BPBPBP,5,B
BBBPPB,PPPBB,BPPPPB,5,B
PPPBBB,PPPPBB,BPPPBB,6,B
PPPBBB,PPPBB,PBPBPB,5,B
BPBPBB,PPPBB,BPBPPB,5,B
PBPBBP,BBBPP,BPBPBP,5,P
PBPBPB,PPPBB,PBBPPP,5,B
BBBPPP,BBBPP,BPPPPP,5,P
BBBPPB,PPPPPPPBB,PPBPBB,9,B
PPPPPB,PPPPBB,BPPBBP,6,B
PBPBBP,BBBPP,PPPBBP,5,P
PBBBPP,PPPBB,PPPPBP,5,B
BPBBPB,PPPBB,PPBPBP,5,B
BPBPPB,PPPBB,PBPPBP,5,B
BBPBPB,PPPBB,BBPBPB,5,B
BPBPPB,PPPBB,PPBBPB,5,B
BPBPBB,PPPBB,BPPBBB,5,B
PBBBBP,BBBBPP,BBPPPB,6,P
PPBPBP,BBBBBPP,PBBPBP,7,P
PBBPBB,PPPBB,PPBBPP,5,B
PPPPBP,BBBBPP,PBBPBP,6,P
PPBPBB,PPPPPPBB,BPPPPP,8,B
PPPBBB,PPPPPBB,BPPBPP,7,B
BBBPPB,PPPBB,PPBBBP,5,B
PBPPBB,PPPBB,BBBPBP,5,B
BPBBPB,PPPBB,PPPPBB,5,B
BPPPBB,PPPPBB,PBPBPP,6,B
BPPBPB,PPPBB,PPBPPB,5,B
BBPBBP,BBBPP,PBBBPB,5,P
PPBBBP,BBBPP,BBBPPB,5,P
PBBBPP,BBBPP,BBPPPP,5,P
PBPPPB,PPPPBB,PPPPPP,6,B
PPBBPB,PPPBB,PBPPPP,5,B
BPBPBB,PPPBB,BBBPPB,5,B
BPPPBB,BBBPP,BPBBBB,5,P
BBPPBP,BBBBBPP,PPPBBP,7,P
BBBBPP,PPPBB,PPPBPP,5,B
BPPBBP,BBBPP,BBPPPP,5,P
BBPPBB,PPPPPPBB,BBBBPB,8,B
BPBBBP,BBBPP,PPPBPP,5,P
PPBPBB,PPPBB,BBPBBB,5,B
PBBBBP,BBBBBBBPP,PPBBBB,9,P
BBPPPP,BBBBPP,PBBPBP,6,P
PBBPBP,BBBBPP,PBPPBB,6,P
PBBBBP,BBBPP,BBPBPB,5,P
BPBBPP,BBBBPP,BBBBBP,6,P
PBPBPP,BBBBBPP,BBPPPB,7,P
BBPPBB,PPPBB,BPPPBP,5,B
BBPBPB,PPPBB,BBPPPB,5,B
BPPPPB,PPPBB,BBPPPB,5,B
PPBBBB,PPPBB,PBBBPB,5,B
BBBBPB,PPPBB,BPBPBB,5,B
PBBBBP,BBBBPP,PBPBPP,6,P
PPPBPB,PPPBB,PBPBBP,5,B
BPPPBP,BBBBPP,BPPBPB,6,P
BBBBBP,BBBBBPP,PPPPPB,7,P
PBPPBB,PPPBB,BBBPPP,5,B
BPPPBB,BBBPP,PPPPBB,5,P
BBBBPP,PPPPBB,PPPBBB,6,B
PPPPBB,PPPBB,BBBPPB,5,B
BPPPBB,BBBPP,BBBBBP,5,P
BPBBPP,BBBBBBBPP,PBBBPB,9,P
BBPPPB,PPPPBB,PBPPBP,6,B
BPBPBP,BBBPP,BBPPBP,5,P
PBBPPB,PPPPBB,PBPPBP,6,B
PPBBPB,PPPPPPBB,BPPPPP,8,B
PPPBBB,PPPPPPBB,PPPBPP,8,B
BPPBBP,BBBBPP,PBBPPB,6,P
PBBBBP,BBBPP,BBBPBB,5,P
BBPPBP,BBBPP,PPPPPP,5,P
PBPPBB,PPPBB,PPPPPP,5,B
BBPBBP,BBBPP,PBPBBP,5,P
BPBBPP,BBBBPP,PPPBBP,6,P
BBBBPP,PPPBB,PPBPPB,5,B
PPPBPB,PPPBB,BBPBBB,5,B
PBBBBP,BBBPP,BPPBPP,5,P
PBBPBB,PPPPBB,PPPBPP,6,B
BPPBBP,BBBBPP,PPPPBB,6,P
BBBBPP,PPPPBB,BPBBBP,6,B
PPBBBP,BBBPP,BPBBPB,5,P
BBPBBP,BBBPP,PPPBPP,5,P
PPBPPB,PPPPPBB,PPPPBP,7,B
PPPBPB,PPPBB,BBPBBP,5,B
BPPBBP,BBBPP,BPPPBB,5,P
BBBPPB,PPPBB,BPBPBB,5,B
PBBPBP,BBBPP,BPBBPP,5,P
PBBBPB,PPPPPPPBB,PBBBBB,9,B
BBPBPB,PPPBB,PBBBPB,5,B
BBBPBB,PPPPBB,BPPBPP,6,B
BBBPPB,PPPBB,BBPBBB,5,B
PBBBBP,BBBBPP,BBPBBB,6,P
BBBBBP,BBBPP,BBBBBP,5,P
BBBBBP,BBBPP,BBBBBP,5,P
BPBPBP,BBBBPP,PBBPPP,6,P
BBBBBP,BBBBBBPP,PPBPPP,8,P
BPPPPB,PPPBB,PPBBPB,5,B
PBBBBP,BBBPP,PBPPPB,5,P
BPBPBB,PPPPPPPBB,PPPPBB,9,B
PPPPBB,PPPPBB,BBPBPP,6,B
BPPBPP,BBBPP,BPPPPP,5,P
BBBPPB,PPPPPBB,PPPPPP,7,B
PPPPBB,PPPPPPBB,BPBPBP,8,B
BPBPBB,PPPPPPPBB,PBBBPP,9,B
PPPBBP,BBBPP,BPPBPB,5,P
PBBPBB,PPPBB,BBPBPB,5,B
PPBPBP,BBBPP,PBBPPP,5,P
PPPBPB,PPPPBB,PBPBBP,6,B
PPBPBP,BBBPP,PBBPPP,5,P
PPPBPB,PPPPBB,PBPBBP,6,B
BPBBPB,PPPBB,BBBBBB,5,B
PPBPBP,BBBBBBPP,BPBBBP,8,P
BBPPBP,BBBPP,BPBPBB,5,P
PBBBPB,PPPBB,PBPBBP,5,B
BPBBPP,BBBPP,BBBBBP,5,P
PBBBPP,BBBBBPP,BBPPBB,7,P
PPPPPB,PPPBB,BBPBPB,5,B
BPBPBP,BBBBBPP,PBPPBP,7,P
PBPPBP,BBBPP,BPBBPP,5,P
BPBBPP,BBBBBBPP,PPPPBB,8,P
PPPBPB,PPPBB,PBPPBP,5,B
PPBBPP,BBBPP,PPPPBP,5,P
BPBBPB,PPPBB,PBPBPP,5,B
BBBPBB,PPPBB,PPPPPB,5,B
BPPPBB,PPPPPBB,PBBBPP,7,B
PPPBBP,BBBPP,BPBBBP,5,P
BPBBPB,PPPBB,PPPBPP,5,B
PPPBPP,BBBBPP,BPPBBB,6,P
BPPBPP,BBBBPP,BBBPBB,6,P
BPPPPB,PPPBB,PPPBPB,5,B
BPPPPB,PPPPBB,BPPPPP,6,B
PPPBBB,PPPPPPPBB,BBPPPP,9,B
PPPPPB,PPPBB,BPBPBB,5,B
PPPBBP,BBBPP,PPPPPB,5,P
PPPPPB,PPPPPPBB,BBBPBP,8,B
BBBPBP,BBBBPP,BBBBPP,6,P
BBBBPP,BBBBPP,BBBPPP,6,P
BBBBPP,BBBPP,PPPBBP,5,P
PPBPBB,PPPBB,PBBBPP,5,B
PPPBBP,BBBPP,PPPPBB,5,P
PBBBPP,PPPPBB,PPBBPB,6,B
PBBPPB,PPPPBB,PPBPBP,6,B
PPBBBB,PPPBB,PBPPBP,5,B
PBPPBP,BBBBPP,BPPBBP,6,P
BPPBBP,BBBBPP,PPBBPB,6,P
PBBPBB,PPPBB,PPPPPB,5,B
PPPPPB,PPPBB,BBPBBB,5,B
PBBBBP,BBBPP,PPBBPP,5,P
BBBPBP,BBBBBBPP,PBPPBP,8,P
PPBPPB,PPPBB,PPBBBB,5,B
PPBBPP,BBBBBBBPP,BPPPBP,9,P
PPPPBP,BBBPP,PBBPBP,5,P
BPBBPB,PPPPPBB,BPPPPB,7,B
PPBBPB,PPPPPPPPPPPPPBB,BBBBBB,15,B
PPPPBB,BBBBBBBBBBPP,PPPPPB,12,P
BBBBPP,PPPPPBB,BBPBBP,7,B
BPBPBB,PPPPPBB,BPBBPP,7,B
BPPPPB,PPPBB,BPBPPP,5,B
BPPBPB,PPPBB,PBBBBB,5,B
PPPBBP,BBBBBPP,PPBBPP,7,P
PPBBPP,BBBPP,PPBPPP,5,P
BBBBBP,BBBPP,BBPPPB,5,P
BBBBBP,BBBBPP,PBBBPP,6,P
PPBBPP,BBBPP,PPPBBB,5,P
PBBBPP,PPPBB,BPPPPP,5,B
PPPBBB,PPPPPPPBB,PBBPBB,9,B
BBPBBP,BBBPP,PPBPPP,5,P
BPPPPB,PPPPPBB,BBBPBB,7,B
PPPBBB,PPPPBB,PPPPPP,6,B
PPPPBP,BBBPP,PPBBBP,5,P
BBPPPP,BBBPP,BBPPBB,5,P
PPPBBB,PPPPPPBB,PBBPBB,8,B
BPBBBP,BBBBPP,PBPPPP,6,P
BBPPPB,PPPPBB,PPPBPB,6,B
PPPBPP,BBBBPP,PBBPBB,6,P
BBBPBP,BBBPP,PBBPPB,5,P
PPBBPP,BBBPP,BPBBBB,5,P
BBBBPB,PPPPPPPBB,PPPBPB,9,B
PBPPBB,PPPBB,BBBPBP,5,B
BBBBPB,PPPPPBB,BBBBBB,7,B
PPPBPB,PPPBB,PBBPPP,5,B
PBBPBB,PPPPPPBB,PBPPPP,8,B
PPBBPB,PPPPPBB,PPBPBP,7,B
BBPBBP,BBBPP,BPBBBP,5,P
BBPPBP,BBBPP,BBPBBB,5,P
BPPBBP,BBBBPP,BBBBBP,6,P
BBBBPP,BBBBBPP,BBPPPP,7,P
BBPBPP,BBBPP,PPPBBB,5,P
PBBBPP,PPPBB,BBBBPP,5,B
PPPPBB,BBBBPP,PPBPPB,6,P
PBBBBP,BBBPP,BPPBPB,5,P
BPBPPB,PPPPPBB,BPBPBP,7,B
BBPBPB,PPPBB,PPBBPP,5,B
PPPPBP,BBBPP,PBBPPP,5,P
PPPPPB,PPPPBB,BBBBPP,6,B
PBBPPB,PPPPBB,PPBPPB,6,B
PBPPBP,BBBPP,BBPPBB,5,P
BBBBPP,BBBPP,PPBBPP,5,P
BBPBPP,BBBPP,PBBBPB,5,P
BBBPBB,PPPPBB,PPPPBP,6,B
BPPPPB,PPPBB,PBPBBP,5,B
BPBPPB,PPPBB,BPPBPB,5,B
PBPPBB,PPPBB,PBPPBP,5,B
BPBPPB,PPPBB,BBBPBP,5,B
BPBPBP,BBBBBPP,BPBPPP,7,P
PPBBPB,PPPBB,BPBBPP,5,B
PPPBBP,BBBBBBPP,BBBPPB,8,P
BBBBPP,BBBPP,BBPBBP,5,P
PBPBPB,PPPPBB,PBBPBB,6,B
PPBBBP,BBBBPP,PPBBBP,6,P
BBPPPP,BBBPP,BPBBBP,5,P
BBPPBP,BBBPP,PBBPBB,5,P
PPPBBP,BBBPP,PBBBBB,5,P
PBPPPB,PPPPBB,PPBBPB,6,B
BPPBPP,BBBPP,PBPPBP,5,P
BPBPBP,BBBBPP,BPBPPP,6,P
BPPBPB,PPPPBB,PBBBBP,6,B
PPPBBP,BBBBPP,BPPPBB,6,P
PBPBBP,BBBBPP,PBBPPB,6,P
PBBPBP,BBBPP,BBPBPB,5,P
PBBBPP,PPPPBB,PBPBPP,6,B
PBPBPB,PPPBB,BBBPBP,5,B
BBPBPB,PPPPPPBB,PBBPPB,8,B
PBPBPB,PPPBB,BBBPBP,5,B
BBPBPB,PPPPPPBB,PBBPPB,8,B
BPPBBP,BBBBPP,BPPBPP,6,P
PPBBPB,PPPBB,BPPBBP,5,B
BPPPBB,PPPBB,BPPPBB,5,B
PPPBBB,PPPBB,PBPPBP,5,B
BPPPBB,BBBPP,PPPBBB,5,P
BBBBPP,PPPBB,BBPBBP,5,B
PBBBPB,PPPBB,BPBPPB,5,B
BBBBPP,BBBPP,BBPBPB,5,P
BBPPBB,PPPBB,PPBPPB,5,B
BPPBPP,BBBPP,PPBPPP,5,P
BPBPBP,BBBBBBPP,BPBBPB,8,P
PBPPBB,PPPBB,BBPPBB,5,B
BPBBPB,PPPPBB,PPBPPP,6,B
PBPPPB,PPPPBB,BBBPPB,6,B
PPPPBB,BBBPP,BBBBPP,5,P
BBBBPP,BBBBPP,BBBBPB,6,P
BPBBPP,BBBBBBBPP,BPPPBP,9,P
PBPPBP,BBBBPP,PBPBBB,6,P
PPPPBP,BBBBBBPP,PBBPPB,8,P
PPBBPB,PPPPBB,PBBBPB,6,B
PBBBPB,PPPPPBB,BPPBBB,7,B
BBPBPB,PPPBB,PBBBBB,5,B
BBBBPB,PPPPPPBB,BBBBPP,8,B
PPPPBB,BBBBPP,PPPPPB,6,P
PPPBPB,PPPPPPBB,PPPPBB,8,B
PPPPBB,PPPPBB,BBPPBB,6,B
BBBBPP,BBBBPP,BBPBBB,6,P
BPPBBP,BBBBPP,BPPPPB,6,P
BPPBPB,PPPBB,PPBBPP,5,B
PBBBBP,BBBPP,BBPBPB,5,P
BPPPPB,PPPBB,PPBPPP,5,B
PBBBBP,BBBPP,BBBBPP,5,P
PBBBPP,BBBBPP,BBBPBB,6,P
PPBBBP,BBBBBPP,BBBBPB,7,P
BPBPBB,PPPBB,PBPPPB,5,B
BBBPBB,PPPPBB,BBPBPP,6,B
PBPPPB,PPPPBB,BBBBPP,6,B
PPPPBB,BBBBPP,BPBBPP,6,P
BPPPPB,PPPPBB,PPPBPP,6,B
PBPPBB,PPPBB,BBBPBP,5,B
BPBPBB,PPPBB,BBPPPB,5,B
PPPBPB,PPPBB,PPPBBP,5,B
BPPPBB,PPPBB,PBPPPB,5,B
PPBBPB,PPPBB,PPBPPB,5,B
PPBPPB,PPPBB,PBBPBP,5,B
BPBBPB,PPPPPBB,BPPPBB,7,B
PPPBBB,PPPBB,PBBPPB,5,B
PPPPBB,PPPBB,BPPBBB,5,B
PBBBPP,BBBBBBBBBBPP,PPPBPP,12,P
PPPBPP,BBBPP,BPPBBP,5,P
PPPBPB,PPPBB,BPBPPP,5,B
BPPBPP,BBBBBBPP,BPBPBB,8,P
BBPBBP,BBBPP,PBPPBP,5,P
BPBBPP,BBBBBPP,BBBBPP,7,P
BBBBPP,BBBBPP,PBPPPB,6,P
PBPPBP,BBBPP,PPPBPB,5,P
PBPBBP,BBBPP,PPPBPP,5,P
PPBBBP,BBBBPP,BBBBBP,6,P
BBBBPP,BBBBBPP,BPBPPB,7,P
PBPPBB,PPPPBB,PPBPPB,6,B
PPBBBB,PPPPPPBB,PBPPBB,8,B
PPPBPB,PPPBB,PPBPPB,5,B
BPBBBP,BBBPP,BBPBPB,5,P
PBBPBP,BBBBPP,BPPBBB,6,P
PPBPBP,BBBPP,PBPBPP,5,P
PPBPBP,BBBPP,BPBPBP,5,P
PBBPBP,BBBBPP,PBBPPP,6,P
BPPPBB,PPPPBB,PPPBBB,6,B
PPPPBB,PPPBB,BPPPBP,5,B
BPPPBP,BBBPP,BPBPPB,5,P
BPBPPB,PPPPBB,BPPPBP,6,B
PPPBPP,BBBPP,PBBBBB,5,P
BPPPBP,BBBPP,BPBPPB,5,P
BPBPPB,PPPPBB,BPPPBP,6,B
PPPBPP,BBBPP,PBBBBB,5,P
BPBPBP,BBBPP,BBPBPB,5,P
BPBPBP,BBBBPP,BPBBBB,6,P
BBBPBP,BBBPP,PBPBBB,5,P
BPBPBP,BBBPP,BBPBPB,5,P
BPBPBP,BBBBPP,BPBBBB,6,P
BBBPBP,BBBPP,PBPBBB,5,P
PBPBPP,BBBBPP,PBPBBB,6,P
BBBBBP,BBBPP,PBBPBB,5,P
PBBBBP,BBBBPP,BBBBPP,6,P
BBBBPP,BBBBPP,PBPBPP,6,P
