before,four_cut,after,pattern
PBPPBP,BBBBPBBBBP,PBBPPP,4-1-4-1
PPBBPP,BBBBPBBBBP,BBPBBP,4-1-4-1
BBPPBP,BBBBPBBBBP,PPPBPP,4-1-4-1
PPBPBB,PPPPBPPPPB,PBBBPB,4-1-4-1
BBPBBB,PPPPBPPPPB,BPPPBP,4-1-4-1
BPBPBB,PPPPBPPPPB,PBPPPB,4-1-4-1
BPBPBB,PPPPBPPPPB,PBPPPB,4-1-4-1
PPPBPP,PPPPBPPPPB,BBBBBB,4-1-4-1
BPPBBP,PPPPBPPPPB,BBPBPB,4-1-4-1
PBPPPB,PPPPBPPPPB,PBPBPB,4-1-4-1
PBPBPP,BBBBPBBBBP,PBPPPB,4-1-4-1
PBPBPB,PPPPBPPPPB,BPBBBP,4-1-4-1
BBBPPB,BBBBPBBBBP,BBBBBP,4-1-4-1
BPPPBP,BBBBPBBBBP,BBBBBP,4-1-4-1
BBPBPP,BBBBPBBBBP,PPBBBP,4-1-4-1
PBBBBB,BBBBPBBBBP,BPPPPB,4-1-4-1
BPBPBB,PPPPBPPPPB,PPBBPP,4-1-4-1
PBBPBB,PPPPBPPPPB,PPPBPP,4-1-4-1
PBPPBB,BBBBPBBBBP,BBPBBB,4-1-4-1
PPPBBP,PPPPBPPPPB,BPPBPP,4-1-4-1
BBPPBB,BBBBPBBBBP,PBBPPB,4-1-4-1
BPBBBB,PPPPBPPPPB,BPBPPB,4-1-4-1
BPPPBB,BBBBPBBBBP,PBBBBP,4-1-4-1
PPBPPP,BBBBPBBBBP,PPPPPP,4-1-4-1
PPBBBP,BBBBPBBBBP,BPBPPB,4-1-4-1
PPPPBB,BBBBPBBBBP,BPBPPP,4-1-4-1
PBPPPP,PPPPBPPPPB,PPBBPP,4-1-4-1
BBPBBP,PPPPBPPPPB,BBPPPP,4-1-4-1
BPBPPB,BBBBPBBBBP,BBPBPP,4-1-4-1
BBPBBB,BBBBPBBBBP,PBBPBP,4-1-4-1
BBBBBB,PPPPBPPPPB,PPBBBP,4-1-4-1
PBBBBB,BBBBPBBBBP,BBPPPP,4-1-4-1
BPPBPB,BBBBPBBBBP,BBPPPP,4-1-4-1
PPPPPP,BBBBPBBBBP,PBPPPP,4-1-4-1
PBPPPB,PPPPBPPPPB,PPPPPB,4-1-4-1
BBPBBP,BBBBPBBBBP,BBBBBB,4-1-4-1
PPPBPP,BBBBPBBBBP,PBBPPP,4-1-4-1
PPPBPP,BBBBPBBBBP,PBBPPP,4-1-4-1
PPBPBB,BBBBPBBBBP,PPPBBP,4-1-4-1
BPPPBB,BBBBPBBBBP,BPBBPP,4-1-4-1
BPPPBB,BBBBPBBBBP,BPBBPP,4-1-4-1
PBBBBP,PPPPBPPPPB,BBBBBP,4-1-4-1
PPPBPB,PPPPBPPPPB,PPPBPB,4-1-4-1
PPBBBP,BBBBPBBBBP,PPPBPP,4-1-4-1
PPPPPP,PPPPBPPPPB,PPBBPP,4-1-4-1
BPPPBP,BBBBPBBBBP,BPBBPP,4-1-4-1
BPBBPP,PPPPBPPPPB,BBBPBP,4-1-4-1
BBPBPP,PPPPBPPPPB,BBPBBB,4-1-4-1
PBBPPP,BBBBPBBBBP,PBBBBB,4-1-4-1
PPBBBB,PPPPBPPPPB,PBPBBP,4-1-4-1
BBPPPP,BBBBPBBBBP,BBBPPB,4-1-4-1
PPBPBP,BBBBPBBBBP,PPBPBP,4-1-4-1
PPPBPP,BBBBPBBBBP,PBBBBB,4-1-4-1
BBBBPP,BBBBPBBBBP,BBBBBP,4-1-4-1
PPBPPB,PPPPBPPPPB,BPPBBP,4-1-4-1
PPPBBB,BBBBPBBBBP,PPBPPP,4-1-4-1
BBBPPB,BBBBPBBBBP,PPBPPP,4-1-4-1
PPBPBB,PPPPBPPPPB,BPPPPB,4-1-4-1
PPPPBB,PPPPBPPPPB,PPBBPP,4-1-4-1
BBPBBP,PPPPBPPPPB,PBBPPP,4-1-4-1
BPBBPB,BBBBPBBBBP,BBBPBP,4-1-4-1
BBBPPP,PPPPBPPPPB,BPPPPB,4-1-4-1
BBBPPP,PPPPBPPPPB,BPPPPB,4-1-4-1
PPBPBB,BBBBPBBBBP,BBPPPP,4-1-4-1
PPBBPP,BBBBPBBBBP,BPPBPB,4-1-4-1
BBPPPB,BBBBPBBBBP,PPBBPP,4-1-4-1
BBBPPB,BBBBPBBBBP,PPPBBP,4-1-4-1
BPPBPP,BBBBPBBBBP,BBBBPB,4-1-4-1
BPPBPP,BBBBPBBBBP,BBBBPB,4-1-4-1
PPPPPP,BBBBPBBBBP,PBBPBP,4-1-4-1
BPPBBB,PPPPBPPPPB,PBBBPB,4-1-4-1
PBBPBB,PPPPBPPPPB,PPPBBP,4-1-4-1
BPPPPP,BBBBPBBBBP,PBPBBP,4-1-4-1
BPPPBB,PPPPBPPPPB,PPBPBP,4-1-4-1
PPPBPB,PPPPBPPPPB,BPBBBP,4-1-4-1
BPBBBB,BBBBPBBBBP,PBBBPB,4-1-4-1
BBPBBP,PPPPBPPPPB,PBBBPB,4-1-4-1
BPBBPB,BBBBPBBBBP,BPBPPB,4-1-4-1
PBBPBP,PPPPBPPPPB,PBBPPB,4-1-4-1
BPPBPB,PPPPBPPPPB,BBPPBP,4-1-4-1
PPPBBB,PPPPBPPPPB,PBPBBB,4-1-4-1
BBPBBP,PPPPBPPPPB,PBPPBP,4-1-4-1
PBPBBB,PPPPBPPPPB,PBBPBP,4-1-4-1
PPPPPB,BBBBPBBBBP,BBBPBP,4-1-4-1
BPPBBB,BBBBPBBBBP,PPPPBB,4-1-4-1
BPBPBP,BBBBPBBBBP,BBBPBP,4-1-4-1
BBBBPB,BBBBPBBBBP,BBBPBP,4-1-4-1
BBBBBB,PPPPBPPPPB,BBBPPB,4-1-4-1
BPBBPB,PPPPBPPPPB,PPBPPP,4-1-4-1
BBBPPB,BBBBPBBBBP,PBPBPB,4-1-4-1
PBBPBP,PPPPBPPPPB,PPPBBP,4-1-4-1
PPBBPP,BBBBPBBBBP,BBBPBB,4-1-4-1
PPPPBP,PPPPBPPPPB,PPPBPP,4-1-4-1
BBPBBB,BBBBPBBBBP,PBPPBP,4-1-4-1
BPPBPP,BBBBPBBBBP,BPBPPB,4-1-4-1
PPBPPB,PPPPBPPPPB,PBPBBB,4-1-4-1
BBBPPB,BBBBPBBBBP,BPBPPB,4-1-4-1
BBBPPP,BBBBPBBBBP,PPBPPP,4-1-4-1
BPPPPB,BBBBPBBBBP,BPPBBB,4-1-4-1
PBPBPB,PPPPBPPPPB,PBBPPB,4-1-4-1
PBPPPB,BBBBPBBBBP,BPPPPP,4-1-4-1
BPPBBB,PPPPBPPPPB,PPBBBB,4-1-4-1
BPBPBB,PPPPBPPPPB,PBBPBP,4-1-4-1
BBBBBP,PPPPBPPPPB,BPPBPP,4-1-4-1
BPBPBB,PPPPBPPPPB,PPBPBB,4-1-4-1
BPBPBB,BBBBPBBBBP,BBPPBB,4-1-4-1
BPPBBP,PPPPBPPPPB,BBPPPB,4-1-4-1
BBBBPB,BBBBPBBBBP,BPBPPB,4-1-4-1
BPBPPB,PPPPBPPPPB,PPPPPB,4-1-4-1
PPPPBB,BBBBPBBBBP,PPBPPP,4-1-4-1
BPPBBP,BBBBPBBBBP,BBBBPP,4-1-4-1
BBPPPB,BBBBPBBBBP,PBBPBP,4-1-4-1
BPPPPP,BBBBPBBBBP,PPBBPB,4-1-4-1
PPBBBP,BBBBPBBBBP,PPBPPP,4-1-4-1
BPPPPP,BBBBPBBBBP,PBBBBP,4-1-4-1
BPPPBB,BBBBPBBBBP,BBBPPP,4-1-4-1
BBBPBP,BBBBPBBBBP,PPPPPB,4-1-4-1
BPPPBB,BBBBPBBBBP,PPPPPP,4-1-4-1
BBPPPP,BBBBPBBBBP,PBBPPP,4-1-4-1
BPPPBP,BBBBPBBBBP,BPBPBB,4-1-4-1
PBBPBP,PPPPBPPPPB,BPPBPB,4-1-4-1
BPBPBB,PPPPBPPPPB,BBBPPB,4-1-4-1
BPPPBB,BBBBPBBBBP,PPBBBB,4-1-4-1
PBPBBB,PPPPBPPPPB,PBPBPP,4-1-4-1
BBPBBP,PPPPBPPPPB,PBPPBB,4-1-4-1
BPPPPB,BBBBPBBBBP,BPPBBB,4-1-4-1
BPPPPB,BBBBPBBBBP,BPPBBB,4-1-4-1
BBPPPP,BBBBPBBBBP,BPBPPP,4-1-4-1
BBBBBB,BBBBPBBBBP,PBPPBB,4-1-4-1
BPBPBB,BBBBPBBBBP,BBBPBB,4-1-4-1
PBPBBB,BBBBPBBBBP,PBPPBB,4-1-4-1
PBBPBB,BBBBPBBBBP,BBPBBP,4-1-4-1
BBBBBB,BBBBPBBBBP,BBPBBP,4-1-4-1
BBBBPP,BBBBPBBBBP,BBPPBP,4-1-4-1
PBPPPP,PPPPBPPPPB,PPBPBB,4-1-4-1
BBPPBP,PPPPBPPPPB,BBBBPB,4-1-4-1
PPBBPB,BBBBPBBBBP,BBBBBP,4-1-4-1
PBPBBB,BBBBPBBBBP,BBPPPB,4-1-4-1
PBPBBB,BBBBPBBBBP,BBPPPB,4-1-4-1
BBPPBP,BBBBPBBBBP,PPBPBB,4-1-4-1
BBPPPB,BBBBPBBBBP,BPPPPB,4-1-4-1
PBPBPP,PPPPBPPPPB,BBPPBB,4-1-4-1
BPBBPB,PPPPBPPPPB,BBBPBB,4-1-4-1
PBPBPP,BBBBPBBBBP,PBPPPB,4-1-4-1
BBBBPB,BBBBPBBBBP,BBBPBB,4-1-4-1
BBBPBP,BBBBPBBBBP,BBBBPB,4-1-4-1
BBPBBP,BBBBPBBBBP,PBBBBB,4-1-4-1
BBPPPP,PPPPBPPPPB,PPPBBP,4-1-4-1
BPBPBP,PPPPBPPPPB,BBBBBB,4-1-4-1
PPPBPB,BBBBPBBBBP,PBBBPB,4-1-4-1
BPPBBP,BBBBPBBBBP,PPBBBB,4-1-4-1
BBBBPB,PPPPBPPPPB,BBBPBP,4-1-4-1
BPBPPP,PPPPBPPPPB,PBPPBB,4-1-4-1
BPPBPB,PPPPBPPPPB,PPBBBB,4-1-4-1
PBBPPP,BBBBPBBBBP,PBBPBP,4-1-4-1
PBPBBB,BBBBPBBBBP,PPBPPP,4-1-4-1
PBPBBB,BBBBPBBBBP,PPBPPP,4-1-4-1
PPBBBP,BBBBPBBBBP,BBPBBB,4-1-4-1
PPPBBB,BBBBPBBBBP,BBPBBB,4-1-4-1
PBPBPP,BBBBPBBBBP,PPPPBB,4-1-4-1
BBPPBP,BBBBPBBBBP,PBPPPP,4-1-4-1
PPPPBB,BBBBPBBBBP,PPPBBB,4-1-4-1
BPBPPB,BBBBPBBBBP,PPBBPB,4-1-4-1
PBPPPP,BBBBPBBBBP,BBBBBB,4-1-4-1
PBPPPP,PPPPBPPPPB,PBBBBB,4-1-4-1
PBBBPB,BBBBPBBBBP,BBPBPP,4-1-4-1
BBPPBB,BBBBPBBBBP,BPBBBB,4-1-4-1
PBBPPP,BBBBPBBBBP,PPBPBP,4-1-4-1
BPBBBB,PPPPBPPPPB,PPPPBB,4-1-4-1
PPPPBB,BBBBPBBBBP,BBPBBB,4-1-4-1
BPPPPB,BBBBPBBBBP,BPPBBB,4-1-4-1
BBBPPP,PPPPBPPPPB,BPPPBB,4-1-4-1
BPBPPB,PPPPBPPPPB,PBPPPP,4-1-4-1
PPBPBB,BBBBPBBBBP,PBBPBB,4-1-4-1
BPBBPP,BBBBPBBBBP,BBBPBP,4-1-4-1
PBPBPP,PPPPBPPPPB,BBPBPP,4-1-4-1
BPPPBB,PPPPBPPPPB,PBBBBP,4-1-4-1
BPPPPP,PPPPBPPPPB,BPPPPB,4-1-4-1
PBBPBP,BBBBPBBBBP,PBBPPB,4-1-4-1
PBBPPP,BBBBPBBBBP,BPPPBP,4-1-4-1
PBPBBP,PPPPBPPPPB,BPPPBB,4-1-4-1
PPBBBP,BBBBPBBBBP,BPBBBB,4-1-4-1
PPBBPB,PPPPBPPPPB,PPBBPP,4-1-4-1
PBBBPP,PPPPBPPPPB,PPPBBP,4-1-4-1
PPPBPP,BBBBPBBBBP,PBBBPB,4-1-4-1
PPPPBP,PPPPBPPPPB,BBBBPP,4-1-4-1
PPBBPP,BBBBPBBBBP,PPBPPP,4-1-4-1
BPBBBP,BBBBPBBBBP,BPPBBB,4-1-4-1
BPBBBP,BBBBPBBBBP,BBPBPP,4-1-4-1
BBBPBP,BBBBPBBBBP,PPBPPP,4-1-4-1
BPBBBB,BBBBPBBBBP,PBBPPP,4-1-4-1
PPBPPP,PPPPBPPPPB,PBBPPB,4-1-4-1
BBBBPP,BBBBPBBBBP,PBPBBP,4-1-4-1
PBPPBB,PPPPBPPPPB,PBPPBP,4-1-4-1
PPBPBP,BBBBPBBBBP,PBBPBP,4-1-4-1
BBPPPP,BBBBPBBBBP,PBPPBB,4-1-4-1
BBBBPB,PPPPBPPPPB,PBPPBP,4-1-4-1
PBBBBB,BBBBPBBBBP,BBBPBB,4-1-4-1
PBPBBB,BBBBPBBBBP,PBPPBB,4-1-4-1
BBPBBP,BBBBPBBBBP,PPPBBP,4-1-4-1
BPBBBP,PPPPBPPPPB,PBPBPB,4-1-4-1
BPBBBP,PPPPBPPPPB,PBPBPB,4-1-4-1
BPBBPP,BBBBPBBBBP,PPBBBP,4-1-4-1
BPPBPB,BBBBPBBBBP,BPBBPP,4-1-4-1
PBBPBP,BBBBPBBBBP,BBBBPB,4-1-4-1
PPPBPP,PPPPBPPPPB,PBPBPP,4-1-4-1
PPPBPB,PPPPBPPPPB,BBPPPB,4-1-4-1
PBPBBP,PPPPBPPPPB,BBPBBP,4-1-4-1
BPBBBB,BBBBPBBBBP,BBPBBP,4-1-4-1
BPBBPP,BBBBPBBBBP,PBBPPP,4-1-4-1
PPBBPP,BBBBPBBBBP,BBBBPB,4-1-4-1
BPPBBP,BBBBPBBBBP,PPBPBP,4-1-4-1
BPBPPB,PPPPBPPPPB,PPPPBP,4-1-4-1
PPBPPP,BBBBPBBBBP,PBBPBB,4-1-4-1
PPPBPP,PPPPBPPPPB,PPPPBB,4-1-4-1
PPPBPB,BBBBPBBBBP,PPBBBP,4-1-4-1
PPPBBP,PPPPBPPPPB,BBBBBP,4-1-4-1
BPBPBP,BBBBPBBBBP,BBPBPP,4-1-4-1
BPBBBP,PPPPBPPPPB,PPBPPB,4-1-4-1
PPPBPP,PPPPBPPPPB,PPPPPB,4-1-4-1
BPBPPP,PPPPBPPPPB,PBBPPB,4-1-4-1
PBBPBP,BBBBPBBBBP,PBBBBP,4-1-4-1
BPPBBP,BBBBPBBBBP,BBBBPP,4-1-4-1
PPPPPP,PPPPBPPPPB,BBPPPB,4-1-4-1
PBBPBB,PPPPBPPPPB,BBPPBP,4-1-4-1
PPBBBB,BBBBPBBBBP,BBBPPB,4-1-4-1
PPBBBP,PPPPBPPPPB,BBBBPP,4-1-4-1
PPBBPB,BBBBPBBBBP,BBPPPP,4-1-4-1
BPPPBP,PPPPBPPPPB,BBBBBP,4-1-4-1
PPBBBP,BBBBPBBBBP,PBPBBB,4-1-4-1
BBPBPP,PPPPBPPPPB,BBPPPB,4-1-4-1
BBBBBB,BBBBPBBBBP,BBPBBB,4-1-4-1
BBPPBB,PPPPBPPPPB,PBPBBB,4-1-4-1
BPPBBP,BBBBPBBBBP,PPPBPB,4-1-4-1
BBPPPP,PPPPBPPPPB,PPPPBB,4-1-4-1
PPPBBB,PPPPBPPPPB,BPBPPP,4-1-4-1
BBBBPP,PPPPBPPPPB,PBPPPP,4-1-4-1
BBPPBP,PPPPBPPPPB,PPBPBP,4-1-4-1
BBPBBB,PPPPBPPPPB,PBBBBB,4-1-4-1
PBBBBP,PPPPBPPPPB,BPBPPB,4-1-4-1
BBBBBB,PPPPBPPPPB,PPPPPB,4-1-4-1
PPPPBB,BBBBPBBBBP,PBPBBB,4-1-4-1
PBBBPB,PPPPBPPPPB,PPBBBP,4-1-4-1
BBBPBB,BBBBPBBBBP,BBPPPB,4-1-4-1
PBBBPP,BBBBPBBBBP,BPBBPB,4-1-4-1
BBBBPB,BBBBPBBBBP,PBPPBP,4-1-4-1
BBPPBP,BBBBPBBBBP,BBPPPB,4-1-4-1
BPBPPP,BBBBPBBBBP,BPBPPB,4-1-4-1
PBBBBB,PPPPBPPPPB,PBPPBB,4-1-4-1
PBPBBP,PPPPBPPPPB,PPBBBP,4-1-4-1
PPPPBP,BBBBPBBBBP,PPBPBP,4-1-4-1
PPPPBP,BBBBPBBBBP,PBPPPB,4-1-4-1
PPPPBB,BBBBPBBBBP,BBPBPP,4-1-4-1
PBPBBP,BBBBPBBBBP,BBPBBP,4-1-4-1
BPPBBP,BBBBPBBBBP,PBPPBB,4-1-4-1
BBPBPP,PPPPBPPPPB,BBPPPB,4-1-4-1
BPPBBB,PPPPBPPPPB,PPBBPB,4-1-4-1
PBBBPP,PPPPBPPPPB,BBBPPB,4-1-4-1
BPPBPB,BBBBPBBBBP,BBPPPB,4-1-4-1
PPPPPP,PPPPBPPPPB,BPPPBB,4-1-4-1
BBBBPP,PPPPBPPPPB,PPBBPB,4-1-4-1
BBBPBP,PPPPBPPPPB,PPPBPP,4-1-4-1
PPBPPB,BBBBPBBBBP,BBPBBB,4-1-4-1
PPPBPP,PPPPBPPPPB,BPBBBP,4-1-4-1
BBPPBP,PPPPBPPPPB,BBBPBB,4-1-4-1
BPBPBB,PPPPBPPPPB,BBPPBB,4-1-4-1
PPPBBP,PPPPBPPPPB,PBBPPP,4-1-4-1
BPPPPB,BBBBPBBBBP,PPBPBB,4-1-4-1
BBPBPP,PPPPBPPPPB,BBPPPB,4-1-4-1
PBBBPB,BBBBPBBBBP,BPPPPP,4-1-4-1
BBPBPP,PPPPBPPPPB,BBBBBB,4-1-4-1
PBBBBB,BBBBPBBBBP,BBBPPP,4-1-4-1
BBPPPB,PPPPBPPPPB,BBPPPP,4-1-4-1
BPBPBB,PPPPBPPPPB,PPPBPP,4-1-4-1
BPPPBP,PPPPBPPPPB,BBBPPP,4-1-4-1
PBBBPP,BBBBPBBBBP,BBPBPB,4-1-4-1
BPBPPP,BBBBPBBBBP,PBBPBP,4-1-4-1
BBPPPP,PPPPBPPPPB,BPBPPP,4-1-4-1
PBPPPB,PPPPBPPPPB,BPPPPP,4-1-4-1
BPPPPP,BBBBPBBBBP,PBBPBP,4-1-4-1
PBPPPP,BBBBPBBBBP,PBBBPB,4-1-4-1
PBBPPB,PPPPBPPPPB,BBBBBB,4-1-4-1
PBPPBP,PPPPBPPPPB,PPPPPP,4-1-4-1
BBBPPP,BBBBPBBBBP,BPBPPB,4-1-4-1
BPBBBB,BBBBPBBBBP,BBBPPP,4-1-4-1
PPPBBP,BBBBPBBBBP,BBBBPB,4-1-4-1
PBBBBP,BBBBPBBBBP,BPBPBP,4-1-4-1
PPBPBP,BBBBPBBBBP,BPPBBB,4-1-4-1
PBBBPP,PPPPBPPPPB,BPBBBP,4-1-4-1
BPPBBP,BBBBPBBBBP,PPPBBP,4-1-4-1
PPPPBP,PPPPBPPPPB,PBPPBP,4-1-4-1
BPPBBB,BBBBPBBBBP,BPPBPB,4-1-4-1
PPPPBP,PPPPBPPPPB,BPPPPP,4-1-4-1
PBBPBP,PPPPBPPPPB,BBBPPB,4-1-4-1
PPBPBP,PPPPBPPPPB,BPPPPB,4-1-4-1
BBPPBB,BBBBPBBBBP,BBBBBP,4-1-4-1
BBPBPP,PPPPBPPPPB,BBPPPB,4-1-4-1
BBBBBP,PPPPBPPPPB,BBPBBB,4-1-4-1
PPBBPB,PPPPBPPPPB,PPBBPB,4-1-4-1
PPPPPB,BBBBPBBBBP,BBPBPB,4-1-4-1
PBBPBP,BBBBPBBBBP,BPBPBB,4-1-4-1
BPPPPP,BBBBPBBBBP,BBBBPB,4-1-4-1
BPPPBB,PPPPBPPPPB,PPBPBB,4-1-4-1
PBPBBB,BBBBPBBBBP,PBPPBP,4-1-4-1
PBPBBP,PPPPBPPPPB,BBBPBP,4-1-4-1
PPBPPP,BBBBPBBBBP,BBPBBB,4-1-4-1
BPPPPB,BBBBPBBBBP,PBBPPP,4-1-4-1
PBPBBP,BBBBPBBBBP,PPBBBB,4-1-4-1
BPBBPB,BBBBPBBBBP,BPPPBP,4-1-4-1
BBBBBP,PPPPBPPPPB,BBPPBB,4-1-4-1
BBBPPP,PPPPBPPPPB,BBPBPB,4-1-4-1
BBPBBB,BBBBPBBBBP,BBPPPB,4-1-4-1
BBPBPP,PPPPBPPPPB,PPBBPP,4-1-4-1
PPBBBB,PPPPBPPPPB,BPBPPP,4-1-4-1
PPBBBB,PPPPBPPPPB,BPBPPP,4-1-4-1
PPPBBP,PPPPBPPPPB,BPBBBP,4-1-4-1
BPPPBB,PPPPBPPPPB,PPBBBB,4-1-4-1
BBPBBP,BBBBPBBBBP,BBPBBB,4-1-4-1
BPBPPP,BBBBPBBBBP,BBBPPB,4-1-4-1
BPPBBP,BBBBPBBBBP,PBPPPB,4-1-4-1
PPPBBB,PPPPBPPPPB,BBBPBP,4-1-4-1
BBPBPP,PPPPBPPPPB,PPBPPB,4-1-4-1
BBPPBP,PPPPBPPPPB,BBBPBP,4-1-4-1
PBPBBB,PPPPBPPPPB,BPBPPB,4-1-4-1
PPBPPP,PPPPBPPPPB,PPBPPB,4-1-4-1
PBBBPB,PPPPBPPPPB,BBBPBB,4-1-4-1
BBBPBP,BBBBPBBBBP,BBPBPP,4-1-4-1
PBBBPB,PPPPBPPPPB,PBBPBB,4-1-4-1
BBPPPB,PPPPBPPPPB,BPPBBP,4-1-4-1
PPPBPB,PPPPBPPPPB,BBBBBB,4-1-4-1
PBBBBB,PPPPBPPPPB,BBPBBP,4-1-4-1
BBBBPB,BBBBPBBBBP,PBBBBP,4-1-4-1
PBBPPP,BBBBPBBBBP,PBPBBP,4-1-4-1
PBBPPP,BBBBPBBBBP,PBBPPP,4-1-4-1
PBBPBP,PPPPBPPPPB,BPPPPP,4-1-4-1
PPPBPP,BBBBPBBBBP,PPPBBB,4-1-4-1
PPBBBB,BBBBPBBBBP,PBPPBP,4-1-4-1
BBBPBB,BBBBPBBBBP,BPBBBB,4-1-4-1
BBPPBB,PPPPBPPPPB,PPPPPP,4-1-4-1
BBPPBB,BBBBPBBBBP,PPBPPP,4-1-4-1
BBPPBB,BBBBPBBBBP,PPBPPP,4-1-4-1
BPBPBP,PPPPBPPPPB,PBPBPB,4-1-4-1
BBPBPB,BBBBPBBBBP,PBBPBB,4-1-4-1
PPBPBP,BBBBPBBBBP,PBPPBB,4-1-4-1
PPBPPP,BBBBPBBBBP,BPPPBP,4-1-4-1
PBBPBP,PPPPBPPPPB,PBPBBB,4-1-4-1
BBPBBP,PPPPBPPPPB,PPPBBP,4-1-4-1
PPPBPB,BBBBPBBBBP,PPBBBP,4-1-4-1
PBBBBB,PPPPBPPPPB,PBPBPB,4-1-4-1
BPPBBP,BBBBPBBBBP,BBBBPB,4-1-4-1
BBBPPP,PPPPBPPPPB,PBPPBP,4-1-4-1
PPBPBB,BBBBPBBBBP,PPBBPP,4-1-4-1
BPPPPB,BBBBPBBBBP,BPPPBP,4-1-4-1
BPPBBP,BBBBPBBBBP,BBBBPP,4-1-4-1
BPPBBP,BBBBPBBBBP,BBBBPP,4-1-4-1
BBPBBB,BBBBPBBBBP,PPBPPP,4-1-4-1
PPPBBP,PPPPBPPPPB,PPPPPB,4-1-4-1
PPBBBB,PPPPBPPPPB,BBBPBB,4-1-4-1
BPPBPP,PPPPBPPPPB,PPPBPB,4-1-4-1
PPBPBP,PPPPBPPPPB,PBPPBP,4-1-4-1
BPBBPP,BBBBPBBBBP,PPBBBP,4-1-4-1
BPBBPB,PPPPBPPPPB,PPPBBB,4-1-4-1
PPBBPP,PPPPBPPPPB,BPBBBP,4-1-4-1
PPPBBB,BBBBPBBBBP,BPBPBB,4-1-4-1
PPPPPB,BBBBPBBBBP,BBBBBP,4-1-4-1
PPPBPP,BBBBPBBBBP,BPPPPB,4-1-4-1
PBBPBB,BBBBPBBBBP,BBPBPP,4-1-4-1
PBBBPP,PPPPBPPPPB,PBPBBP,4-1-4-1
BPPPPP,BBBBPBBBBP,PBBBBP,4-1-4-1
PBBPBP,BBBBPBBBBP,BPBPPP,4-1-4-1
PPBPBB,PPPPBPPPPB,BBBBPP,4-1-4-1
PBPPBB,PPPPBPPPPB,BPBPBB,4-1-4-1
PBBBBP,PPPPBPPPPB,BPPBPB,4-1-4-1
BPPPPB,BBBBPBBBBP,PBPPPP,4-1-4-1
PBBPBP,PPPPBPPPPB,BBPPBP,4-1-4-1
PPPPPP,PPPPBPPPPB,BBPBBB,4-1-4-1
PBPBPB,BBBBPBBBBP,BBBPPB,4-1-4-1
PPBPPP,PPPPBPPPPB,PPPBPB,4-1-4-1
PPBPPP,PPPPBPPPPB,PBBPBB,4-1-4-1
PBPBPB,BBBBPBBBBP,PPPPPP,4-1-4-1
PPPPPB,BBBBPBBBBP,PPBBPB,4-1-4-1
PPPBBB,PPPPBPPPPB,BPPPBP,4-1-4-1
BPPBPP,PPPPBPPPPB,PPBBBB,4-1-4-1
BBPBBP,PPPPBPPPPB,BPPPBB,4-1-4-1
BPPBBB,PPPPBPPPPB,PBPBBP,4-1-4-1
PPPBPB,PPPPBPPPPB,PBBBPB,4-1-4-1
BBPPPP,BBBBPBBBBP,BPPPPB,4-1-4-1
BBBPPP,PPPPBPPPPB,PBBPBB,4-1-4-1
PPBPBP,PPPPBPPPPB,PBBBPP,4-1-4-1
PPBPBP,PPPPBPPPPB,PBBBPP,4-1-4-1
PBBBPP,PPPPBPPPPB,BBPPBB,4-1-4-1
PBBBPP,PPPPBPPPPB,BBPPBB,4-1-4-1
PBBPBP,BBBBPBBBBP,BBBBPP,4-1-4-1
PBBPBP,BBBBPBBBBP,BBBBPP,4-1-4-1
PPPPBP,BBBBPBBBBP,PBBBBP,4-1-4-1
BPBPBB,BBBBPBBBBP,BBBBBB,4-1-4-1
BPBBPP,BBBBPBBBBP,BBPBBB,4-1-4-1
BPBBBB,BBBBPBBBBP,PBPBPP,4-1-4-1
BPBBPB,BBBBPBBBBP,PPPPBP,4-1-4-1
PBPBBB,PPPPBPPPPB,PPPPPB,4-1-4-1
PBPBBB,PPPPBPPPPB,PPPPPB,4-1-4-1
BPPPBB,BBBBPBBBBP,BPBPPB,4-1-4-1
BPPPBB,PPPPBPPPPB,BBBBBB,4-1-4-1
PPBBBB,PPPPBPPPPB,PPBPBB,4-1-4-1
BBPPPP,BBBBPBBBBP,BBPPPP,4-1-4-1
PPPPBB,PPPPBPPPPB,BPBBPB,4-1-4-1
BBBBPP,PPPPBPPPPB,BPBPPB,4-1-4-1
PPPPPP,BBBBPBBBBP,PBPPPB,4-1-4-1
PPPBBP,PPPPBPPPPB,BPPPBB,4-1-4-1
BPPBBP,BBBBPBBBBP,BPBPBP,4-1-4-1
BPBPBP,BBBBPBBBBP,PBPBPP,4-1-4-1
BPPBPB,BBBBPBBBBP,PPPPPP,4-1-4-1
PPBBPP,PPPPBPPPPB,PBBBPP,4-1-4-1
PPBBPB,PPPPBPPPPB,BPPPBP,4-1-4-1
PBBPPB,PPPPBPPPPB,PBBPPP,4-1-4-1
PBBBPP,BBBBPBBBBP,BBPBPB,4-1-4-1
PBPPBB,BBBBPBBBBP,BBBPBB,4-1-4-1
BPPBPB,BBBBPBBBBP,PPPBPB,4-1-4-1
BBBPBB,PPPPBPPPPB,BPBBPP,4-1-4-1
PPPBPP,BBBBPBBBBP,BBPPPB,4-1-4-1
PBBBPB,BBBBPBBBBP,BBPPPB,4-1-4-1
BBPPBP,BBBBPBBBBP,PBPBPB,4-1-4-1
BPPBBP,PPPPBPPPPB,PPPBBB,4-1-4-1
