before,red_three_cut,after,pattern
PPBPBP,PPPBPPPB,BPPBBB,PPP-B-PPP-B
PPBBBP,PPPBPPPB,BBPBBB,PPP-B-PPP-B
BBBBPB,PPPBPPPB,BBBBBP,PPP-B-PPP-B
PPBBPB,PPPBPPPB,PPPBPB,PPP-B-PPP-B
BBBPPB,PPPBPPPB,PPBBPP,PPP-B-PPP-B
BPPBBP,PPPBPPPB,BBPBBP,PPP-B-PPP-B
PBBBBB,PPPBPPPB,PPBPBB,PPP-B-PPP-B
BPPPBB,PPPBPPPB,PPPPPB,PPP-B-PPP-B
BPBPPP,PPPBPPPB,PPBBBB,PPP-B-PPP-B
PPBBPP,PPPBPPPB,PPPBBP,PPP-B-PPP-B
PPPBPP,PPPBPPPB,PBPBPB,PPP-B-PPP-B
PBBBBB,PPPBPPPB,PBBPBB,PPP-B-PPP-B
PPBPPB,PPPBPPPB,BBBBBB,PPP-B-PPP-B
PPBBPB,PPPBPPPB,PPBPPP,PPP-B-PPP-B
PPPPPP,PPPBPPPB,BPBBBP,PPP-B-PPP-B
PPPPPP,PPPBPPPB,BPBBBP,PPP-B-PPP-B
PPPPPP,PPPBPPPB,BPBBBP,PPP-B-PPP-B
PBPPBB,PPPBPPPB,PBBPPP,PPP-B-PPP-B
PPPBPB,PPPBPPPB,BPBPPP,PPP-B-PPP-B
BBPBPP,PPPBPPPB,PBBPPB,PPP-B-PPP-B
BPPPBP,PPPBPPPB,BBPPPP,PPP-B-PPP-B
BBPBPP,PPPBPPPB,BBPBBP,PPP-B-PPP-B
BBBBPB,PPPBPPPB,PPPPPP,PPP-B-PPP-B
BBBBBP,PPPBPPPB,PBBPBB,PPP-B-PPP-B
PPBPBP,PPPBPPPB,BBBBBP,PPP-B-PPP-B
PPBPBP,PPPBPPPB,BBBBBP,PPP-B-PPP-B
PBPBPP,PPPBPPPB,PPBBPP,PPP-B-PPP-B
BBPBBB,PPPBPPPB,PBPPBB,PPP-B-PPP-B
BPPBBB,PPPBPPPB,BPPPPP,PPP-B-PPP-B
BBPPPP,PPPBPPPB,BPPBPP,PPP-B-PPP-B
PPPPBB,PPPBPPPB,PBBPPP,PPP-B-PPP-B
BBBPPB,PPPBPPPB,PBBBPP,PPP-B-PPP-B
BPPPBP,PPPBPPPB,BBPBBP,PPP-B-PPP-B
PBBPPP,PPPBPPPB,PBBPBB,PPP-B-PPP-B
PPPBPP,PPPBPPPB,BPBPPB,PPP-B-PPP-B
PBBBBB,PPPBPPPB,BPPPBP,PPP-B-PPP-B
PBBPBP,PPPBPPPB,PBBBBP,PPP-B-PPP-B
BPBBBP,PPPBPPPB,PBPBPB,PPP-B-PPP-B
PBPBPP,PPPBPPPB,PPBBBP,PPP-B-PPP-B
PPBBBB,PPPBPPPB,BPPPBB,PPP-B-PPP-B
PBPBPB,PPPBPPPB,BBBBPP,PPP-B-PPP-B
PPPBPB,PPPBPPPB,PBPPBP,PPP-B-PPP-B
PPPBPB,PPPBPPPB,PBPPBP,PPP-B-PPP-B
BPBPPB,PPPBPPPB,BPPPPB,PPP-B-PPP-B
BPBPPB,PPPBPPPB,BPPPPB,PPP-B-PPP-B
PPPBPB,PPPBPPPB,PPBBPP,PPP-B-PPP-B
BPBPBP,PPPBPPPB,BPPPPB,PPP-B-PPP-B
BPPBPP,PPPBPPPB,BBPPPB,PPP-B-PPP-B
PPPPBB,PPPBPPPB,BPBPPB,PPP-B-PPP-B
BPBPBB,PPPBPPPB,PBPPPP,PPP-B-PPP-B
PPBBBP,PPPBPPPB,BPPPPB,PPP-B-PPP-B
BPBBPB,PPPBPPPB,PPBPPP,PPP-B-PPP-B
BPPPBB,PPPBPPPB,PBBPBP,PPP-B-PPP-B
BPPBPP,PPPBPPPB,BBPBBP,PPP-B-PPP-B
BPPPPP,PPPBPPPB,PBBPPB,PPP-B-PPP-B
PPBBBB,PPPBPPPB,BBPPPP,PPP-B-PPP-B
BBPBPB,PPPBPPPB,PBPBBP,PPP-B-PPP-B
BPBPPP,PPPBPPPB,PBBBBB,PPP-B-PPP-B
PPPBPP,PPPBPPPB,PPBPPP,PPP-B-PPP-B
PBBBBP,PPPBPPPB,BPPPBB,PPP-B-PPP-B
BBBPPP,PPPBPPPB,PBBBBB,PPP-B-PPP-B
BPBBBB,PPPBPPPB,PBBBBP,PPP-B-PPP-B
BBBPBP,PPPBPPPB,PBPPPP,PPP-B-PPP-B
BBBPBP,PPPBPPPB,BPPBPP,PPP-B-PPP-B
PBPBBP,PPPBPPPB,BBPPBB,PPP-B-PPP-B
PPPPBB,PPPBPPPB,PPBPBP,PPP-B-PPP-B
BBPBPB,PPPBPPPB,PPPBPB,PPP-B-PPP-B
BPPBPB,PPPBPPPB,BBPBBB,PPP-B-PPP-B
BBPBPP,PPPBPPPB,BPBPBP,PPP-B-PPP-B
BPBBPB,PPPBPPPB,PPBPPB,PPP-B-PPP-B
PBPBPP,PPPBPPPB,BBBPPP,PPP-B-PPP-B
BBPBBP,PPPBPPPB,PPPBPB,PPP-B-PPP-B
BPBPBP,PPPBPPPB,PPPPPB,PPP-B-PPP-B
BPBPBP,PPPBPPPB,BPPPPB,PPP-B-PPP-B
BPPBBB,PPPBPPPB,PPPBPB,PPP-B-PPP-B
PBBPBB,PPPBPPPB,PPBPBB,PPP-B-PPP-B
BPBPPB,PPPBPPPB,BPBPBB,PPP-B-PPP-B
BBBBBB,PPPBPPPB,PBPBPB,PPP-B-PPP-B
BBBBBB,PPPBPPPB,PBPBPB,PPP-B-PPP-B
BBPPPP,PPPBPPPB,BBPPBP,PPP-B-PPP-B
BPPBBB,PPPBPPPB,BPPBBB,PPP-B-PPP-B
PBPPBP,PPPBPPPB,BPPBBP,PPP-B-PPP-B
BBPBBB,PPPBPPPB,PPBPBP,PPP-B-PPP-B
BBBBBP,PPPBPPPB,BBPPPB,PPP-B-PPP-B
BBPPBB,PPPBPPPB,PPBPPB,PPP-B-PPP-B
PBBPBP,PPPBPPPB,BBPBBB,PPP-B-PPP-B
PPBPPP,PPPBPPPB,BPBPBB,PPP-B-PPP-B
PPBBBB,PPPBPPPB,BPBPBP,PPP-B-PPP-B
PPPBBB,PPPBPPPB,BBBBBB,PPP-B-PPP-B
PPBBBB,PPPBPPPB,BPPPBB,PPP-B-PPP-B
BPBPBB,PPPBPPPB,PBPPBP,PPP-B-PPP-B
PBBBPP,PPPBPPPB,PBPBPB,PPP-B-PPP-B
PBBBPP,PPPBPPPB,PBPBPB,PPP-B-PPP-B
BBBBBB,PPPBPPPB,PBPBBP,PPP-B-PPP-B
BBBBPB,PPPBPPPB,PPPPBP,PPP-B-PPP-B
PPBBBB,PPPBPPPB,PPBBBB,PPP-B-PPP-B
PBBBBB,PPPBPPPB,PBBBBP,PPP-B-PPP-B
BBPBBB,PPPBPPPB,BPBPBB,PPP-B-PPP-B
PPBPPB,PPPBPPPB,PPPBBB,PPP-B-PPP-B
PBPBBP,PPPBPPPB,BBBBPB,PPP-B-PPP-B
PBBBBB,PPPBPPPB,BPPBPP,PPP-B-PPP-B
PBBPBP,PPPBPPPB,PPBBBB,PPP-B-PPP-B
BPBBBB,PPPBPPPB,PBPBBB,PPP-B-PPP-B
PPBPBB,PPPBPPPB,BBBPBP,PPP-B-PPP-B
BPPBBB,PPPBPPPB,BPPPPB,PPP-B-PPP-B
PBPPPP,PPPBPPPB,BPBBBB,PPP-B-PPP-B
PBBPPP,PPPBPPPB,PPBBPB,PPP-B-PPP-B
BPBBPB,PPPBPPPB,BBBPBB,PPP-B-PPP-B
PBBPPB,PPPBPPPB,PPBPBP,PPP-B-PPP-B
PBBPPP,PPPBPPPB,BBPBPP,PPP-B-PPP-B
PBBBBB,PPPBPPPB,PBBPPB,PPP-B-PPP-B
BBBBPB,PPPBPPPB,BPPPBP,PPP-B-PPP-B
PBPBPP,PPPBPPPB,PBPPBP,PPP-B-PPP-B
PBPBBB,PPPBPPPB,BBPPBB,PPP-B-PPP-B
PBBPBP,PPPBPPPB,PPPPPB,PPP-B-PPP-B
BBBBBB,PPPBPPPB,PPBBBP,PPP-B-PPP-B
BPBPPP,PPPBPPPB,PPBPPB,PPP-B-PPP-B
PBPBBP,PPPBPPPB,PPBPBP,PPP-B-PPP-B
BBBBPP,PPPBPPPB,BBPPPP,PPP-B-PPP-B
PBBBPB,PPPBPPPB,PBBBBP,PPP-B-PPP-B
PBBBBP,PPPBPPPB,BPBPPP,PPP-B-PPP-B
PBBBBP,PPPBPPPB,BPBPPP,PPP-B-PPP-B
BBBPBP,PPPBPPPB,PBPBBP,PPP-B-PPP-B
PBBPBB,PPPBPPPB,PBPBPP,PPP-B-PPP-B
PPBPPP,PPPBPPPB,BPBBPP,PPP-B-PPP-B
BPPPBB,PPPBPPPB,BBPBBB,PPP-B-PPP-B
BBPPBP,PPPBPPPB,BBBBPP,PPP-B-PPP-B
PBPPBP,PPPBPPPB,PPPBBP,PPP-B-PPP-B
PBBPBB,PPPBPPPB,PPBPBB,PPP-B-PPP-B
BBPBPB,PPPBPPPB,BPPBPB,PPP-B-PPP-B
PPPPPP,PPPBPPPB,PPBPPP,PPP-B-PPP-B
PBBPPB,PPPBPPPB,PBBBBP,PPP-B-PPP-B
BPBPPP,PPPBPPPB,PPPBBP,PPP-B-PPP-B
PPBPBP,PPPBPPPB,PPPPBB,PPP-B-PPP-B
BPPPBP,PPPBPPPB,BBPPBP,PPP-B-PPP-B
PBBBBP,PPPBPPPB,BPBBPP,PPP-B-PPP-B
BBPBBP,PPPBPPPB,PBPBPB,PPP-B-PPP-B
PPPBBB,PPPBPPPB,PBPPBP,PPP-B-PPP-B
BBPPPP,PPPBPPPB,PPBBPB,PPP-B-PPP-B
PPPPBB,PPPBPPPB,BBPBBP,PPP-B-PPP-B
BPBBBP,PPPBPPPB,PPBBPP,PPP-B-PPP-B
PPBBPB,PPPBPPPB,PBPBBB,PPP-B-PPP-B
BBBPPB,PPPBPPPB,PBBBPP,PPP-B-PPP-B
BBBPPB,PPPBPPPB,PBBBPP,PPP-B-PPP-B
PBBBBP,PPPBPPPB,PBBPPB,PPP-B-PPP-B
PBPBBP,PPPBPPPB,PBPBPB,PPP-B-PPP-B
PBBBBB,PPPBPPPB,BBPPPB,PPP-B-PPP-B
BPPPPP,PPPBPPPB,BPPPBP,PPP-B-PPP-B
BBBBBP,PPPBPPPB,BPPPBB,PPP-B-PPP-B
BPBBBP,PPPBPPPB,PBPPBP,PPP-B-PPP-B
PBPPPP,PPPBPPPB,PPPBBB,PPP-B-PPP-B
BBPBPP,PPPBPPPB,PBPBBB,PPP-B-PPP-B
BPBPPP,PPPBPPPB,PPBBBB,PPP-B-PPP-B
PBBBBP,PPPBPPPB,BBPPPP,PPP-B-PPP-B
BBPBBP,PPPBPPPB,BBBPBB,PPP-B-PPP-B
PBBBBP,PPPBPPPB,BPPPBB,PPP-B-PPP-B
BPBPBB,PPPBPPPB,PBPPPP,PPP-B-PPP-B
BBPBBP,PPPBPPPB,PBBPPB,PPP-B-PPP-B
BBBPBB,PPPBPPPB,BBPPPP,PPP-B-PPP-B
BPPPBB,PPPBPPPB,BPBBBB,PPP-B-PPP-B
BPPBBB,PPPBPPPB,PBBBPP,PPP-B-PPP-B
BPPBBP,PPPBPPPB,BPBBPB,PPP-B-PPP-B
BBBPPP,PPPBPPPB,BPBPBP,PPP-B-PPP-B
BBPBBB,PPPBPPPB,BBBBBB,PPP-B-PPP-B
PBBBPB,PPPBPPPB,BPPPBB,PPP-B-PPP-B
PBPBPP,PPPBPPPB,PPPPPB,PPP-B-PPP-B
BPBPPB,PPPBPPPB,PBPPPB,PPP-B-PPP-B
BBPBBB,PPPBPPPB,PPPBBP,PPP-B-PPP-B
BBBBPP,PPPBPPPB,PPBPBP,PPP-B-PPP-B
BPBBBP,PPPBPPPB,PPBBPB,PPP-B-PPP-B
PPPPBP,PPPBPPPB,BBBBBB,PPP-B-PPP-B
BBBPBP,PPPBPPPB,PPBPBB,PPP-B-PPP-B
PBPBPP,PPPBPPPB,PPPPBB,PPP-B-PPP-B
PBBPBP,PPPBPPPB,BBBBBP,PPP-B-PPP-B
PPBPPB,PPPBPPPB,BPBBPB,PPP-B-PPP-B
BBPBPP,PPPBPPPB,PBBBBP,PPP-B-PPP-B
BPPBBB,PPPBPPPB,PPPBPP,PPP-B-PPP-B
BPBPPP,PPPBPPPB,PBBPBP,PPP-B-PPP-B
BPBPBP,PPPBPPPB,PPPBBP,PPP-B-PPP-B
BPPBPP,PPPBPPPB,BPPBPP,PPP-B-PPP-B
BPPBPB,PPPBPPPB,BPPBBP,PPP-B-PPP-B
PBBPBP,PPPBPPPB,PPPPPB,PPP-B-PPP-B
PPBBBP,PPPBPPPB,BPBBBP,PPP-B-PPP-B
BPBPBB,PPPBPPPB,PBBPPP,PPP-B-PPP-B
BPBPBB,PPPBPPPB,BBBPPB,PPP-B-PPP-B
PPBBPP,PPPBPPPB,BPPBPB,PPP-B-PPP-B
PBBBPB,PPPBPPPB,PPBPPP,PPP-B-PPP-B
PBPPPP,PPPBPPPB,PPBPPP,PPP-B-PPP-B
PPPBBP,PPPBPPPB,PPPBBB,PPP-B-PPP-B
PBBPBP,PPPBPPPB,BPPBBP,PPP-B-PPP-B
BBPPBB,PPPBPPPB,BBBPBB,PPP-B-PPP-B
BPBPPB,PPPBPPPB,BPPPBP,PPP-B-PPP-B
PPPPBB,PPPBPPPB,PBPBPB,PPP-B-PPP-B
PPPPBP,PPPBPPPB,PBBBPP,PPP-B-PPP-B
PPBBPB,PPPBPPPB,BBPBBP,PPP-B-PPP-B
BBPPBB,PPPBPPPB,BPBPBP,PPP-B-PPP-B
PBBBPB,PPPBPPPB,BBBBBP,PPP-B-PPP-B
PBBBBP,PPPBPPPB,PBPPPB,PPP-B-PPP-B
PBBPPB,PPPBPPPB,BPPPPB,PPP-B-PPP-B
BPPPPP,PPPBPPPB,PPBBPB,PPP-B-PPP-B
PPBBBP,PPPBPPPB,PBPBBP,PPP-B-PPP-B
BPPPPP,PPPBPPPB,BPBBBP,PPP-B-PPP-B
PBBPPB,PPPBPPPB,PPBPPP,PPP-B-PPP-B
BBPPBP,PPPBPPPB,BPPPBB,PPP-B-PPP-B
BBBBPB,PPPBPPPB,PPBPBP,PPP-B-PPP-B
BBBPPP,PPPBPPPB,BBBPPP,PPP-B-PPP-B
BPPBPB,PPPBPPPB,BPBPBP,PPP-B-PPP-B
PBBPPB,PPPBPPPB,PBPPPP,PPP-B-PPP-B
PPBPPP,PPPBPPPB,PBPBPB,PPP-B-PPP-B
BBPBPB,PPPBPPPB,PPPPPB,PPP-B-PPP-B
BBBBBP,PPPBPPPB,BBPPBB,PPP-B-PPP-B
PBPPBB,PPPBPPPB,BBBBPP,PPP-B-PPP-B
BPPPPP,PPPBPPPB,BBBBBP,PPP-B-PPP-B
PPPBPP,PPPBPPPB,BBPPBP,PPP-B-PPP-B
PPPBPP,PPPBPPPB,BPBBBP,PPP-B-PPP-B
PBBBPB,PPPBPPPB,PPPPBB,PPP-B-PPP-B
BPBBBB,PPPBPPPB,BPPPPP,PPP-B-PPP-B
PPPPPP,PPPBPPPB,PBBBPP,PPP-B-PPP-B
BPPBBB,PPPBPPPB,PPPPPP,PPP-B-PPP-B
PBPPPP,PPPBPPPB,PPBBBB,PPP-B-PPP-B
PBPBPP,PPPBPPPB,BPPBBP,PPP-B-PPP-B
PPBBBP,PPPBPPPB,PBPPPB,PPP-B-PPP-B
PPBBBP,PPPBPPPB,BPPPBB,PPP-B-PPP-B
BPPPPP,PPPBPPPB,PPBBPB,PPP-B-PPP-B
BBBPPP,PPPBPPPB,BPBPBB,PPP-B-PPP-B
BBBBBP,PPPBPPPB,PBPBBP,PPP-B-PPP-B
BPPPBB,PPPBPPPB,BBPBBP,PPP-B-PPP-B
PBPBPP,PPPBPPPB,BBPPBB,PPP-B-PPP-B
BPBBPB,PPPBPPPB,BBPPBB,PPP-B-PPP-B
BBPPBP,PPPBPPPB,PPBPBB,PPP-B-PPP-B
PPBBPP,PPPBPPPB,PPPPPB,PPP-B-PPP-B
PPPPPP,PPPBPPPB,PBBPBB,PPP-B-PPP-B
PBBPBB,PPPBPPPB,BBBPPP,PPP-B-PPP-B
BPPPBP,PPPBPPPB,PPBBBP,PPP-B-PPP-B
PPBPPB,PPPBPPPB,PPBBPP,PPP-B-PPP-B
BBPPBP,PPPBPPPB,BPBPPB,PPP-B-PPP-B
BPBPPP,PPPBPPPB,BPPBBP,PPP-B-PPP-B
PBPPBP,PPPBPPPB,PBPPBP,PPP-B-PPP-B
PPPBPB,PPPBPPPB,BPBBBP,PPP-B-PPP-B
BBPBPB,PPPBPPPB,BBPPBB,PPP-B-PPP-B
BPPPPP,PPPBPPPB,BPBBBP,PPP-B-PPP-B
BPBBPB,PPPBPPPB,PPPBBB,PPP-B-PPP-B
PBBBPB,PPPBPPPB,BBPPPP,PPP-B-PPP-B
PBBBBB,PPPBPPPB,PPBBBB,PPP-B-PPP-B
BPBPBP,PPPBPPPB,PBPPBP,PPP-B-PPP-B
BPPPPP,PPPBPPPB,PPBPBP,PPP-B-PPP-B
PPPPBP,PPPBPPPB,BPBPPP,PPP-B-PPP-B
PPPBPB,PPPBPPPB,PPPBBP,PPP-B-PPP-B
PPBPBB,PPPBPPPB,PBBBBP,PPP-B-PPP-B
BBBPBB,PPPBPPPB,PBBPBB,PPP-B-PPP-B
PPBBPP,PPPBPPPB,BPBPPP,PPP-B-PPP-B
PPBBBB,PPPBPPPB,PPPBBB,PPP-B-PPP-B
BPBPBB,PPPBPPPB,BPBPPP,PPP-B-PPP-B
BPBBPB,PPPBPPPB,BPPPBP,PPP-B-PPP-B
BPPPBB,PPPBPPPB,BPPBPP,PPP-B-PPP-B
BBBBPB,PPPBPPPB,PBBPBP,PPP-B-PPP-B
PBBPBP,PPPBPPPB,BPBPPB,PPP-B-PPP-B
BPPBPB,PPPBPPPB,BBBBBP,PPP-B-PPP-B
BPPBPB,PPPBPPPB,BBBBBP,PPP-B-PPP-B
BPBPPB,PPPBPPPB,BBBPPP,PPP-B-PPP-B
BPBPBP,PPPBPPPB,PPBBBP,PPP-B-PPP-B
BBPBPB,PPPBPPPB,BPPPPP,PPP-B-PPP-B
BBPPBP,PPPBPPPB,PBBBPP,PPP-B-PPP-B
BPBBPB,PPPBPPPB,PBPBPP,PPP-B-PPP-B
BBPBPP,PPPBPPPB,PPBBBP,PPP-B-PPP-B
PBBPPB,PPPBPPPB,PBBPBP,PPP-B-PPP-B
PBBPPB,PPPBPPPB,BBBPPB,PPP-B-PPP-B
PBPBBP,PPPBPPPB,BPPBBB,PPP-B-PPP-B
BPPPBP,PPPBPPPB,BBPPPB,PPP-B-PPP-B
PBBBBP,PPPBPPPB,PBBPPP,PPP-B-PPP-B
PBBBBB,PPPBPPPB,PBBBBB,PPP-B-PPP-B
PBBBBP,PPPBPPPB,BPBPPB,PPP-B-PPP-B
PBPPBP,PPPBPPPB,PBBBPB,PPP-B-PPP-B
BPPBPB,PPPBPPPB,PPBBPB,PPP-B-PPP-B
PBBBBB,PPPBPPPB,BBBPBB,PPP-B-PPP-B
PPPBPP,PPPBPPPB,PBPPPP,PPP-B-PPP-B
PBBBBB,PPPBPPPB,BBPPBP,PPP-B-PPP-B
BBBPPB,PPPBPPPB,PPPPBB,PPP-B-PPP-B
PPPPPP,PPPBPPPB,BBPBPB,PPP-B-PPP-B
BBBPPB,PPPBPPPB,BBBBPP,PPP-B-PPP-B
PPBBPB,PPPBPPPB,BBBPBB,PPP-B-PPP-B
BPBPPP,PPPBPPPB,BPBBPB,PPP-B-PPP-B
BPPBPB,PPPBPPPB,PBPBBP,PPP-B-PPP-B
PPPBBP,PPPBPPPB,BPBBPB,PPP-B-PPP-B
PPPBBP,PPPBPPPB,BPBBPB,PPP-B-PPP-B
PPPBBP,PPPBPPPB,BPBBPB,PPP-B-PPP-B
PPPBBP,PPPBPPPB,BPBBPB,PPP-B-PPP-B
BBBBPP,PPPBPPPB,BPPBBB,PPP-B-PPP-B
PPBPPP,PPPBPPPB,PBPPPP,PPP-B-PPP-B
PBPBPP,PPPBPPPB,BBPBPB,PPP-B-PPP-B
BPBBBP,PPPBPPPB,PBBBBB,PPP-B-PPP-B
PBPBBB,PPPBPPPB,BBBPBP,PPP-B-PPP-B
BPBBBP,PPPBPPPB,BBPPBB,PPP-B-PPP-B
PBBPBB,PPPBPPPB,BPPBPP,PPP-B-PPP-B
BPPBPP,PPPBPPPB,PBPBBP,PPP-B-PPP-B
BPBPBP,PPPBPPPB,BPPBPB,PPP-B-PPP-B
BPBPBP,PPPBPPPB,BPPBPB,PPP-B-PPP-B
BBBPPP,PPPBPPPB,PPBBBB,PPP-B-PPP-B
PPBPPB,PPPBPPPB,PPPPPP,PPP-B-PPP-B
PBBBPP,PPPBPPPB,PBBPBB,PPP-B-PPP-B
BPPPPP,PPPBPPPB,PPPPPB,PPP-B-PPP-B
PBPBPB,PPPBPPPB,BPBPBP,PPP-B-PPP-B
PPBBPB,PPPBPPPB,BPBBBP,PPP-B-PPP-B
BPBPPP,PPPBPPPB,BPPBBP,PPP-B-PPP-B
PBBPPB,PPPBPPPB,PPBBPB,PPP-B-PPP-B
PPBPBB,PPPBPPPB,PPPBBP,PPP-B-PPP-B
BPBBBP,PPPBPPPB,PPPPBB,PPP-B-PPP-B
PPBPBP,PPPBPPPB,PPBPPP,PPP-B-PPP-B
BBBBBB,PPPBPPPB,BBPPPB,PPP-B-PPP-B
PBBPPP,PPPBPPPB,BPPBPB,PPP-B-PPP-B
BBBPBP,PPPBPPPB,PPPPPB,PPP-B-PPP-B
PPPBPP,PPPBPPPB,BBPPPB,PPP-B-PPP-B
BBBBPP,PPPBPPPB,BBBPBP,PPP-B-PPP-B
BBBPBB,PPPBPPPB,PPPBBP,PPP-B-PPP-B
PBBPBB,PPPBPPPB,PPBPBP,PPP-B-PPP-B
BPBBBP,PPPBPPPB,PBBPBB,PPP-B-PPP-B
BBPPPP,PPPBPPPB,BPBPPB,PPP-B-PPP-B
PBPBBB,PPPBPPPB,BBBBPB,PPP-B-PPP-B
PPPBPP,PPPBPPPB,BBBPPB,PPP-B-PPP-B
PPPBPP,PPPBPPPB,BBBPPB,PPP-B-PPP-B
BBPPBB,PPPBPPPB,PPBPPP,PPP-B-PPP-B
PBBPPP,PPPBPPPB,BBBBBP,PPP-B-PPP-B
BPPBPP,PPPBPPPB,BPBBBB,PPP-B-PPP-B
BBBPPB,PPPBPPPB,PBBPBP,PPP-B-PPP-B
PPPBPP,PPPBPPPB,BPBBBP,PPP-B-PPP-B
PBPPPP,PPPBPPPB,PBBBBP,PPP-B-PPP-B
BBPBBB,PPPBPPPB,BBBBBB,PPP-B-PPP-B
PPBBBB,PPPBPPPB,BPBPPP,PPP-B-PPP-B
BPPPBP,PPPBPPPB,PBBPBP,PPP-B-PPP-B
BBPPBP,PPPBPPPB,PPBBPP,PPP-B-PPP-B
PPBBBB,PPPBPPPB,PBPBBB,PPP-B-PPP-B
PBPBPB,PPPBPPPB,BBPBBP,PPP-B-PPP-B
BBBPPB,PPPBPPPB,BBPBBP,PPP-B-PPP-B
PPPBBP,PPPBPPPB,BBPBPP,PPP-B-PPP-B
PPBBPB,PPPBPPPB,BBBBPB,PPP-B-PPP-B
BPPPBP,PPPBPPPB,PPPBBP,PPP-B-PPP-B
BBBBPB,PPPBPPPB,PBBPBB,PPP-B-PPP-B
BBPPPP,PPPBPPPB,BBBBBP,PPP-B-PPP-B
BPBBPB,PPPBPPPB,PPBBBB,PPP-B-PPP-B
BBBPPB,PPPBPPPB,BPBPPB,PPP-B-PPP-B
BPBPPB,PPPBPPPB,BPBBPB,PPP-B-PPP-B
PPBBBB,PPPBPPPB,BPBPBP,PPP-B-PPP-B
PPBPBB,PPPBPPPB,PBBBBB,PPP-B-PPP-B
BPBPPB,PPPBPPPB,BBPBBB,PPP-B-PPP-B
BBBBPB,PPPBPPPB,PBPBPP,PPP-B-PPP-B
PPBBPB,PPPBPPPB,BPBBPB,PPP-B-PPP-B
PPPPPP,PPPBPPPB,PBBBPP,PPP-B-PPP-B
BPBBBB,PPPBPPPB,BPBBPP,PPP-B-PPP-B
PPBPBP,PPPBPPPB,BPPBPB,PPP-B-PPP-B
PPBPBP,PPPBPPPB,BPPBPB,PPP-B-PPP-B
PPBPBP,PPPBPPPB,BPPBPB,PPP-B-PPP-B
PBBPBB,PPPBPPPB,BPPBPP,PPP-B-PPP-B
PBPPBP,PPPBPPPB,PBBPBP,PPP-B-PPP-B
BPBBPB,PPPBPPPB,PBPBBB,PPP-B-PPP-B
PBPBPP,PPPBPPPB,BPBPPP,PPP-B-PPP-B
BBBBBB,PPPBPPPB,PPPBBB,PPP-B-PPP-B
PPPBBP,PPPBPPPB,PBPBPP,PPP-B-PPP-B
PPBBBB,PPPBPPPB,PBBBPB,PPP-B-PPP-B
PPPPBB,PPPBPPPB,PBBPPP,PPP-B-PPP-B
BPBBBP,PPPBPPPB,PBBPBB,PPP-B-PPP-B
BBPBPP,PPPBPPPB,BBBBBB,PPP-B-PPP-B
PPBPPB,PPPBPPPB,BPPBBB,PPP-B-PPP-B
BPBPPP,PPPBPPPB,PPBPBB,PPP-B-PPP-B
PBPPPP,PPPBPPPB,BPPPBP,PPP-B-PPP-B
PPPPBP,PPPBPPPB,PPPPPB,PPP-B-PPP-B
BBPPBP,PPPBPPPB,PBPBBB,PPP-B-PPP-B
PPBBPB,PPPBPPPB,PPBPPP,PPP-B-PPP-B
BPBPBP,PPPBPPPB,BBPBPP,PPP-B-PPP-B
PBBBBB,PPPBPPPB,PBPBBP,PPP-B-PPP-B
BBPPPP,PPPBPPPB,PBBBBB,PPP-B-PPP-B
BPPPBB,PPPBPPPB,PPPPBP,PPP-B-PPP-B
BPBPPP,PPPBPPPB,BPPPPB,PPP-B-PPP-B
BBBBBB,PPPBPPPB,PBBPPP,PPP-B-PPP-B
PBBPPB,PPPBPPPB,PBBPBB,PPP-B-PPP-B
BPBPBB,PPPBPPPB,BPBPPP,PPP-B-PPP-B
PBBBPP,PPPBPPPB,BBPBBB,PPP-B-PPP-B
PBBPPB,PPPBPPPB,PBBBBB,PPP-B-PPP-B
PPPPBP,PPPBPPPB,BBPBBB,PPP-B-PPP-B
BBPPBB,PPPBPPPB,PBPPPB,PPP-B-PPP-B
BPBPBB,PPPBPPPB,BPBBPP,PPP-B-PPP-B
PBPBBP,PPPBPPPB,PPPBPP,PPP-B-PPP-B
PPPPPP,PPPBPPPB,PBBPPP,PPP-B-PPP-B
BBBBPP,PPPBPPPB,PPBPPP,PPP-B-PPP-B
BBBPPB,PPPBPPPB,PPBPPB,PPP-B-PPP-B
BBPBBB,PPPBPPPB,BBPBBB,PPP-B-PPP-B
PBBBBP,PPPBPPPB,PPPBBP,PPP-B-PPP-B
BBBBPP,PPPBPPPB,PPPPPB,PPP-B-PPP-B
BPPBBP,PPPBPPPB,BPBPPP,PPP-B-PPP-B
BBPBPP,PPPBPPPB,BBBBBB,PPP-B-PPP-B
PBBPBB,PPPBPPPB,PPBPBB,PPP-B-PPP-B
BPBBPB,PPPBPPPB,BBPBPP,PPP-B-PPP-B
PPPPBB,PPPBPPPB,BPBBPP,PPP-B-PPP-B
PBBBPB,PPPBPPPB,PPPBBB,PPP-B-PPP-B
PPBBBB,PPPBPPPB,BBPBPP,PPP-B-PPP-B
BPBBBP,PPPBPPPB,BPBBBP,PPP-B-PPP-B
BBBBBP,PPPBPPPB,BPBBPB,PPP-B-PPP-B
PPBBBB,PPPBPPPB,PPPPBP,PPP-B-PPP-B
BBPBPP,PPPBPPPB,PPBBPB,PPP-B-PPP-B
PBPPPP,PPPBPPPB,BBPBBP,PPP-B-PPP-B
