before,red_2cut,after,pattern
BBBBBB,PPBPP,BBPBBB,PP-B-PP
PBBBPP,PPBPP,PPBPPB,PP-B-PP
PPPBPP,PPBPP,BPPBBB,PP-B-PP
PBBBPB,PPBPP,BPPPPP,PP-B-PP
BBPBPB,PPBPP,BPBPPP,PP-B-PP
BPPBBP,PPBPP,BBPPBP,PP-B-PP
PBPPBB,PPBPP,PBPBPB,PP-B-PP
PPPPPP,PPBPP,BBPBBP,PP-B-PP
BPPPBB,PPBPP,BBBBPP,PP-B-PP
PBBBPB,PPBPP,PBPPBP,PP-B-PP
PBPBPB,PPBPP,BPPPBB,PP-B-PP
PBPBBP,PPBPP,BBPBBB,PP-B-PP
PPBBPB,PPBPP,BPPBPB,PP-B-PP
BBBBPB,PPBPP,PBPPBP,PP-B-PP
PBPPPB,PPBPP,PBBBPP,PP-B-PP
BBPPBB,PPBPP,PPPBBB,PP-B-PP
BPPPPP,PPBPP,BBPBBP,PP-B-PP
PBPPPP,PPBPP,BPBBPP,PP-B-PP
PBBBBP,PPBPP,BPBPPB,PP-B-PP
BBPBBP,PPBPP,BPBBPP,PP-B-PP
PPPBBB,PPBPP,BBPBPB,PP-B-PP
BPPBPB,PPBPP,BBBBBB,PP-B-PP
BBBBPP,PPBPP,BPBBBB,PP-B-PP
BBBBPP,PPBPP,BPPPPP,PP-B-PP
BPBPBB,PPBPP,BBBPBP,PP-B-PP
BPBBBP,PPBPP,BPPPBP,PP-B-PP
PBPPBP,PPBPP,PBPPBB,PP-B-PP
BBBPPP,PPBPP,PPPBPB,PP-B-PP
BPPBPB,PPBPP,BBBPBB,PP-B-PP
BBPPBB,PPBPP,BPBBPB,PP-B-PP
BPPBPB,PPBPP,BPPBPP,PP-B-PP
PPBPPB,PPBPP,PPBBBP,PP-B-PP
PBBBPB,PPBPP,BPBBBB,PP-B-PP
BPPBBP,PPBPP,PBPBBB,PP-B-PP
PBBBBB,PPBPP,BBPPPP,PP-B-PP
PPBBBP,PPBPP,BBBPBP,PP-B-PP
BPBPBP,PPBPP,BBBPBB,PP-B-PP
PBBBBB,PPBPP,BPBBBB,PP-B-PP
BPPBBP,PPBPP,BPBBBB,PP-B-PP
PBBBBP,PPBPP,PPPBPB,PP-B-PP
BPPBBP,PPBPP,PBPPBB,PP-B-PP
PPBBPP,PPBPP,BPPBBP,PP-B-PP
PPPBBB,PPBPP,BPPBPB,PP-B-PP
BPBBPP,PPBPP,BPBPPB,PP-B-PP
BPBBBP,PPBPP,PBBBPP,PP-B-PP
PPPBBB,PPBPP,PBBPBP,PP-B-PP
PBPBBP,PPBPP,PBPBBB,PP-B-PP
PBBBBB,PPBPP,BPPPPB,PP-B-PP
PPBBBP,PPBPP,PPBBBB,PP-B-PP
BBBBPB,PPBPP,BPPBBB,PP-B-PP
BBBBPB,PPBPP,PPBPBP,PP-B-PP
PBBBBP,PPBPP,BBBPPP,PP-B-PP
BBPBBP,PPBPP,BPBBPP,PP-B-PP
PPPBBP,PPBPP,BBBBBB,PP-B-PP
BPPBBP,PPBPP,PBBBPB,PP-B-PP
BPBBBP,PPBPP,PPBBBB,PP-B-PP
BBPBBB,PPBPP,BBBPPP,PP-B-PP
BBBBBB,PPBPP,BPPPBP,PP-B-PP
BBPBPB,PPBPP,PBPPBB,PP-B-PP
PPBPBP,PPBPP,BPPBPB,PP-B-PP
BBPBPB,PPBPP,BPBPPP,PP-B-PP
BPBPBP,PPBPP,BBBBPB,PP-B-PP
PBPPPP,PPBPP,PPPPBP,PP-B-PP
BBPPBB,PPBPP,PBBBBP,PP-B-PP
PBPBPB,PPBPP,PPBPPP,PP-B-PP
BPPBPP,PPBPP,PPPPBB,PP-B-PP
PPPBPB,PPBPP,PBPBPB,PP-B-PP
PBBPBB,PPBPP,PPBBPP,PP-B-PP
PBBPBP,PPBPP,BBPBBP,PP-B-PP
BBBPPP,PPBPP,BBBBPP,PP-B-PP
BBBPPP,PPBPP,BBBPBP,PP-B-PP
BBPPBB,PPBPP,PBPPPB,PP-B-PP
BBBPBB,PPBPP,PBPPPP,PP-B-PP
BPPBBP,PPBPP,PBPBPB,PP-B-PP
PPPBPB,PPBPP,PPBPPB,PP-B-PP
BPPBPP,PPBPP,BBPBPP,PP-B-PP
PPPPBB,PPBPP,PBBBPP,PP-B-PP
BBBPBB,PPBPP,PPBPBP,PP-B-PP
PBBBBP,PPBPP,PBPPBB,PP-B-PP
BBBBPP,PPBPP,PBPBBB,PP-B-PP
BBBBBP,PPBPP,BBBPBB,PP-B-PP
PBBBBP,PPBPP,PPBBPP,PP-B-PP
PPPBBB,PPBPP,BBPPBB,PP-B-PP
BBPBBB,PPBPP,BPPBBP,PP-B-PP
BBBBPB,PPBPP,PPBBBP,PP-B-PP
PPBBPB,PPBPP,BPPPBP,PP-B-PP
PBPBBP,PPBPP,BBPPBB,PP-B-PP
BPBBPP,PPBPP,PBPPPB,PP-B-PP
PPBBBP,PPBPP,PPBPPB,PP-B-PP
PPPBPP,PPBPP,BBBPBP,PP-B-PP
PBPBPP,PPBPP,PBBPPB,PP-B-PP
PBBBPP,PPBPP,PBPBBP,PP-B-PP
BPBPBB,PPBPP,BPPPPB,PP-B-PP
BPBPBP,PPBPP,PPPBBP,PP-B-PP
PBPBBP,PPBPP,BBPPBB,PP-B-PP
PBPBPB,PPBPP,BPPBBB,PP-B-PP
BBBPBB,PPBPP,BPPPBB,PP-B-PP
BBBBPB,PPBPP,BPBPBP,PP-B-PP
PBBPPP,PPBPP,BPPBPB,PP-B-PP
BPPBBP,PPBPP,PBBPBP,PP-B-PP
BBBBPB,PPBPP,BPBBBB,PP-B-PP
BBBPBB,PPBPP,BBPBBP,PP-B-PP
BBPBBP,PPBPP,PBBPPB,PP-B-PP
PBPBPP,PPBPP,BBBPBP,PP-B-PP
PPPBBB,PPBPP,BPBPPP,PP-B-PP
BPPPBB,PPBPP,PPPPPP,PP-B-PP
BBPBBP,PPBPP,PPPBPP,PP-B-PP
PPBPPP,PPBPP,BPPBBB,PP-B-PP
PPBBBP,PPBPP,BBPBPP,PP-B-PP
PPBBBP,PPBPP,BBBPPP,PP-B-PP
BBBBPB,PPBPP,BPBBBB,PP-B-PP
PBPBBB,PPBPP,BBBPPP,PP-B-PP
PPBBBP,PPBPP,PPBBBP,PP-B-PP
PPBPBB,PPBPP,BPPPPP,PP-B-PP
PBBBBB,PPBPP,BBPPBP,PP-B-PP
BBBBBP,PPBPP,BPBBPB,PP-B-PP
PBPBBB,PPBPP,BBPPPP,PP-B-PP
PBPBBB,PPBPP,BBBPPB,PP-B-PP
BBBBBB,PPBPP,BBPPBP,PP-B-PP
PPPPPP,PPBPP,BPPBBP,PP-B-PP
BBBBBP,PPBPP,PBPBBP,PP-B-PP
BBBBPP,PPBPP,BBBBPB,PP-B-PP
PBBPPP,PPBPP,BPBPBP,PP-B-PP
BBPPPP,PPBPP,BBPPBB,PP-B-PP
PPPBBP,PPBPP,BPPBBB,PP-B-PP
PBBPPP,PPBPP,PPPBBB,PP-B-PP
PPBBPP,PPBPP,PBBPBB,PP-B-PP
BPPPBB,PPBPP,BBBPPP,PP-B-PP
PPBBBP,PPBPP,PPPPPB,PP-B-PP
BPPPPP,PPBPP,PPBBPB,PP-B-PP
BBBPBP,PPBPP,BBPBPP,PP-B-PP
BPBPPP,PPBPP,PBPBPP,PP-B-PP
BBBBBB,PPBPP,BPPPPB,PP-B-PP
BPPBPP,PPBPP,BPPBPB,PP-B-PP
BPBPBP,PPBPP,BBBPPB,PP-B-PP
BPPPBB,PPBPP,BPBPBP,PP-B-PP
BPPBBB,PPBPP,PPBBBB,PP-B-PP
PBPPBP,PPBPP,BBPPPP,PP-B-PP
BPPBBP,PPBPP,BPBBBP,PP-B-PP
PBPBBB,PPBPP,PPBPPB,PP-B-PP
BPPBPP,PPBPP,BBBBPP,PP-B-PP
BBBBBP,PPBPP,PBBBPB,PP-B-PP
BBBBPP,PPBPP,BBBPPP,PP-B-PP
BBPBBB,PPBPP,PPPBPP,PP-B-PP
PPBPPP,PPBPP,PBBBPB,PP-B-PP
PPBBBB,PPBPP,PBBBPB,PP-B-PP
BPBBPP,PPBPP,BPPBBB,PP-B-PP
PPPBBB,PPBPP,BPPPBB,PP-B-PP
PPBBBB,PPBPP,BPPPBP,PP-B-PP
PBPPBP,PPBPP,PPBBPP,PP-B-PP
PBBPPP,PPBPP,BPPPBB,PP-B-PP
BBBBPP,PPBPP,PBPBPB,PP-B-PP
PBPBPB,PPBPP,PPPPPB,PP-B-PP
BPPPPP,PPBPP,PPPPPB,PP-B-PP
PBBPBP,PPBPP,BBBPBP,PP-B-PP
PPBBBP,PPBPP,BBPPBB,PP-B-PP
BPBBPB,PPBPP,PBBBBB,PP-B-PP
BPBBPB,PPBPP,BBBBBB,PP-B-PP
BBPBBP,PPBPP,PPPPBB,PP-B-PP
PPPBBB,PPBPP,PBPPPP,PP-B-PP
PPBBBP,PPBPP,PPBBBB,PP-B-PP
PBBBBB,PPBPP,BBPPBB,PP-B-PP
BBPBPP,PPBPP,BPPPPP,PP-B-PP
PBBBBP,PPBPP,PPPPPB,PP-B-PP
BPPBBB,PPBPP,PBBPBP,PP-B-PP
BPBBPB,PPBPP,PPPBPB,PP-B-PP
PPPBPP,PPBPP,PPBBBB,PP-B-PP
PBPBPB,PPBPP,PBPPBB,PP-B-PP
BBBPBP,PPBPP,BPBBPB,PP-B-PP
PPBBPP,PPBPP,BPPPBB,PP-B-PP
BPBBBP,PPBPP,PPPBBB,PP-B-PP
BBPBBP,PPBPP,BBPBBP,PP-B-PP
BBPPBB,PPBPP,PBBBPP,PP-B-PP
PBBBPP,PPBPP,BBPBBP,PP-B-PP
PBPBPP,PPBPP,BBBBPB,PP-B-PP
BBPBPP,PPBPP,BPBPBP,PP-B-PP
PPBBPB,PPBPP,PBPPBP,PP-B-PP
PBPPPB,PPBPP,BBBBPP,PP-B-PP
PPBBBB,PPBPP,BPBBPB,PP-B-PP
PPPBBP,PPBPP,PBPBBP,PP-B-PP
PBPBBB,PPBPP,PPBBPB,PP-B-PP
BPBBPB,PPBPP,PBBBPB,PP-B-PP
PPBBBB,PPBPP,BPBBBB,PP-B-PP
BBBBBB,PPBPP,PPBPPB,PP-B-PP
BPPBPP,PPBPP,BPPPPB,PP-B-PP
BPPBBB,PPBPP,PPBBBB,PP-B-PP
BBBPBP,PPBPP,BBBPPB,PP-B-PP
BBPPBB,PPBPP,PPPBPB,PP-B-PP
PBBBPP,PPBPP,PBPPBB,PP-B-PP
BPBPPP,PPBPP,BBBBPP,PP-B-PP
PBBPPP,PPBPP,PPBBPB,PP-B-PP
PPPBPP,PPBPP,PBPBPB,PP-B-PP
BBPPPP,PPBPP,PPPPPB,PP-B-PP
BPPPPP,PPBPP,BBBBBP,PP-B-PP
BPBBBB,PPBPP,PPBPPP,PP-B-PP
BPPBPP,PPBPP,PPBPPP,PP-B-PP
PPPBPP,PPBPP,PBBPBP,PP-B-PP
BBPBPB,PPBPP,PPPBBP,PP-B-PP
BBPBBB,PPBPP,PBBPPB,PP-B-PP
PBBBBB,PPBPP,PBPBBB,PP-B-PP
BBPPBB,PPBPP,PPBPPP,PP-B-PP
PBPBBP,PPBPP,BPBBPB,PP-B-PP
PBPPBB,PPBPP,BPPPBB,PP-B-PP
PBBPBB,PPBPP,BPPBPB,PP-B-PP
PPBBPB,PPBPP,BBBBPB,PP-B-PP
BBBPPP,PPBPP,BBPBBB,PP-B-PP
PBPPBB,PPBPP,PPBBBP,PP-B-PP
BPBPBB,PPBPP,BPPBPB,PP-B-PP
BPBBPP,PPBPP,BBPPPB,PP-B-PP
BPPBBP,PPBPP,BBPPBB,PP-B-PP
PPPBBB,PPBPP,PPPPPP,PP-B-PP
BBBBPB,PPBPP,PPBBPB,PP-B-PP
PPPPBB,PPBPP,BPPPPB,PP-B-PP
BPPBPP,PPBPP,PPBBPB,PP-B-PP
BBPBPP,PPBPP,PPPPPP,PP-B-PP
PBPBPB,PPBPP,BBPPBB,PP-B-PP
BBPBBB,PPBPP,BBBPBP,PP-B-PP
PBBPBB,PPBPP,BBBPBP,PP-B-PP
BBPPBB,PPBPP,PPPPPB,PP-B-PP
BPPBBB,PPBPP,BBBPPP,PP-B-PP
PPBBBP,PPBPP,PBBPBP,PP-B-PP
BBPPBB,PPBPP,PBBPBB,PP-B-PP
PPPPPP,PPBPP,BBPPPP,PP-B-PP
BPBPBP,PPBPP,BPPPPP,PP-B-PP
PPPPBB,PPBPP,BBBBPB,PP-B-PP
BBPBPB,PPBPP,PPPPBP,PP-B-PP
PBPPPP,PPBPP,BBBPBB,PP-B-PP
BPPPPP,PPBPP,PBBBBB,PP-B-PP
PBBPBP,PPBPP,PPPPBB,PP-B-PP
BBBBBP,PPBPP,BPBBPP,PP-B-PP
PBBBPB,PPBPP,BBPBBP,PP-B-PP
BPBPBP,PPBPP,PBPPPP,PP-B-PP
BPPBPB,PPBPP,BBBBBB,PP-B-PP
PPPPPP,PPBPP,BPBBBB,PP-B-PP
PBPBBP,PPBPP,PPBPBP,PP-B-PP
BPBPBB,PPBPP,BPPBPP,PP-B-PP
PBPBPB,PPBPP,BBBPPP,PP-B-PP
BBPBBB,PPBPP,BPBBBB,PP-B-PP
PBBBBB,PPBPP,BBPPPB,PP-B-PP
BPBPBB,PPBPP,PPPBBB,PP-B-PP
PBPPBB,PPBPP,PPBBPP,PP-B-PP
PBPBPP,PPBPP,PPBBPP,PP-B-PP
BBBPBB,PPBPP,BPPBBP,PP-B-PP
BPBBBB,PPBPP,BPPBBP,PP-B-PP
PPBPBB,PPBPP,BBBPPB,PP-B-PP
BBBPPP,PPBPP,BBBPBB,PP-B-PP
BBPBPP,PPBPP,BBBBPB,PP-B-PP
BPPBBP,PPBPP,BBBPPB,PP-B-PP
BPPBBB,PPBPP,PBPPBP,PP-B-PP
BPPBPB,PPBPP,PBPBBP,PP-B-PP
BBPBBP,PPBPP,BPPPPP,PP-B-PP
PBPPPP,PPBPP,BBPBPP,PP-B-PP
BBPBPB,PPBPP,BPPBBB,PP-B-PP
BPBBBP,PPBPP,BBPPPB,PP-B-PP
PBBBPP,PPBPP,PPBBPB,PP-B-PP
BPBBPB,PPBPP,BBPPBB,PP-B-PP
PBBPPP,PPBPP,PPBPBP,PP-B-PP
PBPBPB,PPBPP,PBBPBB,PP-B-PP
BBPBBB,PPBPP,PPPBPB,PP-B-PP
PBPBPP,PPBPP,BBBBPP,PP-B-PP
BBBBPB,PPBPP,BBBBPP,PP-B-PP
BBBBPB,PPBPP,PPPPBB,PP-B-PP
BPPPBB,PPBPP,BPBPBB,PP-B-PP
BPPBBB,PPBPP,BBPBPP,PP-B-PP
BBBPBP,PPBPP,PBBPBP,PP-B-PP
PPBBPB,PPBPP,PBPBBB,PP-B-PP
PBBBPP,PPBPP,PPPBPP,PP-B-PP
PPBPPP,PPBPP,BPBPPP,PP-B-PP
PPBPPB,PPBPP,PPBBPP,PP-B-PP
PPPPBB,PPBPP,PPBPBP,PP-B-PP
BBPBPP,PPBPP,BBPPBB,PP-B-PP
PPBBBP,PPBPP,BPBBBP,PP-B-PP
BBPBPP,PPBPP,PPPPPP,PP-B-PP
PPBPPB,PPBPP,BBPBPB,PP-B-PP
PBBBBB,PPBPP,BPBPPP,PP-B-PP
BPBBPB,PPBPP,PPPPPB,PP-B-PP
PPPPBB,PPBPP,PPPPPP,PP-B-PP
PPPBBB,PPBPP,PPBPBB,PP-B-PP
PPPBPB,PPBPP,PPPBPP,PP-B-PP
PPBPPP,PPBPP,BBPBBB,PP-B-PP
PBBPBB,PPBPP,PPPPBP,PP-B-PP
PPPBPB,PPBPP,PPBBBP,PP-B-PP
PBBBBB,PPBPP,PBBBPB,PP-B-PP
BPBBPP,PPBPP,BBBPPP,PP-B-PP
PPBBPP,PPBPP,BPBPBP,PP-B-PP
BBBPBP,PPBPP,PBPPBP,PP-B-PP
BBBBBP,PPBPP,BPBBPB,PP-B-PP
BPBBBB,PPBPP,BBPPBP,PP-B-PP
PBPPBB,PPBPP,PPPPBB,PP-B-PP
PPBBPP,PPBPP,PBBBBB,PP-B-PP
PBBBPB,PPBPP,PPPBPB,PP-B-PP
PPBPBP,PPBPP,BBPPPP,PP-B-PP
PPPBBP,PPBPP,BBPPBB,PP-B-PP
BBPPBB,PPBPP,BBPBPP,PP-B-PP
PPBBBP,PPBPP,PPBPPB,PP-B-PP
PPPBPP,PPBPP,BBBBBB,PP-B-PP
BBPPPP,PPBPP,BPBPBB,PP-B-PP
PBPBBB,PPBPP,BPPBBB,PP-B-PP
BPPBBB,PPBPP,BBPBPB,PP-B-PP
PBBPBB,PPBPP,BPPPBB,PP-B-PP
BPBBBB,PPBPP,PPPBPP,PP-B-PP
BPPBPB,PPBPP,BPPPBB,PP-B-PP
BBBPBP,PPBPP,PBPBBB,PP-B-PP
PPPPBB,PPBPP,PPPBBP,PP-B-PP
BBPPPP,PPBPP,PPBPPB,PP-B-PP
PPPBPP,PPBPP,BPBBPP,PP-B-PP
BBPPBB,PPBPP,BBBPPP,PP-B-PP
PPPBBB,PPBPP,BPBPPP,PP-B-PP
PPPBPB,PPBPP,PPPPPP,PP-B-PP
BPBPPP,PPBPP,PPBBPB,PP-B-PP
PBBBBP,PPBPP,PPPPPP,PP-B-PP
BBPBPP,PPBPP,BBPPBP,PP-B-PP
PBPPBB,PPBPP,BBPBPB,PP-B-PP
PPPBBB,PPBPP,PPPPBP,PP-B-PP
BBPPPP,PPBPP,PPPBPB,PP-B-PP
BPBPBP,PPBPP,PPBBPB,PP-B-PP
BBBBPB,PPBPP,BPBBPB,PP-B-PP
PBPBPP,PPBPP,BPBBPB,PP-B-PP
BBPBBB,PPBPP,PBPBPB,PP-B-PP
BPBBPB,PPBPP,BBPPPP,PP-B-PP
BPPBPB,PPBPP,PBBBBB,PP-B-PP
PBPBPP,PPBPP,BPBBPB,PP-B-PP
BBPBPB,PPBPP,PPPPPP,PP-B-PP
BPBBBP,PPBPP,PBPBPB,PP-B-PP
PBBBPP,PPBPP,BBBBPB,PP-B-PP
BBPBPB,PPBPP,BBBBBB,PP-B-PP
BBPPBB,PPBPP,BBBBPB,PP-B-PP
PPPBPB,PPBPP,PPBPPP,PP-B-PP
BBBBPP,PPBPP,PBBBPB,PP-B-PP
BPBPPP,PPBPP,BPBBBP,PP-B-PP
BPPBBP,PPBPP,BBBBBP,PP-B-PP
BBBBPP,PPBPP,PBPPPB,PP-B-PP
BBPBBP,PPBPP,BPPBPB,PP-B-PP
PBPPPP,PPBPP,PBPBPP,PP-B-PP
PPBBBB,PPBPP,PPPPBP,PP-B-PP
PBPBBP,PPBPP,BPBBBB,PP-B-PP
PPBPBB,PPBPP,PPPPPB,PP-B-PP
PBBBPP,PPBPP,PPBPBP,PP-B-PP
BPBBPP,PPBPP,BBBBPP,PP-B-PP
BPBBBP,PPBPP,PPPPPP,PP-B-PP
PBBBBB,PPBPP,PBBBBP,PP-B-PP
PPPBPB,PPBPP,BPBPBP,PP-B-PP
PPBBBB,PPBPP,PPBBBP,PP-B-PP
PPBBBP,PPBPP,BPPPBP,PP-B-PP
PBPPBP,PPBPP,BPPBPB,PP-B-PP
PBBPBP,PPBPP,PBBPPB,PP-B-PP
BPPPBB,PPBPP,PBBPBP,PP-B-PP
BBPBPB,PPBPP,BPPBPP,PP-B-PP
PBBBBP,PPBPP,PBBPBB,PP-B-PP
BBBPBP,PPBPP,PBPPBB,PP-B-PP
PBBPPP,PPBPP,BPBPBP,PP-B-PP
PBBBBB,PPBPP,PBPBPP,PP-B-PP
BPPPBB,PPBPP,PBBBBP,PP-B-PP
BBPBBP,PPBPP,BBBBPB,PP-B-PP
PPPBBP,PPBPP,BBPPPP,PP-B-PP
BPBBPB,PPBPP,BBBBPB,PP-B-PP
BPBBPB,PPBPP,PBPBBP,PP-B-PP
PPBPBP,PPBPP,BBPPBP,PP-B-PP
BPBPBP,PPBPP,PBBPPP,PP-B-PP
PBBPBB,PPBPP,PBPBPB,PP-B-PP
BBPBBB,PPBPP,PBBPBB,PP-B-PP
PPPBBB,PPBPP,PBBBPB,PP-B-PP
PBPBBP,PPBPP,BBPPBP,PP-B-PP
PBPPBB,PPBPP,BBBBBB,PP-B-PP
PBBPPP,PPBPP,PPPBBP,PP-B-PP
PPPPBB,PPBPP,PPBBPB,PP-B-PP
PBPBPB,PPBPP,PPBBPP,PP-B-PP
PBBBBP,PPBPP,BPBBBB,PP-B-PP
BPBBBB,PPBPP,PPBPBP,PP-B-PP
BBBBPP,PPBPP,PPPPBP,PP-B-PP
BBBPBB,PPBPP,BBPBBB,PP-B-PP
PBBBPP,PPBPP,BPBBBB,PP-B-PP
BBPBBB,PPBPP,PBPBPP,PP-B-PP
BBBPBP,PPBPP,BBPBPB,PP-B-PP
PBPBBB,PPBPP,PBPPBB,PP-B-PP
PBBPBP,PPBPP,PBBBBP,PP-B-PP
PPBBBB,PPBPP,PBPBPP,PP-B-PP
PPPBBB,PPBPP,BBPBBP,PP-B-PP
PBBPBP,PPBPP,BBBBBP,PP-B-PP
BBPPPP,PPBPP,PPBPBB,PP-B-PP
PBBBPB,PPBPP,BBBBPP,PP-B-PP
BPPBBP,PPBPP,BBPBPP,PP-B-PP
PPBBPP,PPBPP,BPPPBB,PP-B-PP
PBBPPP,PPBPP,BPPPBB,PP-B-PP
BBBBBP,PPBPP,PBPPPP,PP-B-PP
BBPBPP,PPBPP,PBPPBB,PP-B-PP
PPBBPB,PPBPP,BPPBBB,PP-B-PP
BPBBPB,PPBPP,PPPBBP,PP-B-PP
BBPPPP,PPBPP,PBBPPP,PP-B-PP
BBBPBP,PPBPP,PPBBPP,PP-B-PP
PBPBPB,PPBPP,PPBPBB,PP-B-PP
PBPPBB,PPBPP,PBPPBB,PP-B-PP
PPBPBP,PPBPP,PBBBBB,PP-B-PP
BPPPBP,PPBPP,BBPBPB,PP-B-PP
PBBBBP,PPBPP,PBPBPB,PP-B-PP
BPBPBP,PPBPP,PBBPPP,PP-B-PP
BBBBPB,PPBPP,PPPPPB,PP-B-PP
PBPBBB,PPBPP,PBBBPP,PP-B-PP
BBBBPP,PPBPP,PBPPPP,PP-B-PP
PPBBBB,PPBPP,PPPBPB,PP-B-PP
PPPBPB,PPBPP,PBBBBB,PP-B-PP
BPBBBB,PPBPP,PPBPPB,PP-B-PP
BPPBPP,PPBPP,BBPBBB,PP-B-PP
PBPBBB,PPBPP,PPBPPB,PP-B-PP
BPPBPP,PPBPP,BPBPPB,PP-B-PP
PBPBBP,PPBPP,BBPBBB,PP-B-PP
PBPBBP,PPBPP,PBBBPB,PP-B-PP
PBPBBB,PPBPP,PPPPPB,PP-B-PP
PBPPPP,PPBPP,BPPPBB,PP-B-PP
PBBPPP,PPBPP,PPPBPB,PP-B-PP
PPBPBB,PPBPP,PPBBPP,PP-B-PP
BPBPPP,PPBPP,BBPBPB,PP-B-PP
BPBBBB,PPBPP,PPPPBB,PP-B-PP
PPBBPB,PPBPP,PBBBPB,PP-B-PP
BBBPBB,PPBPP,BPPPBB,PP-B-PP
BBBBBB,PPBPP,BPPBPB,PP-B-PP
PPBPBB,PPBPP,PPBPBB,PP-B-PP
PBBPBP,PPBPP,BBPBBP,PP-B-PP
BPPPBB,PPBPP,PBBBBB,PP-B-PP
BPBPBB,PPBPP,PBPPBB,PP-B-PP
PPBBPP,PPBPP,BPPBPP,PP-B-PP
PPBPPB,PPBPP,BBPBBB,PP-B-PP
PBBPBP,PPBPP,BBPBPP,PP-B-PP
PBPPBB,PPBPP,PBBPBB,PP-B-PP
PBPPPP,PPBPP,PPPPBP,PP-B-PP
BPBBPP,PPBPP,PPBPPP,PP-B-PP
PPPBPP,PPBPP,PBBPPB,PP-B-PP
BPBPBP,PPBPP,PPPBPP,PP-B-PP
PPBPPP,PPBPP,PBBPPB,PP-B-PP
BPPPBB,PPBPP,PBBBBP,PP-B-PP
PPPBBB,PPBPP,PPPBBB,PP-B-PP
BBPBPB,PPBPP,PBPBBB,PP-B-PP
PBPPBP,PPBPP,BBBPBP,PP-B-PP
PPPPPP,PPBPP,BBBPBP,PP-B-PP
BBPBBB,PPBPP,BBBBBP,PP-B-PP
BPPBBP,PPBPP,BBBBPB,PP-B-PP
BPBBBP,PPBPP,BPBBPP,PP-B-PP
BBPPBB,PPBPP,BBBBPB,PP-B-PP
PPBBBB,PPBPP,PPBPPB,PP-B-PP
BPPBPP,PPBPP,BPPBBB,PP-B-PP
BBBBPP,PPBPP,BBPPBP,PP-B-PP
PBPPBB,PPBPP,PBPBBP,PP-B-PP
PPPBBB,PPBPP,BPPBBP,PP-B-PP
BPBBBB,PPBPP,PBPPPB,PP-B-PP
PBBBBP,PPBPP,PPPPBB,PP-B-PP
BBBBBP,PPBPP,PPPBBB,PP-B-PP
PPPBBB,PPBPP,PBPBPP,PP-B-PP
PBPBBB,PPBPP,BPPPPP,PP-B-PP
BPBPPP,PPBPP,BBBBBB,PP-B-PP
PBBBBP,PPBPP,BPPBPP,PP-B-PP
PPBPPB,PPBPP,PPBPBB,PP-B-PP
BBBBBP,PPBPP,BPBPBB,PP-B-PP
BPBBPB,PPBPP,BBBPBP,PP-B-PP
PPBBPP,PPBPP,BBPPBB,PP-B-PP
BPPBPB,PPBPP,BPPPPB,PP-B-PP
BPPBPP,PPBPP,PPBBPB,PP-B-PP
PBPBBP,PPBPP,BPPBBP,PP-B-PP
BBPPPP,PPBPP,PPBBPB,PP-B-PP
BBBBPP,PPBPP,PBBBPP,PP-B-PP
PBBBBP,PPBPP,BBBBPP,PP-B-PP
BBBPBP,PPBPP,BBBBPB,PP-B-PP
PBPBPB,PPBPP,BBBPBP,PP-B-PP
PBPBBP,PPBPP,BBPBPB,PP-B-PP
PBBBPP,PPBPP,PPBPBB,PP-B-PP
BPPPPP,PPBPP,BBPBBP,PP-B-PP
PPPBBP,PPBPP,PBPPPP,PP-B-PP
BPBBBB,PPBPP,BPBBPB,PP-B-PP
PPPPBB,PPBPP,BPPPPP,PP-B-PP
PPBBPB,PPBPP,PPPBBB,PP-B-PP
BPPPBB,PPBPP,BBBPBP,PP-B-PP
PBBBBP,PPBPP,BPBPPP,PP-B-PP
PBBPPP,PPBPP,BPPBBB,PP-B-PP
PBBPPP,PPBPP,PBPPBP,PP-B-PP
BPPBPB,PPBPP,BBPBBP,PP-B-PP
PBBPBB,PPBPP,BPBBBP,PP-B-PP
BBPBBB,PPBPP,BPBBPP,PP-B-PP
BBPPPP,PPBPP,BBPPBP,PP-B-PP
PBPPBB,PPBPP,PPBBBB,PP-B-PP
BPBPBB,PPBPP,PBPBBB,PP-B-PP
PPBBBP,PPBPP,BBPPBB,PP-B-PP
BBPBPP,PPBPP,BPPBPP,PP-B-PP
PPBPPB,PPBPP,PBPPPB,PP-B-PP
BPBPBP,PPBPP,BPBBBP,PP-B-PP
BBBBBP,PPBPP,BBBPPB,PP-B-PP
BBPPBB,PPBPP,BBBBPP,PP-B-PP
BPBBPP,PPBPP,PPBBBB,PP-B-PP
PBBBBP,PPBPP,PPPPPB,PP-B-PP
BPPBBP,PPBPP,PBPPBP,PP-B-PP
PBPPPB,PPBPP,PBPBBB,PP-B-PP
BPBBBP,PPBPP,PBPBBP,PP-B-PP
BBBPBB,PPBPP,BPBBBP,PP-B-PP
PBBPPP,PPBPP,PPBPPP,PP-B-PP
PPPBPP,PPBPP,PPPPPB,PP-B-PP
PBBBBB,PPBPP,BPBBBP,PP-B-PP
BBBPBP,PPBPP,PPPPPB,PP-B-PP
PPBBPP,PPBPP,PPPPPP,PP-B-PP
BBBPBB,PPBPP,BBPPPP,PP-B-PP
PBBBPB,PPBPP,BBBPBP,PP-B-PP
BPBBBP,PPBPP,BBPPBP,PP-B-PP
