before,no_cut,after,length,structure
BBBPBB,BPBPBPBP,PBPPPP,8,BPB
BBBPBB,BPBPBPBP,PBPPPP,8,BPB
PPPPBB,BPBPBP,PBPBPB,6,BPB
BPBBBB,BPBPBPBPBP,BBPPPB,10,BPB
PPBBBB,BPBPBP,BBBPPB,6,BPB
BPBBBP,PBPBPBPB,PPBBBB,8,PBP
PBBPBP,PBPBPB,BBPPBB,6,PBP
BBBPPB,BPBPBP,PBBPPP,6,BPB
BBBBPP,PBPBPB,PPBBPB,6,PBP
PPBPBB,BPBPBP,PPBBPB,6,BPB
BPPPBP,PBPBPBPB,BPPPBB,8,PBP
BPBPPB,BPBPBP,PBPBPB,6,BPB
BPBPBP,PBPBPB,BBBBBB,6,PBP
PBBPPP,PBPBPB,BPPPPB,6,PBP
PPPPBB,BPBPBP,BBPBBP,6,BPB
PBBBBP,PBPBPB,BBPBPP,6,PBP
PBPPBB,BPBPBP,PBPBBB,6,BPB
BPBBBP,PBPBPB,PPPBPP,6,PBP
BPBBBP,PBPBPB,PPPBPP,6,PBP
BBPPBB,BPBPBP,PPPBBP,6,BPB
PPPBPB,BPBPBP,PPBBBP,6,BPB
PPPPBP,PBPBPBPB,PPPBPP,8,PBP
PPPPBP,PBPBPBPB,BBBBBP,8,PBP
BBPBPB,BPBPBPBPBP,PBPPBP,10,BPB
PPBBPB,BPBPBP,BBBPPB,6,BPB
PPPBPB,BPBPBP,PBPBPP,6,BPB
BPPPBP,PBPBPB,BPBPPB,6,PBP
BBPBBP,PBPBPB,BPBBPP,6,PBP
BPPPBP,PBPBPB,PPBPBP,6,PBP
BPBPBP,PBPBPB,BBPPBP,6,PBP
BPBBBP,PBPBPB,BBBPPB,6,PBP
PBBPBP,PBPBPB,PPPBPP,6,PBP
BBBPPP,PBPBPB,BBBPPB,6,PBP
BBBBPB,BPBPBP,BBBBPB,6,BPB
PPPPPP,PBPBPB,BPPPPB,6,PBP
PPPPPP,PBPBPB,BPPPPB,6,PBP
PPBBPB,BPBPBPBPBP,BBPPPB,10,BPB
BBBPBB,BPBPBPBPBP,PPPPBP,10,BPB
PBPPPP,PBPBPBPBPBPBPB,PPBPBB,14,PBP
PBBPPP,PBPBPBPB,PPBPPB,8,PBP
PBBPPP,PBPBPB,PPPPBP,6,PBP
BPBPPP,PBPBPB,BBPBBB,6,PBP
PBPPPB,BPBPBP,PPPBPP,6,BPB
BPBBPP,PBPBPB,PPPBBB,6,PBP
PBBPBP,PBPBPB,BPBPBP,6,PBP
PBPBPB,BPBPBP,PPPPBP,6,BPB
PBPBBP,PBPBPBPBPB,BBPPPP,10,PBP
PPPPBB,BPBPBP,BBBPPB,6,BPB
BPBPPP,PBPBPBPB,PPPBPB,8,PBP
PBPPBB,BPBPBP,BBPPPB,6,BPB
PBPPBB,BPBPBP,BBPPPB,6,BPB
BPPPBP,PBPBPB,BBBBPB,6,PBP
BPPPBP,PBPBPB,BBBBPB,6,PBP
PPBBPB,BPBPBP,PBPBBP,6,BPB
BBBPBP,PBPBPB,BPPBBB,6,PBP
BBBPPP,PBPBPB,BPBPPP,6,PBP
BBBBPB,BPBPBP,PPPPPP,6,BPB
BBPBPB,BPBPBP,PPPPPB,6,BPB
BPPBPB,BPBPBP,PPBBBB,6,BPB
BPPPBB,BPBPBPBP,PBPPPP,8,BPB
PPBBBB,BPBPBPBP,PBPBBP,8,BPB
BBBPPB,BPBPBP,PBPPBB,6,BPB
PBBBBP,PBPBPB,PPPPPB,6,PBP
BBPBBP,PBPBPB,BBBBPP,6,PBP
BPBPPP,PBPBPB,BBBBBP,6,PBP
PPBBPP,PBPBPB,BBPPPB,6,PBP
PBPBBB,BPBPBP,PBPBPP,6,BPB
PPPPPP,PBPBPB,BBBPPP,6,PBP
PBBBBP,PBPBPB,BPBBBP,6,PBP
BPPBPP,PBPBPB,PPBBBB,6,PBP
PPBPBP,PBPBPBPBPBPBPB,BPBBBP,14,PBP
BBPPPP,PBPBPB,BPPBPP,6,PBP
BPBBBP,PBPBPB,PPBBPP,6,PBP
BPBBPP,PBPBPB,BPPBPB,6,PBP
PBPBBP,PBPBPB,BBBBBB,6,PBP
BPPPPB,BPBPBP,BBPBBP,6,BPB
PBBPBP,PBPBPB,BPPBBB,6,PBP
PBBPPB,BPBPBPBP,PBPBPB,8,BPB
BPBPBP,PBPBPB,BPPBPP,6,PBP
PBPPPP,PBPBPB,BPPPBP,6,PBP
BBPPBP,PBPBPB,BBBPPB,6,PBP
BBPPBP,PBPBPB,BBBPPB,6,PBP
BPBBBB,BPBPBP,PPBBPP,6,BPB
BPBBPP,PBPBPBPBPB,BPPBBB,10,PBP
BPPBBB,BPBPBP,PBPBPB,6,BPB
BPBPBP,PBPBPBPB,BPPPPB,8,PBP
BPBBPP,PBPBPBPBPB,BPPBBB,10,PBP
BPPBBB,BPBPBP,PBPBPB,6,BPB
BPBPBP,PBPBPBPB,BPPPPB,8,PBP
BPBBBB,BPBPBP,PBPPPP,6,BPB
PPBPPP,PBPBPB,PPPBBP,6,PBP
PBBPPP,PBPBPB,PPPPBP,6,PBP
BPPBBP,PBPBPBPB,BBPBBP,8,PBP
PPBPPP,PBPBPBPB,BBBBPP,8,PBP
BBBPPP,PBPBPB,BPPPPP,6,PBP
BBBPBB,BPBPBP,PBBPPP,6,BPB
PBBPPB,BPBPBPBPBPBPBPBP,PBBPBP,16,BPB
BBBPBP,PBPBPBPB,BBBPPP,8,PBP
BBBBPP,PBPBPB,BPBBBB,6,PBP
PPPPPP,PBPBPB,BPPPPP,6,PBP
PPPPPB,BPBPBPBP,PPPBPP,8,BPB
BPBPBB,BPBPBP,PPPPPP,6,BPB
PBBPPB,BPBPBP,BBPBPB,6,BPB
PBPBPB,BPBPBPBP,PBPPBB,8,BPB
BBBBPB,BPBPBPBP,BBBPBB,8,BPB
BBBBPB,BPBPBPBP,BBBPBB,8,BPB
PPBBPP,PBPBPB,PPBPPB,6,PBP
PBBBBP,PBPBPBPB,BPPPPP,8,PBP
PPPPPB,BPBPBP,PBBBPB,6,BPB
PPPPPB,BPBPBPBPBPBP,PPBBPP,12,BPB
BPPPBB,BPBPBPBP,PBPPPP,8,BPB
BPPBBP,PBPBPBPB,BPPPBP,8,PBP
PBBPBB,BPBPBPBP,BBPPPP,8,BPB
PBPPPB,BPBPBP,PBPPPB,6,BPB
BPBBBB,BPBPBPBP,BBPBBB,8,BPB
PPBPPP,PBPBPB,PPPPBB,6,PBP
BPPPPB,BPBPBP,PBPPBB,6,BPB
PPPBPP,PBPBPBPB,BPBPPB,8,PBP
PBPPPB,BPBPBP,PBPPPP,6,BPB
PPBPBP,PBPBPB,PPBBBP,6,PBP
BPPPBP,PBPBPB,BPBPPP,6,PBP
BBBBBB,BPBPBP,BBBBBB,6,BPB
PPBBBP,PBPBPBPB,BPBPPP,8,PBP
PPBBBB,BPBPBP,PBBPPB,6,BPB
BPPPPP,PBPBPB,BBPBBB,6,PBP
PBPBPB,BPBPBP,PBPPPB,6,BPB
BPPBBB,BPBPBP,PBPPPB,6,BPB
BPPPBP,PBPBPB,BPPBBP,6,PBP
PBBPBB,BPBPBP,BBPBPB,6,BPB
PBPBPB,BPBPBP,BBPPPB,6,BPB
PBPBBB,BPBPBP,PBBBPP,6,BPB
PBPPBB,BPBPBP,PBBBBB,6,BPB
PPBBBP,PBPBPB,BPPPBB,6,PBP
PBBBBB,BPBPBP,PBPBBP,6,BPB
BBBPBB,BPBPBPBPBPBPBP,PPPPBB,14,BPB
BBPBPB,BPBPBP,PBBBPB,6,BPB
PPPPPP,PBPBPB,BPPPPB,6,PBP
PPPPPP,PBPBPB,BBPBBB,6,PBP
BPPPPB,BPBPBPBPBP,PPPBPB,10,BPB
BBPPPB,BPBPBP,PBBPBB,6,BPB
BBPBBP,PBPBPB,BPPBPB,6,PBP
PBPBBP,PBPBPB,PPPPPB,6,PBP
BPBPPB,BPBPBP,PPPPBP,6,BPB
BPBBPP,PBPBPBPBPB,PPBPPB,10,PBP
PPPPPP,PBPBPBPB,BPBBBP,8,PBP
PBPPBP,PBPBPB,BPPPPB,6,PBP
BPPBPB,BPBPBP,PBBBPB,6,BPB
BBBBBB,BPBPBP,BBPBBB,6,BPB
BBBBBP,PBPBPB,BBBPPB,6,PBP
PPBBPB,BPBPBP,BBPBBP,6,BPB
BPPPBP,PBPBPB,PPPPBB,6,PBP
BBPPBB,BPBPBPBPBP,PBPBPB,10,BPB
BPBPBP,PBPBPBPBPB,PPBBBB,10,PBP
PPBBBB,BPBPBP,PPPPPB,6,BPB
PBBBPB,BPBPBP,BBBPBP,6,BPB
PPBPBB,BPBPBP,PPBBPP,6,BPB
PPBBPB,BPBPBP,PPPBPB,6,BPB
PBBPPB,BPBPBPBP,PBBBBP,8,BPB
PPPBBP,PBPBPB,BPBPPB,6,PBP
BPPPBP,PBPBPB,BPPBBP,6,PBP
PBPBBB,BPBPBPBP,PBPBPB,8,BPB
BPBPBP,PBPBPB,BBBPPP,6,PBP
PPPBPP,PBPBPB,PPBBPB,6,PBP
BPPBPB,BPBPBP,BBPPPP,6,BPB
BBPPBP,PBPBPB,PPPBPP,6,PBP
BBPBPB,BPBPBP,BBBBBB,6,BPB
BBBBBP,PBPBPB,BBPBPB,6,PBP
BPBPBB,BPBPBPBP,PBBPBB,8,BPB
BPBBBB,BPBPBPBP,PPBPBP,8,BPB
PPPPPP,PBPBPB,BBPBBB,6,PBP
PBPPPP,PBPBPBPB,BBBBPP,8,PBP
BPPBPB,BPBPBP,PPBPPP,6,BPB
PBPPPB,BPBPBP,PBBPBP,6,BPB
PBPPPB,BPBPBPBPBP,BBBBPP,10,BPB
PPBPPP,PBPBPB,PPPBPP,6,PBP
PBPBBB,BPBPBP,PPBPPB,6,BPB
PPPBPP,PBPBPB,BPBBBP,6,PBP
BPBBBP,PBPBPB,BPBBPB,6,PBP
PBBPBP,PBPBPB,BBPBPP,6,PBP
BPPBBP,PBPBPBPB,BPPPPB,8,PBP
PPPBBP,PBPBPB,PPPBBB,6,PBP
BPBPPB,BPBPBP,PPBBPB,6,BPB
PPPBPB,BPBPBP,PPBPBB,6,BPB
PPBBBB,BPBPBPBP,BBBBPP,8,BPB
PBPBBB,BPBPBP,PBPPPP,6,BPB
BBPBPB,BPBPBP,PBPBBP,6,BPB
BPPBPB,BPBPBP,PBPBPP,6,BPB
BBPBPB,BPBPBP,PPBPPB,6,BPB
BPBBBB,BPBPBPBP,PPBPBP,8,BPB
PPPPBB,BPBPBP,PPBBPB,6,BPB
BBBPBP,PBPBPB,BBPPBP,6,PBP
PBPPBB,BPBPBP,PPBBPP,6,BPB
BBPPPP,PBPBPB,BBBPPP,6,PBP
PPPPPP,PBPBPBPB,BBBBPP,8,PBP
BBPPBP,PBPBPBPBPB,BBBPPP,10,PBP
PBPBPP,PBPBPBPBPB,BPBBBB,10,PBP
BBBBPP,PBPBPB,PPPPPP,6,PBP
PPPPBB,BPBPBP,PBPPPB,6,BPB
BPPPPP,PBPBPB,BPPPPB,6,PBP
PBPBPP,PBPBPBPB,BBPPBP,8,PBP
PBPBBB,BPBPBP,PPPBBP,6,BPB
BPPPBB,BPBPBPBP,BBPBBB,8,BPB
BBBPBB,BPBPBP,BBPBBP,6,BPB
BPBBPP,PBPBPB,BPBPBB,6,PBP
BPPBPB,BPBPBP,PBPPPP,6,BPB
BPBBPB,BPBPBPBP,PBPBBB,8,BPB
PBBBPP,PBPBPB,PPPPBP,6,PBP
PPBPBP,PBPBPB,BBPBPB,6,PBP
BPBPBB,BPBPBPBP,PPPPPB,8,BPB
BPBPPB,BPBPBP,BBBPBP,6,BPB
BBBBBB,BPBPBP,BBPPBP,6,BPB
PPBPBP,PBPBPB,BPBBPP,6,PBP
BBBBPP,PBPBPB,BPPBBB,6,PBP
PPPBBB,BPBPBP,PBPPBB,6,BPB
PBBPPB,BPBPBP,PPBPBP,6,BPB
BBPBPB,BPBPBP,PPBPPP,6,BPB
BPBPBB,BPBPBP,PPBPBP,6,BPB
PBPBPP,PBPBPBPB,PPBPBB,8,PBP
BBPBBB,BPBPBP,BBPPBP,6,BPB
BBBBBB,BPBPBPBP,BBPPBP,8,BPB
PBPBBP,PBPBPB,BPPBPB,6,PBP
PBPBBP,PBPBPB,BPBPBP,6,PBP
PBPBPB,BPBPBP,BBPPBB,6,BPB
PBBBPB,BPBPBP,BBPBPP,6,BPB
BBPPPB,BPBPBP,PBBBBB,6,BPB
BBPBPB,BPBPBPBP,PPPPPB,8,BPB
PPBBPP,PBPBPB,PPBBBP,6,PBP
BPPPBP,PBPBPB,BBBBPP,6,PBP
PBBPPB,BPBPBP,BBBBPB,6,BPB
PPBBBP,PBPBPB,BPBPPP,6,PBP
PPBPPP,PBPBPB,PPPBBB,6,PBP
BBPBBP,PBPBPB,PPBPBP,6,PBP
PBPBPP,PBPBPB,BPPPBB,6,PBP
BBBPPB,BPBPBPBPBPBPBP,BBBBPP,14,BPB
PPPPBB,BPBPBPBP,BBBPBP,8,BPB
PBBPBB,BPBPBP,PBBBBP,6,BPB
PBBPBB,BPBPBP,PBBBBP,6,BPB
PBBPBB,BPBPBP,BBBPPP,6,BPB
BBBBPB,BPBPBP,PBPPBB,6,BPB
BBPPBB,BPBPBP,PPBPPP,6,BPB
PBBPPB,BPBPBP,BBBPPB,6,BPB
BPBBPB,BPBPBP,BBPPPP,6,BPB
PPPPBP,PBPBPB,BBPBPP,6,PBP
BPPPBP,PBPBPB,BPPBPB,6,PBP
PBPPPB,BPBPBP,PBBPPP,6,BPB
BBPPBB,BPBPBP,PPBBBB,6,BPB
BPBBBB,BPBPBP,PBBPPB,6,BPB
BPBBBB,BPBPBP,PBBPPB,6,BPB
PPPPPB,BPBPBP,BBPPPB,6,BPB
PBBPBB,BPBPBP,PBBBBB,6,BPB
BPBBPP,PBPBPB,PPPPPP,6,PBP
BBPBPB,BPBPBPBPBP,PPBPPB,10,BPB
BPPPPP,PBPBPBPB,BPPBBP,8,PBP
BPBBBP,PBPBPB,BPBBBP,6,PBP
PPBBPB,BPBPBPBP,BBPBBP,8,BPB
BBPBBB,BPBPBP,PBBBPP,6,BPB
BBBPBB,BPBPBP,PBBBBB,6,BPB
BBBPPP,PBPBPB,BBPBPB,6,PBP
BPBPBB,BPBPBPBP,PBBBPP,8,BPB
BPBPPB,BPBPBPBP,PBBBBB,8,BPB
BPPPBB,BPBPBPBP,PPBBBP,8,BPB
PBBBBP,PBPBPB,PPBBBP,6,PBP
BBBPBB,BPBPBP,PBBBPP,6,BPB
PPBBBP,PBPBPB,BPPBPB,6,PBP
PPBBPB,BPBPBPBP,PPBPBB,8,BPB
BPBBBB,BPBPBP,PPBPPP,6,BPB
PBPPPP,PBPBPB,BBBBPP,6,PBP
BPBPPP,PBPBPB,BPBBBB,6,PBP
BPPPBB,BPBPBPBP,PPBBPB,8,BPB
PPBPPB,BPBPBP,BBPPPB,6,BPB
BBPBPB,BPBPBP,PBPPBP,6,BPB
BPPBPP,PBPBPBPB,BBPPPP,8,PBP
PPPPBP,PBPBPB,PPPBPP,6,PBP
PPBBBP,PBPBPB,BPBPPP,6,PBP
PBBPBB,BPBPBPBP,PBPBBP,8,BPB
BBPBPP,PBPBPB,BBBBBP,6,PBP
BBBPPB,BPBPBP,PBBPBP,6,BPB
PBPPBB,BPBPBPBP,PBPBBB,8,BPB
PPBBBB,BPBPBPBP,PBBBPP,8,BPB
PPBPPB,BPBPBP,PPPBPB,6,BPB
BPBPPP,PBPBPB,PPPBBP,6,PBP
PPBPBB,BPBPBP,BBBBPP,6,BPB
PBPPPB,BPBPBP,PPPPPB,6,BPB
PBPPPB,BPBPBP,PPPBBP,6,BPB
PBBPPB,BPBPBP,PBPPBB,6,BPB
PPPPPB,BPBPBP,PPBPPP,6,BPB
PPBPPP,PBPBPB,BPBBPP,6,PBP
PPBBBB,BPBPBPBP,PPBPPP,8,BPB
PBPBPP,PBPBPB,BPBPPP,6,PBP
BPPBBB,BPBPBP,PBPBPP,6,BPB
PPBBBB,BPBPBPBP,BBBBBB,8,BPB
BPBBBB,BPBPBP,PPBBBP,6,BPB
PBBBPP,PBPBPBPBPB,PPPBPP,10,PBP
PBBBPB,BPBPBP,PPBPPB,6,BPB
PPPPBP,PBPBPBPB,PPBBPB,8,PBP
PPBBPB,BPBPBP,PPBPBB,6,BPB
BBBBBB,BPBPBP,PBPBPB,6,BPB
BPBPBP,PBPBPB,BPPBBP,6,PBP
PBPPBP,PBPBPBPB,PPPPPB,8,PBP
PBBPPB,BPBPBPBP,PBPBBP,8,BPB
PPPPBP,PBPBPB,BBPPPP,6,PBP
BBBBPP,PBPBPB,BBBPPP,6,PBP
PPPPBP,PBPBPB,PPBPPB,6,PBP
BPPPBP,PBPBPB,PPPPBB,6,PBP
BBPBPB,BPBPBP,PBBBBP,6,BPB
PBBBPP,PBPBPB,PPBPPP,6,PBP
BPPBPB,BPBPBP,BBBPBB,6,BPB
PBBBPB,BPBPBPBP,PBPPPP,8,BPB
BPBBBB,BPBPBP,BBPBBB,6,BPB
BPPBBP,PBPBPB,BBBBPP,6,PBP
BBBBBP,PBPBPBPB,BBBBPP,8,PBP
BBPBPB,BPBPBP,BBPPPP,6,BPB
BBBPBP,PBPBPB,BPPBBB,6,PBP
BPBBPP,PBPBPB,PPPBBP,6,PBP
PBPBPB,BPBPBP,PBBPBB,6,BPB
PPBPBB,BPBPBP,BBPBBB,6,BPB
BBPPBB,BPBPBPBP,BBBBBB,8,BPB
BPPBPB,BPBPBP,BBBPBB,6,BPB
PPBBPP,PBPBPB,BBBPPB,6,PBP
PPPBPP,PBPBPB,BBBPBP,6,PBP
BBPBPP,PBPBPB,BPBBPB,6,PBP
BPPPBB,BPBPBP,PBPPBP,6,BPB
PBPPBP,PBPBPB,BPBPPP,6,PBP
BBPBPP,PBPBPBPBPBPB,BPBPBB,12,PBP
BBBPPB,BPBPBPBPBP,PPBPBB,10,BPB
BBBPPB,BPBPBP,PBBPPP,6,BPB
PBBBBB,BPBPBP,PBPPPP,6,BPB
PBBBPB,BPBPBPBP,BBPBPP,8,BPB
BPPBPB,BPBPBPBP,PBPPPP,8,BPB
BPPBBP,PBPBPB,BPPPBP,6,PBP
PPPBBP,PBPBPBPB,BPBPPB,8,PBP
PPBPBB,BPBPBP,PPBBPP,6,BPB
PPBBBP,PBPBPB,BBBPPB,6,PBP
PBPPBP,PBPBPB,BBBBBP,6,PBP
BBBBBP,PBPBPB,BBBPPP,6,PBP
PBBPPP,PBPBPB,BBPBPB,6,PBP
PBBPPP,PBPBPB,BBPBPB,6,PBP
PPBPPP,PBPBPB,PPPBPB,6,PBP
PPPBPB,BPBPBP,PBBBPP,6,BPB
PPPPBP,PBPBPB,BBBPPP,6,PBP
BBPBBP,PBPBPBPBPB,BBBBPB,10,PBP
BPPBBB,BPBPBP,BBBBPB,6,BPB
PBPPPB,BPBPBP,PPBBBB,6,BPB
PPPBBB,BPBPBP,BBPBPB,6,BPB
PPPPPP,PBPBPB,PPBPPB,6,PBP
PBPPBP,PBPBPB,PPPPBP,6,PBP
PPPBPP,PBPBPB,BPBPBP,6,PBP
PBPBPB,BPBPBP,BBPBPB,6,BPB
BBPBPB,BPBPBPBP,PPBBPB,8,BPB
BBBPBP,PBPBPB,BPBBPB,6,PBP
BPPBBP,PBPBPBPB,PPPPPP,8,PBP
BBPPPP,PBPBPB,BPPPBP,6,PBP
PPBBPP,PBPBPBPBPB,PPBPBP,10,PBP
BPBPBP,PBPBPB,PPBBBB,6,PBP
BBBPBB,BPBPBP,PBBBPB,6,BPB
PPBPPB,BPBPBPBPBP,PBPPBP,10,BPB
PPBPPP,PBPBPB,BPPPPB,6,PBP
PPPBPB,BPBPBP,PPBBBB,6,BPB
PBBPBP,PBPBPB,BPPPPB,6,PBP
PPPBPB,BPBPBP,BBPPBB,6,BPB
BBPBPB,BPBPBP,BBBBBP,6,BPB
BBPBPB,BPBPBP,PBBPPB,6,BPB
PBPPPB,BPBPBP,PBPBBB,6,BPB
BBBBPP,PBPBPB,BPPBPB,6,PBP
BBBBPB,BPBPBP,PPPPPP,6,BPB
PBPBBP,PBPBPB,PPPBBP,6,PBP
BPBPPB,BPBPBPBP,PPPBPB,8,BPB
PBPBBP,PBPBPB,BBPBPP,6,PBP
BBBPBB,BPBPBPBP,PBBPBB,8,BPB
PPPBPP,PBPBPB,BBPPBB,6,PBP
PBPPBB,BPBPBP,PBPPPB,6,BPB
BPPBBP,PBPBPBPB,BPPPBB,8,PBP
PBPPBP,PBPBPB,BBPPBB,6,PBP
PBBBBB,BPBPBP,BBBBPP,6,BPB
BPBBBP,PBPBPB,PPPPBB,6,PBP
PBBPBP,PBPBPB,BPBPPB,6,PBP
BPBBBB,BPBPBP,PBBBBB,6,BPB
BBBPBP,PBPBPBPB,PPBBPB,8,PBP
PPPBPB,BPBPBP,PBPBPP,6,BPB
BPBBPP,PBPBPB,BBPBPP,6,PBP
BPBBPP,PBPBPB,BBPBPP,6,PBP
PBBPBB,BPBPBPBPBPBP,PBBBPB,12,BPB
BBPBPB,BPBPBP,BBBBPB,6,BPB
BBBBBP,PBPBPB,BBBBPP,6,PBP
PPPPBB,BPBPBP,PBBBPB,6,BPB
BPPBBP,PBPBPB,BPBPBB,6,PBP
BPBBPP,PBPBPBPBPB,BPBBPP,10,PBP
BPBPPP,PBPBPB,PPPBBB,6,PBP
BPPBPP,PBPBPBPBPB,BBPBPP,10,PBP
PPPBPB,BPBPBP,PBBBPP,6,BPB
PPBBBP,PBPBPB,BBBPPP,6,PBP
PBPBPP,PBPBPBPBPB,BBPPBP,10,PBP
BPBBBB,BPBPBP,BBBPBP,6,BPB
BBBBBP,PBPBPB,PPBBPB,6,PBP
BBPPBB,BPBPBP,PBBPBP,6,BPB
PBPPPB,BPBPBP,PPPBBP,6,BPB
PPBPBP,PBPBPB,BBPPPP,6,PBP
BBBBPB,BPBPBPBP,PPPPBP,8,BPB
BPPPBB,BPBPBPBP,PBBBBB,8,BPB
BBBBPB,BPBPBPBP,PBPPBB,8,BPB
BBBPBP,PBPBPB,PPBBPP,6,PBP
BPPPBB,BPBPBP,BBPBPB,6,BPB
PBPBPB,BPBPBP,BBBBPP,6,BPB
BPBPBP,PBPBPB,PPPBPB,6,PBP
PPPBPP,PBPBPB,PPPPBP,6,PBP
PBPPPP,PBPBPB,BBBPPB,6,PBP
BPPBBB,BPBPBP,BBPBBP,6,BPB
BPPBBB,BPBPBP,BBPBBP,6,BPB
BPPBBB,BPBPBP,BBPBBP,6,BPB
BBPPBP,PBPBPB,BPPPBP,6,PBP
BBPPBP,PBPBPB,BPPPBP,6,PBP
BBPPBP,PBPBPB,BPPPBP,6,PBP
PBBBPP,PBPBPB,BBBPPP,6,PBP
PPBPBB,BPBPBPBP,BBPBBB,8,BPB
BPBBBP,PBPBPBPB,BPPBPB,8,PBP
PPBBBP,PBPBPB,PPBBPP,6,PBP
BBPPPB,BPBPBPBPBP,PBBPPB,10,BPB
BBPPPB,BPBPBPBPBP,PBBPPB,10,BPB
BBBPBB,BPBPBP,BBBBBP,6,BPB
BBBBPP,PBPBPBPBPBPB,BPPPPP,12,PBP
BPPBPB,BPBPBPBPBPBP,BBPPPB,12,BPB
PPPPPB,BPBPBP,PPBBBB,6,BPB
PBPPPP,PBPBPB,BPPPBP,6,PBP
PPBBBB,BPBPBPBPBPBP,PBBPBP,12,BPB
PPBBBB,BPBPBPBPBPBP,PBBPBP,12,BPB
PBBBPP,PBPBPB,BPBBPP,6,PBP
PBBPBB,BPBPBP,PBPPBB,6,BPB
BBPPBB,BPBPBPBP,BBBPPP,8,BPB
BBBPBP,PBPBPB,BPBBBB,6,PBP
PPPBPP,PBPBPB,BPPBBP,6,PBP
PPPPBP,PBPBPB,BBBBBB,6,PBP
PPPPBP,PBPBPB,BBBBBB,6,PBP
PPPPPB,BPBPBP,PPBPBB,6,BPB
PBPBBB,BPBPBPBPBPBP,PBBBBP,12,BPB
BPBPPP,PBPBPB,BBBBBP,6,PBP
BPPBPP,PBPBPB,PPBBPP,6,PBP
BBBPBB,BPBPBP,BBBPBB,6,BPB
PBBBPP,PBPBPBPB,BBBBPB,8,PBP
PBBBPP,PBPBPBPB,BBBBPB,8,PBP
BBPPPP,PBPBPB,BBPPBP,6,PBP
BBPPBP,PBPBPB,PPBBBP,6,PBP
PBBPBB,BPBPBP,PPBBPP,6,BPB
PBBPBB,BPBPBPBP,PBBBBP,8,BPB
BBPBPP,PBPBPB,BBBPBB,6,PBP
PBBPBB,BPBPBPBP,PBBBBP,8,BPB
BBPBPP,PBPBPB,BBBPBB,6,PBP
PBBBPB,BPBPBP,PPBBBP,6,BPB
BBBBBP,PBPBPBPB,BPBBPP,8,PBP
PPPBBP,PBPBPB,BPBBBP,6,PBP
BBPBBB,BPBPBP,BBBBPP,6,BPB
PBBBBB,BPBPBP,PPPPPB,6,BPB
BPBBBB,BPBPBP,PPPBBP,6,BPB
PBBPBP,PBPBPBPB,BBPBBB,8,PBP
PBBPBP,PBPBPBPB,BBPBBB,8,PBP
PBPBBP,PBPBPB,BPPBBB,6,PBP
PBBBBP,PBPBPB,BBPPBP,6,PBP
BPPBBP,PBPBPBPB,BBBBBP,8,PBP
PPBBPB,BPBPBP,PBBPPB,6,BPB
PPPBPP,PBPBPB,BPPBBB,6,PBP
BBPPPP,PBPBPBPBPBPB,BBBBBB,12,PBP
PPBPBP,PBPBPBPB,BPBBBB,8,PBP
BPBPBP,PBPBPB,BBBBBP,6,PBP
BBPPBP,PBPBPB,BPPBBB,6,PBP
BPBBBP,PBPBPB,PPBBPB,6,PBP
PBBPPB,BPBPBP,PBBBBB,6,BPB
BPPPPB,BPBPBP,PPBBPP,6,BPB
PPPPBP,PBPBPB,BBBPPB,6,PBP
PBPPBP,PBPBPB,BPPPPB,6,PBP
BBBPPP,PBPBPB,BPPBPP,6,PBP
BBPPPP,PBPBPB,BPBPBP,6,PBP
PBBPPB,BPBPBP,BBBPBP,6,BPB
BBBBBB,BPBPBP,PBBPPP,6,BPB
BPBBPP,PBPBPB,BBPBBP,6,PBP
PPBBBB,BPBPBP,PBBPBP,6,BPB
BBBBBB,BPBPBP,PBPBPP,6,BPB
BPPPBB,BPBPBP,PPBPPP,6,BPB
BBBBBB,BPBPBP,PBPBPP,6,BPB
BPPPBB,BPBPBP,PPBPPP,6,BPB
PPBPBP,PBPBPB,PPBPBP,6,PBP
PPPPPP,PBPBPB,BBPBBP,6,PBP
PPPBPP,PBPBPB,BPPBBP,6,PBP
BBBBBB,BPBPBP,PPBBPB,6,BPB
BPPBBB,BPBPBPBP,BBBPBP,8,BPB
PPPBPB,BPBPBPBP,PPPPPP,8,BPB
PBBPPB,BPBPBP,PBBBPP,6,BPB
PBPBBP,PBPBPB,BPPBBP,6,PBP
PBBPPB,BPBPBP,PBBBPB,6,BPB
BBPPPP,PBPBPBPB,BBBPBB,8,PBP
BBBPBP,PBPBPB,PPPPPB,6,PBP
BPBBBB,BPBPBP,PPBBBP,6,BPB
PPBBPB,BPBPBP,PPBBPP,6,BPB
BBBPPP,PBPBPB,PPPBPP,6,PBP
PBPPBB,BPBPBP,BBPBPP,6,BPB
PBPPBB,BPBPBP,PPPBPB,6,BPB
PBBPPP,PBPBPB,BPPPPB,6,PBP
BPPBBP,PBPBPBPB,BPPBPP,8,PBP
PPPBBB,BPBPBP,PPPPBP,6,BPB
BPBBBP,PBPBPB,PPBPPB,6,PBP
BBPPBP,PBPBPB,BPBBPP,6,PBP
BBPPBB,BPBPBP,BBBBBB,6,BPB
BBPPBP,PBPBPB,PPPBPP,6,PBP
BBPBBB,BPBPBPBPBP,PBPPPB,10,BPB
BBBPPP,PBPBPB,BBBPPP,6,PBP
