before,pp_322_5hit,after,length
PPPBBB,PPBBBPPBBP,BPPPBB,10
BBBBBP,BBPPPBBPPB,PPBPBB,10
BPBPBB,BBPPPBBPPB,PBPBPP,10
PBBPBP,BBPPPBBPPB,BBPPPB,10
BBPPBB,PPBBBPPBBP,PBBPPP,10
PPPPPB,BBPPPBBPPB,BBPBBB,10
PBPBBB,PPBBBPPBBP,PPBBBP,10
PPBBPP,PPBBBPPBBP,PBPPBB,10
PPBBPB,BBPPPBBPPB,PPPPPB,10
BPPPPP,BBPPPBBPPB,BBPBPB,10
PBBBBP,BBPPPBBPPB,BBPBPP,10
PBBBBP,BBPPPBBPPB,BBBPBP,10
PBPPPB,PPBBBPPBBP,PPPPPP,10
BPBPBB,PPBBBPPBBP,BPPPPP,10
PBPBBB,BBPPPBBPPB,PBPPBB,10
BPPBPB,PPBBBPPBBP,PBPBBP,10
PPPBPB,PPBBBPPBBP,PBPPPP,10
BBBBBP,BBPPPBBPPB,PBPPPP,10
PPPPBP,BBPPPBBPPB,PPPPBP,10
PBPPPB,PPBBBPPBBP,BBBPBP,10
BPPPPP,PPBBBPPBBP,BPPBBB,10
PPPBBB,PPBBBPPBBP,PPPPBP,10
BBPBPP,BBPPPBBPPB,BBPBBP,10
PPBBPB,PPBBBPPBBP,BPPPBB,10
PPBPPP,BBPPPBBPPB,PBPBPB,10
PPPBBB,PPBBBPPBBP,PPBPPP,10
PBBPPB,PPBBBPPBBP,PPBBBP,10
BBBPPP,BBPPPBBPPB,BPPBBP,10
BBPBPP,PPBBBPPBBP,PPBPPP,10
BBBPPP,BBPPPBBPPB,BPBBPP,10
BPBBBP,PPBBBPPBBP,BBPPPP,10
BBPPPP,BBPPPBBPPB,PBBPPB,10
BBPPBB,BBPPPBBPPB,BPBPPP,10
BPBBPB,BBPPPBBPPB,BPBBBP,10
PPBBBB,PPBBBPPBBP,BPPPBB,10
PBBPPP,BBPPPBBPPB,BBPBBP,10
PBBPPP,BBPPPBBPPB,BBPBBP,10
PBPBBB,BBPPPBBPPB,PPBPPB,10
PBPBBB,BBPPPBBPPB,PPBPPB,10
BPBPPB,PPBBBPPBBP,BPBPPP,10
BBBBBB,BBPPPBBPPB,PBPBPP,10
PPBBBP,PPBBBPPBBP,PBPBBB,10
PPPPBB,BBPPPBBPPB,BBPPBP,10
BBBPBP,BBPPPBBPPB,PBPBPB,10
PBBBBP,BBPPPBBPPB,PBPPPB,10
PPBBPB,PPBBBPPBBP,BPPPBB,10
BPBPPP,BBPPPBBPPB,BBBBBB,10
PBPBBB,BBPPPBBPPB,PPPPPP,10
BPPBPB,PPBBBPPBBP,BPPBBB,10
PBPBBB,BBPPPBBPPB,BPPBPP,10
BPBBBB,BBPPPBBPPB,BPPBBB,10
BBBPBP,PPBBBPPBBP,PBPBPP,10
PPPPBP,PPBBBPPBBP,BPPBPB,10
BBPPPP,PPBBBPPBBP,PBPBPP,10
PBBBPP,PPBBBPPBBP,PBPBPP,10
PPPBBP,PPBBBPPBBP,PBPPPP,10
BPBBBP,PPBBBPPBBP,BPBPBB,10
PBPPBP,PPBBBPPBBP,PPBPPP,10
PBBPBB,PPBBBPPBBP,BPBBBP,10
PPPPBP,BBPPPBBPPB,PPPBBP,10
PPBPPP,BBPPPBBPPB,BBBPPP,10
BPBPPB,PPBBBPPBBP,BPBPBB,10
BPPPPP,PPBBBPPBBP,BBBPPP,10
PPBPBP,PPBBBPPBBP,PBPPBB,10
PPPBPB,PPBBBPPBBP,BPBPPB,10
PBBPBP,PPBBBPPBBP,BPPBBP,10
BPPBPB,BBPPPBBPPB,BBPBPP,10
BPBPPB,PPBBBPPBBP,PBPPPP,10
PBPPPP,BBPPPBBPPB,PBPPBB,10
PPBPBB,BBPPPBBPPB,PBPPPP,10
PBPPPP,BBPPPBBPPB,BPPPPB,10
PPBPBB,PPBBBPPBBP,BPPBBB,10
PBBPBP,BBPPPBBPPB,BBBPBB,10
BPBBPP,BBPPPBBPPB,PBPBBB,10
PBBPPP,BBPPPBBPPB,PBPBPP,10
BPPPPP,BBPPPBBPPB,BPPPPB,10
PBPPBB,PPBBBPPBBP,PBPPPB,10
PBPBPP,BBPPPBBPPB,PPBBBP,10
BBPPPP,BBPPPBBPPB,PBPBPP,10
PBPBBB,PPBBBPPBBP,PBPBBP,10
BBPPPB,PPBBBPPBBP,PPBPPP,10
PPBPBB,BBPPPBBPPB,BBPBBB,10
BPPBBB,PPBBBPPBBP,PPBBBP,10
BBPBBP,PPBBBPPBBP,PPBPBB,10
BPPBBB,BBPPPBBPPB,BPBPPP,10
PPBPBP,BBPPPBBPPB,PBPPBB,10
BBBBPB,BBPPPBBPPB,PPBPBB,10
PBPPPB,BBPPPBBPPB,PBBBPB,10
BPBPPP,PPBBBPPBBP,PBPPBP,10
BPPBPP,PPBBBPPBBP,BBBBBB,10
BBPBPP,PPBBBPPBBP,BPBBPB,10
BBPPPB,BBPPPBBPPB,BPPPBB,10
PBBBBB,BBPPPBBPPB,PBPPBP,10
PPBPPB,BBPPPBBPPB,PPPPBP,10
BPPBBP,PPBBBPPBBP,BBPBBP,10
PPBPPB,PPBBBPPBBP,BPPPBB,10
BPPBPB,PPBBBPPBBP,BPPPPP,10
PPBPPB,PPBBBPPBBP,BBBBPP,10
BPBBBB,PPBBBPPBBP,BPBPPB,10
BPBBBB,BBPPPBBPPB,PBBPBB,10
BBPBBB,PPBBBPPBBP,PBBPPB,10
BPBBPP,BBPPPBBPPB,BBBBBB,10
BPPPBP,PPBBBPPBBP,PPBBBB,10
BBBBPB,PPBBBPPBBP,PBBPPB,10
PPPPPB,BBPPPBBPPB,PBBPBB,10
PBPBBP,PPBBBPPBBP,BPPPBB,10
BBBPPB,BBPPPBBPPB,BPBPBB,10
PBBBPP,BBPPPBBPPB,PPBBPP,10
BBPPPP,BBPPPBBPPB,BPPBPP,10
BBPBPB,PPBBBPPBBP,PPPPPP,10
PBBPPP,PPBBBPPBBP,BBBBPB,10
BBBBPP,BBPPPBBPPB,BBBBPP,10
BBBBBP,PPBBBPPBBP,BPPPBP,10
PBPBBB,BBPPPBBPPB,BBPPPB,10
PPPBBP,PPBBBPPBBP,BPBPPB,10
BBPPPP,PPBBBPPBBP,BBBBBB,10
BBPPBB,BBPPPBBPPB,PBBBBB,10
BPBPBP,PPBBBPPBBP,PBPBPB,10
PPPBBB,PPBBBPPBBP,BBBBBB,10
BPBBPP,PPBBBPPBBP,BBBPPP,10
BPBBPP,PPBBBPPBBP,PBPBBP,10
BBPPBB,BBPPPBBPPB,PPBPBP,10
PPPBBB,PPBBBPPBBP,BPBBPB,10
PBBPBP,BBPPPBBPPB,BPPBPB,10
PPBBBP,BBPPPBBPPB,PBPPBB,10
PPBBBP,BBPPPBBPPB,PBPPBB,10
BBBPPP,BBPPPBBPPB,BBPBBB,10
PBPBPP,PPBBBPPBBP,BPPPPB,10
BPPBPB,PPBBBPPBBP,BPBBBP,10
PBBPBP,PPBBBPPBBP,BPPPBB,10
BBBPPB,BBPPPBBPPB,BPBPPP,10
BBBPPP,BBPPPBBPPB,BBPBBB,10
BPPBPB,PPBBBPPBBP,BPBBBP,10
BBPPPP,BBPPPBBPPB,BPBBBB,10
PBBBBB,PPBBBPPBBP,BPBBBB,10
PPPBBB,BBPPPBBPPB,BPBPBB,10
PPBBPB,PPBBBPPBBP,BBPBBP,10
BBBBBB,PPBBBPPBBP,PPBBPP,10
PPPPBP,BBPPPBBPPB,BBBBPB,10
BBPPPP,PPBBBPPBBP,PPPPPB,10
BPBPBB,PPBBBPPBBP,BPPPPP,10
PBBPPB,BBPPPBBPPB,BBBBPB,10
BBBBPB,BBPPPBBPPB,BPBPBP,10
BBBBBB,BBPPPBBPPB,BBBBBP,10
PBBPBP,BBPPPBBPPB,BPPBPP,10
BPPPBP,BBPPPBBPPB,PBBBPB,10
BBBBBB,BBPPPBBPPB,BPBPPB,10
BBPBBB,PPBBBPPBBP,PPBBPB,10
PBPPBB,PPBBBPPBBP,BPBBBB,10
PPBBPB,PPBBBPPBBP,PPBPPB,10
BBBBPP,BBPPPBBPPB,BPPPPB,10
PPPBBP,BBPPPBBPPB,BBBPPP,10
PBBBBP,PPBBBPPBBP,PBPBPP,10
PPPBBB,PPBBBPPBBP,PBBBPP,10
BPPPPP,BBPPPBBPPB,BBBPPP,10
PBBPPB,BBPPPBBPPB,BPPBBB,10
PBPPPB,BBPPPBBPPB,BPPPPP,10
PPPBBP,BBPPPBBPPB,BPBPPB,10
PBPBBB,BBPPPBBPPB,PPBBBP,10
BPPBPB,PPBBBPPBBP,BBBPPB,10
BPPPBP,BBPPPBBPPB,BPPBPP,10
BBPPBB,BBPPPBBPPB,PBBBBP,10
BBPPBP,BBPPPBBPPB,BBBPPP,10
BPPBPB,PPBBBPPBBP,BBPPPB,10
PBBBBB,PPBBBPPBBP,PPBBBP,10
PBBPBB,PPBBBPPBBP,BPBBBP,10
PPBPBB,PPBBBPPBBP,PPPPPB,10
PBPPBB,PPBBBPPBBP,BBBPPB,10
BBPPPP,BBPPPBBPPB,PBBBPP,10
BPPPBP,PPBBBPPBBP,BBBBPP,10
PBBBPB,BBPPPBBPPB,BPBBBP,10
BBBBBB,BBPPPBBPPB,PPPPPB,10
PBBPBP,PPBBBPPBBP,PBPPPP,10
BPBBPB,BBPPPBBPPB,BPPPPP,10
PBBBBP,PPBBBPPBBP,PPPPPB,10
BPPPPP,BBPPPBBPPB,PPBBBB,10
BPPPBB,BBPPPBBPPB,BBPBBP,10
BPPBPP,PPBBBPPBBP,BPPPBB,10
PPBBBP,PPBBBPPBBP,PPPPPB,10
BPBBPB,BBPPPBBPPB,BBPBBB,10
PBBBBB,PPBBBPPBBP,PPPPPP,10
BPBBBB,PPBBBPPBBP,PBBBBB,10
BPBBBB,PPBBBPPBBP,BBBBPP,10
PBPPPB,PPBBBPPBBP,BBBPPP,10
BBBBBP,BBPPPBBPPB,BBBBBB,10
BBBPPB,BBPPPBBPPB,PPPPBB,10
PPPPPP,BBPPPBBPPB,PPBBPP,10
PPBPBP,PPBBBPPBBP,PBBPPB,10
PPBPBP,PPBBBPPBBP,PBBPPB,10
PPPBBP,BBPPPBBPPB,PPPPBP,10
PPBPPB,BBPPPBBPPB,BPBBBB,10
BBBPPB,PPBBBPPBBP,BPPPBP,10
BPBBPP,PPBBBPPBBP,BPPPBP,10
BPBPBB,PPBBBPPBBP,BBBBPP,10
PPPPBP,BBPPPBBPPB,PPBBBB,10
BPPBBP,PPBBBPPBBP,PBBPPP,10
BBBPBB,BBPPPBBPPB,BBPPPP,10
PPBPBP,PPBBBPPBBP,PPPPBB,10
BPPPPP,BBPPPBBPPB,BPBBPP,10
PBPPPP,PPBBBPPBBP,PPPBPP,10
PPBBPB,PPBBBPPBBP,BPPPPB,10
PPPBBB,BBPPPBBPPB,PPPPPP,10
PPPBBB,BBPPPBBPPB,PPPPPP,10
PPPPPP,BBPPPBBPPB,BBPBBP,10
PBPPBB,PPBBBPPBBP,BPBBBP,10
BPBPPP,BBPPPBBPPB,BPBBPB,10
PBBPBP,PPBBBPPBBP,PPBBBB,10
PBBBBB,PPBBBPPBBP,PPPBPB,10
PPPBPB,BBPPPBBPPB,PBBBBB,10
PPPBPB,BBPPPBBPPB,PBBBBB,10
PPPBPB,BBPPPBBPPB,PBBBBB,10
PPPBPB,BBPPPBBPPB,PBBBBB,10
PPBPPB,BBPPPBBPPB,PBBPBP,10
PPPPBB,PPBBBPPBBP,BPPBPB,10
PBBPBP,PPBBBPPBBP,BBBBPP,10
PPBBBB,BBPPPBBPPB,BBPPPB,10
PPPPPB,PPBBBPPBBP,BPBPPB,10
PPPPBP,PPBBBPPBBP,BBBPPP,10
BBBBBB,BBPPPBBPPB,BBBPBB,10
PPBBBB,BBPPPBBPPB,BBBPBB,10
BPPPPP,PPBBBPPBBP,BPPBPP,10
PBBPBP,BBPPPBBPPB,PBBBPB,10
PPPPPB,BBPPPBBPPB,PPBBPP,10
PPBBPB,PPBBBPPBBP,PPBPBP,10
PPBBBP,PPBBBPPBBP,PPPPBB,10
PPBBBP,PPBBBPPBBP,BBBBBP,10
PPBBBP,BBPPPBBPPB,BBBBBB,10
PBPPPB,BBPPPBBPPB,BPPBPB,10
PPPPPB,BBPPPBBPPB,BBBPPB,10
BBBBBB,BBPPPBBPPB,PPPPPB,10
BBBBBP,PPBBBPPBBP,PPPBBB,10
BBBBBP,PPBBBPPBBP,PPPBBB,10
BPPPPB,PPBBBPPBBP,PPBBPP,10
PBBPPB,BBPPPBBPPB,BPBPBB,10
BPBPPB,PPBBBPPBBP,BBPPBB,10
BPPPBB,BBPPPBBPPB,PPPBBB,10
PBBBPP,PPBBBPPBBP,PPBBPP,10
BBBBPP,PPBBBPPBBP,PPPPBB,10
PPBBBB,BBPPPBBPPB,BPBPBP,10
PPBPPP,BBPPPBBPPB,BBBPBB,10
BPBBPB,BBPPPBBPPB,BPPPPP,10
PPPBPP,PPBBBPPBBP,PBBBBP,10
PPBBPP,PPBBBPPBBP,BPBBBP,10
BBBBBB,PPBBBPPBBP,PPPPBB,10
BPPBBB,BBPPPBBPPB,PBBPBB,10
PBPPBB,PPBBBPPBBP,PPBPPB,10
BPBPPP,PPBBBPPBBP,PPBPBP,10
PPBBPB,PPBBBPPBBP,BBBBBP,10
PBPBBP,BBPPPBBPPB,PPPPPP,10
BBBPPB,BBPPPBBPPB,PBBPPP,10
BBPBBB,BBPPPBBPPB,BBPBBP,10
PPPBBB,PPBBBPPBBP,PBBBBP,10
PBBPBP,PPBBBPPBBP,BBPBBB,10
PPBPPB,PPBBBPPBBP,BPBBBP,10
BBPPBB,PPBBBPPBBP,BPBPBP,10
BPPBBP,PPBBBPPBBP,BBBBPP,10
BPPBBB,PPBBBPPBBP,PPPPPB,10
BBBPBP,BBPPPBBPPB,BPPPPP,10
BPBPPP,BBPPPBBPPB,BBBPBB,10
BBBPPP,BBPPPBBPPB,PPBBBP,10
PBPBPB,BBPPPBBPPB,BPPBBB,10
PBBBPP,BBPPPBBPPB,PBBBBB,10
BBBBPB,BBPPPBBPPB,PPBBPP,10
PBBPBB,BBPPPBBPPB,BPPBBP,10
BPBPPB,BBPPPBBPPB,PPBBBB,10
PPPPBB,BBPPPBBPPB,PPPBPB,10
PPPBBB,BBPPPBBPPB,BPPBBP,10
BPBBPP,PPBBBPPBBP,BPBBBP,10
BBBPBP,PPBBBPPBBP,PBPPBB,10
BPPPBP,PPBBBPPBBP,PBPPPB,10
PPPBPP,PPBBBPPBBP,BPPBPP,10
PBBBBP,BBPPPBBPPB,BBPBBB,10
PBBPBP,PPBBBPPBBP,PBBBPP,10
PBPBBP,PPBBBPPBBP,PPPBPB,10
PBBBPP,BBPPPBBPPB,BPBBPP,10
PPBPBP,PPBBBPPBBP,PBPPPP,10
BPPBBB,BBPPPBBPPB,BBPBPB,10
BBPPPB,BBPPPBBPPB,PPPBPP,10
PPPPBB,BBPPPBBPPB,BBBBBP,10
BBBBBP,BBPPPBBPPB,PBBBPB,10
PBPBBB,BBPPPBBPPB,BPBBPP,10
BBBBBP,BBPPPBBPPB,PBBBPB,10
PBPBBB,BBPPPBBPPB,BPBBPP,10
BBBPPP,BBPPPBBPPB,BPBBBB,10
BBBBBB,PPBBBPPBBP,BPBPBP,10
BPBBPP,BBPPPBBPPB,BPPBBB,10
PBBPBB,BBPPPBBPPB,PBBPBP,10
PPPPPP,BBPPPBBPPB,PBBPPP,10
BPPBPB,BBPPPBBPPB,PPPPPB,10
BBPPPP,PPBBBPPBBP,PBBPPB,10
PBBBPP,BBPPPBBPPB,BBBBPP,10
BBPPPP,PPBBBPPBBP,BPPPPP,10
BBBPPB,BBPPPBBPPB,PPBBBP,10
BPPPBP,PPBBBPPBBP,BPPPPB,10
BBBPPB,BBPPPBBPPB,PPPBBB,10
BBPBPB,BBPPPBBPPB,BPPPBB,10
BPPPPP,PPBBBPPBBP,PBPPPB,10
BPPBBB,BBPPPBBPPB,PBBBBB,10
PBBBPB,BBPPPBBPPB,BBBBPP,10
BBBBPP,PPBBBPPBBP,PBBBBB,10
BPBPBB,BBPPPBBPPB,PPBBPP,10
BBBBBP,BBPPPBBPPB,PPPPPP,10
PBPPBB,BBPPPBBPPB,PBBBBP,10
PBPPBB,BBPPPBBPPB,PBBBBP,10
PBPPBP,BBPPPBBPPB,BBBPBB,10
PPBBPB,PPBBBPPBBP,BBBBPP,10
PBBPPP,PPBBBPPBBP,BPPBPP,10
PPBPPP,BBPPPBBPPB,BBBBPB,10
BPPPBP,BBPPPBBPPB,BPPBPP,10
PBBBPP,PPBBBPPBBP,PPPPPP,10
BBPPPB,PPBBBPPBBP,BBBPPB,10
BPPBPP,BBPPPBBPPB,PBPPPP,10
BBPPPP,BBPPPBBPPB,BPPBBB,10
BBPPPP,BBPPPBBPPB,BPPBBB,10
PBBBPB,PPBBBPPBBP,PBPBPB,10
PBBPBB,PPBBBPPBBP,BBPPPB,10
PPBPPB,BBPPPBBPPB,BPBPBP,10
PBPPPB,PPBBBPPBBP,BBPBBP,10
BBPBPB,BBPPPBBPPB,BBBPBP,10
PPPBPB,BBPPPBBPPB,PBPPBB,10
PBBPBB,BBPPPBBPPB,BPPPPP,10
PPBPBP,PPBBBPPBBP,PBBBBB,10
BPBPPB,PPBBBPPBBP,BBPBBP,10
PPPBBB,BBPPPBBPPB,BBPBPB,10
PBPPPB,BBPPPBBPPB,BBBPPB,10
PBPPBP,PPBBBPPBBP,PBBPBB,10
PPPPPB,BBPPPBBPPB,PPBPBB,10
PPPBPP,BBPPPBBPPB,PPBPPP,10
PPBPBB,BBPPPBBPPB,BPPPPB,10
PBPPPB,PPBBBPPBBP,BPPBBB,10
PBBPBB,PPBBBPPBBP,PBBBBP,10
BPBPPP,PPBBBPPBBP,PPPBBP,10
BBBBPP,PPBBBPPBBP,BBBBBP,10
BBBPPB,BBPPPBBPPB,PPBBPB,10
BPPPBP,PPBBBPPBBP,PBBPBP,10
PPBPPP,BBPPPBBPPB,PPPPBB,10
PBBPBB,BBPPPBBPPB,BPBBPB,10
PPBBBB,PPBBBPPBBP,BBBPPB,10
BBBPBP,PPBBBPPBBP,PPBPBP,10
PBBBBB,BBPPPBBPPB,PBBBPP,10
BBBBPP,PPBBBPPBBP,BBBBBP,10
PPPBBP,PPBBBPPBBP,PBBBPP,10
PPBPPP,PPBBBPPBBP,BPBPPB,10
PBBPBB,BBPPPBBPPB,PPPPPP,10
BPPBBB,PPBBBPPBBP,PBBPBB,10
BPPPBB,BBPPPBBPPB,PPBPPP,10
PPPPPB,BBPPPBBPPB,BBPPBP,10
BPBBBB,BBPPPBBPPB,BBBPBB,10
PPPPPB,BBPPPBBPPB,BBBPBP,10
BBBPPB,PPBBBPPBBP,PBBPPP,10
BPPPPB,BBPPPBBPPB,BBBPPB,10
PBBPPP,PPBBBPPBBP,PBBBPP,10
PPBBPP,BBPPPBBPPB,BPPPBP,10
BPPPBP,BBPPPBBPPB,PBBBPP,10
PBBPBP,BBPPPBBPPB,PPBBBP,10
BPBBBP,PPBBBPPBBP,PPBBPP,10
PBPPBB,PPBBBPPBBP,BBBBPB,10
BBPBBB,BBPPPBBPPB,PPPPPB,10
PPBBBP,PPBBBPPBBP,PPBPPP,10
BBPPPP,PPBBBPPBBP,PBPBBB,10
PBPBPB,PPBBBPPBBP,BBBPPP,10
PPPPPP,BBPPPBBPPB,PPBBPP,10
PBPPBP,BBPPPBBPPB,BBPPBP,10
PBBPPP,PPBBBPPBBP,PBPPPP,10
BBPBBB,BBPPPBBPPB,BPPBBP,10
PPPBBB,BBPPPBBPPB,BBPBBB,10
PPPBBP,BBPPPBBPPB,PPBBPB,10
BBPPBP,PPBBBPPBBP,BPPBPP,10
PPBBBP,BBPPPBBPPB,BBPBBP,10
PPBPBB,PPBBBPPBBP,PBPPBB,10
PBPBBB,BBPPPBBPPB,BBPPPB,10
PBPBPB,PPBBBPPBBP,BBPPPB,10
BBPPBP,BBPPPBBPPB,PBBBBP,10
BBBBBB,PPBBBPPBBP,BBPBPP,10
BBBPBP,PPBBBPPBBP,BPBBPP,10
BPBPBB,BBPPPBBPPB,BPBBPP,10
BPBBPP,PPBBBPPBBP,BPPBBB,10
BBPPPP,PPBBBPPBBP,BPPPPB,10
BBPPPP,BBPPPBBPPB,BPBBPB,10
PPBPPB,BBPPPBBPPB,PBBBBP,10
PPBBBB,BBPPPBBPPB,BPPPPB,10
BBBBBP,BBPPPBBPPB,BBPPPB,10
BBPBPB,BBPPPBBPPB,PPPPPP,10
BBBPBP,BBPPPBBPPB,BPPBPP,10
BBPBPP,PPBBBPPBBP,BBPPBP,10
PBPPPP,PPBBBPPBBP,PPBBBP,10
BBBBBP,BBPPPBBPPB,PPBBPB,10
PPBBBP,BBPPPBBPPB,BBBPBP,10
PBPPPB,PPBBBPPBBP,BBBBBP,10
PPBPBP,PPBBBPPBBP,PBBPPP,10
BBPPPP,BBPPPBBPPB,BPPBPB,10
BPPPPP,PPBBBPPBBP,PPPBBB,10
BBPPPP,PPBBBPPBBP,PPPBBB,10
BPPPPP,BBPPPBBPPB,BPPBPP,10
PPBBPB,BBPPPBBPPB,BPPPPB,10
PPPBPP,BBPPPBBPPB,PBBBBB,10
PBPBPP,PPBBBPPBBP,BPBPBP,10
PBBPPB,PPBBBPPBBP,PPPPPB,10
BBPPBP,BBPPPBBPPB,BPBPBP,10
BBBBPP,PPBBBPPBBP,PPPPBP,10
BPBBBP,PPBBBPPBBP,PPPPPB,10
BBPPPP,PPBBBPPBBP,BBPBBP,10
PPBBBP,PPBBBPPBBP,BBPPPB,10
BPPBBB,PPBBBPPBBP,BPBPBB,10
PPPPBP,BBPPPBBPPB,PPBBPP,10
BPBPPP,PPBBBPPBBP,BPBPPB,10
PPPPPB,BBPPPBBPPB,PPPPBP,10
PPPPPP,BBPPPBBPPB,BBBPBB,10
PPPPPP,BBPPPBBPPB,BBBPBB,10
BPPBBB,PPBBBPPBBP,BBPPPP,10
PBPPBB,BBPPPBBPPB,BPPPPP,10
BBBBBP,PPBBBPPBBP,BPPBBB,10
BBBPBP,PPBBBPPBBP,PPPBBP,10
BBBBBB,BBPPPBBPPB,BBBBPP,10
PPBBBP,BBPPPBBPPB,PBPBPB,10
BBBBBP,PPBBBPPBBP,BBBPPB,10
BBPBPP,PPBBBPPBBP,BBBBBB,10
PPBBPP,PPBBBPPBBP,PPPPPB,10
PPPPPB,PPBBBPPBBP,BPPPBP,10
BBBBBP,BBPPPBBPPB,PBPPBB,10
BBBBPB,PPBBBPPBBP,PBPBBP,10
PPPPBB,BBPPPBBPPB,BPPPPB,10
PBBBPB,BBPPPBBPPB,BPBBBB,10
BPPBBP,PPBBBPPBBP,BBBPPP,10
BBPBBP,BBPPPBBPPB,PBBPBB,10
BPPBBP,PPBBBPPBBP,PPBBPB,10
BPPBBP,PPBBBPPBBP,PPBBPB,10
BBPPPP,PPBBBPPBBP,PBBBPB,10
PPBBPB,PPBBBPPBBP,BPBBPB,10
BBBBPB,PPBBBPPBBP,PPBBBP,10
PPBBBB,PPBBBPPBBP,BBBPBP,10
PPPBBB,PPBBBPPBBP,BBBBBP,10
PPBPPB,PPBBBPPBBP,PBBPBP,10
PPBBBB,BBPPPBBPPB,PPPPBB,10
PPPBPP,BBPPPBBPPB,BPBPBP,10
PBPBBP,BBPPPBBPPB,BBBBBB,10
PPPPBB,BBPPPBBPPB,BBPPPB,10
PPBBBB,BBPPPBBPPB,BBBBBP,10
PPBBPB,BBPPPBBPPB,PBPPPB,10
BPPPBP,PPBBBPPBBP,PBBBPP,10
BBBBBB,PPBBBPPBBP,BBBBBP,10
PBPBPP,PPBBBPPBBP,BPPPPB,10
BPBBBB,BBPPPBBPPB,PBBPPP,10
BBBPPB,PPBBBPPBBP,PPBBPB,10
PBBBBP,PPBBBPPBBP,BBPPBB,10
BBBBPP,PPBBBPPBBP,BPPPBB,10
BPBBPB,PPBBBPPBBP,PPPPBP,10
BBPBPP,PPBBBPPBBP,BPBBBB,10
PPPBPB,PPBBBPPBBP,PBBBPP,10
PBPBPP,PPBBBPPBBP,BBBPPP,10
PPBBPP,PPBBBPPBBP,PBBPBP,10
PBPPPB,BBPPPBBPPB,PBBBBB,10
BBBBPB,BBPPPBBPPB,BBBPPP,10
BBBBBB,BBPPPBBPPB,BPBBBP,10
BPBPBB,PPBBBPPBBP,BBBBBB,10
BPPPBB,BBPPPBBPPB,PPBPPP,10
BBBBBB,BBPPPBBPPB,BBBPPP,10
PPPPBP,PPBBBPPBBP,BBPPBB,10
PBBPBB,BBPPPBBPPB,PPPBPP,10
PBBBBP,PPBBBPPBBP,BBPPPB,10
PPBBBP,PPBBBPPBBP,PPPPPP,10
PPPPBP,BBPPPBBPPB,BPPPPB,10
PPBBBB,BBPPPBBPPB,BPPBBB,10
PPBBBP,PPBBBPPBBP,PBPBBP,10
BBBPPB,PPBBBPPBBP,PPPPBP,10
PBPPPB,BBPPPBBPPB,PBBBPB,10
PPBPBP,PPBBBPPBBP,BBBPBP,10
BBBBBP,PPBBBPPBBP,BPPBBP,10
PPBPBB,PPBBBPPBBP,PPBBPP,10
BBPPPP,PPBBBPPBBP,PBPBPB,10
BPBBPP,PPBBBPPBBP,PPPPPP,10
BBBPPB,BBPPPBBPPB,BBBBPB,10
PPBBPB,BBPPPBBPPB,PPPBBB,10
BPPPPP,PPBBBPPBBP,BPBBBP,10
BPPPPP,BBPPPBBPPB,PBBBPB,10
BPPPPB,BBPPPBBPPB,BPBPBB,10
BBBPPB,BBPPPBBPPB,BPPBPB,10
BBBPPB,BBPPPBBPPB,BPPBPB,10
PPBBBB,BBPPPBBPPB,BPBBBB,10
PPBPBB,PPBBBPPBBP,BBBBBP,10
BBBPPP,PPBBBPPBBP,BPPBBB,10
BPBBBB,BBPPPBBPPB,BBPBBP,10
PBPPPP,PPBBBPPBBP,PPBBBB,10
BPPBPB,PPBBBPPBBP,BPPPPP,10
BPBBPP,PPBBBPPBBP,BBBBBB,10
PBPPBP,BBPPPBBPPB,PPPPBB,10
BPPPPB,PPBBBPPBBP,BBPBBB,10
PPBBPB,PPBBBPPBBP,BBBPPB,10
BBPPBP,BBPPPBBPPB,PBPPPB,10
BBPPBP,BBPPPBBPPB,PBPPPB,10
PPPBPP,PPBBBPPBBP,BBBPBP,10
PPBPPB,PPBBBPPBBP,PBPBBB,10
BPBPPB,PPBBBPPBBP,PBPBPB,10
BPBPPB,PPBBBPPBBP,PBPBPB,10
BPPPPP,PPBBBPPBBP,BPPPPP,10
PPBBPB,PPBBBPPBBP,PBPPPB,10
PBBPPP,PPBBBPPBBP,PBPBPB,10
PBBPPP,PPBBBPPBBP,PBPBPB,10
PBBPPP,PPBBBPPBBP,PBPPBB,10
BPBBBB,PPBBBPPBBP,PBBBBP,10
BPPPPP,PPBBBPPBBP,PBPBBP,10
PPBPPP,BBPPPBBPPB,BBBPPP,10
PPBPPP,BBPPPBBPPB,BBBPPP,10
PPBBBB,PPBBBPPBBP,BBPPPB,10
BBPPBB,PPBBBPPBBP,PPPBPP,10
PPPPPP,PPBBBPPBBP,PBPBPB,10
BBBPBP,PPBBBPPBBP,BBPBBB,10
BPPPPP,BBPPPBBPPB,PPPPPP,10
BPPPPP,BBPPPBBPPB,PPPPPP,10
BBPBBB,BBPPPBBPPB,BBBPBP,10
PPBPPP,PPBBBPPBBP,BBPPBP,10
BPPPBB,BBPPPBBPPB,BBBBPP,10
BBPPPB,BBPPPBBPPB,PBBPBB,10
BPPPPB,BBPPPBBPPB,BBBBPB,10
BBBPPP,PPBBBPPBBP,BBBBPB,10
PBBPPB,BBPPPBBPPB,PPPPBB,10
PPBPBB,PPBBBPPBBP,PBBPPP,10
