before,dragon,after,length,color
PPPPBB,PPPPP,BBPBBP,5,P
BPBBBB,PPPPPPP,BBBBBP,7,P
PPPPPP,BBBBB,PPBPPP,5,B
BBBPPB,PPPPP,BBPPPP,5,P
PPPPBB,PPPPPP,BPBPBP,6,P
BBPBBB,PPPPP,BBBPPB,5,P
BBPPBP,BBBBB,PBBBBP,5,B
BBPPPB,PPPPP,BPBBBP,5,P
BBPPPB,PPPPPP,BPPBBP,6,P
PPBPBB,PPPPP,BPBBBP,5,P
BPBBBB,PPPPP,BBBPBB,5,P
BBBPBB,PPPPPP,BBPBPP,6,P
BPPBBP,BBBBBBB,PPBPPP,7,B
PPBPBB,PPPPP,BPPPPB,5,P
PBBBBP,BBBBB,PBPPPB,5,B
BPBBBB,PPPPPP,BPPBPP,6,P
PPBPPP,BBBBB,PPBPPP,5,B
PPBPPP,BBBBB,PBBBPB,5,B
BPPBPP,BBBBBBB,PPPPPB,7,B
BBBBBB,PPPPP,BBPPPB,5,P
PBBBBP,BBBBBB,PPPPPP,6,B
PBBBBP,BBBBB,PBPBBP,5,B
BPPPBB,PPPPP,BPPPPP,5,P
PPBBPB,PPPPP,BBBBBB,5,P
BPPPPP,BBBBBBB,PBBBPB,7,B
PBBBPB,PPPPPPP,BBPPBB,7,P
BPPPBP,BBBBB,PBBPBP,5,B
PBBBPB,PPPPP,BPPPBP,5,P
BBPPBB,PPPPPP,BBPBBB,6,P
PPPBBB,PPPPP,BPPPPB,5,P
PBPPBP,BBBBBBBB,PPBPBP,8,B
PPPPPB,PPPPPP,BPPPBP,6,P
BBPPPB,PPPPP,BPBPBB,5,P
PPBPBP,BBBBBB,PPPBBB,6,B
BBBPBP,BBBBB,PBBPPP,5,B
BBBBPB,PPPPPPP,BPPBPB,7,P
PBPPPB,PPPPP,BBPBBP,5,P
PBBPBB,PPPPPP,BPBBBP,6,P
PBPBPB,PPPPP,BBBPPB,5,P
PBPPPB,PPPPP,BBBPBB,5,P
BBPBBP,BBBBBB,PPBPPB,6,B
BBBBPB,PPPPPP,BBBBPB,6,P
PPBPPP,BBBBB,PPBBPB,5,B
BBBPBB,PPPPPP,BPBBPB,6,P
PPBBPB,PPPPPP,BPBPPB,6,P
PBPBPB,PPPPP,BBPPPP,5,P
BBPPPB,PPPPP,BPPBBP,5,P
PPBBPP,BBBBB,PPPBBP,5,B
PPBPBB,PPPPP,BBPPPP,5,P
BPPPPP,BBBBBB,PBBPBP,6,B
BPBBPB,PPPPPPPP,BPBPPP,8,P
PPPBPB,PPPPPP,BPBBPP,6,P
BBPPPB,PPPPPPP,BBPPPP,7,P
PPPPBB,PPPPPP,BPPPBP,6,P
PPPBPB,PPPPP,BBBPPB,5,P
PBBBPB,PPPPP,BBBPBB,5,P
BPPPBP,BBBBB,PPBPPP,5,B
BBPPBP,BBBBB,PBPBPP,5,B
BBPBPB,PPPPP,BBBBPB,5,P
BBPBPP,BBBBBB,PPBBPP,6,B
BPPPPB,PPPPP,BBBPBP,5,P
BBPPBB,PPPPP,BPPPBB,5,P
BPPPBP,BBBBB,PBBBBP,5,B
PBPBPP,BBBBB,PPBBPB,5,B
PPBPBP,BBBBB,PBBBBB,5,B
BBBBBP,BBBBBB,PBPBBP,6,B
PBBPPB,PPPPP,BBBBBP,5,P
BPPPPP,BBBBB,PBPBBB,5,B
PBPPPP,BBBBB,PPBPPB,5,B
BPPBBB,PPPPP,BBPPPP,5,P
BBPPPP,BBBBBB,PPBBBB,6,B
PPBPPP,BBBBB,PBPBBP,5,B
BPBBPB,PPPPPPPP,BPBBPP,8,P
BPPBPB,PPPPP,BPBBBP,5,P
BBPPBP,BBBBB,PPBBPP,5,B
PPBBPB,PPPPP,BBPBPB,5,P
BPPPBB,PPPPPPPP,BPPBBB,8,P
PBPPBP,BBBBB,PPPBPB,5,B
PBBBPP,BBBBB,PPPBBB,5,B
PPPBBP,BBBBBB,PBBPPP,6,B
PPBPBB,PPPPP,BPBPBP,5,P
BBPBBP,BBBBB,PBPBBP,5,B
PPPBPP,BBBBBB,PPBPPB,6,B
PBPPBP,BBBBBB,PBBPBB,6,B
BBBPBP,BBBBB,PPBPPP,5,B
PPBPBB,PPPPP,BBBBPP,5,P
BPPPBP,BBBBB,PPBBBB,5,B
BBBBPP,BBBBBB,PBBPPB,6,B
BBPBBB,PPPPP,BPBBBB,5,P
PBPPBP,BBBBBB,PPBPPB,6,B
BPPBPP,BBBBB,PPPBBP,5,B
BBBBPB,PPPPPPP,BBPBPB,7,P
BBPPPP,BBBBB,PPBPBB,5,B
PPPBBP,BBBBBB,PBPPBB,6,B
PBPPBP,BBBBB,PPPPPB,5,B
PBBBBB,PPPPP,BPBBPP,5,P
PPBPPP,BBBBB,PBBBBB,5,B
BBBBBP,BBBBB,PBBBPP,5,B
BPPBPB,PPPPP,BBPPPB,5,P
BPBBPP,BBBBBB,PPBBPB,6,B
BPBPBB,PPPPP,BPBBBB,5,P
PPPPBP,BBBBB,PBPBBP,5,B
PBPBBP,BBBBBB,PPPPPB,6,B
BBBBBB,PPPPP,BPBBBB,5,P
BBPBPB,PPPPP,BBBPPB,5,P
BPBPBB,PPPPP,BBBPBP,5,P
PPBBPB,PPPPP,BPBBPB,5,P
PBPBBP,BBBBBBBB,PPBBBB,8,B
PBPBBP,BBBBB,PBPBPB,5,B
PPPBPB,PPPPPPP,BPBBPP,7,P
PBBPBB,PPPPP,BBBPBB,5,P
BBBPBB,PPPPP,BBBPPP,5,P
BBPBBP,BBBBB,PPPBPB,5,B
BBBPPB,PPPPP,BPPPPB,5,P
BPBPBP,BBBBB,PPBPPB,5,B
BBPBPP,BBBBB,PBBBPP,5,B
BPBBPP,BBBBBBBB,PBBBPB,8,B
BBPBPB,PPPPPPP,BPPBBB,7,P
PBPPPP,BBBBB,PBBBPP,5,B
BPBBBP,BBBBBB,PPBBBP,6,B
BPPBPB,PPPPPP,BPPPPB,6,P
PPPBBB,PPPPPP,BBBPPP,6,P
PPPPBB,PPPPP,BBBPBB,5,P
BBBPBB,PPPPPPP,BBBBPP,7,P
BPPPBP,BBBBB,PBPBPP,5,B
BBPBPB,PPPPPP,BPPBBP,6,P
BBBPBP,BBBBB,PPBBBB,5,B
BBBBPP,BBBBBBB,PPBBPB,7,B
BBPBPB,PPPPP,BPBBPB,5,P
PPPBPP,BBBBBB,PPBBPB,6,B
PPBBPB,PPPPP,BPBPBB,5,P
BBPBBB,PPPPP,BPPBPB,5,P
PPBBBB,PPPPPP,BPBBBB,6,P
PBBPPB,PPPPP,BBBBBP,5,P
BPPPPP,BBBBB,PBBPBP,5,B
BPPBBB,PPPPPPPPP,BBPPPP,9,P
PBBBBP,BBBBB,PPPPBB,5,B
PBPPBB,PPPPPPP,BPPPPB,7,P
PPBPBP,BBBBB,PBBBPB,5,B
BBBBBB,PPPPP,BBBPPP,5,P
PPPBBB,PPPPPPP,BBBPBP,7,P
PPPPBP,BBBBBBBBB,PBPPPP,9,B
PBPBPP,BBBBB,PBPBBB,5,B
BBBPBP,BBBBBBBB,PPBPPB,8,B
PBBPBB,PPPPPPPP,BPBBBB,8,P
BBPPPB,PPPPPP,BBBBPP,6,P
BPPBPB,PPPPP,BBBBPB,5,P
BPBBPP,BBBBBBBB,PPPPPP,8,B
PBPBBP,BBBBBBB,PBBBBP,7,B
PBPPPP,BBBBB,PBBPPP,5,B
PPBPPP,BBBBB,PBPPPB,5,B
PPBBBP,BBBBB,PBBPBB,5,B
BBPPBP,BBBBBBBB,PPPPPP,8,B
BPPPBB,PPPPP,BBPBBB,5,P
PBPBPP,BBBBB,PPBPPP,5,B
BBBPPB,PPPPP,BPBPBP,5,P
PBBBBP,BBBBB,PBBBPB,5,B
PBBBPB,PPPPPP,BBBBBB,6,P
PPPPPP,BBBBBBB,PBBPPB,7,B
BBPPPP,BBBBB,PBPBPB,5,B
BBPBPP,BBBBB,PBBBBB,5,B
BBBBBP,BBBBBB,PBBBPP,6,B
BBPBBB,PPPPPP,BBPBBP,6,P
BPPPBP,BBBBBB,PBPPPB,6,B
PBBPBB,PPPPPPP,BBBBPB,7,P
PBPPBB,PPPPP,BPPPPP,5,P
PPPPPB,PPPPP,BPBBPP,5,P
PPBBBB,PPPPPP,BPBPPB,6,P
BPBPPB,PPPPPP,BBBBBB,6,P
PPPPPP,BBBBBB,PPBBBP,6,B
PPPPPP,BBBBBB,PPPPPP,6,B
BBBBBB,PPPPPP,BPPPBP,6,P
PBPBBB,PPPPPPPPPP,BBPPPP,10,P
PPPPBB,PPPPPPPP,BPBPBB,8,P
BPPBBB,PPPPP,BPBBBB,5,P
BPBBBB,PPPPP,BPPBBB,5,P
PPBBBB,PPPPPPP,BPPPPB,7,P
PBBPPB,PPPPPPP,BBBBPB,7,P
BBBBPB,PPPPPPP,BBPBBB,7,P
PBBBBP,BBBBB,PPPBBB,5,B
BPBPBB,PPPPPP,BPBBPB,6,P
PPPBPB,PPPPPPPPPP,BPBPPP,10,P
BBBPPP,BBBBBB,PBBPPP,6,B
PPPBPP,BBBBBB,PPPPBB,6,B
PPBPPB,PPPPPP,BPBBBB,6,P
PPBPPP,BBBBB,PBBPPP,5,B
BBBPBB,PPPPPPP,BBPPBP,7,P
PBBPPP,BBBBBB,PPBBPB,6,B
BPBBBP,BBBBBB,PBPPPB,6,B
BPBBPP,BBBBBBBBBB,PPBPBP,10,B
BPBPPP,BBBBBBB,PBBPPP,7,B
PBBBPB,PPPPP,BBBBBB,5,P
BPPPPP,BBBBBBBB,PPBBBB,8,B
BBBBPP,BBBBBB,PPPBPB,6,B
BPBPPB,PPPPPPP,BBBPPP,7,P
BPBPPP,BBBBB,PBBBPP,5,B
BPBBBP,BBBBB,PPBPPP,5,B
BPBBPP,BBBBB,PPBPPB,5,B
BPBBPB,PPPPP,BPPPPB,5,P
PPBBBP,BBBBBBB,PBBBPP,7,B
BBBPPP,BBBBBBBB,PPPPPP,8,B
BBBBBB,PPPPPPPPPP,BPBBPB,10,P
BPBBBP,BBBBB,PBBBBP,5,B
PPBBBB,PPPPPP,BPPBPB,6,P
PPBPBP,BBBBBB,PBPPBP,6,B
PBBBPP,BBBBB,PPPBBP,5,B
PPPPBP,BBBBB,PBBBPB,5,B
BBBBPB,PPPPP,BPPPPB,5,P
BPPPBP,BBBBB,PPPPBP,5,B
PPBPBP,BBBBBB,PBBBBB,6,B
BBBBBP,BBBBBBB,PBBPPP,7,B
PBBPPB,PPPPP,BPPBPP,5,P
PPBPBB,PPPPPP,BPBBPP,6,P
PBBBBP,BBBBB,PPBBBB,5,B
BBBBPP,BBBBBBBB,PPPPBB,8,B
BPPBPP,BBBBBB,PPPBBP,6,B
PBPPBP,BBBBB,PBPBBB,5,B
BBPPBP,BBBBBB,PPBBBB,6,B
BBBBPP,BBBBBB,PBPBBP,6,B
PBPPPB,PPPPP,BBPBBB,5,P
BBPPBP,BBBBB,PPBPPP,5,B
BBBPPP,BBBBBBB,PPPPBP,7,B
PBPPPB,PPPPP,BPBBBB,5,P
PPPPBP,BBBBBB,PPPPBP,6,B
BPPPPB,PPPPPPP,BPBBBB,7,P
PBBBPP,BBBBB,PBBPPP,5,B
BBBPBB,PPPPPPP,BPBBBB,7,P
PPPPBB,PPPPPP,BPBBPP,6,P
PBBBPB,PPPPPPP,BBBBBB,7,P
PPPPPP,BBBBBBB,PBPPBB,7,B
BPPPBB,PPPPPP,BBBBPB,6,P
BPPBBB,PPPPPP,BBPPBP,6,P
BBBBPB,PPPPP,BBBBPB,5,P
PPBBPP,BBBBBBB,PPPPBP,7,B
BPBPBB,PPPPP,BBPBBP,5,P
PBBBPB,PPPPP,BPBPBP,5,P
BPBBPP,BBBBB,PPBBPB,5,B
BPBBBP,BBBBBB,PPBPBP,6,B
PBBBBP,BBBBB,PPBPPB,5,B
BPBBPB,PPPPPP,BBPPBP,6,P
PBBPPB,PPPPP,BPPPBP,5,P
PPPBPP,BBBBB,PPBBPB,5,B
BPBPPP,BBBBBBBBB,PPPBPB,9,B
PPBPBP,BBBBB,PBBBPP,5,B
BBPBBB,PPPPP,BBPBPP,5,P
BPBBBP,BBBBB,PPBBBP,5,B
BBPBBP,BBBBB,PBBBBP,5,B
BBBPBP,BBBBB,PBBPBP,5,B
BBPBPB,PPPPP,BPPPPP,5,P
PPBPBB,PPPPP,BBBPBB,5,P
BPBBBB,PPPPPPP,BBBPBB,7,P
BBPPBB,PPPPP,BPPBPP,5,P
PPBBBP,BBBBBB,PPBBPP,6,B
PPPBBP,BBBBB,PBPPBP,5,B
BBBPPP,BBBBBB,PBBPBB,6,B
BPBBPP,BBBBB,PPBBBB,5,B
BBBBPP,BBBBB,PPBPPP,5,B
BBBPPB,PPPPP,BBBPPB,5,P
PPBBBB,PPPPPP,BPBPPB,6,P
BPBBPB,PPPPP,BBBPBP,5,P
PBBPBB,PPPPPPP,BPBPPP,7,P
BBBBPB,PPPPPPPPPP,BBBPBP,10,P
BBPBBP,BBBBBBBB,PPPBPP,8,B
BBPPPP,BBBBB,PBPBPB,5,B
BPBBPP,BBBBB,PPPPBP,5,B
PBPPBP,BBBBB,PBPPPP,5,B
BPPBPB,PPPPP,BPPPBP,5,P
BBBPPP,BBBBB,PPPPPP,5,B
BBBBBB,PPPPPP,BPPPPP,6,P
PPPPPB,PPPPPP,BBBPBP,6,P
PBPBBB,PPPPPPPPP,BBBPPB,9,P
PPBPBP,BBBBBB,PPPPBP,6,B
BPPBPB,PPPPP,BPBPBB,5,P
PBBBPP,BBBBB,PBBPBB,5,B
PBPBPP,BBBBBBB,PBBBPB,7,B
PBBBPB,PPPPP,BPPPBP,5,P
BPBBBP,BBBBB,PPPPBP,5,B
PBPPBP,BBBBB,PBPPBB,5,B
BBPPBB,PPPPP,BPBBBB,5,P
PPPPBP,BBBBBBB,PBBBBB,7,B
BBBBBP,BBBBB,PBPPPB,5,B
PBPBPP,BBBBBBBB,PPBBPB,8,B
PBBBPP,BBBBB,PPBPBB,5,B
PBBPBP,BBBBB,PBBPBP,5,B
BPBPBP,BBBBBBBBBB,PPPBPP,10,B
BBBBPP,BBBBB,PBBBBP,5,B
BPBBBB,PPPPPP,BPPBPP,6,P
PBPPPP,BBBBB,PPBBPB,5,B
BPBPBB,PPPPP,BBBPPB,5,P
BPBBBB,PPPPPP,BBBPBP,6,P
BPPBBP,BBBBBB,PPBBPB,6,B
BBPBPP,BBBBB,PPBPPP,5,B
PPPBBP,BBBBBBB,PBBBPP,7,B
BBPBBB,PPPPPPPPPP,BPBBPP,10,P
BBPBBB,PPPPP,BBPPBB,5,P
BPPBBB,PPPPP,BPBBBP,5,P
PPPPBB,PPPPP,BPBPBP,5,P
BBBPBP,BBBBBB,PBPPPB,6,B
BPPBPB,PPPPP,BPBPPB,5,P
BPBBBP,BBBBBB,PPBPPP,6,B
PBPPPP,BBBBBBBB,PBBBPP,8,B
BPPBPB,PPPPPPPP,BPBBPB,8,P
BPBBPP,BBBBBB,PBBPBB,6,B
BPPBPP,BBBBBBBB,PBBBPP,8,B
BPPBPP,BBBBB,PBBBBB,5,B
BPBBBB,PPPPP,BBBPBB,5,P
PPBBPB,PPPPP,BBBPPB,5,P
BPBPPB,PPPPP,BBBPPP,5,P
PBBPPP,BBBBB,PPPBBB,5,B
BBBPPP,BBBBB,PBBBBB,5,B
BBBBBP,BBBBB,PPBBBB,5,B
PBPBBB,PPPPPP,BPPPBP,6,P
BBBBPP,BBBBB,PPPPPB,5,B
PBBBBB,PPPPP,BBBPPP,5,P
PPPBBB,PPPPPP,BBPBPP,6,P
BBPBPP,BBBBB,PPBPBB,5,B
PPBPBB,PPPPP,BBPPBB,5,P
PPBBPB,PPPPPP,BPBPPB,6,P
PBBBBP,BBBBB,PBBPPB,5,B
BBPBPP,BBBBBBB,PPBPBP,7,B
PBPBPP,BBBBB,PBBPBP,5,B
BBPBBP,BBBBBB,PPPBBB,6,B
PPPPBB,PPPPP,BPBBBP,5,P
PPBBPB,PPPPP,BBBBPB,5,P
PBBBPB,PPPPPP,BBBBBP,6,P
PPPPPP,BBBBB,PBPPBP,5,B
BPBBBP,BBBBB,PPBPBP,5,B
PPPBPB,PPPPPP,BPPBBP,6,P
PBBBBP,BBBBB,PPBBPB,5,B
BPPPBP,BBBBB,PPPPPB,5,B
PBBBBB,PPPPP,BPBPBP,5,P
BPPBPB,PPPPP,BPBBBB,5,P
BBBBPB,PPPPP,BBBPPP,5,P
PPPBBB,PPPPPPPPP,BBBBPB,9,P
PBBBPP,BBBBB,PPBPPP,5,B
PPBPPB,PPPPPP,BBPBPP,6,P
PBPPPP,BBBBBB,PPBBPB,6,B
PBBPBB,PPPPPP,BBPBBP,6,P
PPPBPB,PPPPPP,BBPBPP,6,P
BPBBPP,BBBBB,PBBPBP,5,B
PPBPPP,BBBBBB,PBBBPP,6,B
PBBBPP,BBBBBBBBB,PBBPPB,9,B
PPPBBP,BBBBB,PBBPPB,5,B
BBPPBP,BBBBB,PBPBPP,5,B
BPPPBP,BBBBBB,PPBPBP,6,B
PPPBPP,BBBBB,PBBBBP,5,B
BPBBBB,PPPPPP,BPBBBB,6,P
PPPPBP,BBBBBB,PPPBBP,6,B
PBBBBP,BBBBBB,PPBPPP,6,B
BBBPPB,PPPPP,BBPBPP,5,P
PPPPBB,PPPPPP,BBPPBP,6,P
BBPPBP,BBBBBBB,PPPPBP,7,B
PPPBBB,PPPPPPPP,BBPBBP,8,P
BPPPBP,BBBBB,PPPPPB,5,B
PBBBBB,PPPPP,BPBBPB,5,P
BBPBPP,BBBBBBBB,PPPPPB,8,B
BBBBBB,PPPPP,BBPBPB,5,P
PBPBBB,PPPPP,BPPPBB,5,P
PPBPPP,BBBBB,PPPPPP,5,B
BBBPBP,BBBBB,PBPBBP,5,B
BPBBPB,PPPPP,BPBBBB,5,P
PBPBPB,PPPPP,BPBPBP,5,P
PPBPPP,BBBBBBB,PBPBBB,7,B
BPBBPB,PPPPP,BPBPBP,5,P
BPPBPB,PPPPP,BBBPPP,5,P
PPBPBB,PPPPPPP,BPBBBB,7,P
PPPPBP,BBBBBBBBB,PBBPPB,9,B
PPPBBP,BBBBB,PBBBPP,5,B
PBPPBP,BBBBB,PBBBBP,5,B
BBBPBP,BBBBB,PBPPPP,5,B
BBBBPB,PPPPP,BBBBBP,5,P
PPBBPB,PPPPP,BPPPPB,5,P
PBPPPP,BBBBBBBB,PPPPBB,8,B
BBPPBP,BBBBB,PBBPBB,5,B
BBPBBP,BBBBBB,PBPPPP,6,B
BBBBPB,PPPPP,BPPPBB,5,P
PBPPPB,PPPPP,BBPBBP,5,P
BPBBBP,BBBBB,PPBBBP,5,B
BPPBBB,PPPPP,BPBPPB,5,P
BBPBPB,PPPPPPP,BBBBBB,7,P
PPPPPP,BBBBBBB,PBBBBB,7,B
BBBBBP,BBBBBB,PPPBBB,6,B
BBPBPB,PPPPP,BBBPBP,5,P
BBBPPP,BBBBBB,PPPPBP,6,B
PBPBBP,BBBBBBBBBBBB,PPPBPP,12,B
PBBPBP,BBBBB,PPBBBP,5,B
PPBPBB,PPPPP,BBBPBB,5,P
BPPBPP,BBBBB,PPBBPP,5,B
BBBPPP,BBBBB,PBBPBP,5,B
BPPPPB,PPPPPP,BPBBBB,6,P
BBBPBP,BBBBBB,PPBPPP,6,B
BPPBPB,PPPPP,BPBPBP,5,P
BPBPBB,PPPPPPP,BPPBBB,7,P
PBPBPB,PPPPPP,BBBPPB,6,P
PPBBBB,PPPPPPPP,BBPBBB,8,P
BBPBBB,PPPPPPP,BPBBPP,7,P
PBBBBP,BBBBB,PBPPPB,5,B
PBBBBB,PPPPPP,BBPBBP,6,P
BBPBPB,PPPPPP,BPPBBB,6,P
BPPBBB,PPPPP,BPBPPP,5,P
PPPBPB,PPPPPP,BPPPPP,6,P
PPPPPB,PPPPP,BBBPPP,5,P
PBBPPB,PPPPPP,BBBBPB,6,P
BPPPBP,BBBBBB,PPBPPB,6,B
BPPBPB,PPPPPP,BBBPBB,6,P
PBPPBP,BBBBBB,PPBBBB,6,B
PPBBBP,BBBBB,PBBBBP,5,B
PPBBBP,BBBBB,PBBBPB,5,B
BBBPBP,BBBBB,PBPBBB,5,B
BBBPBP,BBBBB,PBBBPB,5,B
BPBBBP,BBBBBBB,PBPPBP,7,B
BBBBBB,PPPPP,BPPPPB,5,P
BPBBPP,BBBBBB,PPPBPB,6,B
BPBPBP,BBBBBBBB,PBPBBP,8,B
PBPPBB,PPPPP,BBBPPB,5,P
BBPPPB,PPPPPPP,BBBPPP,7,P
PPPBBB,PPPPPPPPP,BBBPPB,9,P
PBPBPP,BBBBBB,PPPPPP,6,B
BBBBBB,PPPPPP,BPBBBB,6,P
BPPBBB,PPPPP,BPBPPP,5,P
PPBBBB,PPPPPPP,BPPBBB,7,P
PBPBBP,BBBBBB,PPPBPP,6,B
BPPBBP,BBBBB,PBBPPP,5,B
BPPBBP,BBBBBBBBB,PBBPBP,9,B
PPPPBB,PPPPP,BBPPPB,5,P
PBBPPB,PPPPP,BBBBBP,5,P
BPPPPP,BBBBB,PBPPBB,5,B
PBBPBP,BBBBB,PPPPBP,5,B
PPBBBP,BBBBB,PBBBBP,5,B
PPBPBP,BBBBB,PBPBPB,5,B
BBBPBP,BBBBB,PPPPBP,5,B
PPPBPB,PPPPP,BPBPPB,5,P
PPBPPB,PPPPPPPPP,BPBPBP,9,P
BPBBBB,PPPPPP,BBBPBP,6,P
BBBBPP,BBBBB,PBPBBB,5,B
BPPPBB,PPPPPP,BBPPBP,6,P
PBPPPB,PPPPPP,BPBBPP,6,P
BBBBPB,PPPPP,BBPPBP,5,P
PBBPPB,PPPPPP,BBBBBP,6,P
PPPPPP,BBBBB,PPPPBP,5,B
PBBBPP,BBBBB,PPBPPB,5,B
BPPPBP,BBBBB,PBBPPP,5,B
PPBPPB,PPPPPP,BBBBPB,6,P
BPPBBP,BBBBBB,PBPPBP,6,B
PPBBPB,PPPPP,BBPPPB,5,P
BBBPPP,BBBBB,PPBPPP,5,B
BPBBBB,PPPPPP,BPPPPB,6,P
BPBPBP,BBBBBB,PBPBBB,6,B
PBPPBP,BBBBBB,PBPPPP,6,B
BBBBPB,PPPPP,BBBPPP,5,P
PBPPBB,PPPPP,BBBPBP,5,P
BPPBBB,PPPPPPPPPP,BPPBPP,10,P
BBBPBP,BBBBB,PPPBBB,5,B
BPBBBP,BBBBBBBB,PBPBBB,8,B
BBBPBP,BBBBBBB,PPBPPP,7,B
BBBPPB,PPPPPPP,BBPBPP,7,P
BPBPBB,PPPPPP,BBPPPP,6,P
PPPPBB,PPPPP,BPBPPB,5,P
PBPPPP,BBBBB,PBPPPP,5,B
BBBBPB,PPPPPPPPPP,BBBBBP,10,P
PPPPPP,BBBBB,PPBBBB,5,B
PBPPBP,BBBBBBBBBBBBBB,PBBBBB,14,B
BBBBBP,BBBBB,PPPPBP,5,B
PPPBPB,PPPPP,BPPBBP,5,P
PPBBBP,BBBBBB,PPPBBP,6,B
PPBBPB,PPPPP,BPPBPB,5,P
PPBBPP,BBBBBBBB,PPPPBP,8,B
PBPPPP,BBBBBB,PBBBBP,6,B
BBBPBP,BBBBB,PBBPBP,5,B
BBPBPB,PPPPPP,BPPPPP,6,P
PPPPPB,PPPPP,BBPBPB,5,P
BBPPPB,PPPPPP,BBPPBP,6,P
PBBPPB,PPPPP,BPBPPB,5,P
PBPBPP,BBBBBB,PBBBBB,6,B
BBBBBP,BBBBB,PBBBPB,5,B
PPPBBP,BBBBB,PBBPPB,5,B
BPBBPP,BBBBB,PBBPBP,5,B
BPPPBB,PPPPPP,BBPPPP,6,P
BPBPPB,PPPPP,BPBPBB,5,P
BBPBPP,BBBBB,PPBBPB,5,B
BBPBBB,PPPPP,BPBPBB,5,P
BPPBPP,BBBBBB,PBPPPB,6,B
BBPPBP,BBBBB,PPPBBB,5,B
BBBPPP,BBBBBB,PBPBPB,6,B
BBBPBP,BBBBBBB,PBPPPP,7,B
BBBBPB,PPPPP,BPBPBP,5,P
BBPPBB,PPPPP,BBPPBP,5,P
BPBBPP,BBBBBB,PBBBPB,6,B
BBBBPP,BBBBBBBB,PPPBBB,8,B
BBBPPP,BBBBBB,PPBPPP,6,B
PBPPPP,BBBBBBBBBB,PPBBPB,10,B
BPPBBP,BBBBB,PBPPBB,5,B
BBBBPB,PPPPP,BBPBPB,5,P
PPBBBB,PPPPPPPPP,BBPBBB,9,P
PPPBBP,BBBBB,PBPPBB,5,B
PBBBPP,BBBBBB,PBPBPB,6,B
BPBPBB,PPPPP,BPPPPB,5,P
PBPPPP,BBBBB,PPPBBB,5,B
BBPBPB,PPPPP,BPPBBB,5,P
PBPPBP,BBBBBBB,PBBPBP,7,B
BBBPBP,BBBBBB,PPPBPP,6,B
BPBPBB,PPPPPPP,BBBPBP,7,P
PBBBPP,BBBBBBBB,PPBBPP,8,B
BBPBBB,PPPPPP,BBBBBB,6,P
PPPPPP,BBBBBB,PPBBBP,6,B
BBPPBP,BBBBBBBBBBB,PPBPBB,11,B
BBPPBP,BBBBB,PBPBBB,5,B
BBBPBB,PPPPP,BBPPPP,5,P
PPBPPB,PPPPPP,BBPPPB,6,P
PPPBBP,BBBBB,PPBBPB,5,B
PPPBBB,PPPPP,BBBPBP,5,P
BPPBPB,PPPPPPP,BPBPPB,7,P
BBPBBP,BBBBBBBBBB,PBPBPB,10,B
BBPPBB,PPPPP,BBBBBB,5,P
BPPPPP,BBBBBB,PPBBPP,6,B
BBPBBP,BBBBBB,PPPPPP,6,B
PBPBBP,BBBBB,PPPPPP,5,B
PBBBBB,PPPPPP,BPBBBB,6,P
PPPPBP,BBBBBB,PBPPBB,6,B
BBBPBP,BBBBB,PBPPBB,5,B
PPBPPP,BBBBB,PPBBBP,5,B
BBBPBP,BBBBBBB,PPBBBP,7,B
BBPPBB,PPPPPPP,BBBPPB,7,P
PBPBPP,BBBBBBBBBBBB,PBBBBB,12,B
PPPPBP,BBBBBBB,PBPBBB,7,B
BPBPPB,PPPPPP,BBPBPP,6,P
BPBBBB,PPPPP,BBBPBP,5,P
PPPBPB,PPPPP,BBBBBB,5,P
BPPPPP,BBBBBB,PPBBPB,6,B
BPBBPB,PPPPPPPPP,BBPPBB,9,P
BBBPPB,PPPPP,BBBBPB,5,P
PBBBBP,BBBBB,PBPBBB,5,B
PPBPBP,BBBBB,PBBBBP,5,B
BPBPPP,BBBBBBB,PBBBPP,7,B
BBPBBB,PPPPP,BBPPBB,5,P
BBPPPP,BBBBB,PBBBBB,5,B
PPBPBP,BBBBBBB,PBBPBP,7,B
BPBPBB,PPPPP,BPPBPP,5,P
BPPPBB,PPPPPPP,BBPBPP,7,P
BBBBPB,PPPPP,BBPBBB,5,P
PBPBBB,PPPPP,BPPPPP,5,P
PPPPPB,PPPPP,BBBBBB,5,P
BPPPPP,BBBBBB,PPPPBB,6,B
BBPBBP,BBBBBB,PPPPBB,6,B
PPBPBB,PPPPP,BBBPBP,5,P
BPPBPB,PPPPP,BPBBPB,5,P
BPPBPB,PPPPPPP,BBPBBB,7,P
PBBBPB,PPPPP,BBBPPB,5,P
BBBPPB,PPPPP,BPBPBP,5,P
PBBBPP,BBBBBBB,PPBBBB,7,B
BBBBPP,BBBBB,PPPBPB,5,B
PBPBBP,BBBBB,PBPPBB,5,B
BBBPBP,BBBBB,PPPBBB,5,B
BPBPPB,PPPPPPPP,BBBPBP,8,P
PPPBPP,BBBBBB,PBBPBB,6,B
BBPBBP,BBBBBBBBB,PBPBPP,9,B
BPBPPB,PPPPPPP,BBBPBB,7,P
PBPBPB,PPPPP,BBBBPP,5,P
BBBPPP,BBBBB,PPPBBB,5,B
PPBBBB,PPPPP,BPPBBP,5,P
BPBBBP,BBBBBBBB,PBPPPB,8,B
BBBPPP,BBBBBBBB,PPBBPB,8,B
