before,pingpong_tikhu,after,repeat,length
BPPPPB,BBPPBBPPBBPP,BBBPPP,3,12
BBBPBB,BBPPBBPP,BPPBPP,2,8
PBBPPP,PPBBPPBB,BBBPBB,2,8
PBPBBP,BBPPBBPP,BPBBPB,2,8
PPPBPP,PPBBPPBB,BPPPPB,2,8
PPPPBP,BBPPBBPPBBPP,PBBPPP,3,12
PBPPBB,BBPPBBPP,PPBBBP,2,8
BPPPPP,PPBBPPBB,BPBPBP,2,8
PPBPPP,PPBBPPBB,PBPBBP,2,8
PPPPPB,BBPPBBPP,PBPBPP,2,8
PPPPPB,BBPPBBPP,PBPBPP,2,8
PPBPBP,PPBBPPBBPPBB,BPBPBP,3,12
PBBPBP,PPBBPPBB,PBBPPB,2,8
BBPPBP,PPBBPPBB,BBBPBB,2,8
BPBBPB,BBPPBBPP,BBBBBP,2,8
BBBBPB,PPBBPPBB,BPPBBB,2,8
BBBBPB,PPBBPPBB,BBPBPP,2,8
PBBPPB,BBPPBBPP,BBBBBB,2,8
BBBBBP,BBPPBBPP,PBBBPB,2,8
PPPPPB,BBPPBBPPBBPP,BBPBBP,3,12
PPBPPB,PPBBPPBB,PPPBPP,2,8
PPPBBP,PPBBPPBB,BBPPPB,2,8
PPBBPB,BBPPBBPP,BPBPPP,2,8
PPPBBP,PPBBPPBB,BBBBPP,2,8
BPPPPB,BBPPBBPP,BBPBPP,2,8
BBPBBB,BBPPBBPP,BPBBPP,2,8
PBPPPB,PPBBPPBB,BBBPBB,2,8
BPBPPB,PPBBPPBB,PPPPBP,2,8
BBPBBP,PPBBPPBB,BBBPBP,2,8
BBBPPB,BBPPBBPP,PBPPPB,2,8
BPPPBP,PPBBPPBB,PBPPPB,2,8
PBBBPB,BBPPBBPPBBPP,PBBPPP,3,12
PPBPBP,PPBBPPBB,PPPBBB,2,8
PPBBBP,PPBBPPBBPPBB,BPPBBP,3,12
PPBPPP,PPBBPPBB,BPBBBP,2,8
PBPPPB,PPBBPPBB,BBBPPB,2,8
PBPPPB,PPBBPPBB,BBBPPB,2,8
PPBPBP,PPBBPPBB,BBBBBB,2,8
BBBPPB,BBPPBBPP,PPBPBB,2,8
PPPBBB,BBPPBBPP,PBBPPP,2,8
PBBPBB,BBPPBBPP,BBPBPP,2,8
PPPPPP,PPBBPPBB,BPPBPP,2,8
BBBPBP,PPBBPPBB,PPPBBP,2,8
BBPBBB,BBPPBBPP,BPBBBP,2,8
PBPPBP,PPBBPPBB,BBBBPB,2,8
BBPPPB,BBPPBBPPBBPP,PBPBBB,3,12
PBPBPB,BBPPBBPP,PBBPPB,2,8
PBPBPB,BBPPBBPP,PBBPPB,2,8
BBPBPB,PPBBPPBB,BPPBPB,2,8
BBBBPB,PPBBPPBB,PBBBBP,2,8
PBPBBP,BBPPBBPPBBPP,PBBBBP,3,12
BBBBBP,BBPPBBPPBBPP,PPBPPB,3,12
BPPBPB,BBPPBBPP,PBPBPB,2,8
BBPPBB,BBPPBBPP,BPBBPP,2,8
PPBBBP,BBPPBBPP,PPPPBB,2,8
PPBPBP,PPBBPPBB,BPPBBP,2,8
BPPPPB,PPBBPPBB,PPPPBB,2,8
PPBPPP,PPBBPPBB,PPBPPP,2,8
BPPPPB,BBPPBBPPBBPPBBPP,BPPPBP,4,16
PBPBBB,BBPPBBPP,BPPBBP,2,8
PBPBBB,BBPPBBPP,BPBPBP,2,8
BPBPBB,BBPPBBPP,BPPBBP,2,8
PBBPPB,PPBBPPBB,PPBPBB,2,8
BBBPBB,BBPPBBPP,PBBPBB,2,8
PPBBBB,BBPPBBPP,PBBPPP,2,8
BPPPBP,BBPPBBPP,BBBPBB,2,8
BPPPBP,BBPPBBPP,BBBPBB,2,8
PBBPPB,PPBBPPBB,PPPBBP,2,8
PBBPBB,BBPPBBPP,BBBPBP,2,8
BBBBPB,BBPPBBPP,PPPPPP,2,8
BPPPBP,BBPPBBPP,BBPBBB,2,8
PPBPPP,PPBBPPBB,PBBPPB,2,8
BBBPPB,PPBBPPBB,BPBBPB,2,8
BBPPPB,PPBBPPBB,PPPBPP,2,8
BBPPPB,PPBBPPBB,PBBPBB,2,8
BPPBPB,PPBBPPBB,PBBBPP,2,8
BBPPPB,PPBBPPBB,PBBPPP,2,8
BPBPPP,PPBBPPBB,BPBBPB,2,8
BBBPPB,BBPPBBPP,PBPBPB,2,8
BBPPBB,BBPPBBPP,BPBPPP,2,8
PPBBPB,PPBBPPBB,BBPPBB,2,8
PPBPPP,PPBBPPBB,BPPBBP,2,8
BPPPPB,BBPPBBPP,BBBPBP,2,8
PBBPPP,PPBBPPBB,PBBBBB,2,8
PBPBPB,BBPPBBPP,BPBBPP,2,8
BBBPBP,BBPPBBPP,BPBPBP,2,8
BBBPBP,PPBBPPBB,BPPPPP,2,8
PBBBPB,PPBBPPBB,PBPPBP,2,8
PPPPPP,PPBBPPBB,BPBBPB,2,8
BBPBBP,BBPPBBPP,PPBBPB,2,8
BPBBBP,PPBBPPBB,PPPPPB,2,8
BBPBPB,PPBBPPBB,BPPPPB,2,8
BBPBPB,PPBBPPBB,BPPPPB,2,8
PBBPBP,PPBBPPBB,BBPPPP,2,8
BPBPPB,BBPPBBPP,PPBPPB,2,8
BPPBPB,PPBBPPBB,BPBPBB,2,8
BBPBPB,BBPPBBPP,BPBBBP,2,8
BPBPBP,BBPPBBPP,BPPBPB,2,8
PBPPPB,BBPPBBPP,PPBPBB,2,8
PPPBPB,BBPPBBPP,BPBBPB,2,8
PBPBBB,BBPPBBPP,BPPBBB,2,8
PBPBPP,PPBBPPBB,BBBPPB,2,8
BBBBBP,BBPPBBPP,PPBBPP,2,8
PBPPBB,BBPPBBPP,BPBPBP,2,8
BBBPPB,PPBBPPBB,BBBPPP,2,8
PPPPBP,BBPPBBPP,BPBPBB,2,8
BBPPBB,BBPPBBPP,BPBBPB,2,8
PPPBBP,PPBBPPBB,BPBBBB,2,8
BBBPPB,BBPPBBPP,PPBPBB,2,8
BBPBBP,PPBBPPBB,PBPPBP,2,8
PBBBPP,PPBBPPBB,BPPPBB,2,8
PBBBPP,PPBBPPBB,BPPPBB,2,8
PPBBPB,BBPPBBPP,BBBPBB,2,8
BPBBBP,PPBBPPBB,PBPPPP,2,8
PPBBBB,BBPPBBPP,PPBBBP,2,8
PBPPBP,BBPPBBPP,BPPBPB,2,8
PBPBPP,PPBBPPBB,BPBPPB,2,8
PBBBBB,BBPPBBPP,BPPBBB,2,8
PBBBBB,BBPPBBPP,BPPBBB,2,8
PPBPBP,BBPPBBPP,BPPBPB,2,8
PBBPBP,PPBBPPBB,BPBPPP,2,8
BBBBBB,BBPPBBPP,BPPPPP,2,8
PPBBBB,BBPPBBPP,PPPBBB,2,8
PBBBPB,BBPPBBPP,BBPBPB,2,8
PBBBBP,PPBBPPBB,BPBPBP,2,8
BPPPPB,BBPPBBPP,BPBPBB,2,8
PBPPBP,BBPPBBPP,PPBPBP,2,8
BBPPPB,BBPPBBPP,BPPBBB,2,8
BPPPBB,BBPPBBPP,PBBPBP,2,8
BPBPPB,BBPPBBPP,BBBBPP,2,8
PBBBPB,PPBBPPBB,PPBPPB,2,8
BBPBPB,PPBBPPBB,BPPBBP,2,8
PBBBBP,BBPPBBPP,BBBBPP,2,8
BBPBBP,BBPPBBPP,BPBBBP,2,8
PPPPBP,PPBBPPBB,PPBPPP,2,8
BBBBPP,PPBBPPBB,BPPBBP,2,8
BPPPPB,PPBBPPBB,BPBPBB,2,8
BPPPBP,PPBBPPBB,BBPBBB,2,8
PPPPPB,PPBBPPBB,BPPBBP,2,8
BPBPPP,PPBBPPBB,PBPBPP,2,8
PPPPBP,BBPPBBPP,BBBBBB,2,8
PPBPPB,PPBBPPBBPPBB,PBBBPP,3,12
PBBPPB,BBPPBBPP,PBBPPB,2,8
PBBPPP,BBPPBBPP,PPPBPB,2,8
BPBPPP,PPBBPPBB,BPBPBB,2,8
PPPBBP,PPBBPPBB,PBPPBP,2,8
PPPBBP,PPBBPPBB,PBPPBP,2,8
BPPPBP,BBPPBBPP,PBPPBP,2,8
BBBBPB,PPBBPPBB,PPPPPB,2,8
BBBPPB,BBPPBBPP,BBPBPB,2,8
BBBBBP,BBPPBBPP,PBBBBP,2,8
BBPPPB,BBPPBBPP,PBBBBB,2,8
BBBPPB,PPBBPPBB,BBPPPB,2,8
BBBPBP,BBPPBBPP,BBPBPP,2,8
BBBBPP,PPBBPPBB,BPPPPP,2,8
BPBPBP,BBPPBBPP,BPBPPB,2,8
PBBPBP,BBPPBBPP,BBBBPB,2,8
PPPBPB,BBPPBBPP,BBPBBB,2,8
BBBPPB,PPBBPPBB,BBPBBP,2,8
PBPBBP,PPBBPPBB,BBPBPP,2,8
PBPBPB,PPBBPPBB,PPPPPP,2,8
PBBPBP,PPBBPPBB,PPPBBB,2,8
BPPPPB,PPBBPPBB,BBBPBB,2,8
BPPPPB,PPBBPPBB,BBBPBB,2,8
BBPBPP,PPBBPPBB,BPPPBP,2,8
BPBPPP,PPBBPPBB,PPPBBP,2,8
PBBPPB,PPBBPPBB,BPBPPB,2,8
BBPPPB,BBPPBBPP,PBPPPP,2,8
BPBPPP,PPBBPPBB,BPBBBB,2,8
BBBPPB,BBPPBBPP,BPBPBB,2,8
BPBBBP,BBPPBBPP,PPPBBB,2,8
BPBPPB,BBPPBBPP,PPBBBB,2,8
PBBBPB,BBPPBBPP,PPBBPB,2,8
BPPBBB,BBPPBBPP,BPBPBP,2,8
PPBPPB,BBPPBBPP,PBPBBB,2,8
BBBBPP,PPBBPPBB,PPBPPB,2,8
BBPBBB,BBPPBBPP,PPPBBP,2,8
BPPBPP,PPBBPPBBPPBB,BPBPPB,3,12
PBBPPP,PPBBPPBB,PPPBPB,2,8
PBBBBB,BBPPBBPP,PPBPBP,2,8
PBPPPB,BBPPBBPPBBPP,PBPPBP,3,12
PBBPPB,PPBBPPBB,BBBPBP,2,8
BBBPPB,BBPPBBPP,PPBBPP,2,8
BPPBPP,PPBBPPBB,PPBPPB,2,8
BBBBPP,PPBBPPBB,BBPBPB,2,8
BPBPBP,PPBBPPBB,PBBBPB,2,8
PPPPPP,PPBBPPBB,PBPBBB,2,8
PBPPBP,BBPPBBPP,BBBPBP,2,8
BPBPBB,BBPPBBPP,BPPBPP,2,8
BBBBBB,BBPPBBPP,BPBBBB,2,8
BPBBBP,PPBBPPBB,PPPBPB,2,8
PBPBBP,BBPPBBPP,BBBBBP,2,8
BPPBBB,BBPPBBPP,BBBBBB,2,8
PPPPPP,PPBBPPBB,BPBPPP,2,8
PPPPPB,BBPPBBPP,BBBBBB,2,8
BBBBPP,PPBBPPBB,PPBPPP,2,8
PPBPBP,BBPPBBPP,PBBBBB,2,8
BBBBPB,PPBBPPBB,BBBPBB,2,8
PPPPBP,PPBBPPBB,BPPPBP,2,8
BBPPBP,BBPPBBPP,PPBBPB,2,8
PBBBPP,PPBBPPBB,PBBBPP,2,8
BPPBPB,BBPPBBPP,PBBPPP,2,8
PBBBBP,BBPPBBPP,BPBBPP,2,8
BBBBPB,PPBBPPBB,BPPBBP,2,8
BPBPPB,PPBBPPBB,PBPPPB,2,8
PBPPPB,PPBBPPBB,BBBBBB,2,8
BPBBPB,PPBBPPBB,BBBBBB,2,8
BBPBBP,BBPPBBPP,PPBPBB,2,8
BPPBPP,PPBBPPBB,PBPPBB,2,8
PPPPBP,BBPPBBPPBBPP,PBPPBP,3,12
BPBBBB,BBPPBBPP,BBPBPB,2,8
PPPPPB,PPBBPPBB,BPBBBB,2,8
BBPBPB,PPBBPPBB,BBPPBB,2,8
BPPPBB,BBPPBBPP,PPPBBB,2,8
BPPPBP,BBPPBBPP,BBPBPP,2,8
BBPBPB,PPBBPPBB,BPPPBP,2,8
BPBBPB,BBPPBBPP,BBPBPB,2,8
PPBPPB,PPBBPPBB,BPBBPP,2,8
BPPPPB,BBPPBBPP,BBBBBB,2,8
BPPPPB,BBPPBBPP,BBBBBB,2,8
BPPPPB,BBPPBBPP,BBBBBB,2,8
PBBBBP,BBPPBBPP,BPPPPP,2,8
BPBBBB,BBPPBBPP,BPBBBP,2,8
PPBBBB,BBPPBBPP,PPPPPB,2,8
PPBPBP,PPBBPPBB,PBBBBP,2,8
PPBBPB,PPBBPPBB,PPPPPP,2,8
PBPPBP,PPBBPPBB,BBBPBB,2,8
BBBBBP,PPBBPPBB,BBPBBB,2,8
BPBBBP,PPBBPPBB,PPPBBP,2,8
BPPPPB,BBPPBBPP,BPBPBP,2,8
BPBBBP,BBPPBBPP,PBPPBB,2,8
BPBBBP,BBPPBBPP,PBPPBB,2,8
PPPBPP,PPBBPPBB,PPPBPB,2,8
PBBPBP,PPBBPPBB,PBPPBP,2,8
BBBBBP,BBPPBBPP,BBBBPP,2,8
BBBPBP,PPBBPPBB,PBBPPB,2,8
BBBPBP,PPBBPPBB,PBBPPB,2,8
PPBPPB,PPBBPPBB,PBPPPB,2,8
BPBPBP,BBPPBBPP,PBBBBP,2,8
BPPBPB,BBPPBBPP,BBBBPB,2,8
BPBBPP,PPBBPPBB,BBBBPP,2,8
PBBPPB,PPBBPPBB,PBPBBP,2,8
BPBPBB,BBPPBBPP,BPBBPP,2,8
PBPPBP,PPBBPPBB,BPBPPP,2,8
BBPBPB,BBPPBBPP,BPPPBP,2,8
BPBBBP,BBPPBBPP,PBBPPB,2,8
BBBBBB,BBPPBBPP,PBBPPB,2,8
PBBBBB,BBPPBBPP,PBBBPP,2,8
PPBBBB,BBPPBBPP,PBBPBP,2,8
PPBBBB,BBPPBBPP,PBBPBP,2,8
BBBBBP,BBPPBBPP,PBPPBB,2,8
BPPBBP,PPBBPPBB,PBBPPP,2,8
BPPBPP,PPBBPPBB,PBPBBB,2,8
PBBPPB,PPBBPPBB,PBBBPP,2,8
PPBBBP,PPBBPPBB,BBBBBP,2,8
BPPPPB,BBPPBBPP,PBPBPB,2,8
PBBBBP,BBPPBBPPBBPPBBPP,PPBPPP,4,16
PPBPPB,BBPPBBPP,PBPPBB,2,8
BBBPPB,BBPPBBPP,BBPBPB,2,8
BBPPPB,BBPPBBPP,PBBPPB,2,8
PBPPPB,BBPPBBPP,PBPBPB,2,8
BBPBPB,BBPPBBPP,BBPBPP,2,8
BPPBPB,BBPPBBPP,BPPBBB,2,8
PBPPBP,PPBBPPBB,BPPPBB,2,8
PPPPBB,BBPPBBPP,PBPPPP,2,8
PPPPBB,BBPPBBPP,PBPPPP,2,8
PBPBBB,BBPPBBPP,BPPPPP,2,8
BPBBPP,PPBBPPBB,BBBBPB,2,8
BPBPPP,PPBBPPBB,BPPPPP,2,8
PPPBPB,PPBBPPBB,BPPBPB,2,8
PPPPPB,PPBBPPBB,PPPBPB,2,8
PPPBPB,BBPPBBPP,PBBPBB,2,8
PBPPPB,PPBBPPBB,PPBPBP,2,8
PBBBPB,PPBBPPBB,BBBBPB,2,8
BPPPPP,PPBBPPBB,PBPBPB,2,8
BPPPPP,PPBBPPBB,PBPBPB,2,8
BPPPPP,PPBBPPBB,PBPBPB,2,8
BPBBPB,PPBBPPBB,BPPBBP,2,8
BPPBPB,BBPPBBPP,BBBPPB,2,8
BPPBPB,BBPPBBPP,BBBPPB,2,8
BBPBPB,BBPPBBPPBBPP,PPPBBP,3,12
BBPPPB,BBPPBBPP,PPPPPB,2,8
BBBBBP,PPBBPPBB,PBBBBP,2,8
PBBBBP,PPBBPPBB,BBBBBP,2,8
PBPBPB,BBPPBBPP,PBPPPP,2,8
PBPBPB,BBPPBBPP,PBPPPP,2,8
PPPPBB,BBPPBBPP,BPPBBB,2,8
PBPPPB,PPBBPPBB,BPBBPP,2,8
BPBPPB,BBPPBBPPBBPP,PBPPPP,3,12
PPBBBB,BBPPBBPP,PPBPBB,2,8
PBBBBB,BBPPBBPP,BBBBPB,2,8
BPPBBB,BBPPBBPP,BPPBPB,2,8
PBBPPB,PPBBPPBB,PPPBBB,2,8
BPPBPP,PPBBPPBB,BPPBPP,2,8
BPBPBB,BBPPBBPP,PBBBPB,2,8
BBPBPB,BBPPBBPP,PPBBBP,2,8
PBBPBB,BBPPBBPP,BPBBBB,2,8
PPBPBB,BBPPBBPP,PBPBBP,2,8
BBBPPP,PPBBPPBB,BBBBPP,2,8
PPPPPP,PPBBPPBB,BBBPBP,2,8
PBPPPB,BBPPBBPP,BPBPBB,2,8
PPBPBP,BBPPBBPP,BBBBPP,2,8
PBBPPP,PPBBPPBB,PBBPPP,2,8
PBPPPP,PPBBPPBB,BBBPBB,2,8
BPBBBP,BBPPBBPP,PPPPBP,2,8
PBBBPP,PPBBPPBB,BBBPPP,2,8
BBBPPB,PPBBPPBB,PBPBBP,2,8
PPBBBP,PPBBPPBB,BBBPBP,2,8
BPBBBP,BBPPBBPP,PBPBPB,2,8
PPBPPB,BBPPBBPP,BPBPBP,2,8
BPPBBP,PPBBPPBB,PPPPBP,2,8
BPBBBP,PPBBPPBB,BPBBPB,2,8
BPBBBP,BBPPBBPP,PPBBPB,2,8
PPBPBP,PPBBPPBB,BBPBPP,2,8
BPPPPB,PPBBPPBB,BBBPBB,2,8
BPPBBP,PPBBPPBB,BPPPBP,2,8
BBBBPB,PPBBPPBB,BBBPBB,2,8
PPBBBP,PPBBPPBB,BBPPBB,2,8
BBPPPB,PPBBPPBB,PBBPPP,2,8
BPPPPB,PPBBPPBB,BBBBBP,2,8
PBPBBB,BBPPBBPP,PPPPBP,2,8
PPBBPB,PPBBPPBB,BBPBPP,2,8
BPPPBP,BBPPBBPP,BBBBBP,2,8
BPBBPP,PPBBPPBB,PPBPBP,2,8
BBBPPB,BBPPBBPP,BPPPPB,2,8
PPPPBP,PPBBPPBB,PPBPBP,2,8
BBPPBB,BBPPBBPP,BPBPPB,2,8
PPPPPB,PPBBPPBBPPBB,BBPPBB,3,12
PBBBPP,PPBBPPBB,BPBPPB,2,8
BBPBBP,BBPPBBPP,PPPBBP,2,8
BBPBBP,BBPPBBPP,PPPBBP,2,8
BBBBPB,PPBBPPBB,PPPPBB,2,8
PPPBBB,BBPPBBPP,BPPBPP,2,8
PPPBBB,BBPPBBPP,PBBBPB,2,8
PPPBPB,BBPPBBPP,BPPPBB,2,8
PBBPBB,BBPPBBPP,BPPPPP,2,8
BPBPPB,BBPPBBPP,PPBBPP,2,8
BBPBBP,BBPPBBPP,PBPBPP,2,8
PPPPPB,PPBBPPBB,PPBPPP,2,8
BBPBBP,BBPPBBPP,PPBPBB,2,8
BBBBPB,PPBBPPBB,PBBBPB,2,8
BBBPPP,PPBBPPBB,PBPPBP,2,8
PPBPPB,PPBBPPBB,BPBBPP,2,8
BBPBPP,PPBBPPBB,PBPPPP,2,8
BBPPBP,PPBBPPBB,PBPPBP,2,8
PBPPBP,PPBBPPBB,PBBPBB,2,8
BBBPPB,PPBBPPBB,PBPBPB,2,8
BPPBBB,BBPPBBPP,PPBPBB,2,8
BPPBBB,BBPPBBPP,PPBPBB,2,8
BPBPBP,PPBBPPBB,BPBPBP,2,8
BPPPBB,BBPPBBPP,BPBPBP,2,8
BPPBBP,BBPPBBPP,BPBPPP,2,8
PPBPBP,BBPPBBPP,BBBPPB,2,8
BPBPPP,PPBBPPBB,BPPPPB,2,8
PBPBPB,PPBBPPBB,PBPPPP,2,8
BPPBBB,BBPPBBPP,BBBBPP,2,8
PBBPBB,BBPPBBPP,BPPBBP,2,8
PPBPBP,PPBBPPBB,PPBPPP,2,8
PPBPPB,PPBBPPBBPPBB,PBBPBP,3,12
BBBBPP,PPBBPPBB,BBPPBB,2,8
PPBBPP,PPBBPPBB,BPPPBP,2,8
PPBPBP,BBPPBBPP,BPPPPP,2,8
PPPPPB,PPBBPPBB,BPBBBB,2,8
PBBBPB,BBPPBBPP,BBPBBP,2,8
BPPBPB,PPBBPPBB,BBPBPB,2,8
BBPPPB,PPBBPPBB,BBBBBP,2,8
BBBBBP,BBPPBBPP,PBBBBP,2,8
BPPPPB,BBPPBBPP,BBPBPP,2,8
BBPPBP,BBPPBBPP,PPPBBP,2,8
BPPPPP,PPBBPPBB,PPBPPP,2,8
BBBPPB,PPBBPPBB,PPPPBB,2,8
PPBPPP,PPBBPPBB,BPPPBP,2,8
PBPBBB,BBPPBBPP,PBPPBP,2,8
PBPPPB,PPBBPPBB,PPPBPP,2,8
PPBBBP,BBPPBBPP,PBBPPB,2,8
PPPBBB,BBPPBBPP,BPPBPP,2,8
PPBBBB,BBPPBBPP,BPPPPP,2,8
PBPPPB,PPBBPPBB,BPPBPB,2,8
PPPPBB,BBPPBBPP,PBPBBB,2,8
PPBBPB,BBPPBBPP,BBBBPB,2,8
PBBBBP,BBPPBBPP,PBBPBB,2,8
BBBBBB,BBPPBBPP,PBPBPP,2,8
BPPPBP,BBPPBBPP,BPPPPP,2,8
BPBBPB,BBPPBBPP,PBPBPP,2,8
BBPPPB,BBPPBBPP,PPPPBP,2,8
BBPBPB,BBPPBBPP,PPPBBB,2,8
PBPPBP,PPBBPPBB,PBBPBB,2,8
BPBBPP,PPBBPPBB,PBPBBB,2,8
BPPBPB,PPBBPPBB,BBPBPB,2,8
BBPPPB,PPBBPPBB,BPBBPB,2,8
BPPPBP,BBPPBBPP,BPPBBP,2,8
BPBBPP,PPBBPPBB,BBPBPB,2,8
PBPBPB,PPBBPPBB,PBPPPP,2,8
BBPBPB,PPBBPPBB,BBPPBP,2,8
PPBBBP,BBPPBBPP,PBBBPP,2,8
BBBBBP,PPBBPPBB,BPPBPB,2,8
BBBBBP,PPBBPPBB,BPPBPB,2,8
PBBBBB,BBPPBBPP,PBBPBP,2,8
PBPPBP,BBPPBBPP,BPPPBB,2,8
BPBPPP,PPBBPPBB,BPPPBP,2,8
PBPPPB,BBPPBBPP,BPBBPP,2,8
BBBBPP,PPBBPPBB,BPBBPP,2,8
BBBBPP,PPBBPPBB,BBBBBP,2,8
PBBPPP,PPBBPPBB,BPPPPB,2,8
BBPPBP,PPBBPPBB,BPPBBB,2,8
PBPBPB,BBPPBBPP,PPBBPP,2,8
PPPPBB,BBPPBBPP,PBBPPB,2,8
PBBPPP,BBPPBBPP,BPPPBP,2,8
BBPBPB,PPBBPPBBPPBB,BPBPBP,3,12
BBPBBP,BBPPBBPP,BPBPBB,2,8
PBBPPB,PPBBPPBB,PBBPPB,2,8
BBBPPP,PPBBPPBB,PBPPPP,2,8
BPBPPB,BBPPBBPP,BBPBBP,2,8
BBBPPB,PPBBPPBB,PBBPBB,2,8
PPBPPB,BBPPBBPP,PPPPBP,2,8
BPPBBP,BBPPBBPP,PBBBBP,2,8
BBPBPB,BBPPBBPP,PPPPPB,2,8
BBBPPB,PPBBPPBB,BBBBPB,2,8
PPBPBP,BBPPBBPP,BPPBBP,2,8
PPPBBP,BBPPBBPP,PPBBBB,2,8
PBBPPP,PPBBPPBB,BBPPBP,2,8
PBBPBP,PPBBPPBB,BPBBBB,2,8
BPBBBP,PPBBPPBB,PPPBBP,2,8
PBPPPB,BBPPBBPP,PPPPBB,2,8
BPBPBP,PPBBPPBB,PBBBPB,2,8
PPBBPB,BBPPBBPP,BPBPBB,2,8
BPBPBP,PPBBPPBB,PBBBBB,2,8
PPPBBP,BBPPBBPP,BPPPPB,2,8
BPPBPP,PPBBPPBB,PBPBPB,2,8
BPPBPP,PPBBPPBB,PPBPBP,2,8
BPPBPB,PPBBPPBB,BPBPPB,2,8
PPBBBP,PPBBPPBB,BPPPBP,2,8
PPPPBP,BBPPBBPP,BPPBBP,2,8
BPPBBP,BBPPBBPP,PBPPPP,2,8
PBBBBP,BBPPBBPP,PBPBBP,2,8
BPBBPB,PPBBPPBB,PPBPPP,2,8
BPBBPB,PPBBPPBB,PPBPPP,2,8
PPBPBP,PPBBPPBB,PPBPPP,2,8
BPPPPB,PPBBPPBB,BPBBPB,2,8
PPPPPB,BBPPBBPP,BBBBPB,2,8
PBBBPB,BBPPBBPP,BPBBPB,2,8
PPPPPB,BBPPBBPP,BBPBBB,2,8
PPPPPB,BBPPBBPP,BBPBBB,2,8
PPPPPB,BBPPBBPPBBPP,PBBBBP,3,12
BPBBBP,BBPPBBPP,PBPBBB,2,8
BBPBBP,PPBBPPBB,PPBPBP,2,8
PPBBPB,PPBBPPBB,PPPPBB,2,8
BBPPBP,BBPPBBPP,PPPPBB,2,8
BBBPPB,PPBBPPBB,BPBBBP,2,8
BBBBBP,BBPPBBPP,PBBPPB,2,8
PBBPPP,BBPPBBPP,BBPBBP,2,8
BBBBBP,BBPPBBPP,PBBPPB,2,8
PBBPPP,BBPPBBPP,BBPBBP,2,8
PPBPPP,PPBBPPBB,BPPBPB,2,8
BBPBPB,BBPPBBPP,BBPBBB,2,8
PPBPPB,BBPPBBPP,PPPPBB,2,8
PPPPPP,PPBBPPBB,BPBPBP,2,8
BPBPBP,BBPPBBPP,BPPBBB,2,8
BBBPBP,BBPPBBPP,BBPBPP,2,8
BPBPPP,PPBBPPBB,BPBBBB,2,8
BPPPBP,PPBBPPBB,BPBBPB,2,8
PPBPBP,PPBBPPBB,PPPBPB,2,8
BBPBBB,BBPPBBPP,BPBPBB,2,8
BBBBBP,PPBBPPBB,BPBPBB,2,8
PBPBPB,PPBBPPBB,PBPPPB,2,8
PBBBPP,PPBBPPBB,PBBBPB,2,8
BBPPPP,PPBBPPBBPPBB,BPBBPB,3,12
PBBPBP,PPBBPPBB,BPPBBB,2,8
PBBPBP,PPBBPPBB,BPPBBB,2,8
BPBBPB,BBPPBBPP,BBPBBP,2,8
PBPBPB,BBPPBBPP,BPPBPB,2,8
PPPPBP,BBPPBBPPBBPP,PBPBPP,3,12
BBPPPP,PPBBPPBB,BBPBPB,2,8
BPBBPP,PPBBPPBB,PPBPPB,2,8
BBBBPB,PPBBPPBB,PBPBBB,2,8
BPBPPB,PPBBPPBB,BPPBBB,2,8
BPBPBP,PPBBPPBB,PPBPPP,2,8
BPBPBP,PPBBPPBB,PPBPPP,2,8
PBBPBP,BBPPBBPP,PBBBPP,2,8
PBBPBP,BBPPBBPP,PBBBPP,2,8
PBBPPB,PPBBPPBB,BBPPBB,2,8
PBBPPB,PPBBPPBB,BBPPBB,2,8
PBBPBP,PPBBPPBB,PBPBPP,2,8
PPPPBB,BBPPBBPP,BBBBBB,2,8
PBPPBP,PPBBPPBB,BPBBPP,2,8
PPBBBP,BBPPBBPP,BBBPPB,2,8
BBBPBP,PPBBPPBB,PPPPPP,2,8
BPPPBP,BBPPBBPP,PBBBBP,2,8
BPPBPB,BBPPBBPP,BBBPPP,2,8
BBPPBB,BBPPBBPP,BPBPBB,2,8
BBPBPP,PPBBPPBB,BBPPBB,2,8
BBBPBB,BBPPBBPP,BPBBBB,2,8
PPPBBB,BBPPBBPP,PPPBBP,2,8
PBBBPB,PPBBPPBB,BBBPPP,2,8
PBPBBB,BBPPBBPPBBPP,PPBBBP,3,12
BBBPPP,PPBBPPBB,BPBPBB,2,8
PBBPPB,BBPPBBPP,PBBPBB,2,8
BBPPPP,PPBBPPBB,BPBBPP,2,8
BPBPPP,PPBBPPBB,BBBBBP,2,8
BBBPBP,BBPPBBPP,BBBPBP,2,8
BPPPPP,PPBBPPBB,PBPPBP,2,8
BPBBPB,PPBBPPBB,PBPPBP,2,8
PPBPBP,BBPPBBPP,PBBBBP,2,8
PBPPBP,BBPPBBPPBBPP,BPPPBB,3,12
BBPBPB,BBPPBBPP,PBPPBB,2,8
BBPBPB,PPBBPPBB,BPPPBP,2,8
BPPBPB,BBPPBBPP,PPPPBP,2,8
PPBPBP,BBPPBBPP,BBBPBB,2,8
BBBBPB,PPBBPPBB,BPPBPB,2,8
BBBBPB,PPBBPPBB,BPPBPB,2,8
BBPPBP,BBPPBBPP,PPBBBP,2,8
PBBPBP,BBPPBBPP,BPPPPB,2,8
BBBBBP,PPBBPPBB,PPPBBB,2,8
