before,chainok_13,after,pattern
BPPPPB,PBBBP,BBBPBP,1-3-1
PPBBPP,BPPPB,PPPPPB,1-3-1
BPBBBB,PBBBP,BPBPPP,1-3-1
PPBPBP,BPPPB,PPBBBP,1-3-1
BBBPPB,PBBBP,BPPPBB,1-3-1
PPPBPB,PBBBP,BPBPBB,1-3-1
PBPBPB,PBBBP,BBPPPP,1-3-1
BBPPBB,PBBBP,BPPBPB,1-3-1
PPPBBP,BPPPB,PBBPBP,1-3-1
PPBPPB,PBBBP,BPBBPP,1-3-1
BPBBPP,BBBPBBB,PBPBBB,3-1-3
PPPBBB,PPPBPPP,BBPBPP,3-1-3
BPBBPP,BPPPB,PPPPPB,1-3-1
PPBPBB,PPPBPPP,BBBPBB,3-1-3
PBPBPB,PBBBP,BBBBBP,1-3-1
PPPPPP,BPPPB,PPPPBP,1-3-1
PPPBBP,BPPPB,PBPPPB,1-3-1
BPPPBP,BPPPB,PPPPBB,1-3-1
BPBBBB,PBBBP,BPBPBB,1-3-1
PBBPPB,PBBBP,BBPPPB,1-3-1
PBBPPB,PBBBP,BBPPPB,1-3-1
BBBBPB,PBBBP,BPPPBB,1-3-1
BBBPBB,PBBBP,BBBPBP,1-3-1
PPPBPB,PBBBP,BBPBBB,1-3-1
PPPPPB,PBBBP,BBPBPP,1-3-1
BBBPBB,PBBBP,BPPBPP,1-3-1
BBBPPB,PBBBP,BPPBPB,1-3-1
BPPBPB,PBBBP,BPBPPP,1-3-1
BBBPBP,BPPPB,PBPPBP,1-3-1
PBPBPB,PBBBP,BPBBBP,1-3-1
PPBBBB,PBBBP,BBBBBP,1-3-1
PBBBPB,PBBBP,BBBBBB,1-3-1
BPBBBB,PPPBPPP,BPPBPP,3-1-3
PBBPBP,BPPPB,PPBBBP,1-3-1
BBPPBB,PBBBP,BBPPBP,1-3-1
BPPPBB,PBBBP,BBBPPB,1-3-1
PBBBPP,BPPPB,PBBPBB,1-3-1
PBPPBP,BPPPB,PPPBPP,1-3-1
PBPPPB,PPPBPPP,BBPBBB,3-1-3
BPPBBB,PPPBPPP,BPBPBP,3-1-3
BPPBBB,PPPBPPP,BPBPBP,3-1-3
BBBBPP,BPPPB,PBPBBB,1-3-1
PPBPPB,PBBBP,BPBBPP,1-3-1
PBBPBP,BPPPB,PPBBBB,1-3-1
BPPBPP,BPPPB,PBPBPP,1-3-1
BBPBBB,PPPBPPP,BPBBBP,3-1-3
PBPPPB,PBBBP,BBBPBB,1-3-1
PBBPBB,PPPBPPP,BBPBBB,3-1-3
PBPPBP,BPPPB,PPPBBB,1-3-1
PPPPPP,BPPPB,PBPPBP,1-3-1
BPPBBP,BPPPB,PPBBPP,1-3-1
PBBBPP,BPPPB,PBBBBP,1-3-1
PPBPBB,PPPBPPP,BBBBPB,3-1-3
PBBPPB,PBBBP,BBPBPP,1-3-1
BPPPPB,PBBBP,BBBPBB,1-3-1
BBBPPB,PBBBP,BPBBPP,1-3-1
BPPPPB,PBBBP,BPPPBP,1-3-1
BPBBBP,BPPPB,PBPBBP,1-3-1
PBBPBB,PBBBP,BPPPPP,1-3-1
BPPPPB,PBBBP,BPPPBP,1-3-1
BPBBBP,BPPPB,PBPBBP,1-3-1
PBBPBB,PBBBP,BPPPPP,1-3-1
PPBBPB,PBBBP,BBPPPB,1-3-1
PBPPBB,PBBBP,BBPPBP,1-3-1
BPBBBB,PBBBP,BPBPPP,1-3-1
PPBBBB,PBBBP,BPPPPP,1-3-1
PBPBPB,PBBBP,BBPPPB,1-3-1
BPBBPP,BPPPB,PPPBPB,1-3-1
PBPPPB,PBBBP,BPBBBB,1-3-1
PBPBPB,PBBBP,BPBPPP,1-3-1
BBBBBB,PBBBP,BPBBPB,1-3-1
BPBBBB,PBBBP,BBBBBP,1-3-1
BBPBBP,BPPPB,PPPBPP,1-3-1
PBPPBB,PPPBPPP,BPPBPB,3-1-3
BPPPPP,BPPPB,PPBBPP,1-3-1
BBBPBB,PBBBP,BBPPPB,1-3-1
BBPPBB,PBBBP,BBBPPP,1-3-1
BPBBPB,PBBBP,BBBBBB,1-3-1
BPBBPB,PBBBP,BBBBBB,1-3-1
BPBBPB,PBBBP,BBBBBB,1-3-1
BBPPBP,BPPPB,PBBPBP,1-3-1
PBPBBP,BPPPB,PPPBPP,1-3-1
PBBPPB,PBBBP,BPBPPP,1-3-1
PBPPPP,BPPPB,PBPPPP,1-3-1
PBPPPP,BPPPB,PPPBBB,1-3-1
PBBBBP,BPPPB,PBPBPB,1-3-1
BPBPBP,BPPPB,PPPBPP,1-3-1
BPPBPP,BPPPB,PBBBBP,1-3-1
BBPBBP,BPPPB,PBPPBB,1-3-1
BPPPPP,BPPPB,PPBBBB,1-3-1
BBPBBP,BPPPB,PBPPBB,1-3-1
BPPPPP,BPPPB,PPBBBB,1-3-1
BPPBPB,PBBBP,BBBBBB,1-3-1
PPPBPP,BPPPB,PPBBBB,1-3-1
BBBPPB,PBBBP,BBBBBP,1-3-1
BBPBBP,BPPPB,PPPBPB,1-3-1
PBBBBB,PBBBP,BPBBBP,1-3-1
BBBPPB,PBBBP,BPPBPB,1-3-1
BPPPBB,PBBBP,BPPPBB,1-3-1
PBBPBB,PBBBP,BPPPPP,1-3-1
BPBBPB,PBBBP,BBBBPP,1-3-1
BBBBPP,BPPPB,PPBBPP,1-3-1
PBBBBB,PBBBP,BBBBBB,1-3-1
PBPPBP,BPPPB,PBPPPB,1-3-1
BPPPBP,BPPPB,PBPPBB,1-3-1
PPBBBP,BPPPB,PBPBPB,1-3-1
BBPPPB,PBBBP,BBPPPB,1-3-1
PBBPBB,PBBBP,BBPBBP,1-3-1
BBPPBP,BPPPB,PPPPPB,1-3-1
BPPPPB,PBBBP,BBBPBB,1-3-1
BBPPBP,BPPPB,PPPPPB,1-3-1
BPPPPB,PBBBP,BBBPBB,1-3-1
BPPPPP,BPPPB,PBPPBP,1-3-1
BBBBPP,BBBPBBB,PPBBPB,3-1-3
BPPPPB,PBBBP,BBPBBP,1-3-1
PBPBBP,BPPPB,PBBBBP,1-3-1
PBBPPB,PBBBP,BPBPPB,1-3-1
PBPBBP,BPPPB,PBBBBP,1-3-1
PBBPPB,PBBBP,BPBPPB,1-3-1
BBPBBB,PPPBPPP,BPPBPB,3-1-3
BPPBPB,PBBBP,BBBPPP,1-3-1
BPPBPB,PBBBP,BBBPPP,1-3-1
PBPBBP,BPPPB,PPPBPP,1-3-1
PBPPPB,PPPBPPP,BPBBPB,3-1-3
BBBBBP,BPPPB,PBBPBB,1-3-1
BBBBBP,BPPPB,PBPPBB,1-3-1
PPPBPB,PBBBP,BPBPBP,1-3-1
PPPPBB,PBBBP,BPPBBB,1-3-1
PBBBBB,PBBBP,BBPPPB,1-3-1
PBBBPP,BPPPB,PPPPPB,1-3-1
BPPBPP,BBBPBBB,PBPBBB,3-1-3
PBBBPB,PBBBP,BPBPPP,1-3-1
BBBPBP,BPPPB,PBPPPP,1-3-1
PPPPBB,PPPBPPP,BPBPBP,3-1-3
PBBBBB,PBBBP,BBBBBP,1-3-1
PBBBBP,BPPPB,PPPBPP,1-3-1
BPPBBP,BPPPB,PPBPBP,1-3-1
PBPBPP,BPPPB,PBPPBP,1-3-1
PBPBPP,BPPPB,PBPPBP,1-3-1
BPBPPB,PBBBP,BBBBBB,1-3-1
PPBBBB,PBBBP,BBPBBP,1-3-1
BBPBBP,BPPPB,PPPBPP,1-3-1
BBBBPP,BPPPB,PBPPPB,1-3-1
PPBPPB,PBBBP,BBPBPP,1-3-1
PBBPPB,PBBBP,BPBBPP,1-3-1
BPPBPP,BBBPBBB,PBBBPB,3-1-3
BBPBBB,PBBBP,BBPPBP,1-3-1
BBPPBB,PBBBP,BPBBPP,1-3-1
BPBBPP,BPPPB,PBPBPB,1-3-1
PBPBPP,BPPPB,PPBPBB,1-3-1
BBPPBP,BPPPB,PBBBBB,1-3-1
PBBBBB,PBBBP,BPPPBB,1-3-1
PPBBPB,PBBBP,BPPBBP,1-3-1
BBPBPP,BPPPB,PPPBPB,1-3-1
PBPPPB,PBBBP,BPPPPP,1-3-1
PBPPBP,BPPPB,PBBPBB,1-3-1
PPPBBB,PPPBPPP,BPPBBP,3-1-3
BBPBPB,PBBBP,BPBBBB,1-3-1
BPBBBB,PPPBPPP,BBPPBB,3-1-3
BBBPPB,PBBBP,BPPPPP,1-3-1
PPBPPB,PBBBP,BPPBBB,1-3-1
BBBPPB,PBBBP,BPBBPP,1-3-1
BPPPPP,BPPPB,PPBBPP,1-3-1
BBPPBB,PPPBPPP,BBBBBB,3-1-3
PPPPBP,BPPPB,PPBPPP,1-3-1
BPBBPP,BPPPB,PPBPPB,1-3-1
BPBBPP,BPPPB,PPBPPB,1-3-1
BBBBPB,PBBBP,BPBPPB,1-3-1
PBPBPP,BPPPB,PBBPBB,1-3-1
PBBPPB,PBBBP,BPPPPB,1-3-1
PPPBPP,BBBPBBB,PBPPPP,3-1-3
BBBPBP,BPPPB,PPBBBP,1-3-1
PPBBBP,BPPPB,PBBBBP,1-3-1
PPBPPB,PBBBP,BPBBBP,1-3-1
BPPPPP,BPPPB,PBPBBB,1-3-1
PPPBPB,PBBBP,BBPBBB,1-3-1
BBPPPP,BPPPB,PPBPBB,1-3-1
BBBBBP,BPPPB,PPBPBB,1-3-1
BBPBPP,BPPPB,PBPBPP,1-3-1
BPPPPB,PBBBP,BBPBBP,1-3-1
BPPPPP,BPPPB,PPBPPB,1-3-1
PBBBPB,PBBBP,BBBPPP,1-3-1
PBPPBB,PBBBP,BBBBPP,1-3-1
BBBPPB,PBBBP,BBBPBB,1-3-1
PBPPBP,BPPPB,PBBPBP,1-3-1
BBBPPB,PBBBP,BBBPBB,1-3-1
PBPPBP,BPPPB,PBBPBP,1-3-1
BBBPPB,PBBBP,BBBPBB,1-3-1
PBPPBP,BPPPB,PBBPBP,1-3-1
PBPPBP,BPPPB,PBPPPP,1-3-1
PPPBBP,BPPPB,PBBBPP,1-3-1
BBPPBB,PBBBP,BPPPPP,1-3-1
BBPBPB,PBBBP,BPPPBP,1-3-1
BPBBBP,BPPPB,PPBBBP,1-3-1
PBPBBB,PPPBPPP,BPPBBB,3-1-3
BBPBPP,BPPPB,PPPBBP,1-3-1
PPBPBB,PBBBP,BPBBBB,1-3-1
PPBPPB,PBBBP,BBPPBP,1-3-1
BBPBPB,PBBBP,BPBPPB,1-3-1
PBBPBB,PPPBPPP,BBPBBB,3-1-3
PPPPBB,PBBBP,BPPPBB,1-3-1
PPPPBB,PBBBP,BPPPBB,1-3-1
BBBBPB,PBBBP,BBPBBP,1-3-1
BBPPPP,BPPPB,PBPBPB,1-3-1
BBPPPP,BPPPB,PBPBPB,1-3-1
BBPPPP,BPPPB,PBPBPB,1-3-1
PPPPPB,PBBBP,BBBBBB,1-3-1
BPBBPB,PBBBP,BBBBPB,1-3-1
BPPBBP,BPPPB,PBBPPP,1-3-1
PBPBBP,BPPPB,PBPBPB,1-3-1
BPBPBB,PPPBPPP,BPPBBP,3-1-3
BBPPBP,BPPPB,PBBBPP,1-3-1
PPBPPB,PBBBP,BPBPPB,1-3-1
BBPPBP,BPPPB,PBBPBP,1-3-1
BPPBPB,PBBBP,BPBPPP,1-3-1
BBBPBP,BPPPB,PPPBPB,1-3-1
BBPPPB,PBBBP,BPPBPB,1-3-1
PPPPBP,BPPPB,PBPBBB,1-3-1
PPPBPB,PBBBP,BPPPBB,1-3-1
PPPBBB,PPPBPPP,BPBBPB,3-1-3
BPPPPP,BPPPB,PBBPPP,1-3-1
PPBBPP,BPPPB,PPBPBB,1-3-1
PPBBPB,PBBBP,BPPPPP,1-3-1
PPPPBP,BPPPB,PBPBBP,1-3-1
PPBPPP,BBBPBBB,PBPPPP,3-1-3
BPPPPP,BPPPB,PBPBBB,1-3-1
PPPBPB,PBBBP,BPPBPP,1-3-1
BBPBPP,BPPPB,PBBPPB,1-3-1
BPPBBP,BPPPB,PBBPPP,1-3-1
PBPPBP,BPPPB,PBPBBB,1-3-1
PBPPBP,BPPPB,PBPBBB,1-3-1
BBPPBB,PPPBPPP,BPBPBP,3-1-3
PBPBPB,PBBBP,BBBBPP,1-3-1
PBPPBP,BPPPB,PPBBPP,1-3-1
PBPPBP,BPPPB,PPBBPP,1-3-1
PPBBPB,PBBBP,BPBPPP,1-3-1
BPPBPB,PBBBP,BBPPBB,1-3-1
BBBBPB,PBBBP,BPBPBP,1-3-1
BBBBBB,PBBBP,BBPPPB,1-3-1
PBBPPB,PBBBP,BPBBPP,1-3-1
PBBPPP,BBBPBBB,PBBBPP,3-1-3
BPBPBB,PBBBP,BBPPBP,1-3-1
BPBPBB,PBBBP,BBPPBP,1-3-1
BPBBPP,BPPPB,PPPBPP,1-3-1
BPPPBB,PBBBP,BPPPPB,1-3-1
BBPPBB,PBBBP,BBPPBP,1-3-1
PPBPPB,PBBBP,BPPPBB,1-3-1
PPBBPB,PBBBP,BBBBBP,1-3-1
BBBPPB,PBBBP,BPPBBB,1-3-1
BPPPPP,BBBPBBB,PBPBBB,3-1-3
BPBBPP,BPPPB,PBBBPB,1-3-1
PBPPPB,PBBBP,BBPPBP,1-3-1
PBPPBB,PBBBP,BPPPBP,1-3-1
BPBBBP,BPPPB,PBBPBB,1-3-1
PPBBBB,PBBBP,BPBPBB,1-3-1
PPBPPB,PBBBP,BPBPPP,1-3-1
PPBPBP,BPPPB,PPBPBP,1-3-1
BPBPBB,PBBBP,BBPPPP,1-3-1
PPBBBP,BPPPB,PBBBBB,1-3-1
PBBPBP,BPPPB,PBPPBP,1-3-1
BPBBBB,PBBBP,BPPPBP,1-3-1
BPBBBP,BPPPB,PPPBPP,1-3-1
PBBPBP,BPPPB,PPBBPB,1-3-1
BBPPPB,PBBBP,BBBBPB,1-3-1
BBPPPB,PBBBP,BBBBPB,1-3-1
PPBBPP,BPPPB,PPBBBP,1-3-1
PPBBPB,PBBBP,BPBBPB,1-3-1
PBBPBP,BPPPB,PPBPBP,1-3-1
BPBPBP,BPPPB,PBPBPP,1-3-1
BBBPBP,BPPPB,PPPPBB,1-3-1
PPPPPB,PBBBP,BPPPPB,1-3-1
BPBBPP,BPPPB,PPBBBP,1-3-1
BPPPBP,BPPPB,PPPBPP,1-3-1
PBPPPB,PPPBPPP,BBBBPB,3-1-3
PBPPBB,PBBBP,BPBPBP,1-3-1
PPBBPB,PBBBP,BPBBPP,1-3-1
PPBBPB,PBBBP,BPBBPP,1-3-1
PBPBPB,PBBBP,BPPBPP,1-3-1
PPBBBB,PBBBP,BPPPBP,1-3-1
BPBBBP,BPPPB,PPPPPP,1-3-1
PPPPPP,BPPPB,PPPPBB,1-3-1
BPBBPP,BPPPB,PPPPBP,1-3-1
BPBBPP,BPPPB,PPPPBP,1-3-1
PBBBBP,BPPPB,PBBBBP,1-3-1
PPBBPP,BPPPB,PPBBPP,1-3-1
PPBBPP,BPPPB,PPBBPP,1-3-1
PPPPPB,PBBBP,BBPBPP,1-3-1
PPBBBB,PPPBPPP,BBBBBB,3-1-3
PBPPBP,BPPPB,PBBBPP,1-3-1
PBPBBB,PPPBPPP,BBPPPP,3-1-3
BBBPBB,PPPBPPP,BBPPPP,3-1-3
BPBBPP,BBBPBBB,PPBPBP,3-1-3
BPBPBP,BPPPB,PPPPBB,1-3-1
BPPPPP,BBBPBBB,PBPPPB,3-1-3
PPBPPB,PBBBP,BBPPPP,1-3-1
PPPBBP,BPPPB,PPBPPP,1-3-1
BPPPPP,BPPPB,PBPBPB,1-3-1
BPPPPP,BPPPB,PBPBPB,1-3-1
PBBPPB,PBBBP,BBPBBB,1-3-1
BBBPBB,PBBBP,BBBBBB,1-3-1
PBBPPB,PBBBP,BBPBBB,1-3-1
BBBPBB,PBBBP,BBBBBB,1-3-1
BPPBPB,PBBBP,BBBPBB,1-3-1
BPBBBP,BBBPBBB,PBBPPP,3-1-3
BPPPPP,BPPPB,PPBBBB,1-3-1
BBPBBP,BPPPB,PPPBPB,1-3-1
BPBBBB,PBBBP,BPBBBP,1-3-1
BPBBBB,PBBBP,BPBBBP,1-3-1
BBPBPB,PBBBP,BBBPBP,1-3-1
PPBBPB,PBBBP,BBPBPB,1-3-1
PPBBPB,PBBBP,BBPBPB,1-3-1
BBPBBP,BPPPB,PBBBPB,1-3-1
PBPPPB,PBBBP,BPPBPP,1-3-1
PPBBPB,PBBBP,BPBPBB,1-3-1
BBPBPB,PBBBP,BPBPPP,1-3-1
PBBPPB,PBBBP,BBBBPB,1-3-1
BPPPPP,BPPPB,PPPBBB,1-3-1
BPPPPP,BPPPB,PPPBBB,1-3-1
BPBBBB,PBBBP,BBBPBP,1-3-1
PBBBPB,PBBBP,BBPBPP,1-3-1
PBBPBB,PPPBPPP,BPBBBB,3-1-3
BPPPPP,BPPPB,PPPPPB,1-3-1
BBBPPB,PBBBP,BBPBPB,1-3-1
BBPBBB,PPPBPPP,BBBPPP,3-1-3
BPPBBP,BPPPB,PBPPBB,1-3-1
BBBBBB,PPPBPPP,BPBBBB,3-1-3
BPBBPB,PBBBP,BBPBBB,1-3-1
PBPBPP,BBBPBBB,PBPPPB,3-1-3
BPBBBP,BPPPB,PBBBBB,1-3-1
BPBPBP,BPPPB,PPBPBP,1-3-1
BBBBBP,BPPPB,PBBBPP,1-3-1
PBBPPB,PBBBP,BPBPBB,1-3-1
PBPPPP,BBBPBBB,PPPPPB,3-1-3
BBPPBP,BPPPB,PBBPBP,1-3-1
PBBPPB,PBBBP,BPBBBP,1-3-1
PBBBPB,PBBBP,BBPPBB,1-3-1
PPBBBP,BPPPB,PPBBPB,1-3-1
PBPPBB,PBBBP,BBBBBP,1-3-1
PBBPPB,PBBBP,BPBBBP,1-3-1
PBBBPB,PBBBP,BBPPBB,1-3-1
PPBBBP,BPPPB,PPBBPB,1-3-1
PBPPBB,PBBBP,BBBBBP,1-3-1
PPPBPB,PBBBP,BPPBBP,1-3-1
PBBBBB,PBBBP,BBBBBB,1-3-1
BPPBPP,BPPPB,PPPPPB,1-3-1
PPPPPP,BPPPB,PBBPPP,1-3-1
BPPBPP,BPPPB,PBPPBP,1-3-1
PBBPPB,PBBBP,BPBPBB,1-3-1
BBPBPB,PBBBP,BPPBBP,1-3-1
BBPPPP,BPPPB,PPPPBP,1-3-1
BBBBBB,PBBBP,BPBBPB,1-3-1
PBBPPP,BBBPBBB,PPBPBP,3-1-3
BPPBBB,PPPBPPP,BBBPPP,3-1-3
PBBPPP,BBBPBBB,PPBPBP,3-1-3
BPPBBB,PPPBPPP,BBBPPP,3-1-3
PBBPPP,BBBPBBB,PPBPBP,3-1-3
BPPBBB,PPPBPPP,BBBPPP,3-1-3
PPPPBP,BPPPB,PBPPBB,1-3-1
PPBPBB,PBBBP,BPPBBB,1-3-1
PPPPPP,BPPPB,PPPBBB,1-3-1
PBPPPP,BPPPB,PBBPBP,1-3-1
PBPPBB,PBBBP,BBBBPB,1-3-1
BPBBBB,PBBBP,BBPBPB,1-3-1
BPBPBB,PPPBPPP,BPPBBP,3-1-3
BBBBPB,PBBBP,BPPPBB,1-3-1
BPBBPB,PBBBP,BBBBPP,1-3-1
BBPPPP,BPPPB,PPBBBP,1-3-1
BBPBBP,BPPPB,PBBPBP,1-3-1
BBPPBB,PBBBP,BBBBBP,1-3-1
BBBBPP,BPPPB,PPBBBP,1-3-1
BBBPBB,PBBBP,BPBBBB,1-3-1
BPPBBP,BPPPB,PPBPBP,1-3-1
PPBPBP,BPPPB,PPBPPP,1-3-1
PPPBPP,BPPPB,PPBPBP,1-3-1
PPPBBP,BPPPB,PBBPPB,1-3-1
PPBPPB,PBBBP,BBBBPB,1-3-1
PBPBPP,BPPPB,PBBPBB,1-3-1
PBBPBB,PBBBP,BBPBPP,1-3-1
PBBPPB,PBBBP,BBBPBP,1-3-1
BBBBBB,PBBBP,BPPBBP,1-3-1
PBBPPB,PBBBP,BBBPBP,1-3-1
BBBBBB,PBBBP,BPPBBP,1-3-1
PBBPPP,BBBPBBB,PBBPBB,3-1-3
PBBPPP,BBBPBBB,PBBPBB,3-1-3
BBPPPB,PBBBP,BBPBPB,1-3-1
BPBBPP,BPPPB,PBPBBP,1-3-1
BBBBPB,PBBBP,BBPBBB,1-3-1
BBPPBB,PBBBP,BPPPBB,1-3-1
PBPBPB,PBBBP,BBPPBB,1-3-1
PBPBBP,BPPPB,PBPPPP,1-3-1
BBBPPB,PBBBP,BPBBBP,1-3-1
BBBBBB,PBBBP,BBPPBB,1-3-1
PBPPBP,BPPPB,PPPPBP,1-3-1
BPPBPP,BPPPB,PBBBBP,1-3-1
PBBBBP,BPPPB,PPBPBB,1-3-1
PPPBBP,BPPPB,PPPBPP,1-3-1
PBPBPP,BPPPB,PBPBPP,1-3-1
PPBBPB,PBBBP,BBBPBP,1-3-1
PPPBPP,BPPPB,PPBBBP,1-3-1
BPPBPB,PBBBP,BBBPPB,1-3-1
BBBBPB,PBBBP,BPBBBP,1-3-1
PPBBBP,BPPPB,PPPBPB,1-3-1
PBBBPB,PBBBP,BBBPBB,1-3-1
BPBBBP,BBBPBBB,PPBBPB,3-1-3
BPPBPB,PBBBP,BBBBPP,1-3-1
PPPPBB,PBBBP,BBPPBP,1-3-1
BBPPBP,BPPPB,PPBPBP,1-3-1
BPBPBB,PBBBP,BBPPPB,1-3-1
BBBPBP,BPPPB,PBBBPB,1-3-1
PBPPPB,PBBBP,BBPPPP,1-3-1
BBBPBP,BPPPB,PPPBBB,1-3-1
BBBBBB,PBBBP,BPBPPP,1-3-1
BBBPBP,BPPPB,PBBPBP,1-3-1
BPPBBP,BPPPB,PPPBPB,1-3-1
BBPBPP,BBBPBBB,PBBBBP,3-1-3
PBBPPB,PBBBP,BBPBBB,1-3-1
PPPPBB,PBBBP,BPPPBP,1-3-1
BPBBBP,BPPPB,PPBBBP,1-3-1
BBPBPB,PBBBP,BBPPPB,1-3-1
PBBPPB,PBBBP,BBPPPB,1-3-1
PPPBBP,BPPPB,PBPPBP,1-3-1
PBPPBB,PBBBP,BPPPBP,1-3-1
BPBBBP,BPPPB,PPPPBP,1-3-1
BPBBPP,BBBPBBB,PPBBPP,3-1-3
BPPPBB,PBBBP,BBBPPP,1-3-1
PPBBPB,PBBBP,BBBPBB,1-3-1
PBPPBB,PBBBP,BBPPPP,1-3-1
PBPBPB,PBBBP,BPPBBB,1-3-1
PPPPPB,PBBBP,BBPPBB,1-3-1
PBPBBP,BPPPB,PBPPBB,1-3-1
PPPPPB,PBBBP,BBPBPB,1-3-1
BBPBBB,PPPBPPP,BPBBBB,3-1-3
PPPBBP,BPPPB,PPBPBP,1-3-1
PBBBPB,PBBBP,BPBPPB,1-3-1
PPPBPP,BBBPBBB,PPPPBB,3-1-3
BPBPPB,PBBBP,BPPPPP,1-3-1
BBPBPP,BPPPB,PPBBBB,1-3-1
BBBPBB,PBBBP,BBBBPP,1-3-1
PBBPPB,PBBBP,BPBBBP,1-3-1
BPBPBP,BPPPB,PPBBBP,1-3-1
PPBBBB,PBBBP,BPPBBB,1-3-1
PPBBPB,PBBBP,BPBPBB,1-3-1
PPBPBB,PPPBPPP,BPBBPB,3-1-3
PBBPBP,BPPPB,PBPPPB,1-3-1
BBPPPB,PBBBP,BBBBBB,1-3-1
PBBPBB,PPPBPPP,BBBPBP,3-1-3
BBPBPP,BPPPB,PPPPPP,1-3-1
BBBBBB,PBBBP,BBBPBP,1-3-1
BBPBPB,PBBBP,BBBPPB,1-3-1
BBPBPP,BPPPB,PPPBPB,1-3-1
BBPBPB,PBBBP,BPBPBB,1-3-1
PBPPPP,BBBPBBB,PPPBBB,3-1-3
PBBPBP,BPPPB,PPBPBP,1-3-1
PBPPBB,PBBBP,BPBBPP,1-3-1
PPBPBP,BPPPB,PBPPBB,1-3-1
BBBBPP,BPPPB,PBBPPB,1-3-1
BPBPPB,PBBBP,BPBBBB,1-3-1
BBBBPP,BPPPB,PBBPPB,1-3-1
BPBPPB,PBBBP,BPBBBB,1-3-1
BPPBPP,BPPPB,PPBPPB,1-3-1
BPPBPP,BPPPB,PPBPPB,1-3-1
PPBBPB,PBBBP,BPBPBB,1-3-1
BPPBBP,BPPPB,PPPPBP,1-3-1
PPBPBP,BPPPB,PPPPPB,1-3-1
BBBBBB,PBBBP,BBBPBP,1-3-1
BPBBBB,PBBBP,BBBPBP,1-3-1
BPBBBP,BPPPB,PPPPPP,1-3-1
BBPPPB,PBBBP,BBPBBB,1-3-1
PBBPBB,PBBBP,BPPBBP,1-3-1
PBBPBB,PBBBP,BPPBBP,1-3-1
PBPBBP,BPPPB,PBBPPP,1-3-1
BBBBPB,PBBBP,BPBPBP,1-3-1
PPPPBP,BPPPB,PPPBBP,1-3-1
PBBBPB,PBBBP,BBPBBB,1-3-1
PBBBPB,PBBBP,BBPBBB,1-3-1
BBBPPB,PBBBP,BBPBBB,1-3-1
BBBPBB,PBBBP,BPBPPB,1-3-1
BPBBPP,BPPPB,PBBBBB,1-3-1
BPBBBB,PBBBP,BBPBPB,1-3-1
BPBBBB,PBBBP,BBPBPB,1-3-1
BPPBBP,BPPPB,PPPBPB,1-3-1
PPBBPB,PBBBP,BPPPPP,1-3-1
BBPPBP,BPPPB,PBPPBB,1-3-1
BPPPBB,PBBBP,BBBPPP,1-3-1
PBPPBB,PBBBP,BPBPBP,1-3-1
BBBBPB,PBBBP,BPPBBB,1-3-1
BBPBBP,BPPPB,PPBPBP,1-3-1
BPPBBP,BPPPB,PPBPBB,1-3-1
BPPBBP,BPPPB,PPBPBB,1-3-1
BPPBBP,BPPPB,PPBPBB,1-3-1
PPPPBP,BPPPB,PBBPBP,1-3-1
PPBBPB,PBBBP,BPBBBP,1-3-1
PBBBPB,PBBBP,BBPBBP,1-3-1
PBPPBB,PBBBP,BBPPPP,1-3-1
BBBBPP,BPPPB,PBBBBB,1-3-1
BBPBPB,PBBBP,BPBPBB,1-3-1
PBPPBP,BPPPB,PBPBBB,1-3-1
BPPPPP,BPPPB,PBBBBB,1-3-1
BBPPPP,BPPPB,PPPPBB,1-3-1
BPBBBB,PBBBP,BPPBBP,1-3-1
PPPPPP,BPPPB,PBBBPB,1-3-1
PBPPPB,PBBBP,BBBPBP,1-3-1
PPPPPP,BPPPB,PBBBPB,1-3-1
PBPPPB,PBBBP,BBBPBP,1-3-1
PBPPBP,BPPPB,PPPPBP,1-3-1
BPPPPB,PBBBP,BBBBPP,1-3-1
BPBBPB,PBBBP,BBPPPP,1-3-1
BPPBBP,BPPPB,PBBBPP,1-3-1
BBPPBP,BPPPB,PPBBBP,1-3-1
PPPPBP,BPPPB,PBBPBP,1-3-1
BPPBBP,BPPPB,PBBBPP,1-3-1
BBPPBP,BPPPB,PPBBBP,1-3-1
PPPPBP,BPPPB,PBBPBP,1-3-1
BPPBBP,BPPPB,PBBBPP,1-3-1
BBPPBP,BPPPB,PPBBBP,1-3-1
PPPPBP,BPPPB,PBBPBP,1-3-1
BBBPBP,BPPPB,PPBPBB,1-3-1
PPBPPB,PBBBP,BPBBBP,1-3-1
PBBBPB,PBBBP,BPPPPP,1-3-1
PBPBPB,PBBBP,BPPBBB,1-3-1
PPPPBP,BPPPB,PBPBBB,1-3-1
PBBBPP,BBBPBBB,PBPBBP,3-1-3
BBBBPP,BPPPB,PBPBBB,1-3-1
BBBPBB,PPPBPPP,BBPPPB,3-1-3
BPPPBB,PPPBPPP,BPPBBP,3-1-3
BPPPBB,PBBBP,BBBBPB,1-3-1
BPPBBP,BPPPB,PPBBPP,1-3-1
PBPBPP,BPPPB,PBBPPB,1-3-1
PPBPBB,PBBBP,BBPBPB,1-3-1
PPBPBB,PBBBP,BBPBPB,1-3-1
PPBPBB,PBBBP,BBPBPB,1-3-1
PBPBPP,BPPPB,PPBPPP,1-3-1
PPPPBB,PBBBP,BPBPPP,1-3-1
