before,three_cut,after,pattern
BBPPPB,BBBPBBBP,PPBPPP,3-1-3-1
BBPPBB,PPPBBBBB,BPBBBB,3-1-3-1
BPBBBB,BBBPBBBP,BPBPBB,3-1-3-1
BPBPBP,BBBPBBBP,PPPPBB,3-1-3-1
PBBBPP,PPPBBBBB,BBBBPB,3-1-3-1
PPPBPP,PPPBBBBB,BBPBPB,3-1-3-1
PBPPPP,BBBPBBBP,PBPPBB,3-1-3-1
PPBPBB,BBBPBBBP,BBBPBB,3-1-3-1
PBBPPP,BBBPBBBP,PPBPBP,3-1-3-1
BBPPPB,BBBPPPPP,PPPPPB,3-1-3-1
BBBPBP,BBBPPPPP,BBPPPP,3-1-3-1
BPBPBP,BBBPPPPP,BBBPPB,3-1-3-1
PPBBPP,BBBPBBBP,BPPPPP,3-1-3-1
PBPBPB,BBBPPPPP,BBBBBP,3-1-3-1
BPPBBB,BBBPBBBP,PPBBBB,3-1-3-1
BPPPPP,PPPBBBBB,BPPBPP,3-1-3-1
BPPPPB,BBBPBBBP,PPPPPP,3-1-3-1
PPBPBP,BBBPBBBP,PBPPBP,3-1-3-1
PPPPPP,BBBPBBBP,PBBPPP,3-1-3-1
PPBBBB,BBBPBBBP,PPBPPB,3-1-3-1
BPBBBB,PPPBPPPB,PPBBPP,3-1-3-1
PPBPBB,BBBPPPPP,PBPPBB,3-1-3-1
BPPBBB,PPPBBBBB,PBBBBP,3-1-3-1
PPPPPP,PPPBPPPB,BPBBBB,3-1-3-1
BPBBPP,PPPBBBBB,BBBBBP,3-1-3-1
PPPBBB,PPPBPPPB,PBBBPB,3-1-3-1
BPPPBP,BBBPBBBP,PPPBPB,3-1-3-1
BBBPPB,PPPBBBBB,PPPPPB,3-1-3-1
BBPBPB,PPPBBBBB,BPBPBP,3-1-3-1
PPPPBP,PPPBBBBB,PBBPBP,3-1-3-1
BBPBPP,PPPBBBBB,BBBPPB,3-1-3-1
PPBBPP,BBBPPPPP,PPPBPB,3-1-3-1
BBBBPB,BBBPPPPP,BBBPPB,3-1-3-1
BPPBBB,PPPBBBBB,BPBBPP,3-1-3-1
PPBBPB,PPPBPPPB,BPBPPP,3-1-3-1
BBPBBP,PPPBBBBB,BPPBPP,3-1-3-1
PBBPPP,BBBPBBBP,BPBBPB,3-1-3-1
BBPPBP,BBBPBBBP,PPPPPB,3-1-3-1
BPPBBB,PPPBBBBB,PPPBPB,3-1-3-1
BBBBPB,BBBPBBBP,PPPPBB,3-1-3-1
PPPPBP,BBBPPPPP,PPBPPB,3-1-3-1
BBPBBB,BBBPBBBP,BPPPPP,3-1-3-1
BPBBPP,BBBPPPPP,PBPBBB,3-1-3-1
PBBPPB,BBBPBBBP,PPPBBB,3-1-3-1
PPPBPP,PPPBPPPB,PPBPBP,3-1-3-1
PPPBPB,PPPBPPPB,BBPBPB,3-1-3-1
BBPBPP,PPPBBBBB,BBBBPB,3-1-3-1
PPPBPB,PPPBPPPB,BPBBPB,3-1-3-1
PBBPPB,BBBPPPPP,PPBPBB,3-1-3-1
PBPBBB,BBBPBBBP,BBBBPB,3-1-3-1
BBBPBB,BBBPPPPP,BPBPPP,3-1-3-1
PBBPPP,PPPBPPPB,PBPPPB,3-1-3-1
PPBBPB,BBBPPPPP,BPBBPB,3-1-3-1
BPPBPB,PPPBBBBB,BPBPBB,3-1-3-1
BBBBBB,BBBPBBBP,BBBPBB,3-1-3-1
BBPBPB,PPPBBBBB,BBBBBB,3-1-3-1
PBBBPP,BBBPBBBP,PBBBPB,3-1-3-1
PBBBPP,BBBPBBBP,BBBBBB,3-1-3-1
BBBBBB,BBBPBBBP,PPPPBB,3-1-3-1
PBPBPB,PPPBBBBB,BBBBPB,3-1-3-1
PBBBPP,BBBPBBBP,BBBBPP,3-1-3-1
PBPPBB,BBBPPPPP,BBBBPB,3-1-3-1
BPBBBB,PPPBBBBB,BPPPBB,3-1-3-1
BBBBBB,PPPBBBBB,BBBPPP,3-1-3-1
BPPPPP,BBBPBBBP,BPPBBB,3-1-3-1
PPBBPP,BBBPPPPP,BPBBBP,3-1-3-1
BPPPPP,PPPBPPPB,PBPPBB,3-1-3-1
PPPPPB,BBBPPPPP,BPPBBP,3-1-3-1
BPPBPB,PPPBPPPB,BBPPBP,3-1-3-1
BBBPPP,BBBPPPPP,PPPBBP,3-1-3-1
BPBBBP,PPPBBBBB,PBPBBB,3-1-3-1
PBPBBB,PPPBBBBB,PPBBPB,3-1-3-1
BPPBPB,PPPBPPPB,BBPPPP,3-1-3-1
PBPPPP,BBBPPPPP,PPPPBP,3-1-3-1
PPPPPP,PPPBPPPB,PPBPBB,3-1-3-1
PBBBPB,BBBPPPPP,PPBBBB,3-1-3-1
PPPPPB,BBBPPPPP,PBBPBB,3-1-3-1
BBBBPP,BBBPPPPP,PBBBPB,3-1-3-1
PBPPBP,BBBPPPPP,PPBBBB,3-1-3-1
BPBPPP,PPPBBBBB,PPBPPP,3-1-3-1
BBBPBB,PPPBPPPB,PBBPPB,3-1-3-1
PBPPBB,PPPBBBBB,BPBBBP,3-1-3-1
BPPBBB,PPPBPPPB,BPPPPB,3-1-3-1
BBBBBB,PPPBPPPB,PPPBBP,3-1-3-1
BBPPBP,BBBPBBBP,BPBPPB,3-1-3-1
BPBPPP,BBBPPPPP,BBBPPB,3-1-3-1
PPPBPP,BBBPBBBP,PBBBPB,3-1-3-1
BPPBPB,BBBPBBBP,PBBBBP,3-1-3-1
BBBPBB,PPPBBBBB,BPPBBP,3-1-3-1
BPPBPB,PPPBBBBB,BPPPBP,3-1-3-1
PPBBBP,PPPBBBBB,PPPBBB,3-1-3-1
PPBPPP,BBBPPPPP,PPPBBB,3-1-3-1
PBBPBB,BBBPPPPP,BPPBPP,3-1-3-1
BPPBPP,BBBPBBBP,BBBPBB,3-1-3-1
PBBBPB,PPPBPPPB,BBPBPP,3-1-3-1
BBPBPP,BBBPPPPP,BBPPBP,3-1-3-1
BBBPPB,BBBPPPPP,PPBPBB,3-1-3-1
PBBBPB,PPPBBBBB,PBBBBP,3-1-3-1
BPBPPP,PPPBBBBB,PBPBPP,3-1-3-1
PPBPPB,BBBPBBBP,BBPBPB,3-1-3-1
PPPBPB,BBBPBBBP,BPBPBB,3-1-3-1
PPBBPB,PPPBBBBB,PPPBBP,3-1-3-1
PBPPBB,BBBPPPPP,BPBBPP,3-1-3-1
PPBPPB,BBBPPPPP,BBPBPP,3-1-3-1
BBBBBB,BBBPBBBP,BBBBBP,3-1-3-1
PPPBPB,PPPBBBBB,PPPBBB,3-1-3-1
PBBPBB,BBBPPPPP,PBBBPP,3-1-3-1
PPBBBP,PPPBBBBB,PPPPBP,3-1-3-1
PBBBBP,PPPBPPPB,PBBBBB,3-1-3-1
BPPPPP,BBBPBBBP,BPPBPP,3-1-3-1
PPPPPB,BBBPPPPP,BBBBBB,3-1-3-1
BPPPPB,BBBPPPPP,BPPPPB,3-1-3-1
BPPBBB,PPPBBBBB,BBBBPB,3-1-3-1
PBBPBP,PPPBBBBB,BBPBPP,3-1-3-1
BBBBBB,BBBPPPPP,BBPPBP,3-1-3-1
PPPBPP,PPPBPPPB,PBBBPB,3-1-3-1
BPPPBP,BBBPBBBP,BBBPBP,3-1-3-1
PBPPBP,PPPBBBBB,BBPPPB,3-1-3-1
PBPPBB,PPPBBBBB,BBPPBB,3-1-3-1
PBBPBP,PPPBPPPB,PBPPBB,3-1-3-1
PBPPBB,PPPBPPPB,PPBBBP,3-1-3-1
PBBPPP,PPPBBBBB,PBBBPP,3-1-3-1
BPPPPP,BBBPPPPP,BBBPBP,3-1-3-1
BBBBPB,PPPBPPPB,PBBBPB,3-1-3-1
BBPBPP,PPPBBBBB,BPBBBP,3-1-3-1
BBBBBP,BBBPBBBP,PPBBBP,3-1-3-1
PPBPBB,BBBPBBBP,BBPBBP,3-1-3-1
BPPPPB,BBBPPPPP,BBPPPB,3-1-3-1
PBBPPB,BBBPBBBP,BBPPPB,3-1-3-1
PPBBPB,BBBPBBBP,PBBBBB,3-1-3-1
PBPPBB,PPPBBBBB,PPPPPB,3-1-3-1
BBBBPP,PPPBBBBB,PBBBBP,3-1-3-1
BBBPPB,BBBPPPPP,BBPBBP,3-1-3-1
BBBBBB,BBBPPPPP,PPPBPP,3-1-3-1
PBPPPP,BBBPBBBP,PBPPBB,3-1-3-1
PPPBPP,PPPBPPPB,BPBPBP,3-1-3-1
BBBPBP,PPPBPPPB,PPBPPB,3-1-3-1
BBBBPB,PPPBPPPB,BBPPPB,3-1-3-1
PPPBPB,BBBPPPPP,BBPBBB,3-1-3-1
BBPPBP,PPPBBBBB,BBBBPB,3-1-3-1
PPPBBB,PPPBBBBB,BPBPPP,3-1-3-1
PBBBBB,BBBPPPPP,BBPPBP,3-1-3-1
PPBBBB,PPPBPPPB,PBBBBP,3-1-3-1
BBBBPB,PPPBPPPB,BBBBBP,3-1-3-1
PBBBPB,PPPBBBBB,BPBBBP,3-1-3-1
PPBBPP,PPPBBBBB,BBPPPB,3-1-3-1
BPPBPB,PPPBPPPB,PPBPPP,3-1-3-1
BPPBPB,PPPBPPPB,BBPPBB,3-1-3-1
PPPBPP,BBBPPPPP,PPPPBB,3-1-3-1
PBPPBP,BBBPPPPP,BPBPPP,3-1-3-1
PPPPPP,BBBPPPPP,BBPBBP,3-1-3-1
PBPPBB,PPPBBBBB,PBPBBB,3-1-3-1
PBBBPP,BBBPPPPP,PBPBPP,3-1-3-1
BBPBBP,BBBPBBBP,BPBBPB,3-1-3-1
PPBBBB,PPPBBBBB,BPBBBB,3-1-3-1
BBPBPB,BBBPBBBP,PBBBPB,3-1-3-1
BBPBBP,PPPBBBBB,BBPPPP,3-1-3-1
PBPPPB,BBBPBBBP,BPBBBB,3-1-3-1
PBPPBP,BBBPBBBP,PBPBBB,3-1-3-1
PBBPBP,BBBPPPPP,BPPPPB,3-1-3-1
BPBPPP,PPPBPPPB,PPBPBB,3-1-3-1
BBBPPP,BBBPBBBP,BBBBPB,3-1-3-1
PPPPBP,PPPBPPPB,PBBBPP,3-1-3-1
PBPBBP,PPPBBBBB,PBPPPP,3-1-3-1
BPBPBP,PPPBPPPB,PPBPPB,3-1-3-1
BBPBPP,PPPBBBBB,BBPPBB,3-1-3-1
PPPBBP,PPPBBBBB,BPPPBB,3-1-3-1
BBBPBP,PPPBBBBB,PBBBBP,3-1-3-1
BBBBPB,BBBPBBBP,PBPPBP,3-1-3-1
BBBBBB,BBBPBBBP,BBPBPP,3-1-3-1
PPBBPP,PPPBBBBB,BBBPBB,3-1-3-1
PBBPPB,BBBPBBBP,BBPPPP,3-1-3-1
PPPBBP,PPPBPPPB,BBBPBP,3-1-3-1
PBPBBB,PPPBBBBB,BBPBBP,3-1-3-1
PBPPPP,PPPBBBBB,BBBBPB,3-1-3-1
BPBPPB,PPPBPPPB,PBBBBP,3-1-3-1
PPBPPP,BBBPBBBP,PPPPPB,3-1-3-1
BPBPBB,BBBPPPPP,BBBBPB,3-1-3-1
BPPPBP,BBBPBBBP,BPBBPB,3-1-3-1
PBBPBP,BBBPBBBP,PBPBBP,3-1-3-1
PBPBBP,PPPBBBBB,PPPBBB,3-1-3-1
PPPPPB,BBBPBBBP,PBBBPB,3-1-3-1
BBPBPP,BBBPPPPP,BBBPBP,3-1-3-1
BBPBPB,PPPBBBBB,BBPBBB,3-1-3-1
BBBPBP,PPPBPPPB,PBBBPP,3-1-3-1
PPBBPB,BBBPPPPP,PBBBPB,3-1-3-1
BPBPPP,BBBPBBBP,BPPPBP,3-1-3-1
PPBBPB,BBBPPPPP,BBPPPP,3-1-3-1
BPBBBP,PPPBPPPB,PBBBBB,3-1-3-1
BBPPBP,PPPBPPPB,BBBBPB,3-1-3-1
PBPBBP,BBBPBBBP,PBPPPP,3-1-3-1
PBPBPB,PPPBBBBB,BBBPBB,3-1-3-1
PBBBBP,PPPBPPPB,BPBBPB,3-1-3-1
PPBBPB,PPPBBBBB,PBPBPP,3-1-3-1
BPPBBP,PPPBBBBB,BBBPPB,3-1-3-1
PPPPBB,PPPBBBBB,PBBBBB,3-1-3-1
PBBPPB,BBBPBBBP,PPPBPP,3-1-3-1
BPBBBP,PPPBPPPB,PPPPBB,3-1-3-1
PBBBBB,PPPBPPPB,BPBBPB,3-1-3-1
BPBPPB,PPPBBBBB,BPBPBB,3-1-3-1
PBBBPB,PPPBPPPB,PBPBPP,3-1-3-1
PBPBPP,PPPBBBBB,BPPBBP,3-1-3-1
BBPPBB,BBBPPPPP,BPBPPP,3-1-3-1
BPPPBB,PPPBPPPB,BPBPBP,3-1-3-1
PBBPPB,BBBPPPPP,BBPPBP,3-1-3-1
BBPPPP,BBBPBBBP,PBBPBP,3-1-3-1
PBPPBB,PPPBPPPB,PPPPPP,3-1-3-1
BPPBBP,PPPBBBBB,PPBPPP,3-1-3-1
BPBPPB,PPPBPPPB,PBBBPB,3-1-3-1
BPPPBP,BBBPBBBP,BPPPBP,3-1-3-1
PBPBBB,PPPBBBBB,BPPPPP,3-1-3-1
PPPBPB,PPPBBBBB,BPPPPP,3-1-3-1
PPBBPP,PPPBPPPB,PPBBBP,3-1-3-1
BPPPPP,PPPBPPPB,BPBBBB,3-1-3-1
BPPBBP,BBBPBBBP,PPPPPB,3-1-3-1
PPPBBB,PPPBPPPB,BPPPPP,3-1-3-1
BPPBPB,BBBPBBBP,PPBPBB,3-1-3-1
PPPBPP,BBBPPPPP,BBBBPB,3-1-3-1
BPPBBP,BBBPBBBP,PPBBPB,3-1-3-1
PBBPPB,PPPBBBBB,BPPBPB,3-1-3-1
BPBBBB,PPPBBBBB,BBBBBP,3-1-3-1
BBBPPB,BBBPBBBP,PPPBPP,3-1-3-1
BPBBBP,PPPBPPPB,PPPPBB,3-1-3-1
BPBBPB,PPPBBBBB,BPBPPP,3-1-3-1
PBPPPB,BBBPPPPP,BPPPPP,3-1-3-1
BPPPPB,BBBPPPPP,PBBBBB,3-1-3-1
BPPBPB,BBBPPPPP,BBPBPB,3-1-3-1
PPPPBP,PPPBBBBB,PPPBBP,3-1-3-1
PPPBBP,PPPBBBBB,BPPPBB,3-1-3-1
PBPPPP,BBBPBBBP,BBPBPB,3-1-3-1
BBPBBB,BBBPBBBP,BPPPBP,3-1-3-1
BBPBBP,BBBPPPPP,PBPPBB,3-1-3-1
BPPBPP,BBBPBBBP,BPPBBB,3-1-3-1
BPBBPP,PPPBBBBB,PBBBBP,3-1-3-1
BPPPPP,PPPBPPPB,PBBBBB,3-1-3-1
BPPBBB,BBBPBBBP,PPBBBP,3-1-3-1
PBPBPP,PPPBBBBB,PPBBBP,3-1-3-1
BBPPBB,PPPBBBBB,PBBPPP,3-1-3-1
BPPPPP,BBBPBBBP,BBBBBP,3-1-3-1
BPBBBB,BBBPPPPP,BPBBPB,3-1-3-1
PBPBBP,BBBPPPPP,BBPPBP,3-1-3-1
PPBPPP,PPPBBBBB,PBBBBP,3-1-3-1
BPPBPB,BBBPPPPP,BPBPBP,3-1-3-1
BBPBBB,BBBPBBBP,BPBPPP,3-1-3-1
BPPPPP,BBBPBBBP,PBBPPP,3-1-3-1
BPPBPB,PPPBBBBB,BBBBPB,3-1-3-1
BBPPBB,BBBPBBBP,PPPPBP,3-1-3-1
PBBBPP,PPPBPPPB,BPBBBB,3-1-3-1
BBBBBB,PPPBBBBB,PBPPBP,3-1-3-1
PPPBBB,PPPBPPPB,BBBPBP,3-1-3-1
PBPPPB,BBBPPPPP,PPBBBB,3-1-3-1
PBBBBB,BBBPPPPP,BPBBBP,3-1-3-1
PPBPBP,BBBPBBBP,BBPBPB,3-1-3-1
PPBBPB,BBBPPPPP,PPBBBB,3-1-3-1
BPPPPB,BBBPPPPP,PBPBBB,3-1-3-1
PBPPPP,PPPBBBBB,BPBBPP,3-1-3-1
PBPBPB,PPPBBBBB,BPBBBB,3-1-3-1
PPPBPB,PPPBBBBB,BPPPBB,3-1-3-1
PPPPBP,PPPBPPPB,BPPPPP,3-1-3-1
BBPBBB,BBBPBBBP,PPPPBB,3-1-3-1
PPBBPB,PPPBPPPB,BBPBBB,3-1-3-1
BBBBPB,PPPBPPPB,BBPBPP,3-1-3-1
BBBBPB,PPPBPPPB,BPBPPP,3-1-3-1
BBPPPP,BBBPPPPP,BBPPPP,3-1-3-1
PPBBPP,PPPBBBBB,PBPBPP,3-1-3-1
BBBBBP,PPPBPPPB,BBPPPP,3-1-3-1
BPBPPB,PPPBBBBB,PBBPBP,3-1-3-1
BPBBBB,PPPBBBBB,BBPPBB,3-1-3-1
PBBPBB,PPPBBBBB,BBPBBB,3-1-3-1
BBBBPB,BBBPPPPP,PBPBPB,3-1-3-1
PPBPBB,PPPBBBBB,PPPBBB,3-1-3-1
BPBBPB,BBBPBBBP,BPPPPP,3-1-3-1
PBBBPP,BBBPPPPP,PBBPPB,3-1-3-1
PBBBBB,BBBPBBBP,PPBBPP,3-1-3-1
PBPBBB,BBBPBBBP,PPBPPP,3-1-3-1
BPPPPB,BBBPPPPP,BBPPPP,3-1-3-1
PPPPPB,BBBPBBBP,BBPPBB,3-1-3-1
BBBBBP,PPPBPPPB,PPBPBP,3-1-3-1
BPBPBB,BBBPBBBP,BPPPPB,3-1-3-1
BPPPPB,BBBPPPPP,BPPBBB,3-1-3-1
BBPPBP,BBBPPPPP,PBBBBB,3-1-3-1
BPBPPP,PPPBPPPB,PBBBPP,3-1-3-1
PBBBPB,PPPBPPPB,PPPBBB,3-1-3-1
BPPPPP,BBBPPPPP,PPPPBB,3-1-3-1
PPPPPP,PPPBBBBB,PPPPBP,3-1-3-1
PBPPPB,BBBPPPPP,PBBPBB,3-1-3-1
BBPPPP,BBBPBBBP,BBBBPB,3-1-3-1
PBPBPB,PPPBPPPB,PPBPBB,3-1-3-1
PPPPPP,PPPBBBBB,BPBPBP,3-1-3-1
PBBBPP,BBBPPPPP,BPBBPB,3-1-3-1
PPPBPP,PPPBPPPB,BPPPPB,3-1-3-1
PBBPBB,BBBPPPPP,PBBBBP,3-1-3-1
BBPPPP,PPPBBBBB,PPPBPB,3-1-3-1
PBPBBP,BBBPPPPP,PBBBBP,3-1-3-1
PPPBPB,BBBPBBBP,BBBBBB,3-1-3-1
PBBBBB,BBBPBBBP,BPBPPP,3-1-3-1
PPPPPP,BBBPBBBP,PBBPPB,3-1-3-1
PBBBBB,BBBPPPPP,BBBPPB,3-1-3-1
BBPPBB,PPPBPPPB,BPBBPB,3-1-3-1
BPPBPP,PPPBPPPB,PPPPPP,3-1-3-1
PBPBBP,PPPBPPPB,BPPPBP,3-1-3-1
BPBBPB,PPPBPPPB,PBPPBB,3-1-3-1
PPPBBP,BBBPPPPP,BPPBPP,3-1-3-1
PBBPPP,PPPBPPPB,PBBBBP,3-1-3-1
PBPPBB,BBBPBBBP,PBBBPP,3-1-3-1
PPPBPP,BBBPBBBP,BBPBBB,3-1-3-1
PPPBBB,PPPBPPPB,BPBPPP,3-1-3-1
PPBPPB,BBBPBBBP,PBPBBB,3-1-3-1
PPBPPB,BBBPBBBP,PBPBBB,3-1-3-1
PPPPPB,BBBPBBBP,BPPPPB,3-1-3-1
BBBPPB,PPPBBBBB,BBBPBB,3-1-3-1
BPBBBP,PPPBBBBB,BPBBPB,3-1-3-1
PBPPPP,PPPBBBBB,PBPBBP,3-1-3-1
PBPBBP,PPPBPPPB,PBBPPB,3-1-3-1
BBBBPB,BBBPBBBP,PPBBPB,3-1-3-1
PPPBPB,PPPBBBBB,BPBBPP,3-1-3-1
PBBPPB,BBBPBBBP,BPPPPB,3-1-3-1
PPBPBP,BBBPPPPP,PBPPBB,3-1-3-1
PPBPPB,BBBPPPPP,BBPBBP,3-1-3-1
BBPBPB,BBBPBBBP,BBPPPB,3-1-3-1
BBBBPB,BBBPPPPP,PBPPPP,3-1-3-1
PBPBPP,BBBPPPPP,BBBBPB,3-1-3-1
PPPBPP,PPPBBBBB,BBBPBB,3-1-3-1
BBBBPB,PPPBBBBB,BBBBPP,3-1-3-1
BPPBPB,BBBPBBBP,BBPPPB,3-1-3-1
BPBBPB,BBBPPPPP,BPBBPB,3-1-3-1
BPBPBB,PPPBBBBB,PPBBPB,3-1-3-1
PPBPPB,BBBPBBBP,BBPPBB,3-1-3-1
PBPBBB,PPPBPPPB,BPPBPP,3-1-3-1
PPPPBP,PPPBPPPB,BBBPBP,3-1-3-1
PBBBPP,BBBPBBBP,PBPBPB,3-1-3-1
BBBBPB,BBBPBBBP,PPBBBP,3-1-3-1
PPBBPB,BBBPBBBP,PBPPPP,3-1-3-1
BBPPPB,BBBPPPPP,PBPPPP,3-1-3-1
BBPBPB,PPPBPPPB,PBBPPP,3-1-3-1
PPPPPB,BBBPBBBP,BPPPPP,3-1-3-1
PBPBPP,BBBPBBBP,BPBBPP,3-1-3-1
BPPBPB,BBBPBBBP,PPBBPB,3-1-3-1
BPBPPP,BBBPBBBP,BBBBPB,3-1-3-1
PBPBPB,PPPBBBBB,PPPBBP,3-1-3-1
PBPPPP,PPPBBBBB,BPPPBP,3-1-3-1
PPBPBB,PPPBBBBB,BBPBBP,3-1-3-1
BPPBBB,PPPBPPPB,BBBPBP,3-1-3-1
BPBPBP,PPPBPPPB,PBPPBB,3-1-3-1
BPBPPP,PPPBBBBB,PPBBBP,3-1-3-1
BBPBPB,PPPBBBBB,PPBBPP,3-1-3-1
BPPBPB,BBBPBBBP,BPBBBP,3-1-3-1
BBBPBP,BBBPBBBP,BPBPPB,3-1-3-1
PPBPBP,BBBPBBBP,BBPPPP,3-1-3-1
PBBBBB,PPPBBBBB,BPPBBP,3-1-3-1
BBBPPB,PPPBPPPB,PBBPPP,3-1-3-1
PPBBPB,BBBPBBBP,PPBPBP,3-1-3-1
BPBPBP,PPPBBBBB,PPBPPB,3-1-3-1
BBBBBP,PPPBPPPB,BPPPPP,3-1-3-1
BBBBBP,PPPBBBBB,PPPPPP,3-1-3-1
PPPPBP,PPPBBBBB,BBBPBP,3-1-3-1
PBBPBP,BBBPBBBP,BBPBPP,3-1-3-1
PPPBBP,BBBPPPPP,PPPPBP,3-1-3-1
BBPPPP,BBBPBBBP,BBPBPP,3-1-3-1
BPPPPB,BBBPBBBP,PBPPBP,3-1-3-1
PBBPPP,BBBPBBBP,PPBBPP,3-1-3-1
BPPPPP,BBBPPPPP,PBBPBB,3-1-3-1
PPBBPB,BBBPPPPP,BBPBBP,3-1-3-1
BBPBBP,PPPBBBBB,BBBBBP,3-1-3-1
PBPPPB,BBBPPPPP,BPPPBB,3-1-3-1
BPPBBP,PPPBPPPB,PBPPBB,3-1-3-1
PBPBPP,PPPBBBBB,BPPBBB,3-1-3-1
BPPBPB,PPPBPPPB,PBPBPB,3-1-3-1
PBPPBP,PPPBPPPB,PPPPPP,3-1-3-1
BPBBBB,BBBPPPPP,PBBPBB,3-1-3-1
PPPBBP,BBBPPPPP,PPPPPP,3-1-3-1
PBBPBP,BBBPPPPP,PBBBBB,3-1-3-1
BPPPBB,PPPBPPPB,PBBBPB,3-1-3-1
PPBPBP,BBBPBBBP,PPPBPP,3-1-3-1
BPBPBP,BBBPBBBP,BBPBPB,3-1-3-1
BBPPBB,BBBPPPPP,BBBPBP,3-1-3-1
BBBPBB,BBBPBBBP,PBPPPP,3-1-3-1
BPPPBB,PPPBBBBB,BBBBBB,3-1-3-1
PPBPBP,PPPBPPPB,BPBPPB,3-1-3-1
PPPPPB,BBBPPPPP,PBBPPP,3-1-3-1
BPPPBP,PPPBBBBB,BBPPBB,3-1-3-1
BBPPBP,PPPBPPPB,BBBBBB,3-1-3-1
BBBPBB,BBBPPPPP,PPBPPB,3-1-3-1
BBBBPB,PPPBPPPB,BBBBPB,3-1-3-1
PPBPBP,PPPBBBBB,BPPBPB,3-1-3-1
PBPBPB,PPPBBBBB,BPPBPP,3-1-3-1
PBBBBB,BBBPPPPP,BPBPBB,3-1-3-1
BBPPBB,PPPBPPPB,PBPPBP,3-1-3-1
BPBPBP,PPPBPPPB,PBPBPB,3-1-3-1
PPPBBP,PPPBPPPB,PPPBPB,3-1-3-1
BBPPBP,PPPBBBBB,BBBPBB,3-1-3-1
BBPBBB,PPPBBBBB,PPBPPB,3-1-3-1
PPPPBB,PPPBBBBB,PBPBPB,3-1-3-1
PPPBPP,BBBPBBBP,BPBBPB,3-1-3-1
BPPBPB,BBBPPPPP,PBBBPB,3-1-3-1
BPPBPB,PPPBBBBB,BBPBPP,3-1-3-1
PPBBPP,PPPBPPPB,BPPPPB,3-1-3-1
PPBPPP,BBBPPPPP,BPBBPB,3-1-3-1
PBPBBP,BBBPPPPP,PBBPPP,3-1-3-1
BBBPPP,BBBPPPPP,BBBPBB,3-1-3-1
BBPBPB,BBBPBBBP,BBPPBP,3-1-3-1
BPPBPB,PPPBBBBB,BBPPBB,3-1-3-1
PPPBBP,BBBPPPPP,PBBPPP,3-1-3-1
PBBPPP,PPPBPPPB,PBBBPB,3-1-3-1
BBBBBB,PPPBBBBB,BBPBBB,3-1-3-1
BBPPPB,BBBPBBBP,BPBBPP,3-1-3-1
PPBBBB,BBBPBBBP,PBBPBP,3-1-3-1
BPBPBP,PPPBPPPB,BPBPPB,3-1-3-1
PBPPBB,PPPBPPPB,BBPPPB,3-1-3-1
PPPBBB,PPPBPPPB,PPPBPP,3-1-3-1
PPPPBP,PPPBBBBB,BPBPPB,3-1-3-1
BPPBBB,PPPBPPPB,PPBBPP,3-1-3-1
BPPBBP,PPPBBBBB,PBPPPP,3-1-3-1
PPBBPP,BBBPPPPP,PBBBBB,3-1-3-1
PPBBBP,PPPBPPPB,PBPBPP,3-1-3-1
BPPBBP,BBBPBBBP,PBPPBP,3-1-3-1
BPPPBP,BBBPBBBP,PBBBBP,3-1-3-1
PBPBBB,PPPBPPPB,PPPBBP,3-1-3-1
BBPPPB,BBBPBBBP,PBPBBP,3-1-3-1
PPBPPB,BBBPBBBP,BPBPPP,3-1-3-1
BBPPBB,BBBPBBBP,BPPBPP,3-1-3-1
PPBBPB,BBBPBBBP,BPPPPB,3-1-3-1
BBPPBP,PPPBBBBB,BPBPBB,3-1-3-1
PBPBBB,PPPBPPPB,PPPBBB,3-1-3-1
PBPBPB,PPPBBBBB,BPBPPB,3-1-3-1
BBPPBB,PPPBPPPB,BBBBPP,3-1-3-1
PBPPBB,BBBPPPPP,PPPBBB,3-1-3-1
PBPBPP,BBBPBBBP,BBPPPB,3-1-3-1
PBPPPP,BBBPPPPP,PBPBBB,3-1-3-1
BPBBBB,BBBPPPPP,PPBBBB,3-1-3-1
BBPBPB,PPPBPPPB,BBBBPP,3-1-3-1
BBPBBP,PPPBBBBB,PBBPPB,3-1-3-1
PBPPBP,BBBPBBBP,BBBBBP,3-1-3-1
BBBPBP,BBBPBBBP,BBPBPP,3-1-3-1
PBPPBP,PPPBBBBB,PBBBBP,3-1-3-1
BBBBPB,BBBPPPPP,PBPBBP,3-1-3-1
BBPPBP,PPPBPPPB,BBPPPB,3-1-3-1
BBBPPP,BBBPBBBP,PPPPBP,3-1-3-1
PBBBPB,BBBPPPPP,BPPPBB,3-1-3-1
PBBPPP,BBBPPPPP,PPBBBB,3-1-3-1
PPPPBB,BBBPBBBP,BBBPBB,3-1-3-1
PPBBPP,PPPBPPPB,BBPPPB,3-1-3-1
PPPBBB,PPPBBBBB,PPBPPP,3-1-3-1
PPBBBP,PPPBPPPB,BBPPPP,3-1-3-1
PBPBPP,PPPBPPPB,PBBBPP,3-1-3-1
PPBBPB,PPPBBBBB,BPBPBP,3-1-3-1
BPBPBP,BBBPPPPP,BBPPPP,3-1-3-1
BBPBBP,BBBPBBBP,BPBBBP,3-1-3-1
BBBPBP,BBBPPPPP,BPPPBB,3-1-3-1
PPBPPP,BBBPPPPP,BPBBPP,3-1-3-1
BPBBPP,BBBPPPPP,PPPBBP,3-1-3-1
