before,wait_double,after,length,double_color
BPPBPB,PBPBPP,BPBBPB,6,P
PBPPBP,PBPBPP,BPBPBP,6,P
PBPPBP,BPBPBB,BPPPPB,6,B
PBPPPB,BPBPBB,BPPBPB,6,B
BBBPPB,BPBPBB,PBPBPB,6,B
PBPBBP,BPBPBB,PBBPBB,6,B
BBBBBB,BPBPBB,PBBBPB,6,B
BBPBPP,PBPBPP,BPPPPP,6,P
BPPPBP,BPBPBB,BBPPBP,6,B
BBBBPP,BPBPBB,BPBBPP,6,B
PBBPBP,BPBPBB,PBBPBB,6,B
BPBBBB,BPBPBB,BBPPPP,6,B
BPBBBP,BPBPBB,PBPBBB,6,B
BBPPBB,BPBPBB,BBPPPB,6,B
PPBBBB,BPBPBB,BPBPBB,6,B
BPBPBB,BPBPBB,PBBBBP,6,B
BBBBPP,PBPBPP,PPPPPP,6,P
PBPPBP,PBPBPP,BPBBPB,6,P
PBBBBP,PBPBPP,PPBPBP,6,P
PBPPPP,BPBPBB,BPBPPB,6,B
BPPBPB,PBPBPP,PPPBBB,6,P
PPBBBP,BPBPBB,PBPBPB,6,B
PBPBBP,BPBPBB,PPBPBB,6,B
BBBBPP,PBPBPP,PPPBBB,6,P
BBBBBP,PBPBPP,BBPPPB,6,P
BPPBBP,PBPBPP,PPPPPB,6,P
PPPPPP,BPBPBB,PPBBPP,6,B
BBBBPB,BPBPBB,PBBPBB,6,B
BBPBBB,PBPBPP,BBPBPP,6,P
BBPPPB,BPBPBB,PBBBBB,6,B
PPBPPB,PBPBPP,BPBPBP,6,P
PBPPBP,BPBPBB,BPBPBB,6,B
BPBPBB,BPBPBB,PPPPPB,6,B
BBPPPP,BPBPBB,BPPBPB,6,B
BPBBBP,PBPBPP,PPBBPP,6,P
PPBBPP,BPBPBB,BPPBBB,6,B
PPPBBP,PBPBPP,BPPPPP,6,P
PBPPPP,BPBPBB,BBPBPP,6,B
PPPBBP,BPBPBB,PPBPBP,6,B
PBBPPB,PBPBPP,BPPBPB,6,P
PBPPBP,PBPBPP,PBBPBB,6,P
PBBPBB,BPBPBB,BPBPPB,6,B
BBBPBP,BPBPBB,BBBBPB,6,B
PBPPBP,BPBPBB,PBBBBP,6,B
BBBPPP,BPBPBB,PBPPPB,6,B
BBPPBB,PBPBPP,BBPBBP,6,P
BBPBPP,PBPBPP,BBBPBP,6,P
PBBBPP,BPBPBB,PPBPPB,6,B
BBPPPP,BPBPBB,BBBBPP,6,B
BBBBBP,PBPBPP,BBPBBP,6,P
BPPBBB,BPBPBB,BBPBPP,6,B
PPPBPB,PBPBPP,BBBPPB,6,P
BBPPPP,BPBPBB,BBBPBB,6,B
PPPPPP,BPBPBB,PPBPPP,6,B
PPPBPB,PBPBPP,PPBBBP,6,P
BBPBPP,BPBPBB,BBPPBP,6,B
PBBPPP,PBPBPP,PBPBBP,6,P
BPPBPB,PBPBPP,BBBBBP,6,P
BBPBPB,PBPBPP,BPPPBB,6,P
PPPBBB,PBPBPP,BBBPPB,6,P
PBPBPB,PBPBPP,BBPPPB,6,P
BBBPBB,BPBPBB,BBBBBB,6,B
PPBBBP,PBPBPP,BPBPBP,6,P
BBBPBP,BPBPBB,BBBPPB,6,B
PBBPBP,PBPBPP,BBBPPB,6,P
BBBPBB,BPBPBB,BPPPBP,6,B
BBBPPB,PBPBPP,BPBBBP,6,P
BPBBBP,BPBPBB,BBPPPP,6,B
PPBBBB,BPBPBB,BBBPPP,6,B
BPPBBP,PBPBPP,BPPBBP,6,P
PPBPPB,BPBPBB,PPBPPB,6,B
PPPPBP,BPBPBB,BPPBBB,6,B
BBBBBP,PBPBPP,BBBBBP,6,P
PBPPPB,BPBPBB,BBPBBP,6,B
BBPBBP,PBPBPP,PPPPBB,6,P
PPPPBB,PBPBPP,PPPBBB,6,P
PBBBBB,BPBPBB,PBPBPB,6,B
PBPBBP,BPBPBB,BBPBBP,6,B
PPBBBP,PBPBPP,PBBBPP,6,P
BBBPPB,BPBPBB,BPBPBB,6,B
BPBPBB,BPBPBB,PPPPPP,6,B
PPBBPB,BPBPBB,BBPPPP,6,B
PPBPPP,BPBPBB,PBPPBP,6,B
BBPPPP,PBPBPP,BBBPBB,6,P
BBBPBB,PBPBPP,BBBBPP,6,P
PPPPBP,BPBPBB,PBPPPB,6,B
BBPBPP,PBPBPP,PPBPBB,6,P
BBPPPB,PBPBPP,PBPBPB,6,P
BPBPPP,BPBPBB,BBPPPP,6,B
BPBBBP,PBPBPP,BBBPBB,6,P
BBPPBB,BPBPBB,BPBBPB,6,B
PBBPBB,BPBPBB,PBPBPP,6,B
BPBPBB,PBPBPP,BPPPBP,6,P
PPBBBP,PBPBPP,PPPBBB,6,P
PPPPBB,PBPBPP,PBBBBP,6,P
BPBBPP,BPBPBB,BPBBBB,6,B
BPBBBB,PBPBPP,BPPBBB,6,P
BBBBBP,BPBPBB,BPBBBP,6,B
PBBBPB,BPBPBB,PBBPBB,6,B
BBPPPP,BPBPBB,PBBPPB,6,B
PPBBBP,BPBPBB,BBPPPP,6,B
BPPPPP,BPBPBB,PBBBPB,6,B
PBPPPB,PBPBPP,BBBBBP,6,P
PBBPPP,PBPBPP,BPBPPP,6,P
BPPBPB,PBPBPP,BPPBBB,6,P
BBBBBB,PBPBPP,BPBPPP,6,P
BBPPPB,BPBPBB,PBBPPB,6,B
BBPPPP,BPBPBB,BPPBBP,6,B
BBBPPB,BPBPBB,PPBPPP,6,B
PPPBBB,BPBPBB,PPPBBB,6,B
BBPPBB,BPBPBB,BPPPPB,6,B
BPPPBB,BPBPBB,PBPPBP,6,B
BPBPPP,PBPBPP,BBPPPP,6,P
BPPBPB,PBPBPP,PBPBPB,6,P
PPPBPB,PBPBPP,PPPBBB,6,P
BPBBBB,BPBPBB,PPBPPP,6,B
BPPBBB,BPBPBB,BBPBBB,6,B
BBBBBB,PBPBPP,BBPBBP,6,P
BPPPPB,BPBPBB,PPPPBB,6,B
PPPBPP,PBPBPP,BBBBPB,6,P
BBBPPB,BPBPBB,PPPBPB,6,B
BBBPPB,BPBPBB,PPBPPB,6,B
BPPPBP,PBPBPP,PPPBPB,6,P
PPPPPP,PBPBPP,BBBBPB,6,P
BPBPPB,PBPBPP,PBPPBB,6,P
BPBBPP,PBPBPP,BBBBBB,6,P
BBBBBP,BPBPBB,PBPBPB,6,B
PBPBBP,BPBPBB,BBPBBP,6,B
BBBPPB,BPBPBB,PBBPBP,6,B
PBBPPB,BPBPBB,BPPPPP,6,B
PBPPBB,BPBPBB,PPBBBB,6,B
PBPBBB,PBPBPP,PPPBBB,6,P
BPPPBP,BPBPBB,PBBBBP,6,B
BBPBBB,BPBPBB,BBPBPB,6,B
PBPBBB,BPBPBB,BBBBBB,6,B
PPPBPP,PBPBPP,BPBBBB,6,P
BPPPPB,PBPBPP,PPBBPP,6,P
PPPBPB,PBPBPP,BPPPBP,6,P
BPPBBP,PBPBPP,PPBPBP,6,P
BPBPPP,PBPBPP,PBPPPB,6,P
BBBBPP,BPBPBB,BPPPPB,6,B
PBBPPP,PBPBPP,BPBPBP,6,P
PBPBBP,PBPBPP,PPPBBB,6,P
PPBBPB,PBPBPP,PPBBPB,6,P
BPPPPB,BPBPBB,BPPBBB,6,B
PBBBPP,BPBPBB,BPBBBB,6,B
PBBBBB,BPBPBB,PBBPPP,6,B
BBPPPB,BPBPBB,PBPBPP,6,B
BPBPBB,PBPBPP,PBPPPB,6,P
PPBBPB,PBPBPP,PPPBBB,6,P
PBBPPB,PBPBPP,BBBPPP,6,P
BPPPPB,BPBPBB,BBPPBP,6,B
PPPBBP,BPBPBB,BPBBPP,6,B
PBPBBB,BPBPBB,BBBBBB,6,B
BBBBPP,BPBPBB,PPBPBB,6,B
BPBBPB,BPBPBB,PBBBBB,6,B
BBBBBB,PBPBPP,BPPPPP,6,P
PPPPPP,BPBPBB,PPPPBB,6,B
BPPPPB,PBPBPP,PPBBPP,6,P
PBBPBB,BPBPBB,PPPPBP,6,B
PPPPBP,BPBPBB,BPBBBP,6,B
BPBBBB,PBPBPP,PPPBPB,6,P
PBPBBB,PBPBPP,BBBPBP,6,P
BBPBBP,BPBPBB,BPPPBP,6,B
BBBBBP,PBPBPP,BPBBPB,6,P
BPPBPB,BPBPBB,PPBBPB,6,B
BBPBPP,BPBPBB,BBBPBB,6,B
BBPBPP,PBPBPP,BBBPPP,6,P
PBPPPB,PBPBPP,BPPBPB,6,P
BPPBPP,BPBPBB,BPBBPP,6,B
PPBBBB,PBPBPP,PBBBBP,6,P
BBPBBP,PBPBPP,BPBPBB,6,P
PBPBPP,BPBPBB,PBBPBB,6,B
PPPBBP,PBPBPP,PPBPPP,6,P
BPBBPB,PBPBPP,PBPPBB,6,P
PBPPPP,PBPBPP,BPPPBP,6,P
BPBPPP,BPBPBB,PBPPPB,6,B
PPBPBP,BPBPBB,BBPPPB,6,B
PBPPPP,PBPBPP,BPPBBB,6,P
BBBBBP,PBPBPP,PBPBBB,6,P
PPBPBB,BPBPBB,PPBBBP,6,B
BPBBPB,PBPBPP,BBBPPP,6,P
BPBBPB,PBPBPP,PPPPBP,6,P
PBPPPB,PBPBPP,PPPPPP,6,P
PPPBPP,BPBPBB,BBPPBP,6,B
PPBPPP,PBPBPP,PPPBPB,6,P
BBPPBB,BPBPBB,PPBBBB,6,B
PPPPPB,PBPBPP,PBPBBB,6,P
PBBBPB,PBPBPP,BPPBPP,6,P
BBBPBP,PBPBPP,BPBBBP,6,P
PPBPBB,PBPBPP,BBBPBB,6,P
BPBBPB,BPBPBB,BBPBPB,6,B
PBPBBB,BPBPBB,PBBPBB,6,B
PPBBBP,PBPBPP,BPPPPB,6,P
BPPPBP,PBPBPP,BBBBPB,6,P
PBBBPP,BPBPBB,BPBPPP,6,B
PPBBPP,BPBPBB,PBBPBP,6,B
PBBPBB,PBPBPP,PBBBBB,6,P
BBPPBP,PBPBPP,BBPPBB,6,P
BBPPBP,PBPBPP,BPPBBP,6,P
PBBBBB,PBPBPP,BBPBBP,6,P
BBPBBP,PBPBPP,BPBBBB,6,P
BBBBBB,PBPBPP,PBPBPB,6,P
BPBPPP,BPBPBB,PBPPBB,6,B
PBBBBB,BPBPBB,BBPPPB,6,B
PBBBBP,PBPBPP,BBPPPP,6,P
BBPPBB,BPBPBB,PBPPPP,6,B
BBPBBB,BPBPBB,PPPBBB,6,B
BBBBPB,BPBPBB,PPBPBB,6,B
PPBPBP,BPBPBB,BBPPPB,6,B
PPBPPP,PBPBPP,BPPBPB,6,P
PBPPBP,PBPBPP,BPBBPB,6,P
PBPPBP,PBPBPP,BPPPPP,6,P
BPBBPP,PBPBPP,PBPBPP,6,P
PBPBPP,PBPBPP,BPPBPP,6,P
PBPPBP,PBPBPP,PBBBBP,6,P
BBPBPP,PBPBPP,BBBBBB,6,P
PBBBBP,PBPBPP,BBBBPB,6,P
BBPPPB,BPBPBB,PBBBPB,6,B
PBBPBB,BPBPBB,PPPBBB,6,B
BBBBPB,BPBPBB,BBBPPB,6,B
BPBBPB,PBPBPP,PBBBBB,6,P
BBPBBP,BPBPBB,BBPPBP,6,B
PPPBBB,PBPBPP,PPPPPP,6,P
PPPPPP,PBPBPP,BPBPBP,6,P
PPBPBP,BPBPBB,BPBBPP,6,B
PPPBBB,PBPBPP,PBPBPP,6,P
PBPBPP,PBPBPP,PBPBBB,6,P
PBBBPP,BPBPBB,BPPPBB,6,B
PPPBBB,PBPBPP,BBBBBP,6,P
PPPBPP,BPBPBB,PPBBPB,6,B
BPPPBP,PBPBPP,BPBPBP,6,P
BPBPPB,PBPBPP,PBBPBB,6,P
PBPBPB,PBPBPP,BPBBBB,6,P
PPBPBP,BPBPBB,BBBPPP,6,B
PBBBBB,BPBPBB,PBPBPB,6,B
PBPBBP,BPBPBB,PPPBPP,6,B
BPBBPB,BPBPBB,BBPPBB,6,B
PPPBBB,BPBPBB,BBBBPP,6,B
BBPBBP,BPBPBB,PBPPBP,6,B
BBBBPB,PBPBPP,PBBBPP,6,P
PBBBBP,PBPBPP,BBBPPP,6,P
BBBBPP,PBPBPP,BPBBPB,6,P
PBBBBP,PBPBPP,PPPPBP,6,P
PPPBBB,PBPBPP,PPBBPP,6,P
PPBPPB,PBPBPP,PPBPBB,6,P
BBPPPP,BPBPBB,BBBPPP,6,B
BBPPBB,BPBPBB,PPPPBP,6,B
PPPBBB,BPBPBB,PBBPPP,6,B
BBBBBB,BPBPBB,BPBPBP,6,B
PBPBBB,PBPBPP,BBBBBB,6,P
BPBBBP,PBPBPP,BBPPPP,6,P
PPPPBP,PBPBPP,PPBBBB,6,P
BPPBPB,PBPBPP,PBPBBB,6,P
BBPPBB,BPBPBB,BPPBPB,6,B
PPBBBP,BPBPBB,BBPBBB,6,B
PBBPBP,BPBPBB,BPPBBP,6,B
PBBBBP,BPBPBB,BPBPBP,6,B
PBPBBB,PBPBPP,BPBPBB,6,P
PBPBPP,BPBPBB,BBBPPP,6,B
BBBPBB,BPBPBB,BPPPBB,6,B
BBPPPB,BPBPBB,BBBBBB,6,B
BBPBBB,PBPBPP,BPBPBB,6,P
BPPBPP,PBPBPP,BPBBBB,6,P
PBBPBB,PBPBPP,BBBBBP,6,P
PPBBBB,BPBPBB,BPBPBB,6,B
PBPBPP,BPBPBB,BBBPPB,6,B
PBPPPB,BPBPBB,BPBBBB,6,B
BBBPBB,BPBPBB,PBBBPP,6,B
PBBBBP,BPBPBB,PPPPPB,6,B
PPBBBB,PBPBPP,BPPBPB,6,P
PBPPPB,BPBPBB,BBBPBP,6,B
PPPBBB,BPBPBB,BBPPBP,6,B
PBPPPP,PBPBPP,PBPPPP,6,P
BBBBBP,PBPBPP,PPBPBP,6,P
PPPBPB,BPBPBB,BPPPBP,6,B
BBBPPP,BPBPBB,BPBPBB,6,B
BPBPBB,BPBPBB,PPBPBB,6,B
PPPPBB,PBPBPP,BPBBBB,6,P
PBBPPB,PBPBPP,PBPBBP,6,P
PPPBPP,PBPBPP,PPBBBP,6,P
PPPBPP,PBPBPP,PBPPBB,6,P
PPBPPB,BPBPBB,BBPPPB,6,B
BBBBBP,PBPBPP,BBPPBP,6,P
PBBPPB,PBPBPP,PBBBBP,6,P
BPPPBB,PBPBPP,BBPPBP,6,P
PPBBPP,BPBPBB,PBBBBB,6,B
BPPBBP,BPBPBB,BBPPPP,6,B
PPPBBP,BPBPBB,PBBPPP,6,B
PBBPPP,PBPBPP,BBBPBP,6,P
PPPPBP,PBPBPP,BBBPPB,6,P
BBPBBP,BPBPBB,PPBPBB,6,B
BPPPBP,BPBPBB,PPPBPB,6,B
BPBBBB,PBPBPP,PPBBBP,6,P
PPBBBP,PBPBPP,BPPPPB,6,P
BPPBBB,PBPBPP,PPBPBB,6,P
BPPBBP,PBPBPP,PPPBBP,6,P
PPBBPP,BPBPBB,PBPBBP,6,B
BPPBPP,BPBPBB,BPPPPP,6,B
PBBBBB,BPBPBB,BBPBBP,6,B
BBBBBB,PBPBPP,BBBPPB,6,P
BPBBBB,PBPBPP,PBPPPB,6,P
BBPBPP,PBPBPP,BPBPBB,6,P
PBPBPP,BPBPBB,BBBPPP,6,B
BBPBPB,PBPBPP,BBBPBP,6,P
PBPPBB,BPBPBB,BBPPPP,6,B
BPBBPB,PBPBPP,PBPPPP,6,P
PPPPPP,PBPBPP,BBPPBP,6,P
PBPPBB,BPBPBB,BBBBBB,6,B
PPPBPB,PBPBPP,BPBBBP,6,P
PPPBPB,BPBPBB,PPPPBP,6,B
BBPPBB,BPBPBB,BPBPPB,6,B
PPPBPP,PBPBPP,BBPBPP,6,P
PBBPBP,PBPBPP,BPPPPB,6,P
PPBPBP,BPBPBB,BBPPPP,6,B
BPPPPB,BPBPBB,PPBPPB,6,B
BBBBPP,BPBPBB,PPBPBP,6,B
PBPBBP,PBPBPP,BPBPBP,6,P
PBPPBP,BPBPBB,PPPPBP,6,B
BPPPBB,BPBPBB,BPBPPB,6,B
BPPPPB,PBPBPP,BPBBPP,6,P
PPPPPP,BPBPBB,PBBBBP,6,B
BBBBPB,BPBPBB,PBBPPB,6,B
PPPPPP,PBPBPP,BBBBBP,6,P
BBBBBP,PBPBPP,PBBPPP,6,P
PPBBBP,PBPBPP,PPBBPB,6,P
BBBBPP,BPBPBB,PPPBBP,6,B
BPBBPP,BPBPBB,PBBPBP,6,B
PBPPPB,BPBPBB,BBBBBP,6,B
BBBBBB,BPBPBB,PBBPBP,6,B
PBBPBB,PBPBPP,BPBBPP,6,P
PBPPBB,BPBPBB,BBPPPB,6,B
BBPPPB,BPBPBB,BPPBBP,6,B
PPPBPB,BPBPBB,BBBBBP,6,B
BBBBBB,BPBPBB,PBPPPP,6,B
PBPPBP,PBPBPP,BBPPPB,6,P
BBBBPB,BPBPBB,BPPPBB,6,B
PBPPPP,PBPBPP,PBBPBB,6,P
BBBPBP,BPBPBB,BBBBPB,6,B
BBBPPB,PBPBPP,BPPBBB,6,P
BPPBBB,PBPBPP,PBPPPB,6,P
PBBBBP,PBPBPP,PPPPPP,6,P
PBBPBB,PBPBPP,BBPBPB,6,P
PPBBPB,PBPBPP,BPPPPP,6,P
BBPBBB,PBPBPP,PPBPBP,6,P
BPPPPB,PBPBPP,BBPBPP,6,P
PPPBPB,PBPBPP,PBBPBP,6,P
BPPPBB,PBPBPP,PBPBPP,6,P
PBBPBB,PBPBPP,PBPPBP,6,P
BPPPBP,PBPBPP,BPPBPB,6,P
PPPPPB,PBPBPP,BPPBBB,6,P
BPPPPP,PBPBPP,PBPBPB,6,P
BBPPPP,BPBPBB,PPBPBP,6,B
BPBBPP,BPBPBB,PBPBBP,6,B
PBPBBP,PBPBPP,PPBBBB,6,P
BBBBPB,PBPBPP,BBPPPP,6,P
BPBPPB,PBPBPP,PPPBBB,6,P
BBPPPP,PBPBPP,BBBPPP,6,P
PPBBBP,BPBPBB,BBBPBP,6,B
PBBBBB,PBPBPP,BPBBPB,6,P
BPPBPP,BPBPBB,PPBPPP,6,B
PPPBPB,BPBPBB,PPBBPP,6,B
PBPPPB,PBPBPP,PBPBBP,6,P
PBBPPP,BPBPBB,BPBPBP,6,B
BBBBPP,BPBPBB,PBPPPB,6,B
PBPPPP,PBPBPP,BPBBPP,6,P
PPBBBB,BPBPBB,PPPPPP,6,B
PPPPBP,BPBPBB,PBPBPB,6,B
PBPBBP,BPBPBB,PPBPBB,6,B
PPPBPB,PBPBPP,PPPBBB,6,P
BBPBBB,PBPBPP,BPPPPP,6,P
PBBBBP,PBPBPP,PBPBBB,6,P
BBBPPP,PBPBPP,PPPBPB,6,P
BBPPPP,PBPBPP,BBPPPP,6,P
BBPBBB,BPBPBB,PBBBBP,6,B
BBPBBB,BPBPBB,PBBBPP,6,B
PPPBBB,BPBPBB,PPPBPB,6,B
BPBBBB,PBPBPP,BBBBPB,6,P
BBPPPB,PBPBPP,BPBPPP,6,P
PPPBPP,PBPBPP,PPPPBP,6,P
BBBPBB,BPBPBB,PBBBPB,6,B
BPPPPB,BPBPBB,PPPPBP,6,B
PBBBPB,PBPBPP,PBBPBP,6,P
PPPBBP,BPBPBB,BBBPPP,6,B
PPPBPP,PBPBPP,BPBPPP,6,P
BPPBPB,BPBPBB,BPPPPP,6,B
PBBPPB,BPBPBB,BBBBPB,6,B
BBBPPB,PBPBPP,PBBBPP,6,P
PPBBBB,BPBPBB,BBBPPB,6,B
PBPPPB,BPBPBB,BBBBPP,6,B
BBBPPP,BPBPBB,PPBBBP,6,B
PPBPBP,BPBPBB,PPBPBP,6,B
PBPBBP,PBPBPP,PPPPBB,6,P
BBBPPB,PBPBPP,BBBBPB,6,P
PBPPBB,BPBPBB,BPBBBP,6,B
BBPPBB,PBPBPP,BPBPBP,6,P
BPBPPB,PBPBPP,BPPBPB,6,P
PPBPPB,PBPBPP,PPBBBB,6,P
BBBBPP,BPBPBB,PPBBBP,6,B
BPBPPP,BPBPBB,BPBPBP,6,B
BPBBBP,BPBPBB,BBBPPB,6,B
BPBPBB,PBPBPP,PBPBBP,6,P
PPBPPP,PBPBPP,BBPPPB,6,P
PPPPBB,BPBPBB,PBBPPP,6,B
BBBPPB,PBPBPP,PPBBPB,6,P
BPPBPB,BPBPBB,PBPBBB,6,B
BPPPPB,PBPBPP,PPPBBB,6,P
PBBBBP,BPBPBB,PBBBPB,6,B
BBBPBB,PBPBPP,BBPBPP,6,P
BBPBPP,BPBPBB,PPBPBP,6,B
BPBBPP,BPBPBB,PBBPPP,6,B
PPBBPP,BPBPBB,PBPPBP,6,B
PPPPPB,BPBPBB,PBBPPB,6,B
PPPBBB,PBPBPP,PBPBPB,6,P
PPPPBP,BPBPBB,PPPPBB,6,B
PBBBBP,PBPBPP,BBBPPP,6,P
BBPBBP,BPBPBB,PPPPBP,6,B
BPBBBP,BPBPBB,PPBPBP,6,B
BPBBPP,BPBPBB,PPBBBP,6,B
PPBBBP,PBPBPP,BPBBBP,6,P
BBPBPP,PBPBPP,PBPBPP,6,P
PBPBPP,PBPBPP,BBPPPP,6,P
BBBPBB,PBPBPP,PPBBBB,6,P
PPPBBB,PBPBPP,PPBPPB,6,P
PPPPBP,PBPBPP,BBBPPB,6,P
PBPBBP,BPBPBB,PPBPPB,6,B
PPBPPP,PBPBPP,BPPBPB,6,P
PBPPBB,PBPBPP,PBBPBP,6,P
BBBPBP,PBPBPP,PBPBPP,6,P
PBPBPP,PBPBPP,PBPBBP,6,P
BBPPPP,PBPBPP,BBPPPP,6,P
PBPBPB,PBPBPP,BPPBBP,6,P
BBPBBP,BPBPBB,BPBBPP,6,B
PBBPPP,BPBPBB,BBBPPP,6,B
PBBPPP,BPBPBB,BBPPPP,6,B
PPPPPB,BPBPBB,PPBBBB,6,B
BPPPPP,PBPBPP,PBBBPP,6,P
PBBPBB,PBPBPP,PBPBBB,6,P
BBPBPP,PBPBPP,BBBBPP,6,P
PBBPBP,BPBPBB,PBBPPP,6,B
PBBBBP,PBPBPP,BBBBPB,6,P
PBPBBB,PBPBPP,BPBBBB,6,P
PBBBBB,PBPBPP,BPBBPP,6,P
PBBPPB,PBPBPP,BPPPPB,6,P
BBPBBB,PBPBPP,BPBPBP,6,P
PBPPBP,BPBPBB,PPPBPB,6,B
PBPPPB,BPBPBB,PPBPBB,6,B
PBBPBB,BPBPBB,PPPBPB,6,B
PPPPPP,BPBPBB,BPBPBP,6,B
BPBBBP,BPBPBB,BBBBBB,6,B
PPPPPP,BPBPBB,PPBPBB,6,B
PBBPPB,PBPBPP,BPBBBB,6,P
BPBBBP,BPBPBB,BPBBPP,6,B
BBPPBP,PBPBPP,PPBBBB,6,P
BBBPBP,BPBPBB,BPBPPP,6,B
BPBBBP,BPBPBB,PBBPBB,6,B
BPPPBP,PBPBPP,BPBPBP,6,P
BPPBPB,PBPBPP,PPBPBB,6,P
BPPBBP,BPBPBB,BPBBBB,6,B
PPBBPB,PBPBPP,BPBPBB,6,P
PBPBPP,BPBPBB,BBBBBP,6,B
PBPPBB,PBPBPP,PPBBPB,6,P
PPPPBB,PBPBPP,BPBBPP,6,P
PBBPPB,BPBPBB,PPPBPP,6,B
PBPPPB,BPBPBB,BBBPPB,6,B
BPBBPB,BPBPBB,BPBBBB,6,B
PBPPPB,PBPBPP,PBBBBB,6,P
PPPBPB,PBPBPP,PPBPBB,6,P
BBBPBP,BPBPBB,BPPBBB,6,B
PPPPBP,BPBPBB,PBPBPP,6,B
BPBPBB,PBPBPP,BPBBPB,6,P
BPBPPB,PBPBPP,BPBBPB,6,P
PPBBPB,BPBPBB,PBBBPP,6,B
PPPPPP,BPBPBB,BBBBBB,6,B
BBPBBP,BPBPBB,PBPPBP,6,B
PPBBBB,BPBPBB,BBBPBB,6,B
PBPPPP,PBPBPP,PPPPBB,6,P
PPPPBP,BPBPBB,BPPBPP,6,B
BBBPPP,PBPBPP,BBBPBP,6,P
PPBBBP,BPBPBB,PBBPBB,6,B
BBPPBP,PBPBPP,PPPPBP,6,P
BPPPPP,PBPBPP,BPBPPP,6,P
PBBBBB,PBPBPP,BPPPPB,6,P
PPPPBP,BPBPBB,BBPPPP,6,B
BBBBBP,BPBPBB,PBPBPB,6,B
PBPBBP,BPBPBB,BPBPPB,6,B
BPPBBB,PBPBPP,PPPPPB,6,P
PPBPPB,BPBPBB,PPBBBP,6,B
PPBPPB,BPBPBB,BPPBBB,6,B
BPBBPP,BPBPBB,BBBPPB,6,B
BPPPPP,PBPBPP,PBPBBB,6,P
BPBPBP,BPBPBB,PBPBBP,6,B
BBPPPB,PBPBPP,PBBBPB,6,P
BPPPBB,BPBPBB,PBPPPP,6,B
BPBBBB,BPBPBB,PBPPPB,6,B
PBPPPB,PBPBPP,BPPBBP,6,P
BPPPBB,PBPBPP,PBPPBB,6,P
BBBPPB,BPBPBB,BBPBBP,6,B
BBPPPP,PBPBPP,BBPPBB,6,P
BBBPBB,BPBPBB,BPBBPP,6,B
PBBPPB,PBPBPP,BBBBBP,6,P
BBBBPB,BPBPBB,BPBPBB,6,B
BPBPBB,BPBPBB,BPBBBP,6,B
BBPPPB,BPBPBB,PBPBBP,6,B
PBPBBP,BPBPBB,BBBPBP,6,B
BBBPBP,PBPBPP,BBBBPB,6,P
PPBBPB,PBPBPP,BBBPBP,6,P
BBBPPP,PBPBPP,BPBPPB,6,P
PBPPPB,PBPBPP,PBPPBB,6,P
BBBPPB,BPBPBB,BBPPBP,6,B
PPBPBB,BPBPBB,BPPPBB,6,B
BPPPPB,BPBPBB,PBBPBB,6,B
BBBPPP,PBPBPP,BBBPBB,6,P
BBBPPP,PBPBPP,BPBPBP,6,P
BPPBPB,PBPBPP,BPBBBP,6,P
BBPBBP,PBPBPP,PPPBPB,6,P
PPPBPB,PBPBPP,BPPPPB,6,P
BPBBPP,PBPBPP,BBBPPP,6,P
BBPBBP,BPBPBB,PPBBPP,6,B
BBBBPB,BPBPBB,PPPPPB,6,B
BPPBBB,PBPBPP,PBBBBP,6,P
PPPBBB,BPBPBB,PPBBPB,6,B
BBBPPB,PBPBPP,PPBPPP,6,P
BBBPBB,BPBPBB,BPBBBP,6,B
BBBBPP,PBPBPP,PBPPBB,6,P
PPBPBP,BPBPBB,BBPPBB,6,B
PBPBBP,PBPBPP,BPPBBB,6,P
BBBBBP,BPBPBB,PPBPBP,6,B
PBPBBP,PBPBPP,BBPBPP,6,P
BBPPPB,BPBPBB,PPBPPP,6,B
PBBBBP,BPBPBB,BPBBPB,6,B
BPPBBP,BPBPBB,PPPPPB,6,B
PBPPPB,BPBPBB,PBPPBB,6,B
PPPPBP,PBPBPP,BPBBBB,6,P
PPPBBP,PBPBPP,PBBBPP,6,P
PPPBBB,BPBPBB,PPPPPB,6,B
BBPPPP,PBPBPP,BBBBPB,6,P
PPBBBB,PBPBPP,PPPPBB,6,P
BPPPBB,BPBPBB,BBBBBB,6,B
BPPBPB,PBPBPP,PBBBBP,6,P
PPBBPB,BPBPBB,BPBPPP,6,B
BBBBPP,BPBPBB,PPPBBP,6,B
BBPPPB,BPBPBB,PPBPBP,6,B
PBBPPB,PBPBPP,PBPPBP,6,P
BPPPBP,PBPBPP,BPBBBP,6,P
BBBBBB,PBPBPP,BBPPPP,6,P
PPBBBB,PBPBPP,BPBBPB,6,P
PPBPBB,PBPBPP,BBPPPB,6,P
BBBPPB,PBPBPP,BBPBBP,6,P
PBBPPP,BPBPBB,PPBBPB,6,B
PBBPBB,PBPBPP,BBPBBP,6,P
BBPBBP,BPBPBB,PBBBBB,6,B
PPBPBP,BPBPBB,PBBPPB,6,B
PBPPBB,PBPBPP,PPPBBB,6,P
PBBPPB,BPBPBB,BBPBPP,6,B
PPPPPP,BPBPBB,PBBBBB,6,B
PBBBPP,PBPBPP,BPPBBP,6,P
PBBPPP,BPBPBB,PPPPPP,6,B
PPBBBP,BPBPBB,BPBBBP,6,B
