ก่อนเกิด,ช่วงเกิด,หลังเกิด
PPB,PPBBBTTPPP,TTP
BTP,TTPPPBBTTT,BBT
PBP,BBTTTPPBBB,PPB
TBP,BBBTTBBBTT,BPB
TPB,TTTPPBBBTT,PTB
TBT,BBBTTBBBTT,BPP
TTT,BBBPPBBBPP,BBT
BBB,PPPTTPPPBB,
TBB,PPBBBTTBBB,PTP
PPT,PPBBBTTBBB,
PTP,TTTBBTTTBB,PBB
TTP,BBPPPTTBBB,TBB
BTT,BBTTTBBPPP,TPT
PBP,TTTBBPPPBB,TTB
BBT,PPPBBPPPBB,TT
PPT,PPTTTBBPPP,TPB
PBT,PPPTTPPPBB,PBT
BTB,PPTTTPPBBB,TBP
PPT,PPBBBPPBBB,PBP
B,TTTPPTTTPP,TBB
PTP,BBBTTPPPTT,BBT
TTT,PPTTTBBPPP,BBB
BBP,BBPPPBBTTT,PPP
BBT,PPPBBPPPBB,PTP
TPB,PPPTTPPPBB,TTB
BPB,PPBBBPPBBB,PBB
TPT,PPPTTPPPTT,PTP
PPB,TTTPPBBBTT,BBB
TBT,BBPPPTTPPP,BBB
BBT,PPBBBTTBBB,PPP
TTT,PPPBBPPPTT,BPT
BTP,TTTBBPPPBB,TBP
TBT,BBPPPBBTTT,
BPB,PPPTTPPPBB,TBP
BBT,PPPBBPPPTT,PBT
TTT,PPPTTBBBPP,TPP
TTT,BBTTTBBPPP,BBB
BTB,PPTTTBBPPP,BPB
P,BBBTTBBBPP,BPP
BTT,BBPPPTTPPP,TPB
PPT,BBPPPBBTTT,PBT
BTT,PPTTTBBPPP,TPT
PTP,TTPPPBBPPP,TBT
PPB,PPPBBPPPBB,TBP
TTB,TTTBBTTTBB,PPP
PTT,PPTTTBBPPP,TPP
PPP,BBPPPTTBBB,PTT
BPT,PPBBBPPTTT,BBP
TTP,TTTPPTTTBB,TPB
PTP,BBBTTPPPBB,TBP
BTB,TTBBBPPTTT,PTB
PTT,BBTTTPPBBB,TBP
PTB,PPPBBPPPBB,PBT
BBT,BBTTTPPTTT,PBT
BTP,TTTBBPPPBB,TBT
TTT,PPTTTPPTTT,BPT
,BBPPPBBPPP,TTB
BPT,BBBPPBBBPP,BBP
BTB,TTTPPBBBTT,PPT
PPB,PPPBBTTTPP,BPP
TTT,PPPTTPPPTT,BTP
BBT,PPPBBTTTPP,BTB
TBP,BBBPPTTTPP,TTB
TBB,PPBBBPPTTT,PPB
TPB,PPPBBPPPBB,TT
PPP,BBBTTBBBTT,PTP
TPB,PPTTTBBTTT,PBP
PTP,TTTBBPPPTT,PTT
PPB,TTBBBPPBBB,TPB
TTT,PPPTTBBBPP,TBB
TBP,TTTPPTTTPP,BBT
P,BBBTTBBBPP,BBT
BTT,PPBBBPPTTT,BTB
TP,TTPPPBBPPP,BBT
BPB,TTPPPTTPPP,
TTT,BBPPPTTPPP,BTT
BPB,TTTPPTTTPP,TBT
PTB,PPPBBTTTBB,
PPT,PPTTTPPTTT,
BPT,PPPTTBBBPP,TTP
BBP,BBBTTBBBTT,
TBB,PPBBBTTBBB,PPP
BTT,BBPPPTTPPP,TTT
BBP,BBPPPTTPPP,TTB
PBB,TTBBBPPTTT,PPB
TTB,TTBBBPPTTT,BBP
BBP,TTTBBTTTPP,TPT
TPT,BBTTTPPBBB,PPB
TPB,TTBBBPPTTT,BBT
BTP,BBBPPBBBPP,TPP
TBB,PPBBBTTBBB,TBT
TPB,TTPPPBBPPP,BBB
PTP,BBTTTBBPPP,TBP
TTT,BBPPPTTPPP,TTB
BPB,PPPBBTTTPP,BTT
PBB,PPTTTPPTTT,PTP
PBP,TTBBBTTBBB,TTP
PPB,TTPPPTTBBB,PBT
TTB,TTTPPTTTPP,BTP
PBP,TTPPPBBPPP,TBT
T,PPTTTPPTTT,PPP
TBB,TTPPPTTBBB,PTB
TPB,TTTPPTTTPP,TPB
TTP,BBBTTPPPTT,PBT
PPT,PPTTTBBTTT,PPT
BTP,BBBTTPPPTT,BTT
BBP,BBBTTBBBTT,BB
BBB,TTTPPTTTPP,TTT
BPP,TTPPPTTBBB,TBP
BBT,BBBTTBBBPP,TBB
PPP,TTBBBTTBBB,PBP
PTB,TTBBBPPBBB,TBT
PPB,TTBBBPPBBB,PBB
PP,BBPPPTTPPP,TTP
BBP,BBBPPBBBTT,PTP
TTB,TTTPPTTTPP,BTT
BBT,PPPTTPPPTT,BBT
PTB,TTTPPTTTPP,BBP
BTP,TTTPPTTTBB,TTB
TBT,BBPPPBBTTT,PBT
BPP,BBTTTPPTTT,BPT
BTB,PPPTTBBBPP,BBT
PPT,PPTTTBBTTT,PTB
PTB,PPTTTPPTTT,BBB
TTB,TTBBBPPTTT,PTB
BPP,TTPPPBBPPP,BTT
PTB,PPPBBTTTPP,TTT
TTP,TTPPPBBTTT,PTP
BPB,TTBBBPPTTT,BBP
BBB,TTTPPBBBPP,BBT
PTT,BBTTTPPTTT,PPT
PTB,TTPPPTTBBB,TPB
TTB,PPPTTPPPTT,BPT
TBT,PPPBBPPPTT,P
BPT,BBTTTPPBBB,TBT
,PPTTTBBTTT,PBP
BBB,PPPTTPPPTT,PTP
TBT,PPTTTBBPPP,BPT
TTT,BBBPPTTTBB,TPP
TPB,PPBBBTTPPP,BPB
PBP,BBPPPTTBBB,P
BPT,PPPTTBBBPP,BBP
BBT,BBBPPTTTPP,TBT
BPB,TTTBBTTTPP,BTT
TTB,PPBBBPPTTT,PTB
BTB,TTBBBTTBBB,PBT
BTB,TTBBBTTBBB,PPT
BPT,BBTTTPPTTT,PPB
BTB,TTTBBTTTBB,PBB
TPP,TTPPPTTBBB,PPB
TPP,TTBBBPPTTT,BPT
BPT,PPTTTPPTTT,BPT
PTT,BBPPPTTBBB,PTT
PBT,BBBTTBBBPP,TPT
BT,BBBTTBBBTT,PBB
BPP,TTBBBTTPPP,BPP
BPB,TTTPPBBBTT,PPT
TTP,BBBTTBBBPP,TBB
BTB,PPTTTBBPPP,TTT
PBB,PPTTTPPBBB,PPP
BTB,PPPBBPPPBB,
BPT,BBTTTPPTTT,PTB
TPT,BBBPPBBBTT,PTT
,TTBBBPPTTT,BPP
TTB,PPPBBTTTBB,PPP
PTP,BBTTTPPTTT,PBP
T,BBBTTBBBPP,TTT
PBP,TTTPPTTTPP,BBT
PBB,TTBBBPPBBB,TTT
TPT,BBBTTBBBTT,PBT
BPT,BBBTTPPPBB,PBP
PBT,PPPBBPPPBB,PBT
TTB,PPBBBPPBBB,PTT
BTP,TTPPPTTPPP,TTT
BTP,TTPPPTTBBB,
PT,BBBPPBBBPP,TBP
TPB,PPPBBPPPTT,PTB
TPB,TTPPPTTBBB,PTT
TBP,BBBTTPPPBB,TPT
,PPPBBPPPBB,TPT
BPB,PPPTTPPPBB,PPP
TBT,PPTTTPPTTT,BPB
TTP,TTPPPBBPPP,BBB
BTB,PPPBBTTTPP,BTP
PBT,BBBPPBBBTT,BBB
BTP,TTTPPBBBPP,TPT
PTB,TTBBBTTPPP,BBB
TTB,TTBBBPPBBB,PPB
BPP,BBTTTBBTTT,PBP
BBP,TTTPPTTTPP,TBP
P,TTTBBPPPTT,PBB
PTB,TTPPPTTPPP,BPP
BBT,BBBTTBBBTT,PPB
TP,TTTPPBBBPP,BTB
PPT,BBBPPTTTBB,TBT
PPB,PPPTTBBBTT,BTP
BBB,PPBBBTTBBB,PTP
BTP,BBBPPBBBTT,PBT
PBP,BBBTTPPPBB,PTB
PBT,BBTTTBBTTT,PBT
TPB,TTPPPBBTTT,PPP
BTP,BBTTTBBPPP,BBB
TBT,BBPPPTTPPP,TBB
BPT,PPTTTBBTTT,BBT
BBT,PPPBBPPPTT,PTT
TPT,BBBPPTTTBB,TTB
BBB,TTPPPBBPPP,TTB
BTB,TTTPPBBBPP,TBP
BBT,BBPPPTTBBB,PBB
TBT,BBTTTBBTTT,PTT
BBP,TTTBBPPPBB,PBT
BBT,PPBBBTTBBB,PTB
BTT,BBPPPTTBBB,PBP
PPT,PPPBBTTTPP,
PPB,PPTTTBBTTT,PPB
TPT,BBTTTPPBBB,PTB
BPT,BBBTTPPPTT,PBT
TPT,PPTTTBBTTT,PTB
PTB,TTBBBPPTTT,PTT
BPP,BBTTTBBTTT,BBB
BTB,TTTBBTTTPP,TPT
PPT,PPBBBTTPPP,TTB
TPP,TTPPPBBPPP,TPP
PPT,BBPPPBBPPP,BPB
TPB,PPPBBPPPTT,
PBB,PPTTTPPBBB,TPT
PBP,TTBBBTTPPP,BTB
PPB,TTPPPBBPPP,BTB
TPT,BBPPPBBPPP,BBP
PBT,PPPBBPPPBB,TTP
BTT,PPBBBTTBBB,TTT
BBP,BBBTTPPPBB,TPP
PBT,BBBTTPPPTT,PBT
PPT,BBPPPTTPPP,BPP
BBB,PPTTTBBTTT,BTB
PPP,TTTBBTTTBB,TBP
TPT,PPBBBPPBBB,TBT
BBP,BBPPPTTBBB,TPB
BBP,TTPPPTTPPP,TPT
TBT,BBBTTBBBPP,BPB
PPB,PPPBBPPPTT,BBB
PPP,BBBPPBBBTT,BTT
PPP,TTPPPBBTTT,
,PPTTTPPTTT,BBB
TTP,BBPPPBBTTT,PPB
BBB,PPPBBTTTPP,
TPT,PPPBBTTTBB,PPB
PPT,PPTTTPPBBB,TBT
BTP,TTPPPBBPPP,BBP
,PPPTTBBBTT,BPB
PPP,TTTBBPPPBB,TBT
P,TTPPPBBTTT,PTT
TBT,PPTTTPPTTT,PPB
PBB,PPBBBPPBBB,TBP
PTP,TTBBBTTBBB,PBT
,BBBPPBBBPP,TTP
BBB,TTTPPTTTBB,TPP
BTB,TTBBBPPBBB,PPP
TPT,BBBTTPPPBB,PTP
PBB,PPBBBPPTTT,BBT
PTP,TTPPPBBPPP,TPT
TBT,BBBTTBBBPP,BTT
TTP,TTBBBTTBBB,TBT
TPT,BBTTTBBTTT,BBT
BBP,BBTTTBBTTT,PTP
TPB,PPPTTPPPBB,TTT
TPB,PPPTTBBBTT,BPT
BBT,PPPBBTTTPP,TTP
BBT,PPTTTBBTTT,PBP
BPT,PPTTTPPTTT,BBP
PPB,TTTBBPPPBB,TBB
BPT,BBTTTBBPPP,BTB
BPT,BBPPPBBTTT,BTB
BTB,TTBBBTTPPP,TTB
PBT,BBPPPTTBBB,TBT
BTP,BBTTTPPBBB,PPT
PTP,TTBBBTTPPP,TPB
TB,PPBBBPPBBB,PBT
,PPPTTPPPTT,BPT
BPP,TTBBBTTBBB,TPT
TTP,TTTPPTTTBB,TTT
BPB,PPTTTPPTTT,PBT
BPB,TTBBBTTPPP,BTT
TTB,PPPBBPPPTT,PBP
,BBBTTPPPTT,BBP
TPT,PPPTTPPPTT,PP
TPB,TTTPPBBBPP,TTT
BPP,TTPPPBBPPP,TBP
PPP,TTTBBTTTBB,PTT
TBP,BBPPPBBTTT,BTP
TPT,PPPTTBBBTT,PTP
BBT,BBBPPBBBPP,TTP
PPT,PPPTTPPPTT,PB
BTB,PPPTTBBBTT,PBP
BBB,TTTPPBBBPP,TPP
TPT,BBTTTBBPPP,BBB
TBP,BBTTTBBTTT,PTT
TPP,BBTTTPPBBB,PTB
BTT,PPBBBTTBBB,TPP
BTB,TTPPPBBTTT,BTP
,BBPPPTTBBB,TPB
TTT,BBTTTPPTTT,PBP
BBT,BBBTTPPPBB,PTP
TPB,PPBBBTTBBB,PPP
BTP,BBTTTPPBBB,TBP
TP,BBTTTPPBBB,PTT
TPP,TTBBBPPTTT,PTB
PBT,PPPBBPPPTT,BTT
TBT,BBPPPTTBBB,TPP
TBB,PPTTTPPTTT,BPB
BBB,PPPBBTTTBB,PTT
TPB,TTBBBPPTTT,BTP
TBB,PPTTTBBTTT,BPB
TPT,PPPTTBBBTT,BPT
TBT,BBBPPBBBTT,BBP
BTB,PPPBBTTTBB,TBB
PPB,PPPTTBBBPP,BPT
BPB,TTBBBTTBBB,PBT
BTP,BBBPPTTTPP,BBT
PBP,BBBTTBBBPP,TBP
PPB,PPPBBTTTBB,TTB
BTT,BBPPPTTBBB,TTB
TPT,BBBTTPPPBB,TBB
BBB,PPPBBTTTPP,BPT
BTT,BBPPPBBPPP,TPP
TTP,BBTTTBBTTT,BPT
PPT,BBPPPBBPPP,BPT
,PPBBBPPTTT,BTT
PPB,PPBBBTTPPP,TPB
BBB,TTTBBPPPBB,PBP
TBT,PPPBBTTTBB,PTP
BPP,TTBBBTTPPP,TPP
TTP,BBPPPTTPPP,TBB
PPB,TTTBBPPPBB,TBP
TBT,BBBTTPPPTT,BTP
PTP,TTTBBPPPBB,TPP
PPB,TTPPPBBTTT,PPP
TBT,PPPTTBBBTT,PBT
BTP,TTTBBPPPTT,PTB
BTP,BBPPPBBPPP,BTB
TPB,TTBBBTTBBB,PTT
BTP,BBPPPTTBBB,PBB
BBB,PPPBBTTTBB,TTB
TTP,BBPPPTTPPP,BB
TPT,BBTTTBBTTT,BTT
TPB,PPBBBPPTTT,PBP
PBP,BBTTTPPTTT,BTP
PBB,TTBBBPPBBB,P
TPT,PPPTTPPPTT,BPT
B,PPTTTBBTTT,BPT
BPT,BBBPPBBBPP,TPB
TPB,TTPPPTTPPP,TBB
PTB,PPTTTBBPPP,BTT
PPP,BBBTTBBBPP,TPT
TTB,PPPTTPPPBB,
BTT,BBTTTPPTTT,BBB
TPP,BBTTTBBPPP,BBP
BTT,PPBBBTTPPP,TBT
PTB,PPTTTPPBBB,PPP
TTT,PPPBBTTTPP,BPB
PBP,BBPPPTTPPP,BBT
PTT,BBPPPBBPPP,T
P,TTBBBTTBBB,PTT
,TTTPPBBBTT,PTT
BBT,PPTTTBBPPP,BPB
BTP,BBTTTPPTTT,BBP
BTB,TTTBBPPPBB,TBB
PPT,PPPTTBBBTT,BBT
TTT,BBTTTPPTTT,PBB
BBT,PPTTTBBTTT,PTP
TTB,PPTTTBBTTT,PTB
PTP,BBTTTPPTTT,BTP
PPT,PPPBBPPPTT,PBT
PPB,PPTTTPPTTT,PPP
BTP,BBTTTBBTTT,BBT
PTT,BBPPPTTPPP,TBP
BBB,TTTPPBBBTT,PTT
BTB,TTBBBTTBBB,PTT
BBP,BBPPPTTBBB,TPP
,BBBTTPPPTT,BTP
TBP,BBPPPTTPPP,BB
BTB,TTTPPTTTBB,TPT
BTP,TTTBBPPPTT,PPB
PPB,TTTPPTTTPP,TPB
TPB,TTTBBPPPTT,BTP
BTP,TTBBBPPTTT,BBT
TPB,TTTBBPPPTT,BBT
PPP,TTPPPTTPPP,TPT
BPP,BBTTTBBTTT,BP
,PPTTTPPTTT,BPT
TTB,TTBBBPPTTT,PTT
TTP,TTTBBTTTPP,
BTB,TTPPPTTBBB,TBT
BPP,BBTTTBBPPP,
BTT,PPTTTBBTTT,BTP
BBB,TTTBBPPPTT,P
PPT,BBPPPBBTTT,PBP
TTT,PPPTTPPPTT,PTP
TPT,PPBBBPPTTT,BPT
TTB,PPPTTPPPBB,PTP
TBB,PPBBBPPTTT,BBT
PPT,BBPPPBBPPP,BBP
TBT,BBTTTPPBBB,PPP
BPP,BBPPPTTPPP,BTT
BBB,TTBBBTTBBB,PPB
TTB,TTTBBPPPBB,PPT
TBT,PPBBBTTPPP,TPB
BBT,BBBTTBBBTT,BPT
T,PPTTTBBTTT,PPT
TTT,BBBTTPPPBB,PPB
BPT,BBTTTBBPPP,BBT
PTB,TTTBBPPPBB,PTB
PPP,BBTTTPPTTT,BPB
PBT,BBPPPBBPPP,BBT
TPP,BBTTTPPBBB,PBT
PBT,PPPBBTTTPP,BTP
,PPTTTPPBBB,TPT
TBP,TTPPPTTBBB,PTB
TBT,PPTTTBBTTT,PTP
BTP,BBTTTPPTTT,PBT
BBT,PPPTTPPPTT,PTT
PPP,BBTTTPPBBB,PTB
TBB,TTBBBTTPPP,TBP
BBB,TTTPPBBBPP,BPP
TBB,PPTTTBBTTT,PPP
TBP,TTTPPTTTBB,TBT
BTT,PPTTTPPTTT,PPB
PTP,TTTBBTTTBB,PBT
PPB,TTTBBTTTPP,BPT
BBP,TTBBBTTPPP,BPB
BTB,TTTPPBBBTT,BTB
PBT,BBTTTPPBBB,TBP
BBB,TTTBBPPPBB,PPP
BTT,BBTTTBBPPP,TPP
PTB,TTPPPBBPPP,BBP
BTB,TTTBBPPPTT,BBP
TBP,TTTBBPPPBB,PTT
BPT,BBBTTPPPTT,PPP
BTB,PPTTTPPTTT,PPB
TPB,TTTBBTTTBB,TBT
PTP,BBTTTPPBBB,TBP
PTT,BBPPPTTBBB,TPT
BTB,PPBBBPPTTT,PBP
TPB,PPPBBPPPTT,BBT
PTB,TTTBBTTTPP,BPP
TBB,PPTTTBBPPP,BPT
BPB,PPPBBTTTPP,BBT
PBP,TTTBBPPPBB,PPB
,TTBBBPPTTT,BPT
BPP,TTPPPTTPPP,BPT
TTB,PPPBBTTTPP,TTB
PTB,TTPPPBBPPP,BBB
TB,TTBBBTTPPP,BPT
PTB,PPBBBPPBBB,TTT
PPP,BBPPPBBPPP,TTP
TTP,TTBBBPPTTT,BTP
TTP,TTTPPBBBPP,TTT
TTT,BBBPPTTTPP,TPT
PPT,BBTTTPPTTT,PPB
PTT,PPTTTBBTTT,BTP
BTT,BBPPPTTPPP,BBP
BBB,PPPBBTTTBB,TPB
BTB,PPTTTBBPPP,TTB
PBP,TTBBBPPTTT,PTB
TBT,PPPTTPPPBB,TTT
PPT,PPTTTPPBBB,PTT
TTB,PPPTTBBBTT,PBT
BBP,TTBBBTTPPP,TPP
,TTPPPBBPPP,TTB
PPT,BBBTTPPPBB,TTT
PTP,TTTPPBBBTT,PPB
TPT,PPTTTPPTTT,BBT
TTP,BBBPPBBBPP,BTT
PPP,TTTPPBBBPP,TTB
PTP,BBBPPBBBTT,PPB
TBP,BBTTTBBPPP,TTB
BPT,BBBTTPPPTT,PB
PPB,PPPBBPPPTT,PBP
BTB,PPPTTPPPTT,PBP
BBT,BBBTTBBBTT,BTP
PBP,TTPPPBBTTT,BBB
PTP,BBBTTPPPTT,
BPT,PPTTTBBTTT,PBB
PTB,TTTBBTTTBB,TTT
BBP,BBPPPBBPPP,TTT
PBT,BBBPPTTTBB,TTP
BPP,TTPPPTTBBB,TPB
BBT,BBTTTBBPPP,BPP
BPT,BBBTTPPPTT,BBP
TTB,TTPPPBBPPP,TTT
BPB,PPTTTBBTTT,BBB
BPP,BBTTTBBPPP,BBP
BPT,PPPBBTTTPP,TPB
TPT,BBBPPBBBPP,BBB
TTP,BBTTTBBPPP,BPB
PBT,PPPBBPPPTT,PPP
BTP,TTBBBTTPPP,TBT
TTP,BBTTTBBTTT,PPT
TTB,TTPPPTTPPP,BTP
PTT,PPTTTPPTTT,PBT
BPB,PPPTTPPPBB,PBB
TPB,TTTBBTTTPP,BTT
BBT,BBPPPTTPPP,BTB
TPP,TTPPPBBTTT,PPB
BTP,TTTPPTTTPP,BBP
PPB,TTPPPBBPPP,BPB
BTP,TTTBBTTTPP,BBT
BBP,TTPPPBBPPP,BBP
PBT,PPPBBPPPTT,PBB
PPT,BBPPPBBPPP,BTP
TTP,BBPPPTTBBB,PTB
PTT,BBTTTPPTTT,BTB
BBT,PPTTTPPBBB,TTT
PTP,TTTBBPPPBB,PPB
B,TTTBBPPPTT,BBP
PPB,TTTPPTTTPP,TBT
TBP,BBBTTBBBPP,TPB
PBP,BBPPPBBTTT,PTP
BTP,TTTBBTTTBB,PBP
PBP,BBBPPTTTBB,TTP
TBT,PPPBBTTTPP,TTT
PBP,TTTBBTTTPP,BPB
BPB,TTTBBTTTBB,TPB
BPP,TTBBBPPTTT,PPT
TPT,PPPTTPPPBB,TTP
TBT,BBPPPBBTTT,PTT
PPP,TTBBBTTPPP,TTB
BTP,BBPPPBBTTT,BTB
TBB,TTBBBTTPPP,TPB
PPT,BBTTTBBTTT,PPB
BBP,BBPPPBBTTT,PTB
BBP,TTTPPTTTBB,TPT
PTP,TTTBBPPPTT,BBP
BTP,TTTBBTTTPP,BTP
TBP,BBTTTPPBBB,PPP
TTP,BBTTTBBTTT,
,BBBPPTTTBB,TTT
BTT,PPBBBTTBBB,PPP
BTB,PPTTTPPBBB,PPT
BTT,PPTTTBBPPP,TBB
P,BBPPPBBPPP,BTP
PBB,PPBBBTTBBB,TPB
BBP,BBBTTBBBPP,
TPB,TTBBBTTBBB,TBP
TTP,TTPPPBBTTT,BTB
TPT,BBTTTBBTTT,PBP
BBB,TTTBBTTTPP,BBB
PTT,BBPPPTTPPP,BTB
BBP,TTPPPTTPPP,TTP
TTT,PPPTTPPPTT,PPT
TTB,TTTPPTTTPP,TTT
BTP,TTBBBTTBBB,TTP
BTB,PPPBBPPPTT,PTP
BTB,TTTPPBBBTT,PBP
TTT,BBBPPBBBTT,PTT
TPB,PPPTTBBBTT,BTB
TBT,BBPPPBBPPP,TBT
,BBPPPTTPPP,BBB
BBB,PPPBBTTTPP,BPP
PTP,TTBBBPPTTT,BPP
TPT,PPTTTPPBBB,TPP
PPP,TTTBBTTTBB,PPT
TPB,PPTTTPPTTT,BPT
BTP,TTTPPTTTBB,TPB
PTB,TTTPPTTTBB,PPP
PTB,TTTBBPPPTT,PPB
TBB,PPBBBTTPPP,TBP
BBP,BBBTTPPPBB,PPB
PBT,PPPBBPPPTT,PTB
BBP,TTTPPTTTPP,BPP
TPT,PPPTTBBBPP,BPT
BTB,PPTTTBBTTT,B
PTP,TTTPPTTTBB,TTT
BTT,PPBBBPPBBB,PT
BPB,TTPPPTTBBB,PPB
TTT,PPPTTPPPTT,BBT
,PPPTTBBBTT,BTB
PBP,BBBPPTTTBB,PTB
BBP,BBBPPBBBTT,BPT
TPP,BBPPPTTPPP,TTT
PBB,PPTTTPPBBB,TTT
TTP,TTPPPBBTTT,PBT
BTP,BBTTTBBTTT,BBP
TPB,TTTBBTTTBB,PTT
BTP,BBTTTPPTTT,PPT
BPT,BBBPPTTTPP,BBT
PPB,TTTPPBBBPP,TBB
BPT,BBTTTBBPPP,TTP
TPB,TTTPPTTTPP,BBT
PPB,PPPTTPPPBB,TBB
PTB,TTPPPTTPPP,BPT
PPB,PPPTTPPPTT,PTP
TBT,BBTTTBBTTT,PPT
BTT,PPBBBPPTTT,BPT
BBB,PPTTTPPTTT,BTT
PBP,BBTTTBBPPP,TTP
,PPTTTBBTTT,PPT
PTP,BBTTTBBTTT,BPT
PTP,BBPPPBBPPP,BTB
PTB,PPBBBPPBBB,PBT
BBP,TTTBBTTTBB,PPP
TBB,PPBBBPPBBB,TPB
PTP,TTTPPBBBTT,PPT
TPP,TTPPPTTBBB,TBP
BPT,PPPTTPPPTT,BTT
TBT,PPPBBPPPTT,PTB
PBB,PPTTTBBTTT,BTP
B,TTTPPTTTPP,TPB
BTB,PPTTTPPBBB,PTT
BPB,PPPTTBBBTT,PBT
BBT,PPTTTBBTTT,BTT
TBP,TTTPPBBBTT,
PBB,TTBBBPPTTT,PBP
PTP,BBPPPTTPPP,B
,TTBBBTTPPP,TBT
BBB,PPTTTPPBBB,PBP
BBT,BBBTTBBBPP,TPB
TBP,TTPPPTTBBB,TPB
TPT,BBBTTPPPTT,PTP
TBB,PPTTTBBPPP,TBP
TBP,TTTBBPPPTT,PTT
TTT,BBBTTPPPBB,PBT
BBP,BBPPPBBTTT,BTT
BBT,BBBTTPPPBB,PBB
BBT,PPPBBTTTBB,TPP
BTB,PPTTTBBTTT,PTP
BTP,TTTBBTTTBB,TPT
TPB,PPPTTBBBPP,TB
BBT,BBTTTBBTTT,PBB
BBT,BBTTTPPBBB,TTT
TBP,TTTBBPPPTT,PTB
TTB,TTTPPBBBPP,TTB
BPT,BBPPPTTPPP,TTB
BBP,BBBPPBBBTT,BPP
PPB,PPBBBTTBBB,PBP
PTP,BBPPPBBPPP,TPT
BBP,BBPPPTTBBB,TTT
TBP,TTPPPTTBBB,PBT
BBB,TTTBBTTTPP,TTT
BBP,BBBTTBBBPP,TBP
BPT,PPPBBPPPTT,BTP
PBP,TTBBBPPBBB,PTP
BTB,PPBBBTTPPP,BPP
BTB,PPBBBPPBBB,PTT
TPT,BBTTTBBPPP,BTT
PTP,TTPPPTTBBB,T
TBP,TTTBBTTTPP,TTT
TBB,PPTTTPPBBB,PTT
PBP,TTBBBTTBBB,TBT
TTB,TTTBBTTTPP,BBB
TBB,TTPPPBBTTT,BBB
PBP,TTTBBTTTPP,TBP
PPB,PPPBBPPPBB,PBP
BTB,PPPTTBBBPP,TBT
PTB,TTPPPBBTTT,PTP
TPB,PPPTTBBBTT,PTB
PTB,TTBBBPPBBB,TBB
TPP,BBTTTPPBBB,PPT
PTP,TTPPPTTPPP,TTB
BBP,TTTBBPPPTT,BTT
PPT,BBBPPBBBPP,TPT
PBP,BBBTTPPPTT,BPP
TBP,TTTPPBBBPP,BTP
TTT,BBBTTBBBTT,PTB
BBT,BBTTTBBTTT,BPP
PTP,BBBTTPPPTT,PBP
TPT,PPPBBPPPTT,PPB
BTP,TTBBBPPBBB,PTP
TBT,BBTTTBBPPP,BTT
PPP,BBTTTPPTTT,BPP
TTP,TTTPPBBBPP,TPT
PBP,TTTPPTTTPP,TPT
TPB,PPBBBPPTTT,BTT
TBB,TTPPPBBPPP,BPB
TTT,PPTTTPPTTT,BTB
PPB,TTPPPTTPPP,BT
BBT,PPPBBTTTBB,PPB
BBP,BBTTTBBTTT,PBP
PBT,BBBPPBBBPP,TPT
TTP,BBPPPTTBBB,TBT
TPB,TTTBBTTTPP,TTP
PBP,BBPPPBBTTT,BBT
PTB,PPBBBPPBBB,PPP
PPT,PPPTTPPPBB,TBP
BTP,TTBBBPPTTT,PBT
,TTTPPBBBTT,BTT
BTT,BBPPPTTPPP,BBB
TTB,PPPTTBBBPP,TTB
TBT,PPPBBTTTBB,TPT
PPB,TTBBBTTPPP,BTB
TTB,TTPPPTTBBB,PTP
BBT,BBBTTBBBPP,TBP
PTB,TTPPPBBPPP,TPP
TBP,BBTTTPPTTT,BPP
,BBBTTPPPBB,TPB
TBP,TTTBBTTTPP,TPB
PPP,BBBTTPPPTT,BTT
PPB,TTBBBTTPPP,TTB
BTB,PPBBBTTBBB,TBT
BBT,BBBPPBBBPP,BBT
PPT,BBBPPBBBPP,BTP
BPB,PPBBBTTPPP,B
PPT,PPBBBTTBBB,TPB
BBT,BBTTTPPBBB,TPP
TBB,TTBBBPPTTT,BTB
PPP,BBBPPBBBPP,TTB
TPB,PPPTTBBBTT,PPP
TTT,BBBPPBBBPP,BPP
PTP,BBTTTBBPPP,BBB
PTP,BBTTTPPTTT,BBB
TBP,TTTPPBBBPP,BPP
TBP,TTPPPBBTTT,PPT
PBT,PPPTTPPPTT,BBT
PBP,BBPPPBBPPP,BBT
BTB,TTTPPBBBTT,PTP
BTP,BBPPPTTPPP,BTB
PBB,TTBBBPPBBB,PPP
BBT,PPBBBTTPPP,TPP
B,PPPBBTTTPP,TTP
TPB,PPTTTPPTTT,PBB
BBB,TTTPPBBBPP,TTB
PPP,BBBTTPPPTT,PBP
BTP,BBBTTPPPBB,TBB
BBP,TTTBBPPPBB,PPP
PPT,PPPBBPPPTT,PTT
PBP,BBTTTPPTTT,PBP
BTB,PPBBBTTBBB,TPB
BPT,BBPPPBBTTT,PBT
PBP,BBBTTBBBTT,BTB
TPP,TTBBBPPTTT,PTP
PTP,BBBPPTTTPP,TBP
PPP,BBBPPTTTBB,TTB
BTP,BBBTTBBBTT,BTP
PTP,TTBBBPPTTT,BBT
BTB,PPTTTPPBBB,PPP
BPB,PPPTTBBBTT,BTT
PTB,TTTBBPPPBB,TTT
BTB,TTBBBTTPPP,TBB
PBT,PPTTTPPTTT,BBB
PBP,TTPPPBBTTT,BBP
PPP,TTTBBPPPTT,PTP
TPT,PPBBBPPTTT,PPP
TTT,PPPBBPPPBB,TBP
BTB,PPPTTPPPTT,BTP
BPT,PPBBBPPBBB,TPB
