before,pingpong_L,after,length
PPBPBB,PBPBB,BPPBPP,5
PPBBBB,PBPBB,BBBPBB,5
BBBPBB,BPBPP,BBBPPP,5
PBBBPB,PBPBB,PBPPBP,5
PPPPBB,BPBPP,PBBBPB,5
PPBBPP,BPBPP,BBPPBP,5
BPPBBP,PBPBB,BPBBBP,5
PPBPBB,PBPBB,PPPPBP,5
PBPBPB,PBPBB,BBBPPP,5
BPPBBP,PBPBB,BBPPPP,5
BBBPPP,PBPBB,BPPPBP,5
PBBBPP,PBPBB,BBBBBB,5
PPPBBB,PBPBB,PPPPBB,5
PPBBBB,PBPBB,PBBBBP,5
BBPBBB,BPBPP,BBPPPB,5
BPPPBP,BPBPP,BBPPPB,5
PBBBBB,BPBPP,BBBPBB,5
PPBPPB,PBPBB,PPBBPP,5
BBPBBB,BPBPP,PBPPBB,5
PPBBPP,BPBPP,BPPBPP,5
BBBBBP,PBPBB,BPPPPP,5
PBPPBB,PBPBB,PBPBBP,5
BPBPBB,PBPBB,PBBPPP,5
PPPBBB,PBPBB,PPBBBB,5
PPBPBB,BPBPP,PPBBBB,5
BPBBBB,PBPBB,BPPPPP,5
PPPBBP,PBPBB,PPBBPB,5
PPPBBP,BPBPP,BBPBBP,5
PPPPPB,BPBPP,PPBBBP,5
PBBBPB,PBPBB,BPBPPB,5
BPBPBB,BPBPP,BPPBPB,5
BBBBPP,PBPBB,BBPBBB,5
PBPBPB,PBPBB,PBBBPP,5
PBBBPP,PBPBB,PPBPPB,5
PPPBBP,BPBPP,PBPBBB,5
BPPPPB,BPBPP,BPBBBP,5
BBBPBP,BPBPP,BBPPPP,5
BBBPPP,BPBPP,BBPPPB,5
BBBBPB,PBPBB,PBPBBP,5
BPBPBB,PBPBB,PBPBPP,5
PBPBBP,BPBPP,BBPBPB,5
BPPBBP,BPBPP,BBPBBB,5
BBBPPB,BPBPP,PPBBPB,5
BBPBPP,PBPBB,PPBPBP,5
BPBBPP,BPBPP,BBBBPB,5
PPBBBB,PBPBB,PPPBPB,5
BBPPPB,PBPBB,PPPBPP,5
BPPBPP,BPBPP,BBPBBP,5
PPBBPB,BPBPP,PBBPBP,5
BBPPPP,BPBPP,BBBBBP,5
PPBBBB,BPBPP,BBPBBP,5
BBBBBB,BPBPP,BBPPPB,5
PPPBPP,BPBPP,BPPPPP,5
PBBBPP,BPBPP,PPPPPP,5
PPPPBB,PBPBB,BPBPPB,5
BPBPBB,BPBPP,BBPPBB,5
BBPPPP,PBPBB,BBBPBP,5
PPPBBP,PBPBB,BPBBBB,5
PPPBBB,PBPBB,BPPBBP,5
PPPBBP,BPBPP,PBPBBP,5
PBPBPP,PBPBB,PBPPPB,5
PPPPPB,BPBPP,BBBPPB,5
PPBBBB,PBPBB,BBPPBP,5
PPBBBB,PBPBB,PBBPPB,5
BPPPPB,PBPBB,BPBBBB,5
BBPBBB,BPBPP,PPBPBP,5
PBPPPP,BPBPP,PBPPPP,5
PPBPBP,BPBPP,PBBPPP,5
BBPPPP,BPBPP,BBPPBB,5
BBPBBB,BPBPP,PPPBBB,5
PPPBBB,PBPBB,PPPPBB,5
PBBPPB,BPBPP,PPPBBP,5
PPPPBB,PBPBB,PPPBPB,5
BBPPPB,PBPBB,BBBBPP,5
BBBBBP,BPBPP,PPBBBB,5
BPPPBB,BPBPP,PPPBBB,5
BPBBBB,BPBPP,BBBPBP,5
PBPPBB,BPBPP,PBPPPP,5
PBBBBP,BPBPP,PPBBPP,5
PBBPPB,BPBPP,BBPBPP,5
BPBPPB,BPBPP,PPBPPB,5
PBBBBB,PBPBB,BPPPBP,5
PBBPBB,PBPBB,BBPBPP,5
PBPBBB,BPBPP,PBPPPB,5
BBPBBB,BPBPP,BBPBPP,5
BPBPPB,BPBPP,BBPPBB,5
PPPBBP,PBPBB,PBBPBB,5
BBPPPP,BPBPP,PPBBBB,5
BPBBBP,BPBPP,PPBBBB,5
BPBPBP,BPBPP,BBBPPP,5
BPBBPB,BPBPP,BBBPBP,5
PBPPBB,BPBPP,BPBPPP,5
BBPBPP,BPBPP,PPPBBB,5
BPBBBP,PBPBB,BPPPPB,5
BBBPBB,BPBPP,BPPBBP,5
BBBBBB,PBPBB,BBPBPB,5
BBBBBB,PBPBB,PPBPBB,5
PBPBBP,PBPBB,BBPBBB,5
PBPPPP,PBPBB,BBPPPB,5
PPBBBB,PBPBB,PPPBBP,5
BBBPBB,PBPBB,PPPBPB,5
PPPPBB,BPBPP,BBBBPB,5
PPBBBB,PBPBB,PPPPBB,5
PPPBBB,PBPBB,PPPBBP,5
BPBPBB,PBPBB,PPBBBB,5
PPPPPP,PBPBB,PBBPBP,5
PPPBPP,PBPBB,BPBPPB,5
PPBPBB,BPBPP,BBBPBP,5
BPPBBB,PBPBB,PBPBBB,5
BPBPBB,PBPBB,BPPPBB,5
PBBBPP,BPBPP,BBBBPP,5
BPPPBP,BPBPP,BPPBBB,5
BPPBBB,PBPBB,BPBBPB,5
PBBBPB,BPBPP,PBBPPP,5
BPPBPB,PBPBB,PPBBPB,5
PPPBBB,PBPBB,BPBBPP,5
BBPPPP,PBPBB,PBPPPP,5
BBPBBB,PBPBB,PBBBPB,5
PPBPBP,BPBPP,BPBBPP,5
BBBPBB,PBPBB,PBPBPB,5
BPBBPB,PBPBB,PPPPBB,5
PBPPPB,PBPBB,BPPPPB,5
PBBPPP,BPBPP,PBPBPB,5
PPPPPB,BPBPP,BPBPBP,5
PPBPBP,BPBPP,BBPBBP,5
PBPPPP,BPBPP,PPPPBB,5
BBBPBB,BPBPP,PPBBPP,5
BBPBPP,BPBPP,PBBBBP,5
BBBBPB,BPBPP,BPPPBP,5
PPBPPB,BPBPP,BBPBBB,5
PBBBBB,PBPBB,PBBBPP,5
BPBBBP,PBPBB,BBBPBB,5
PBPBPP,PBPBB,PPBPBP,5
BPBBPP,BPBPP,PBPBPP,5
BPBPPP,BPBPP,PPBPBB,5
BPBPPP,PBPBB,PPPPBP,5
PPPPBP,BPBPP,BBPPPB,5
BPPBBP,BPBPP,PBBPPB,5
BPBBPP,PBPBB,BPPPBP,5
PBBBPP,PBPBB,PPBPBB,5
PBPPPP,BPBPP,BPPPBB,5
BBPPPB,PBPBB,BPPBBP,5
BPPPBP,BPBPP,PBBBBP,5
PBPPBB,BPBPP,PPBPBB,5
BPBPPP,PBPBB,PPBBBB,5
PPBPPP,BPBPP,PPPBPP,5
PBBBPP,BPBPP,BPPPPB,5
BBBBPB,PBPBB,PPBPBB,5
PBPBBP,PBPBB,BPBBBB,5
BBBPBB,PBPBB,PBBBBP,5
PBBBPP,BPBPP,BBPBPB,5
PBBBPP,PBPBB,BBBPPB,5
BBBBPP,BPBPP,BPBPPP,5
PBPBPP,BPBPP,PBPPBB,5
PPBPPB,BPBPP,BPBPPB,5
PPPBBP,BPBPP,BPBPPB,5
PBPBPP,BPBPP,BBBBPB,5
BPPBBB,BPBPP,BPPPPP,5
PPBPPB,PBPBB,BBPBBB,5
PBBBBP,PBPBB,BBBPPB,5
PBBBBP,PBPBB,BBBPBP,5
BPBBBB,BPBPP,BBBPBP,5
BPBBPP,PBPBB,BPBBPB,5
BBPBBP,PBPBB,PPBPPP,5
BBBBBP,BPBPP,BPPBPP,5
BPPBPP,PBPBB,BBPBBP,5
BBBPBB,PBPBB,PBPPPP,5
BPBPPP,PBPBB,PBBBBB,5
PBBBPP,PBPBB,PPBPBB,5
PBPBBP,PBPBB,BBPPPP,5
PPBPPB,BPBPP,BPPBBB,5
PPPBBP,BPBPP,PPBBPB,5
BBPBBB,BPBPP,PBBPBP,5
BPPPBB,PBPBB,BPBPPP,5
BPBPBB,BPBPP,PPBPBP,5
PBPPPP,BPBPP,BBPBPB,5
PBPPBB,PBPBB,PBPPBB,5
PPBBBB,BPBPP,PPPBBB,5
PPPPBB,BPBPP,PPBPPB,5
BPPPPB,PBPBB,PPPPPP,5
BPPBBP,BPBPP,BBBBPP,5
BPPBPB,PBPBB,PBBPPB,5
BBBBPP,PBPBB,BPPBPB,5
BBPBPB,PBPBB,PPPBPB,5
BPBBPP,PBPBB,PPPPBP,5
PBBPPP,PBPBB,PPBBPB,5
BBBBPB,BPBPP,BPBBBB,5
BBBBPB,PBPBB,PPPPBB,5
BPBBBB,PBPBB,PBPBPP,5
PBPBBP,BPBPP,PPPPBB,5
PPPPPB,BPBPP,PPBBPB,5
BBBBBB,PBPBB,PBPBBB,5
BPBPBB,PBPBB,BBPBPP,5
PBPBBB,BPBPP,PPPPBP,5
PPPPBP,PBPBB,BBBPPP,5
PBBPPP,BPBPP,BPPPBP,5
PBBBBB,BPBPP,PPBPPP,5
BBPPPB,BPBPP,PBPPBB,5
BBBPPP,BPBPP,PPBBPP,5
BPPPPP,PBPBB,PPBPPB,5
PBPBPP,BPBPP,PBBPBP,5
BPPPBB,PBPBB,PPPBPB,5
BPBBPP,PBPBB,PPBPPP,5
PPBBPB,PBPBB,BBPPPB,5
PBPPBB,BPBPP,BBBPBB,5
BBBBBB,PBPBB,BPPPPB,5
PPPPBP,PBPBB,PBBBPB,5
BBPBBB,PBPBB,BPPBBP,5
PPPPBB,PBPBB,PBPPBP,5
PBPPBP,PBPBB,BPPPPP,5
BPPPBP,PBPBB,BBBBPP,5
BBBBBP,PBPBB,BPPPBB,5
BBBPBB,BPBPP,PBPPBB,5
BPBBPB,BPBPP,PBPBBP,5
BBPBPP,PBPBB,PPPBBB,5
BBBBBB,BPBPP,PBBBBB,5
PPPPBB,PBPBB,BPPPPB,5
BBBPPP,PBPBB,BBPBBP,5
BPPPBP,BPBPP,BPPBBB,5
PBPBPB,PBPBB,BPBBBB,5
PPBPPB,PBPBB,PPPPBP,5
PBBPPP,PBPBB,PBPPBP,5
BPBPPB,PBPBB,PBBPPB,5
BBPPBB,PBPBB,BBBPBB,5
BBBPBB,PBPBB,BBPBBB,5
PPBPBP,BPBPP,BBPPPP,5
BPPPPP,BPBPP,BBPPPP,5
PPBBPB,BPBPP,PPBPBB,5
BPBPPP,PBPBB,PBBBPP,5
PPBPPB,BPBPP,BBPBPB,5
BPPPPB,BPBPP,PBPBPP,5
PPBPBB,PBPBB,BBPBBB,5
PBBPBB,BPBPP,BPBBPB,5
PPPBPP,BPBPP,BBPPBP,5
BPPBBP,PBPBB,BPBBBP,5
PBBBPP,PBPBB,PPBBPB,5
BBPBPB,PBPBB,BPPBBB,5
BPBBPB,BPBPP,PPPBBP,5
BBPPBB,BPBPP,BPBBBB,5
BBPBBB,PBPBB,BBBPBB,5
PPBBBP,PBPBB,BBPBPB,5
BPBBBB,PBPBB,PBPPPB,5
BBPBPP,PBPBB,PPBPPP,5
PPBPPP,BPBPP,PBPPBP,5
BBPBPB,PBPBB,PPBPPP,5
BPBBPP,PBPBB,PPPPBB,5
BPPBBB,PBPBB,PBPBBB,5
BPBPBB,PBPBB,BPBBPB,5
PPBBBP,BPBPP,BBBBBP,5
BPPBPP,BPBPP,PPPBBP,5
PPPPBP,BPBPP,PPPBBP,5
BPPPBB,PBPBB,PPBPPP,5
BBBBPB,PBPBB,PBBBPP,5
PPBBBB,BPBPP,BBBPBP,5
BPBPBP,BPBPP,BPBPPB,5
PBPBPP,BPBPP,BBBPPP,5
PPBBPB,BPBPP,BPBBBP,5
PPPPBB,PBPBB,BPPBBB,5
PBBBBB,BPBPP,PBBPBB,5
BPPBBP,BPBPP,BPBBPB,5
PPBPBB,PBPBB,BPPBBP,5
BBBPPB,BPBPP,BBPBPP,5
BPBPPB,BPBPP,BBBBBB,5
BBPBBB,BPBPP,PBBPPB,5
BBPPBP,BPBPP,BBPPPP,5
BBPBBB,BPBPP,BBPPPB,5
BPPBBB,BPBPP,PBBPPB,5
BBBPBP,BPBPP,PBBPBB,5
BPPBBB,BPBPP,BPPBBP,5
PBBBBB,BPBPP,PPPBPB,5
PBPPPP,PBPBB,PPBBPB,5
PBBPBB,PBPBB,BPBBPP,5
PBBPBP,BPBPP,PBBBBB,5
PPBBPP,BPBPP,PPBPBB,5
BBPPBB,BPBPP,BBPBPP,5
BPPPBB,BPBPP,PBPPBP,5
BPPPPP,PBPBB,BPBPPP,5
PPBPBB,BPBPP,PBPPPB,5
PBBBPP,PBPBB,PBPPPB,5
BBPBPP,PBPBB,PBPPPP,5
BPPBBB,PBPBB,PPBBBP,5
BPBBBB,BPBPP,PPPBPP,5
PPPBPP,BPBPP,PPPBPP,5
PPBPPP,PBPBB,PBBBBP,5
PPBBBB,PBPBB,PBPPPP,5
BPBBPB,BPBPP,BBBPPP,5
PBBPBB,BPBPP,BBPBBB,5
BPPBPP,PBPBB,PBBPPP,5
PBPPBB,PBPBB,PPPPBP,5
BBPPPP,BPBPP,BPBPPB,5
PPBBBB,PBPBB,PPPBPB,5
PBBPPP,BPBPP,PPPPBP,5
BPPPPP,PBPBB,BBPBBP,5
BBBBPB,BPBPP,BPPPBP,5
BPPPBP,BPBPP,BBBBBB,5
BPBPBP,BPBPP,BBBBBP,5
PPBBPP,BPBPP,BPPBBB,5
BBBPPP,BPBPP,PBBPPB,5
BPPBBB,BPBPP,PBPPPP,5
PBBBBB,PBPBB,BPBPPP,5
BPBPBB,BPBPP,PPBBBB,5
PPBBBB,BPBPP,PPPPPP,5
PBPPPP,PBPBB,PPPBBP,5
BBPPBP,BPBPP,PBBBBP,5
PBBPBB,PBPBB,BBBPBB,5
PPBBBP,BPBPP,PBPPPB,5
BBPPBP,PBPBB,BPBPBP,5
PBBBPB,BPBPP,PPBBBP,5
PPBBPB,PBPBB,PPBBPB,5
BBPPBB,PBPBB,PPBPBB,5
PPBBPB,PBPBB,BPPPBP,5
BBPPPP,PBPBB,BBPPPB,5
BBPPBP,BPBPP,BPBBBB,5
BPBBBB,BPBPP,BBBBPB,5
BPPPBB,PBPBB,PPBBBP,5
BPPBPP,BPBPP,BPBPBB,5
BPBPPB,PBPBB,BBBBBP,5
BBBBPB,BPBPP,BPPPBB,5
PPBPPB,BPBPP,BBBPPP,5
PPBBBB,PBPBB,BPPBPP,5
PPPBBP,BPBPP,BBPPPB,5
PPBBBB,PBPBB,PBBBBB,5
BBBBBB,PBPBB,BBBBPB,5
BBPBBB,PBPBB,PBPPPP,5
PBPPPP,BPBPP,PBPBPP,5
BPBPPP,BPBPP,PPBBPP,5
PPPPPB,BPBPP,BBPPPB,5
PBBBPB,PBPBB,PBPPPP,5
PBPPPB,PBPBB,BBBBBB,5
PPPPPB,BPBPP,BBBBBP,5
BBBBBB,PBPBB,BBPBPP,5
PBPBBB,BPBPP,BBBPBP,5
BPPBBB,PBPBB,BBBPPB,5
BBBBBP,PBPBB,BBPPBB,5
BPPPBP,BPBPP,PBPBPB,5
BPPPBP,BPBPP,BPBPBP,5
PBPPBP,BPBPP,BPPPBB,5
PPPPBP,PBPBB,BPBBPP,5
BBBBPP,BPBPP,PBPBPP,5
BPBPPP,BPBPP,PBPPPP,5
BBBBPP,BPBPP,BPBPBB,5
BPBPPB,PBPBB,PBPBBP,5
BPBPBB,PBPBB,PPPBBP,5
BBPPPB,BPBPP,PPBPBB,5
BPBPPP,PBPBB,PBPBBB,5
BBPBBB,BPBPP,BPBPBP,5
PBPBPB,PBPBB,BBBBBP,5
PPBBBB,BPBPP,PBBPBP,5
BPPPBB,PBPBB,BBPPPP,5
PPBBBP,BPBPP,BBBBPB,5
PBBBBP,BPBPP,BBBPBB,5
PPBBBP,PBPBB,PPBPPB,5
PBBBPP,BPBPP,PBPPBB,5
PBPPBB,BPBPP,BPBBBB,5
PBPBPB,PBPBB,BBBPBB,5
BBBBPB,PBPBB,PBPBPB,5
BPBBPB,PBPBB,BBBPPP,5
BBBPPP,PBPBB,BBBPBB,5
BBPBBP,PBPBB,BBBBPB,5
BPBBBB,PBPBB,BPBBBB,5
BBBPPP,BPBPP,PPPPBP,5
PPPBPP,PBPBB,BPPPBP,5
PBPPPP,BPBPP,BBPBPB,5
PBPPBB,PBPBB,PBPBPP,5
PBBPBP,BPBPP,BBBPPB,5
BBBBBB,BPBPP,PBPBPP,5
PPPPBB,PBPBB,BPPPPB,5
BBPPPP,PBPBB,PBBPPP,5
BBPBBP,BPBPP,BPPPPP,5
BBPBBB,BPBPP,BBBPPP,5
BBPPBP,BPBPP,BBPBBP,5
BBBBBB,BPBPP,PBBBBP,5
PPBBBP,PBPBB,BBPPPB,5
BBBPPP,BPBPP,PBBBPP,5
BBBPPB,BPBPP,BPPBBB,5
PPPBBB,BPBPP,BPBBPB,5
PPPBBP,BPBPP,BPBBPB,5
BPBBPB,PBPBB,BPBPPB,5
BPBPBB,BPBPP,BBPPBP,5
BPPBBP,PBPBB,PBPPPP,5
PPPPBP,BPBPP,PBBBPB,5
PPPPBP,BPBPP,PBBBBB,5
PPPPPB,PBPBB,PPPPPP,5
BBBPPB,PBPBB,PBBBBB,5
BBBBPP,BPBPP,PBBPPB,5
PPBBBP,PBPBB,PPBPBP,5
PBBPPB,PBPBB,PBPPPP,5
PPPPBP,PBPBB,PBPPBP,5
PPPBPP,BPBPP,BBBPPP,5
BBPPPP,BPBPP,BPBPPB,5
PBPBPP,BPBPP,BBPPBP,5
BPPBBP,PBPBB,BBBBBB,5
BBBPBP,BPBPP,BPPPBB,5
PPPBPB,PBPBB,BBPBPP,5
PBBBPB,BPBPP,BPPPBB,5
BPBBBP,PBPBB,PBPBPP,5
BBBPBB,BPBPP,BPBPBB,5
PPPBBP,PBPBB,BBBPBB,5
PPPPPB,BPBPP,PBBPBB,5
BPPPPB,BPBPP,PPPPBB,5
BPPBBP,PBPBB,PBPPBB,5
BBBBPB,BPBPP,BPBBBB,5
PBBBBP,BPBPP,PBPBPP,5
BPBPPP,BPBPP,BPBBBB,5
BPBPBP,BPBPP,BPBPPP,5
BBBBPB,BPBPP,BBPBPP,5
BPBPPB,BPBPP,PBBPBB,5
BPPPPP,PBPBB,BPPPBP,5
BBBPPP,BPBPP,PBBPBP,5
BBPBBB,PBPBB,PPBBPB,5
BBPPBP,PBPBB,PPPPBB,5
BPBPBP,BPBPP,PPBBPB,5
BPBPBP,BPBPP,BPBBPB,5
PBBPBB,BPBPP,BBPPPP,5
BBBBBB,PBPBB,PBPBPB,5
BPBBPB,PBPBB,BPBBBP,5
PBPPBP,BPBPP,BPPPBP,5
PPPPBP,BPBPP,BPBBPP,5
PBBBPP,BPBPP,BBBBBP,5
PBBBBP,PBPBB,BPBBPP,5
PPPPBB,BPBPP,BBBPPP,5
BPPBPB,PBPBB,PPPPBB,5
BBPPPB,PBPBB,PBBPPB,5
BPPBBP,PBPBB,PBPBBP,5
PPBPBB,PBPBB,PBPBBB,5
BPBPBB,PBPBB,BBPBPB,5
BPBBBB,PBPBB,BPBPBP,5
PBBPBP,BPBPP,BBPBBB,5
BPBBBP,PBPBB,BPBPBB,5
PBPBBB,PBPBB,PBBPPB,5
BPBBPP,BPBPP,PPBPPP,5
BBBPBP,BPBPP,PBPPBP,5
PPBPPB,PBPBB,PBBBBP,5
BBBBPP,PBPBB,BBBBPP,5
BPBBBB,BPBPP,BPPPBB,5
PPBBBB,BPBPP,PBBPBP,5
PBPPPB,BPBPP,BPBBBP,5
PPPPBB,PBPBB,PPBBBP,5
BBPBBP,BPBPP,BPBBBB,5
BBPBBB,BPBPP,BPBPBB,5
BPBPPB,PBPBB,PBPBPB,5
PBBPBP,BPBPP,BPBBBP,5
PBPPPB,BPBPP,BPBPBP,5
BPPBPB,PBPBB,BPBPPB,5
BPBPBB,BPBPP,BBBBBP,5
PPBBBB,BPBPP,BPPPPP,5
PPBBBB,PBPBB,PPBBPB,5
PBBBPP,PBPBB,BPPBBB,5
BBBPBP,BPBPP,BBPBPP,5
BBPPBB,PBPBB,PBBBBP,5
BBPPBP,PBPBB,PBBBPP,5
BBPPPP,PBPBB,PPPPBB,5
BPBBPP,PBPBB,PBBBPB,5
BPBBBP,BPBPP,PBBPBP,5
PPPBBP,BPBPP,PBBBBP,5
PPBPPB,BPBPP,BPBBBB,5
BBBPPB,PBPBB,BBBPBB,5
BBPPBP,PBPBB,PBPBBP,5
PPBPBB,PBPBB,PBPPBB,5
BBPBBB,PBPBB,PBBBPB,5
BBPBBB,BPBPP,PBBBPP,5
PPPBPB,PBPBB,BBBBPB,5
PPPBBB,BPBPP,BPPBBB,5
PPPBPB,PBPBB,BPPBPB,5
BPBBBP,PBPBB,PPPBPB,5
PPBPBP,BPBPP,BPPPBB,5
PBBPPB,PBPBB,PPPBPP,5
BPPPBP,BPBPP,BBPBPB,5
PPBBPB,PBPBB,BPPPBB,5
BPPBBB,PBPBB,BPBBPP,5
BBPBBP,PBPBB,BPBPBP,5
BBBPBP,BPBPP,BPPPBP,5
PBBBBB,BPBPP,PPBBPP,5
BBPPBB,PBPBB,BPBBPB,5
PBBBPB,BPBPP,PPBPPB,5
BBBBPB,BPBPP,BPPBBP,5
BPPBBP,PBPBB,BPPPBB,5
BPPBBB,PBPBB,PPBBBP,5
BBPPBB,BPBPP,PPBPPB,5
BPPBBB,BPBPP,PPPPBP,5
BBPPPP,BPBPP,BPBPPB,5
PBPBPP,BPBPP,BPPPPP,5
BBPBBB,PBPBB,BBBPBP,5
BPBBBB,BPBPP,PBPBBB,5
BBPBPP,PBPBB,BBBBPP,5
PPPPBB,BPBPP,PPPBPB,5
BPPPPP,BPBPP,BBPPPB,5
BPPPBB,PBPBB,PBPPBB,5
BPPBBB,BPBPP,PPBPPB,5
PPBPPB,PBPBB,BPPBPP,5
BPPBBB,PBPBB,PBBBPP,5
BPBPPB,BPBPP,PBPPBP,5
BPPPBP,PBPBB,PBBBPP,5
BPPPBP,PBPBB,BPPBPP,5
BPPBPB,PBPBB,BPPPPP,5
PPPPBP,BPBPP,PPBPPP,5
PPBPPP,BPBPP,PBPBPB,5
PPBBPP,PBPBB,PBPBPB,5
BPBBPB,PBPBB,BBPBBB,5
BBPBBB,BPBPP,BBPPPB,5
BBPPPP,BPBPP,PPBPPP,5
PPPBPB,PBPBB,PBPPPB,5
BPBBBB,PBPBB,BPPBPB,5
BPBBBP,PBPBB,BPPBBB,5
BBBPBP,BPBPP,PBBPBP,5
PBPPPP,BPBPP,PBBPPP,5
PPPPBB,BPBPP,PPBBPB,5
BBBBPB,PBPBB,PPBBBP,5
BBBBPP,PBPBB,BPPBPB,5
PBBPPB,PBPBB,PPPBPB,5
BPBBPP,PBPBB,BPPBBB,5
PPBPBP,BPBPP,BBPBBB,5
PBBBBB,BPBPP,PBPPPP,5
BPPPPB,PBPBB,PBBBBB,5
BBPPPP,PBPBB,PBBPPP,5
PPPPPB,PBPBB,PBBPPB,5
PBBBBB,BPBPP,PBBBPP,5
BPBPBB,BPBPP,BPPBPP,5
BPPBPP,PBPBB,PPBPPP,5
BBBBPP,PBPBB,PPPPBB,5
BBBBPB,BPBPP,BBPPPP,5
BBPPPB,PBPBB,PPBBBB,5
BBBPPB,BPBPP,PPBPPB,5
PPPBPB,PBPBB,PPPBBB,5
BBBPPP,BPBPP,BBPBPB,5
PBPPBB,PBPBB,BBBBBP,5
PBPPPB,BPBPP,PPPPBP,5
PPBPPP,BPBPP,BPBBPP,5
BBPBBB,PBPBB,PBBPPB,5
PBBPPB,BPBPP,BPBBPB,5
BPBBBP,PBPBB,PPBBPP,5
BBPBBP,BPBPP,BBBPPB,5
PPBBPP,BPBPP,PBPBPP,5
BPBPPP,BPBPP,BPBPPB,5
PBPBPP,BPBPP,BBBBPP,5
BPBBBB,PBPBB,BBBPBB,5
PPPBBP,PBPBB,PPBPBB,5
PBPBBP,PBPBB,PBPBBB,5
BPBBPB,PBPBB,BPBBPP,5
BPBBBP,PBPBB,BPBBPP,5
BBBBBB,BPBPP,BPPPPP,5
PPPPBP,BPBPP,BPBPBB,5
BPBPPB,PBPBB,PBPPPP,5
BBBBPP,BPBPP,BBBBBB,5
PBPPPB,PBPBB,PBBPBB,5
BBBPPP,BPBPP,PBBBBB,5
PPBBBB,PBPBB,BBBPPP,5
BBBPPP,BPBPP,PPPPBB,5
PBBPBP,BPBPP,BPBPBP,5
PBPPBP,BPBPP,BPBPPP,5
PBPBPP,BPBPP,PBBPBB,5
PPBBPB,BPBPP,BPPBBP,5
BBPBBB,PBPBB,PBPPBP,5
PBBPBP,PBPBB,PBBPPB,5
BPPPBP,PBPBB,PBPPPB,5
BBPBPP,PBPBB,BBPBBB,5
BBBBPP,BPBPP,BPBBBP,5
PPBPPP,PBPBB,PPBPBB,5
BBBPBB,PBPBB,BBPBBP,5
BPBBBB,BPBPP,BBBPPP,5
PBPPBP,BPBPP,BBPPBP,5
BBPPBP,BPBPP,PBPPPB,5
PPPBPP,PBPBB,BPBPBB,5
PBPBBB,PBPBB,BBPPBB,5
PBBBPP,PBPBB,BPBPPP,5
PPBPBB,BPBPP,PPBPPB,5
PBPPPB,PBPBB,BBPBPB,5
BBBBPB,PBPBB,PPPPPB,5
BBBBBP,PBPBB,PBPPBP,5
BBPPBP,PBPBB,BPBPPP,5
PPBPBB,BPBPP,PPBBPP,5
PBBPPB,PBPBB,BPBBPB,5
PBBBPB,BPBPP,BBPPBB,5
PPPPPP,BPBPP,BPBBBB,5
BPPBBP,PBPBB,PBPPPB,5
BPPBPB,PBPBB,PPBPBB,5
PBPBBP,PBPBB,PPBBBP,5
PPBBPP,PBPBB,PPPBBB,5
BBBPPP,PBPBB,BBBPBP,5
BBPBBP,PBPBB,BPPPBP,5
BPBPBP,BPBPP,PBPBPB,5
PBPPPB,PBPBB,PPPBBP,5
BPPBBB,PBPBB,BPBBBB,5
BBPBBB,BPBPP,BBPPBB,5
BBPPBB,PBPBB,BPBPBP,5
BPBBBP,BPBPP,PPBBPP,5
PBBBBB,PBPBB,BPBBBP,5
BPPBPP,BPBPP,PPBBPP,5
BBBBPP,BPBPP,BBBBBB,5
BBBBBB,PBPBB,PBPBBB,5
BPBPBB,PBPBB,BBPPBB,5
PBBPBB,PBPBB,BBBBBP,5
PPPBBP,BPBPP,PBBPPB,5
BBBPPP,BPBPP,BPPPPB,5
PBBBBB,BPBPP,BPPPBB,5
BBPBBB,PBPBB,BPPBBP,5
PBPPPB,BPBPP,PBBPBB,5
BPPPBP,BPBPP,BPPBBB,5
BBBPBP,BPBPP,BBBBPP,5
PBBBBP,PBPBB,BBPBBB,5
BBPPPB,PBPBB,PBPPBB,5
PPPBPP,PBPBB,PBPBPB,5
PPPBBB,PBPBB,PPBPBB,5
PBPBBP,PBPBB,PPBBBP,5
BBBPPB,BPBPP,BPPBBB,5
PPPBBB,BPBPP,BPBPPB,5
BBPBPP,BPBPP,BBBPPB,5
PPBBBP,PBPBB,BBPPPP,5
PBPPBP,PBPBB,BBBPBP,5
PBBBBB,PBPBB,PPBPBP,5
BPPPPB,BPBPP,PPPBBP,5
PBPPPP,PBPBB,PPPBBB,5
PBPPBP,PBPBB,PPBPBB,5
PBPBBP,PBPBB,BPBBPB,5
BBBPBB,PBPBB,BPPPPB,5
PPPBPB,PBPBB,PBPPBB,5
BBPBBB,PBPBB,PPBPBB,5
PBPBBP,PBPBB,BBPPBP,5
PPPBPP,BPBPP,PBBBBP,5
BPPBBB,PBPBB,BBBPPP,5
PPPPPB,BPBPP,BBBBPP,5
PBBBPB,BPBPP,PBBBBB,5
BPPBPB,PBPBB,BPPBBB,5
PBPPPP,PBPBB,PPPBBP,5
BBPPPB,BPBPP,PPPBPB,5
PBPPPP,PBPBB,BPBBPP,5
BPBBPP,PBPBB,PBBPPB,5
BPPBPP,BPBPP,PPBBBB,5
PPPBBB,BPBPP,BPBBPP,5
BBPBBP,PBPBB,BBPPPB,5
PBPPPB,PBPBB,BPPBBB,5
PPBBBP,PBPBB,PPPPBP,5
PBBPPP,PBPBB,PBPBBB,5
PPBPBB,PBPBB,BBBBBB,5
PBBBPB,BPBPP,BBPBBP,5
