before,flip_trigger,after,length,flip_to
BPBPPP,PBPBBB,BBBPBB,6,B
BBPBBP,PBPBBB,PBBPPB,6,B
BBBBPB,BPBPPP,PPPPBP,6,P
BPPBPB,BPBPPP,BBBPPP,6,P
BPPBPB,BPBPPP,BBPBBP,6,P
BPPBPB,BPBPPP,BBBPPP,6,P
PPBPPP,PBPBBB,PPBPBP,6,B
BBPPBB,BPBPPP,BPPPBP,6,P
PBBPBB,PBPBBB,PBPPPP,6,B
BPBPBB,BPBPPP,PBBBPP,6,P
BPBPBP,PBPBBB,BBPBBP,6,B
PPBPPP,BPBPPP,PBBBPP,6,P
BBBPPP,BPBPPP,PBBBBB,6,P
BBPBBB,BPBPPP,BPPBPB,6,P
BPPPBP,PBPBBB,PBBPBB,6,B
BBBPBP,PBPBBB,BBBPPB,6,B
BBBBBB,BPBPPP,PPBBBB,6,P
BPBBPP,PBPBBB,BBPBBB,6,B
BBBBBP,PBPBBB,PPBBBB,6,B
PPPPBB,BPBPPP,BBPPPB,6,P
BBBPPB,BPBPPP,BBPBBP,6,P
PBBPPP,PBPBBB,PBBBBP,6,B
PPBPPP,PBPBBB,PPBBBB,6,B
BBBPPB,BPBPPP,PPPBBB,6,P
BPPPPB,PBPBBB,BPBBPP,6,B
PBPPPB,PBPBBB,PBPBBB,6,B
PBPBBB,PBPBBB,BPPPBB,6,B
BPPBPB,PBPBBB,BBPPBB,6,B
BPBBBP,PBPBBB,PPPPPB,6,B
BBBPPP,PBPBBB,PPBPPB,6,B
PBPPPB,BPBPPP,PPBPBB,6,P
PBPPPP,PBPBBB,PBPPBB,6,B
PPBBPP,PBPBBB,PBPBBP,6,B
BPBBPB,BPBPPP,PBBBBB,6,P
PPPBBP,PBPBBB,BPBBBB,6,B
BBPBBB,BPBPPP,PBPBBB,6,P
BPBPPP,PBPBBB,PBPBBP,6,B
PBBPBB,BPBPPP,BPBPBB,6,P
BPPBPB,BPBPPP,PBPBBB,6,P
BPBPPP,PBPBBB,BBPBBB,6,B
BBPPPB,BPBPPP,PBPBBB,6,P
BPBPPP,PBPBBB,PPPPPB,6,B
PBPBBP,PBPBBB,PBBBBP,6,B
PPPPPB,PBPBBB,BPBBPP,6,B
PBPPBP,PBPBBB,BPBPBP,6,B
PBPBBP,BPBPPP,PPPPPP,6,P
BPPBBP,BPBPPP,PPPPPB,6,P
PBBPBP,BPBPPP,PPPBPP,6,P
BPPBPP,BPBPPP,BPPPBP,6,P
PBPPPP,PBPBBB,PPPBPB,6,B
PPBBBP,PBPBBB,PPPPBB,6,B
BBBPPB,PBPBBB,BPBBBP,6,B
BPPPPB,PBPBBB,PPPPBB,6,B
BPBBPP,PBPBBB,BPPBPB,6,B
BPPPPP,PBPBBB,BBPBBP,6,B
PPPPBP,PBPBBB,PPBPPB,6,B
PBBPPB,BPBPPP,PPBPBP,6,P
BPPPPP,BPBPPP,PPBBBB,6,P
BBPPBB,PBPBBB,BPBPPP,6,B
PBPBBB,BPBPPP,PBBPBB,6,P
PBBBBB,PBPBBB,BPBBPB,6,B
BBPBBB,PBPBBB,PPPPBP,6,B
PPBPBP,BPBPPP,PBBPBB,6,P
BBPPBB,BPBPPP,BBPBBB,6,P
BPPPPB,BPBPPP,PPPPBB,6,P
PPPBPB,PBPBBB,PBPPPB,6,B
BPBPBB,BPBPPP,BPBBPB,6,P
BPPBPB,BPBPPP,PBPPBB,6,P
BPBBPB,PBPBBB,BBBPPB,6,B
PBPBPP,PBPBBB,PPPBBB,6,B
BBPPPB,BPBPPP,PPPPBB,6,P
PPBPPB,BPBPPP,BPPPPP,6,P
BPBBPP,PBPBBB,PPBBBB,6,B
PPPBBB,BPBPPP,PPBBBB,6,P
BBPPBB,PBPBBB,BBBBPB,6,B
BPBPBP,PBPBBB,BBPBBP,6,B
BBBPBB,PBPBBB,BBPBPP,6,B
PBBPPB,PBPBBB,BPBBPB,6,B
BPPBPB,BPBPPP,BPBPBP,6,P
BPBPPP,PBPBBB,BPBBBB,6,B
BBPBBP,PBPBBB,BBPPBB,6,B
PBBPPP,PBPBBB,BBBPBB,6,B
PBBBBB,PBPBBB,PBPPBB,6,B
PBBPPP,BPBPPP,PPPBPB,6,P
PPPBPB,BPBPPP,PPPPPB,6,P
BPPBBP,PBPBBB,BPBPBP,6,B
PPBBPB,PBPBBB,BBPBPB,6,B
BBBBPB,PBPBBB,PPPBBB,6,B
PPPBPP,PBPBBB,PPPPPB,6,B
BBPBPP,BPBPPP,BPPBBP,6,P
BPBPBP,BPBPPP,PPPPBP,6,P
BBPPBB,BPBPPP,BBPBBP,6,P
BPPBPB,BPBPPP,PPBBPB,6,P
PBPBPP,BPBPPP,BBBBBP,6,P
PBPBBP,BPBPPP,BPBBPP,6,P
PBBPBP,BPBPPP,BBPPPB,6,P
PBBBBB,BPBPPP,BBPBPB,6,P
PBBPBP,BPBPPP,PPBPPP,6,P
BBBPPB,PBPBBB,BBBPPP,6,B
PPBPBP,BPBPPP,PPBBPP,6,P
BPPPPP,BPBPPP,BPPPPB,6,P
PPPBPP,BPBPPP,BPBBBP,6,P
PBPBPP,PBPBBB,PPPPBB,6,B
PPPPBB,BPBPPP,BPPPBP,6,P
PPPBBB,PBPBBB,PBBPPP,6,B
PPBBPB,PBPBBB,BPPPBB,6,B
PPPBBB,PBPBBB,PPPPBB,6,B
PBBPBB,BPBPPP,BPBBBP,6,P
BBPBPP,PBPBBB,PPPBBP,6,B
PBBBBB,BPBPPP,BBBBPP,6,P
BPBBPP,BPBPPP,PBPBPP,6,P
BBBBBB,PBPBBB,PBBPBB,6,B
BPBBBB,PBPBBB,BPPBBB,6,B
PPBBBP,PBPBBB,PBBBBB,6,B
PBBPPP,PBPBBB,PBPBPB,6,B
BBBPBP,BPBPPP,PPPBPB,6,P
PPPPBP,BPBPPP,BPBPPP,6,P
BPBPPP,BPBPPP,BPBPBP,6,P
BPPBPB,PBPBBB,PPBPBP,6,B
PBBPBB,PBPBBB,PPBPBP,6,B
PBBBPP,BPBPPP,BBPBPB,6,P
PPPBBP,BPBPPP,PBPPPB,6,P
BPBBPB,PBPBBB,PPPBPB,6,B
PPPBBB,PBPBBB,PBBBPP,6,B
PPPPBB,BPBPPP,BPPBPP,6,P
PBBPBP,PBPBBB,PPPPBB,6,B
PPBBBP,PBPBBB,PPBBPP,6,B
BBPPBP,PBPBBB,BBPBBB,6,B
PBBPPB,BPBPPP,BBPPPB,6,P
PBBPBP,BPBPPP,BPPPBB,6,P
PPPBBB,PBPBBB,PPPBBB,6,B
PPBBPB,BPBPPP,PPBBPP,6,P
PBPPBP,PBPBBB,BPPBPB,6,B
BBPPBB,PBPBBB,PPPBPP,6,B
PPBBBB,BPBPPP,BPPPBP,6,P
BBBPPB,BPBPPP,BBBBBP,6,P
PBPPBB,BPBPPP,PPPPBB,6,P
PBBBPP,PBPBBB,BBPPPP,6,B
BBPPPP,BPBPPP,PPPBBB,6,P
PPBPBB,PBPBBB,BPPBBB,6,B
PPBPBB,PBPBBB,BPPBBB,6,B
BPBBBP,PBPBBB,PBBBBB,6,B
BPPBBB,PBPBBB,BPPPPB,6,B
BPBPBP,BPBPPP,PPPPPP,6,P
BPPBBP,BPBPPP,BBPPBB,6,P
PBBBBB,BPBPPP,PPBPPB,6,P
PPBBBP,BPBPPP,PBPPPB,6,P
BPPPBB,PBPBBB,PBPBPB,6,B
BBBPBP,BPBPPP,PBBBPP,6,P
PPPBBP,PBPBBB,PBBBPP,6,B
BPBBPP,PBPBBB,PPPPBP,6,B
PPBBBP,PBPBBB,PPPBPB,6,B
PPPBPB,PBPBBB,PPPPBP,6,B
BBPBBP,PBPBBB,PBBBPB,6,B
PPPPPB,BPBPPP,BBBBPP,6,P
PPPBBB,PBPBBB,BPBPPP,6,B
PBPBBB,BPBPPP,BPBBBP,6,P
BBPBPP,PBPBBB,PBPBBB,6,B
PBBPPP,BPBPPP,BPPPPP,6,P
BBBBBB,BPBPPP,BBBPBB,6,P
BBBBPB,PBPBBB,BPPPPP,6,B
BBBPPB,PBPBBB,BPPPBP,6,B
BBBBBP,BPBPPP,BBBPPP,6,P
BPBBBB,PBPBBB,PBPBBP,6,B
PBBPPP,BPBPPP,BBBBBP,6,P
BBPPPP,BPBPPP,BBBBPP,6,P
BBBPPB,BPBPPP,PBPBPP,6,P
PBBPPP,BPBPPP,PPBBPB,6,P
PBPPBB,BPBPPP,PBPBBB,6,P
BPPPPP,BPBPPP,BBBBBP,6,P
BPBBPB,PBPBBB,PPPPBB,6,B
BPBPBP,PBPBBB,BPPBBP,6,B
PPBPBB,BPBPPP,BPPPBB,6,P
BBBBPP,BPBPPP,BBPBPB,6,P
BPPPPB,PBPBBB,PBBPBB,6,B
BBPBBP,BPBPPP,BBPPPB,6,P
PPBPPB,PBPBBB,BBBBBB,6,B
BBBPBP,PBPBBB,PBPPPP,6,B
PPBPBB,BPBPPP,PPBPBP,6,P
BPPPPP,BPBPPP,PBBPBP,6,P
BBPPPB,PBPBBB,BPBPPP,6,B
PBPBBB,BPBPPP,PBPPBP,6,P
PPPBPB,BPBPPP,BBBPPB,6,P
BBBPPB,PBPBBB,PBBPBP,6,B
PBPBBP,PBPBBB,PPBBBP,6,B
BBPBPB,BPBPPP,PPPPBB,6,P
PPPPBP,BPBPPP,PPBPBB,6,P
PPBPBB,BPBPPP,PPPBBB,6,P
PBPBPB,PBPBBB,PPPBBP,6,B
PBPPPB,BPBPPP,BPPBBP,6,P
PBPPBB,BPBPPP,BBBPBB,6,P
PBPBPB,BPBPPP,BPBPBB,6,P
PBPPPB,PBPBBB,BBPBPB,6,B
BPPPPB,BPBPPP,PBPPBP,6,P
PPBPBP,PBPBBB,PPPBBP,6,B
PBBBBB,PBPBBB,BBBPBB,6,B
PPPPPB,PBPBBB,BBBPPB,6,B
BPPBBP,PBPBBB,BBBBPB,6,B
PBBBPB,BPBPPP,PPBBPP,6,P
PBPBPB,BPBPPP,BPBBBB,6,P
BBPBPP,PBPBBB,BBBPPB,6,B
BPBBPP,PBPBBB,BPBPPB,6,B
BBBPBP,PBPBBB,BPPBPB,6,B
PBBBBP,PBPBBB,PPBPBP,6,B
BPBPPB,BPBPPP,BBBPPP,6,P
PPBPPB,BPBPPP,BPBBPB,6,P
PBBPBP,PBPBBB,BBBPPB,6,B
PBBBPB,PBPBBB,PBBPPB,6,B
PBPBBP,BPBPPP,PBBPPB,6,P
PBPPBP,PBPBBB,PPPPBB,6,B
BPBBBB,BPBPPP,BBBPPP,6,P
PPBBBP,BPBPPP,PPPPPB,6,P
BBPBPB,PBPBBB,PPBBBB,6,B
PBPBPB,PBPBBB,PPPBBB,6,B
BPBPBB,PBPBBB,PBBBPP,6,B
BPBBPB,BPBPPP,PBBPBP,6,P
PBBBPP,BPBPPP,PBPBPB,6,P
BBPBBB,PBPBBB,PBBBBP,6,B
PPPBPP,BPBPPP,PBBBPP,6,P
BBPPPB,BPBPPP,PBPBPP,6,P
PBPPPB,PBPBBB,PBPPPB,6,B
BPBPBB,BPBPPP,BBBBBB,6,P
PPBPPB,PBPBBB,BBBPBB,6,B
PPPPPP,BPBPPP,BBBBBB,6,P
BPPBPP,PBPBBB,PPBPPP,6,B
PPBPPP,PBPBBB,BPPBPP,6,B
BPBPPB,BPBPPP,PBPPPP,6,P
PBBBBP,BPBPPP,PBBPPB,6,P
BPPBBB,PBPBBB,BBBPBB,6,B
PPBBBP,BPBPPP,BPPBPB,6,P
BBBBPP,BPBPPP,PBBBBP,6,P
PPBPPP,BPBPPP,BBBBPP,6,P
BBBPPP,PBPBBB,PPPBPB,6,B
BBBPPP,BPBPPP,PBBPPP,6,P
BBPPBP,PBPBBB,PPBBPB,6,B
PBPPPP,PBPBBB,BBPBPP,6,B
BBBPPB,PBPBBB,PPPBBP,6,B
PPBBPB,PBPBBB,PBPPPB,6,B
BPBPBB,BPBPPP,BBBPBP,6,P
BPBPPB,PBPBBB,PPBBPP,6,B
BBBBBP,BPBPPP,PBBPBP,6,P
PPPPBB,PBPBBB,BPBBPB,6,B
BPPBPP,BPBPPP,PPBBBP,6,P
PPPBBB,PBPBBB,PPBBPP,6,B
BBBPBP,PBPBBB,PBBBBB,6,B
BBBBBP,PBPBBB,PBBPBP,6,B
PPBPBB,PBPBBB,PBBBPP,6,B
BPPBPB,PBPBBB,PBBBPB,6,B
PPPBBP,BPBPPP,PPBPBB,6,P
BBPBBP,BPBPPP,BPBPPB,6,P
BBPBBP,BPBPPP,BPPPBP,6,P
PPBBPB,PBPBBB,BPBPPP,6,B
PBPBBB,BPBPPP,BBBBBP,6,P
BBBBPB,PBPBBB,BPPBPB,6,B
PBBBPP,BPBPPP,BPPPBP,6,P
PPPBPP,PBPBBB,PBPPBB,6,B
BBBPBB,PBPBBB,BPPPPP,6,B
BBBBPB,PBPBBB,PPPBBB,6,B
PBPPPP,PBPBBB,PBBPPP,6,B
PBBBBP,BPBPPP,BPBPBB,6,P
PBPPPB,PBPBBB,PBBPBP,6,B
PBBBPB,BPBPPP,PPPBPB,6,P
PBBPPB,BPBPPP,BBPPBB,6,P
PBBPPP,PBPBBB,PBBBPP,6,B
BBBPBB,BPBPPP,BPBBPB,6,P
PBPPBB,BPBPPP,PBBBBB,6,P
PBPPPP,BPBPPP,BBBBBP,6,P
BBBBBP,BPBPPP,BPPPBB,6,P
PPBBPB,PBPBBB,BBPPPB,6,B
BBBBPP,PBPBBB,PBBBBB,6,B
PPBPBP,PBPBBB,BPBPPB,6,B
BBBBPP,BPBPPP,PBPBBP,6,P
PPBPPB,PBPBBB,PBBBBP,6,B
PBBBBB,PBPBBB,BPBPPB,6,B
PPPPBP,PBPBBB,PBBBPP,6,B
BPBBPB,PBPBBB,BPPBBP,6,B
PBBPPB,BPBPPP,PPBBPP,6,P
PPBBPB,PBPBBB,BPPPPB,6,B
PBPPBP,PBPBBB,PPBPPB,6,B
BPBBPB,BPBPPP,BPBBBB,6,P
BBPBPP,PBPBBB,BBBBBP,6,B
BBPPPB,BPBPPP,PBPPPB,6,P
BBBPBB,PBPBBB,BBPBBP,6,B
BPPBPP,PBPBBB,PBPPPP,6,B
PPBPBB,BPBPPP,PPBBBP,6,P
BPBBPB,BPBPPP,PPPBBB,6,P
PBBBPP,PBPBBB,PPBPBB,6,B
BPBBBP,PBPBBB,PPBPBB,6,B
BPPBPP,BPBPPP,PBPPBP,6,P
BBBBPP,BPBPPP,BBPPPB,6,P
BPPPPB,BPBPPP,PBPPPB,6,P
BBPPPP,BPBPPP,PPPPPB,6,P
PPBPBP,BPBPPP,BPPPPP,6,P
PBPPPP,PBPBBB,PBBBPP,6,B
PPBBPP,PBPBBB,BPPPBP,6,B
PPPBPP,PBPBBB,PPBBPP,6,B
BPBBPP,PBPBBB,BBPBPB,6,B
PBPBBP,BPBPPP,BPBBPP,6,P
BPBBBP,BPBPPP,BPPPPB,6,P
PBBPPP,PBPBBB,BPPBPP,6,B
PPPBPB,PBPBBB,BBBPBB,6,B
BPPBBP,BPBPPP,BPPBPP,6,P
BPPBPP,BPBPPP,BBBPPP,6,P
BPBPPB,PBPBBB,PPPBBB,6,B
PBBBBP,PBPBBB,BBBBBB,6,B
BBPPPP,BPBPPP,PPPBPP,6,P
BPBPBP,PBPBBB,BPPPPP,6,B
PPBPPB,PBPBBB,PPPBPB,6,B
PBBBPP,PBPBBB,PBPBBP,6,B
BBBPPP,PBPBBB,BPBPBP,6,B
BBPBPB,PBPBBB,PBBBBP,6,B
PPBBBB,BPBPPP,PPBBPP,6,P
BPPPBP,PBPBBB,PBPPPB,6,B
PPBPBB,BPBPPP,BPBBBB,6,P
BBPBPP,PBPBBB,BPPPPP,6,B
BPBBPP,PBPBBB,BBBBBP,6,B
BPPPBB,PBPBBB,BPBBBB,6,B
BBPBBB,BPBPPP,PBBPPP,6,P
PPPPPB,PBPBBB,BPBBPB,6,B
BPPPBP,PBPBBB,PBPBBP,6,B
PPBPBP,PBPBBB,PPBPPB,6,B
BPPBPB,PBPBBB,PBBPBB,6,B
BBPBBP,BPBPPP,PPBBPB,6,P
PBBBBP,BPBPPP,PPBPBP,6,P
PPBPBP,PBPBBB,PPPPPP,6,B
PPPPPP,PBPBBB,PBBBPB,6,B
BBPBBB,PBPBBB,BBBBPB,6,B
BBBPBP,PBPBBB,BBPBBP,6,B
PBPPBP,BPBPPP,PBBBPP,6,P
BBPPBP,BPBPPP,BBBBPP,6,P
PPPBPP,PBPBBB,PPPPBB,6,B
PBBBBB,PBPBBB,PBPPPP,6,B
BPBPBB,BPBPPP,PBBBPB,6,P
PPBPBB,PBPBBB,PPBBBP,6,B
BBPBPP,BPBPPP,BPPPBP,6,P
PPBPBB,PBPBBB,BBBPPP,6,B
BBPBPB,PBPBBB,PPPPBB,6,B
BBPBPB,PBPBBB,BPBPPB,6,B
BBBBBB,BPBPPP,BBPBPB,6,P
PPPBBP,BPBPPP,PPPPPP,6,P
PBPPPB,PBPBBB,PPPBPB,6,B
BPBPBB,PBPBBB,BBPPPP,6,B
BPPBPB,PBPBBB,PBPBBB,6,B
PBPBBB,PBPBBB,PPBBBB,6,B
PPBPPP,BPBPPP,BBPPPB,6,P
PBPBPB,PBPBBB,PPBBPP,6,B
BPPBBB,BPBPPP,BPBBBP,6,P
BBPBPP,PBPBBB,PPPPBP,6,B
BBBPPP,PBPBBB,PBPPPB,6,B
PPBPBB,BPBPPP,BBPPBP,6,P
PPPPBB,PBPBBB,BPPPPB,6,B
BBBBBP,BPBPPP,BBBBPB,6,P
BPBPBP,PBPBBB,BBBBPP,6,B
BBPPPP,PBPBBB,BPPPBB,6,B
BBPPPB,BPBPPP,PPBBPB,6,P
BBPBBB,BPBPPP,PBBBPP,6,P
PPBPPB,PBPBBB,PPPPBB,6,B
BPPBPB,PBPBBB,PBPPBB,6,B
PPPPBB,PBPBBB,PBBBBB,6,B
PBPPBB,PBPBBB,BPBPBB,6,B
PPBBPP,BPBPPP,BBBBPP,6,P
PPBPBB,PBPBBB,PPBPBB,6,B
BPBBBP,PBPBBB,BPBPPB,6,B
BPBBPB,BPBPPP,BBBPPP,6,P
BBPBBB,PBPBBB,BBPPPB,6,B
BBPBBB,PBPBBB,BBPPPB,6,B
BBPBPB,PBPBBB,PBBPBP,6,B
PBBBBP,PBPBBB,PPPBPB,6,B
BPPPBP,BPBPPP,PBBBBB,6,P
BBBBBB,PBPBBB,PBPPPB,6,B
BPBPBB,BPBPPP,BBPBPP,6,P
PBPPPB,BPBPPP,BBBPPP,6,P
BPPBPB,BPBPPP,BPPBPP,6,P
PBBPPP,PBPBBB,BPPPPB,6,B
BBPPPP,PBPBBB,PPPPPP,6,B
BPBPBB,PBPBBB,BPBBBP,6,B
PPBBBP,BPBPPP,BBPPBB,6,P
PPPBBB,BPBPPP,PPBPBB,6,P
PBPPPP,PBPBBB,PBPBPP,6,B
PBPBPB,PBPBBB,BBBPPB,6,B
PPBBPB,BPBPPP,PBPPPB,6,P
BBBBPP,PBPBBB,BPBPPP,6,B
BPPBBP,BPBPPP,PBPBPP,6,P
PPPPPB,BPBPPP,PPPBPB,6,P
BBPBBB,PBPBBB,BBBBPP,6,B
PBPBBP,BPBPPP,BPPPBP,6,P
BBPBBP,PBPBBB,PPBBPB,6,B
PPPBPB,BPBPPP,BPBBPB,6,P
PPPBPB,PBPBBB,PPBPBP,6,B
PPBBBB,PBPBBB,BBBPPB,6,B
PPBBBB,PBPBBB,BBPPBP,6,B
BPBBPB,PBPBBB,PBPBPP,6,B
PPBBBB,BPBPPP,BPPPPP,6,P
PPBPPP,BPBPPP,BPBBBB,6,P
PBPBPP,PBPBBB,BBBPBB,6,B
PBBPPB,BPBPPP,BPBBBB,6,P
BBPBPP,PBPBBB,BPPPPP,6,B
BPPBBP,BPBPPP,PPPPPB,6,P
BPBPPB,BPBPPP,BBBBBP,6,P
PBBPBB,PBPBBB,PBBBBB,6,B
PBBPPP,PBPBBB,PPBPBB,6,B
BPBBBP,PBPBBB,PPBBPP,6,B
PPBBPP,PBPBBB,PBBBBB,6,B
BPBPBP,BPBPPP,PBPBPB,6,P
PBPBPB,PBPBBB,PPPPBP,6,B
PPPBPP,BPBPPP,PBPPBB,6,P
PPBBBP,PBPBBB,PPPPBB,6,B
BPPPPB,BPBPPP,PBBPBB,6,P
BBPBBP,BPBPPP,BBBBPP,6,P
PPPBPB,PBPBBB,BBBBBP,6,B
PBBBBB,BPBPPP,PPPBPP,6,P
BPBBBB,BPBPPP,BBPBPB,6,P
PBPPBP,BPBPPP,PBBPBB,6,P
BBBBPB,BPBPPP,PPPPPB,6,P
PBPBBB,PBPBBB,PPBPBB,6,B
PBPPPP,BPBPPP,PPPBPB,6,P
PBBPPP,BPBPPP,BBBPBB,6,P
BBBPBP,BPBPPP,BPBBBP,6,P
PBPBPP,PBPBBB,PBPBBB,6,B
PBPBBB,PBPBBB,BBPBBP,6,B
BPPPBB,PBPBBB,PBPBPP,6,B
BPBBBP,BPBPPP,BBPBBP,6,P
BBPBPP,BPBPPP,BPPBBP,6,P
BPBBBP,PBPBBB,BBPPBB,6,B
BBBBBB,BPBPPP,PPPPPB,6,P
BPPBPP,PBPBBB,PPBPBP,6,B
BPPBPB,PBPBBB,PBBBBP,6,B
PBPBBB,PBPBBB,BBPBPP,6,B
PBPBPB,PBPBBB,BPPBPB,6,B
PBBBBP,PBPBBB,BBBBBP,6,B
PPBPPB,BPBPPP,PPBPBP,6,P
BPPBBB,BPBPPP,BPPBBP,6,P
PPPBPP,BPBPPP,BPBBBP,6,P
PBPBPP,PBPBBB,PPPBPP,6,B
PBPPBP,BPBPPP,PPPBPP,6,P
BBBPPP,BPBPPP,BPPBPB,6,P
BPPPBP,PBPBBB,BBBPPB,6,B
PPBPPB,PBPBBB,PBPBBB,6,B
PBPBBB,PBPBBB,BBBBPB,6,B
PBPBPB,PBPBBB,PPPPBP,6,B
BPBBPB,BPBPPP,PBPPBP,6,P
BBBPPP,PBPBBB,BBBPPB,6,B
BBBBBP,PBPBBB,PBPBBB,6,B
BPPPPP,PBPBBB,PPPBPP,6,B
PPPPBB,PBPBBB,PBPBPP,6,B
BBBPBP,PBPBBB,BBPPBB,6,B
PBBBBP,BPBPPP,BBBPPB,6,P
PBBBPP,BPBPPP,BBPPPB,6,P
PPBBPP,PBPBBB,PPPPPP,6,B
PPPPPB,BPBPPP,PBBPPB,6,P
BBPPBB,PBPBBB,BBPPBB,6,B
PPPPPP,BPBPPP,PPBPBP,6,P
PPPBPB,PBPBBB,BPPBPP,6,B
BBBPPB,PBPBBB,PBPBBP,6,B
PPPPPP,BPBPPP,BBBPBB,6,P
BBPBBB,PBPBBB,BPPBPP,6,B
PPBPPB,PBPBBB,BBBPBB,6,B
BPPPPP,PBPBBB,BBPPPB,6,B
PPPBBP,BPBPPP,BPPBBB,6,P
BPPPBP,BPBPPP,BPPBPP,6,P
BBPBPP,BPBPPP,BBPPPB,6,P
BBPBPP,BPBPPP,BBBBPB,6,P
PPPPPP,BPBPPP,PBBBBP,6,P
PBBPPP,PBPBBB,PPBPBB,6,B
BPBBBP,PBPBBB,PBPBPB,6,B
PBBPPP,PBPBBB,BBBBBP,6,B
BBPBBB,BPBPPP,PPBBBP,6,P
BBBPBP,PBPBBB,PPPBBP,6,B
PBPPPB,BPBPPP,BBPPBB,6,P
BPPBPP,PBPBBB,BBPPBB,6,B
BBBPBP,BPBPPP,BBPPPB,6,P
BBBBBP,PBPBBB,PBBPBP,6,B
BPBBPB,PBPBBB,BPBBPP,6,B
BPPPBB,BPBPPP,PBPPPP,6,P
BPPBBB,PBPBBB,BBBPBB,6,B
BBBBBB,PBPBBB,PPPPBP,6,B
BBBPPP,PBPBBB,PPPPPB,6,B
BPBPPB,PBPBBB,BBPBPP,6,B
PPBPBB,PBPBBB,BBBBBB,6,B
PPPBBB,BPBPPP,BPBBBP,6,P
BBPBPP,PBPBBB,PBPPPP,6,B
PPBPBP,PBPBBB,BBBBPP,6,B
BBPPPB,PBPBBB,PPPBPB,6,B
PBBBPP,PBPBBB,PBBPPP,6,B
PPBPPP,PBPBBB,BPPPBP,6,B
BBBBPB,PBPBBB,BPPPPP,6,B
BBPPBB,PBPBBB,BBBPBB,6,B
BPPBPP,BPBPPP,BPPPBB,6,P
PBBPPP,BPBPPP,BBPPBB,6,P
BPPBBB,PBPBBB,PPPPBB,6,B
BBPBBP,PBPBBB,PPBBPB,6,B
BPBPBP,PBPBBB,PBPBBP,6,B
BPPPPB,PBPBBB,PPBBPP,6,B
BBPBPP,BPBPPP,BPBBBB,6,P
PBPBPP,PBPBBB,BPBBBB,6,B
BPPBPB,PBPBBB,PBBPPB,6,B
BBPPPB,BPBPPP,PBBPBB,6,P
PPBBPB,BPBPPP,PBPPBB,6,P
PPPBBP,PBPBBB,BBBPBP,6,B
BBPBBP,BPBPPP,BBPPBP,6,P
PPPBPB,BPBPPP,PPPPBP,6,P
PPPBBB,PBPBBB,PBBPPP,6,B
BBBPBB,BPBPPP,PBPPBB,6,P
PBPBBP,PBPBBB,BBPBPP,6,B
BBBPBP,PBPBBB,BBBPBB,6,B
BBPPPP,PBPBBB,PPBBBB,6,B
BBPPBB,BPBPPP,PBPBBP,6,P
BBBBBP,PBPBBB,BBPPPB,6,B
PBPBPP,BPBPPP,PPBBBP,6,P
BBPBBP,BPBPPP,PBBBPP,6,P
PPPPPP,PBPBBB,BPPPBP,6,B
BBBBPP,PBPBBB,PPPBBB,6,B
BBBPBP,BPBPPP,BPBBPB,6,P
BBPBBB,PBPBBB,PPBPPB,6,B
PBBBPP,PBPBBB,BBPBBB,6,B
PBPPPP,BPBPPP,PPBBPB,6,P
BPBBBB,PBPBBB,PPPBBP,6,B
BBBPBB,PBPBBB,PPPPPB,6,B
PPPBPP,PBPBBB,BPBPPB,6,B
PPBPBP,PBPBBB,PBBPBB,6,B
PBBPBB,PBPBBB,PPBBBB,6,B
BBBBBB,BPBPPP,PBPPBB,6,P
BPPPPB,PBPBBB,BBBPBB,6,B
PBPBBP,BPBPPP,PBBBBB,6,P
PBPPBP,PBPBBB,BBPPBB,6,B
BBPPBB,PBPBBB,BBPBPB,6,B
PPBBPB,PBPBBB,PPPBPB,6,B
BBBPPP,BPBPPP,PPPBPB,6,P
PPPPPP,BPBPPP,PPBBBP,6,P
BPPPPB,BPBPPP,PPBPBP,6,P
PBBPBP,BPBPPP,PBBBBB,6,P
BPPPBB,PBPBBB,BBBBBB,6,B
BBPBBP,PBPBBB,PPBPBP,6,B
PBBBBP,PBPBBB,PBPBBB,6,B
PBPBBB,PBPBBB,BPPBBB,6,B
BBPPPB,BPBPPP,BBPPBP,6,P
PPBPPP,BPBPPP,BPPPPP,6,P
PBBBPP,PBPBBB,PBPPPB,6,B
PPBPBB,BPBPPP,BPPPPB,6,P
PBBPBP,BPBPPP,PBBPPP,6,P
PPPBBB,BPBPPP,BPBPBP,6,P
PPPBPB,PBPBBB,PBPBBB,6,B
PBPBBB,PBPBBB,BBBPBP,6,B
BBBPBP,BPBPPP,PBBBBP,6,P
BBBBPB,BPBPPP,BPBBPB,6,P
PPBBPB,PBPBBB,PPBBBB,6,B
BPPPBB,PBPBBB,PPPBPB,6,B
BBBPPP,BPBPPP,BBBBPB,6,P
PBBPBP,PBPBBB,BPBBPB,6,B
BBBBBB,PBPBBB,PBBPBP,6,B
BBPPPP,BPBPPP,BPPPPP,6,P
PPPPPP,BPBPPP,BBPBPB,6,P
BBBPPB,BPBPPP,PBPPPP,6,P
PPBBBP,BPBPPP,PPPBBP,6,P
BBPBBP,PBPBBB,PBPBPP,6,B
BPBPBP,PBPBBB,PPBPBP,6,B
PBBPPB,PBPBBB,BBBPBB,6,B
BBBPPB,PBPBBB,PBPPBP,6,B
PPBPPP,PBPBBB,PPBBBP,6,B
