before,clash_cut,after,pattern
PBBBBP,PPBBPP,BPPPBB,2-2-2(t-cut)
BPPPBP,BBPPBB,BBBBBB,2-2-2(t-cut)
PPPPPP,PPBBPP,PBBBBB,2-2-2(t-cut)
BBBBBP,PPBBPP,BPPBPP,2-2-2(t-cut)
BBBPPP,PPBBPP,BBPBPB,2-2-2(t-cut)
BPPPPP,BBPPBB,PBPBPB,2-2-2(t-cut)
BPBPPB,BBPPBB,PBPBBP,2-2-2(t-cut)
BPBBBB,BBPPBB,BBPPBB,2-2-2(t-cut)
PPBPBB,BBPPBB,BPBPBB,2-2-2(t-cut)
BBPPBB,BBPPBB,BPPPBP,2-2-2(t-cut)
PPBPBP,PPBBPP,PBPBPB,2-2-2(t-cut)
BPBPPB,BBPPBB,PBPBBB,2-2-2(t-cut)
BBPBPB,BBPPBB,BPBPPB,2-2-2(t-cut)
PBBBBP,BBPPBB,PPBBPP,2-2-2(t-cut)
BBBPBB,PPBBPP,BBPPBB,2-2-2(t-cut)
BPBBPP,BBPPBB,PPBBPB,2-2-2(t-cut)
BBPPBB,PPBBPP,BBPBPP,2-2-2(t-cut)
PPBBPP,BBPPBB,PBPPPB,2-2-2(t-cut)
BBBPPB,PPBBPP,BPBPBP,2-2-2(t-cut)
PBBBBP,PPBBPP,BBBPPB,2-2-2(t-cut)
PBBBBB,BBPPBB,PBBBPB,2-2-2(t-cut)
BPBBPB,BBPPBB,BBPPBP,2-2-2(t-cut)
PPBPPB,BBPPBB,PBBBBP,2-2-2(t-cut)
BPPPBB,BBPPBB,PPBBBP,2-2-2(t-cut)
PPBBBB,PPBBPP,BBBPPP,2-2-2(t-cut)
BBBBPP,BBPPBB,BPPPPP,2-2-2(t-cut)
PBPBPB,BBPPBB,BPPPPP,2-2-2(t-cut)
BBPBBP,PPBBPP,BPPBPP,2-2-2(t-cut)
PPBPPB,BBPPBB,BBPPBP,2-2-2(t-cut)
PBPPPB,PPBBPP,PBBPPP,2-2-2(t-cut)
BPPBBP,PPBBPP,PBBBPB,2-2-2(t-cut)
PPPPBP,PPBBPP,PBPBBP,2-2-2(t-cut)
PBPPPB,BBPPBB,PPBBBB,2-2-2(t-cut)
PPPBBB,PPBBPP,BBBBPB,2-2-2(t-cut)
PBBBPP,BBPPBB,BBPBBP,2-2-2(t-cut)
BBPBPP,PPBBPP,BBPPPB,2-2-2(t-cut)
PBPPPP,BBPPBB,PPPBPP,2-2-2(t-cut)
PPPPBB,PPBBPP,PBPPBP,2-2-2(t-cut)
BPPPPB,BBPPBB,BBPBPB,2-2-2(t-cut)
BPBBPB,BBPPBB,BBBBPP,2-2-2(t-cut)
PBPBPP,PPBBPP,BPBPBB,2-2-2(t-cut)
PPPBPB,BBPPBB,BBPBBB,2-2-2(t-cut)
BBBBPB,BBPPBB,PPBPBP,2-2-2(t-cut)
BBPBBB,PPBBPP,BPBPPP,2-2-2(t-cut)
PBPBBP,BBPPBB,BPBPPP,2-2-2(t-cut)
BBBPBP,PPBBPP,PPBPBB,2-2-2(t-cut)
PBPBPB,PPBBPP,PPBBBP,2-2-2(t-cut)
BBBPBB,PPBBPP,PBPPPP,2-2-2(t-cut)
BBBBBP,BBPPBB,PPPBBP,2-2-2(t-cut)
BBBPBB,PPBBPP,PBBPBB,2-2-2(t-cut)
PPPPPB,BBPPBB,BBPBPB,2-2-2(t-cut)
PPPBPB,BBPPBB,BPBBBP,2-2-2(t-cut)
PBPBBP,PPBBPP,BPPBBB,2-2-2(t-cut)
PBPPPP,PPBBPP,BPPBPP,2-2-2(t-cut)
BBBBPB,PPBBPP,PPPPBP,2-2-2(t-cut)
PPPPBP,PPBBPP,PBPPBB,2-2-2(t-cut)
BBPPPB,PPBBPP,BPPBBP,2-2-2(t-cut)
PPBBBB,BBPPBB,BBBPBB,2-2-2(t-cut)
PBPBBB,BBPPBB,BBPPBB,2-2-2(t-cut)
PPBPPB,BBPPBB,PPBPPB,2-2-2(t-cut)
BPPBBB,PPBBPP,BPPBPP,2-2-2(t-cut)
BPPPPP,PPBBPP,PBBPPP,2-2-2(t-cut)
PPPBBP,PPBBPP,PPPBPB,2-2-2(t-cut)
PBBPBP,PPBBPP,PPBPBB,2-2-2(t-cut)
BPPPPP,PPBBPP,PBBPPP,2-2-2(t-cut)
PPPBBP,PPBBPP,PPBPPP,2-2-2(t-cut)
PBPBPB,BBPPBB,BPPPPP,2-2-2(t-cut)
BBBPPP,PPBBPP,PBPBBB,2-2-2(t-cut)
PBBPBB,BBPPBB,PPBPBP,2-2-2(t-cut)
BPBBBB,PPBBPP,BPBPPP,2-2-2(t-cut)
BPBBBP,BBPPBB,PPPBPB,2-2-2(t-cut)
BBBPBB,PPBBPP,PBPBBP,2-2-2(t-cut)
BPBPPB,PPBBPP,BPPBBP,2-2-2(t-cut)
BBBPBP,PPBBPP,BPBBPP,2-2-2(t-cut)
BPPBPP,PPBBPP,PPBPBB,2-2-2(t-cut)
BPPBBP,BBPPBB,PBPPPP,2-2-2(t-cut)
BPPPBB,PPBBPP,BBPBBP,2-2-2(t-cut)
PPBBPP,BBPPBB,PBBPBB,2-2-2(t-cut)
PPPBBB,BBPPBB,BBBBPP,2-2-2(t-cut)
BPBPPP,PPBBPP,PBBPPB,2-2-2(t-cut)
PPPBBP,PPBBPP,BPPBBP,2-2-2(t-cut)
PBBPBB,BBPPBB,BPBBPP,2-2-2(t-cut)
BBPPBP,PPBBPP,BPBPPB,2-2-2(t-cut)
PBPPBP,PPBBPP,PPBPBB,2-2-2(t-cut)
BBPPPB,BBPPBB,BBPPBP,2-2-2(t-cut)
BPBBPB,BBPPBB,PPBPBP,2-2-2(t-cut)
BBPBBB,PPBBPP,BPBPPB,2-2-2(t-cut)
BPBPPB,BBPPBB,BBBBBP,2-2-2(t-cut)
BPBPPP,PPBBPP,PBPPPB,2-2-2(t-cut)
PBBPBP,BBPPBB,BBBBPP,2-2-2(t-cut)
BBBBBP,PPBBPP,PPBPPP,2-2-2(t-cut)
BPPBPP,PPBBPP,BBBBBB,2-2-2(t-cut)
PBPPPP,BBPPBB,BBBBBB,2-2-2(t-cut)
BBPPBP,PPBBPP,BPPBPB,2-2-2(t-cut)
BPBPPP,PPBBPP,PPPPPB,2-2-2(t-cut)
PPBBBB,BBPPBB,PPPBPP,2-2-2(t-cut)
BBBBBB,PPBBPP,PBPPBP,2-2-2(t-cut)
PBBPBP,PPBBPP,BBBPPB,2-2-2(t-cut)
BPBPPP,BBPPBB,BPPBPP,2-2-2(t-cut)
PPBPPB,PPBBPP,PPPBBB,2-2-2(t-cut)
PBBBBB,BBPPBB,PPBPBP,2-2-2(t-cut)
BBBBBB,PPBBPP,BPBPBB,2-2-2(t-cut)
PBPBPP,PPBBPP,BPPPBB,2-2-2(t-cut)
PBBBPB,BBPPBB,PPPBBB,2-2-2(t-cut)
BBPBBB,PPBBPP,PBBBPB,2-2-2(t-cut)
BPBBBB,BBPPBB,BBBBBP,2-2-2(t-cut)
BPPPPP,PPBBPP,BBPBBB,2-2-2(t-cut)
PPPPPP,BBPPBB,PBBBPP,2-2-2(t-cut)
BBPBPB,PPBBPP,BPPPPB,2-2-2(t-cut)
BBBBPB,BBPPBB,BPPPPB,2-2-2(t-cut)
PBBBPP,PPBBPP,BBPPPB,2-2-2(t-cut)
BBPPPP,BBPPBB,PPPBPP,2-2-2(t-cut)
PPPPBB,PPBBPP,PBPPBP,2-2-2(t-cut)
PPBBPB,PPBBPP,BPPPBB,2-2-2(t-cut)
BPPBPB,PPBBPP,PPBBBB,2-2-2(t-cut)
BPBBPB,PPBBPP,PBPPBP,2-2-2(t-cut)
PBPBPB,PPBBPP,BBPBPP,2-2-2(t-cut)
BPPBPB,PPBBPP,PPPPPB,2-2-2(t-cut)
PBPBPP,PPBBPP,BBBBPB,2-2-2(t-cut)
PBPPPP,BBPPBB,BBPBPP,2-2-2(t-cut)
BBPPPP,PPBBPP,PPBPPB,2-2-2(t-cut)
BPPPPB,PPBBPP,PBPBPP,2-2-2(t-cut)
PPPBPB,PPBBPP,PPBPBP,2-2-2(t-cut)
PBPPBB,BBPPBB,PBPPPP,2-2-2(t-cut)
PPPPBP,PPBBPP,PPPBBP,2-2-2(t-cut)
PPPBBP,BBPPBB,PBPPPB,2-2-2(t-cut)
BPBPPP,BBPPBB,BBPPBB,2-2-2(t-cut)
BBPPBB,BBPPBB,PBPPPB,2-2-2(t-cut)
PPPBPB,PPBBPP,PBPPPB,2-2-2(t-cut)
PBBPPP,PPBBPP,PPPBBB,2-2-2(t-cut)
PPPBBB,BBPPBB,PBBBBP,2-2-2(t-cut)
BBBPPB,PPBBPP,BBPBBB,2-2-2(t-cut)
BPPBPP,BBPPBB,PBBBBP,2-2-2(t-cut)
PPPBPB,PPBBPP,PPBBPB,2-2-2(t-cut)
PPBBBB,BBPPBB,PBPBPP,2-2-2(t-cut)
BPBPBP,PPBBPP,BBBBPP,2-2-2(t-cut)
BPBPPP,BBPPBB,BBPPBP,2-2-2(t-cut)
PBPBBB,BBPPBB,PPPPPB,2-2-2(t-cut)
PPBPBB,BBPPBB,BPBBPP,2-2-2(t-cut)
PPBBBP,BBPPBB,PBBPPB,2-2-2(t-cut)
PBBBBP,BBPPBB,BPPBBP,2-2-2(t-cut)
PBBPPB,BBPPBB,PPPBPP,2-2-2(t-cut)
BPPBBB,PPBBPP,PBPPBB,2-2-2(t-cut)
PPBBPB,BBPPBB,BPBBBB,2-2-2(t-cut)
PPBBBP,BBPPBB,BBBBPP,2-2-2(t-cut)
PPPPBB,BBPPBB,BBPBBB,2-2-2(t-cut)
BBBPPP,PPBBPP,PBPPBB,2-2-2(t-cut)
PPBBPB,PPBBPP,PPPPBB,2-2-2(t-cut)
BBPPPP,PPBBPP,BBBPBP,2-2-2(t-cut)
PPPPPP,BBPPBB,BPBPPB,2-2-2(t-cut)
PBBBBP,BBPPBB,BPPPBP,2-2-2(t-cut)
PBPBBP,BBPPBB,BBBPPP,2-2-2(t-cut)
PPBPPB,BBPPBB,PBBBBP,2-2-2(t-cut)
PBBBBB,BBPPBB,BPBPPP,2-2-2(t-cut)
PBPBPB,BBPPBB,PPPBPP,2-2-2(t-cut)
PBPBBB,PPBBPP,PBPPBP,2-2-2(t-cut)
BBBBBP,PPBBPP,PBPBPP,2-2-2(t-cut)
BBPPPB,BBPPBB,BBBBBB,2-2-2(t-cut)
BBBBBB,BBPPBB,BBPBPP,2-2-2(t-cut)
PPPBPB,BBPPBB,PBPBBP,2-2-2(t-cut)
PBBPPP,PPBBPP,BPPPBP,2-2-2(t-cut)
BPPPBP,BBPPBB,BPPPBP,2-2-2(t-cut)
BBBPBP,PPBBPP,PBPBPP,2-2-2(t-cut)
BBBPBP,BBPPBB,BPPBPB,2-2-2(t-cut)
BPBBBP,PPBBPP,PPBBBB,2-2-2(t-cut)
BBBBBP,PPBBPP,PPPBBB,2-2-2(t-cut)
PBPBBB,BBPPBB,PBPPBP,2-2-2(t-cut)
BPBBBP,BBPPBB,PPBPBP,2-2-2(t-cut)
BBBPBB,PPBBPP,BPBPPP,2-2-2(t-cut)
PPPBBP,BBPPBB,PPPPPB,2-2-2(t-cut)
PBBPBB,PPBBPP,PPPBBP,2-2-2(t-cut)
PBBPPP,PPBBPP,BPBPPB,2-2-2(t-cut)
BPBBBP,PPBBPP,PBPPPB,2-2-2(t-cut)
BBBBPB,PPBBPP,BBBBPP,2-2-2(t-cut)
BBPBPP,BBPPBB,BBPPPB,2-2-2(t-cut)
PBPPPP,PPBBPP,PPPPPB,2-2-2(t-cut)
BPPPPP,PPBBPP,PBBPBP,2-2-2(t-cut)
PBBPBP,BBPPBB,BBBPPP,2-2-2(t-cut)
BPBBPB,PPBBPP,BBBPBB,2-2-2(t-cut)
PPBPPB,PPBBPP,BBBBPP,2-2-2(t-cut)
BPPBPP,BBPPBB,BBPPBB,2-2-2(t-cut)
BBPPBB,BBPPBB,BBBBBP,2-2-2(t-cut)
PBBBBB,BBPPBB,PPPBBB,2-2-2(t-cut)
BBBBBB,PPBBPP,PBBBBP,2-2-2(t-cut)
PBBPBP,PPBBPP,BPPPPB,2-2-2(t-cut)
BPPPPB,PPBBPP,BPPPBP,2-2-2(t-cut)
BPPBPB,PPBBPP,PBPBBB,2-2-2(t-cut)
PPPBPB,BBPPBB,BPPBBP,2-2-2(t-cut)
BBBPPB,BBPPBB,PPBBPB,2-2-2(t-cut)
BPPBBB,PPBBPP,BBPBBP,2-2-2(t-cut)
PBBBPP,BBPPBB,PBBPBP,2-2-2(t-cut)
BPBBBB,BBPPBB,BPBPBB,2-2-2(t-cut)
BBPPPB,PPBBPP,BBPBPP,2-2-2(t-cut)
PPPBPP,BBPPBB,PBPPPP,2-2-2(t-cut)
BPPPBB,BBPPBB,PPPBPP,2-2-2(t-cut)
PPBBBB,PPBBPP,PBPPPB,2-2-2(t-cut)
BPBPPB,PPBBPP,PPBPBB,2-2-2(t-cut)
BPBPBP,PPBBPP,PPBBPB,2-2-2(t-cut)
BBPBBP,PPBBPP,BPPPPB,2-2-2(t-cut)
PPBBPB,BBPPBB,BPPPBB,2-2-2(t-cut)
BBPPBP,BBPPBB,PBBPPB,2-2-2(t-cut)
BBPBBB,BBPPBB,BPBPPB,2-2-2(t-cut)
PBPPPP,PPBBPP,PPBPPB,2-2-2(t-cut)
PPBPPB,BBPPBB,BPBBBB,2-2-2(t-cut)
PPBPBP,BBPPBB,BPBPBB,2-2-2(t-cut)
BPPPPB,BBPPBB,BBBBPB,2-2-2(t-cut)
BPBBBP,BBPPBB,BPBBBP,2-2-2(t-cut)
PBBPBB,BBPPBB,PPPBBB,2-2-2(t-cut)
BPBBBB,PPBBPP,PBBBBP,2-2-2(t-cut)
BPPPBB,PPBBPP,PPBBBP,2-2-2(t-cut)
BBPBBP,BBPPBB,BBBPBP,2-2-2(t-cut)
BPBBPP,BBPPBB,PBPPBB,2-2-2(t-cut)
PPBBPB,PPBBPP,PBPPPP,2-2-2(t-cut)
BPPPPP,PPBBPP,PPPBBP,2-2-2(t-cut)
PBBPBP,PPBBPP,BBBBPB,2-2-2(t-cut)
BPBPPP,BBPPBB,BBPBBB,2-2-2(t-cut)
PBPPPB,PPBBPP,PBPPPB,2-2-2(t-cut)
BPPPBP,BBPPBB,BBBBBP,2-2-2(t-cut)
PBPPBB,BBPPBB,PBBPPB,2-2-2(t-cut)
BPPBBP,BBPPBB,BPPBBB,2-2-2(t-cut)
PBBPPB,BBPPBB,BPBBBP,2-2-2(t-cut)
BPPPBP,BBPPBB,PBPPBP,2-2-2(t-cut)
BPBBPP,PPBBPP,BPBPBP,2-2-2(t-cut)
PPPPBB,BBPPBB,BBBBBB,2-2-2(t-cut)
PBBPPB,BBPPBB,PPBPBB,2-2-2(t-cut)
BPPBBB,PPBBPP,BPBBBP,2-2-2(t-cut)
BPPBPB,BBPPBB,PBPPBB,2-2-2(t-cut)
BPPPPB,PPBBPP,PPPBBP,2-2-2(t-cut)
PBBPPP,PPBBPP,PBBPBB,2-2-2(t-cut)
BPBBPB,BBPPBB,PBPBBP,2-2-2(t-cut)
BPBBBB,BBPPBB,BBPPBP,2-2-2(t-cut)
PPBBBP,BBPPBB,PBPBBP,2-2-2(t-cut)
BPPBBB,BBPPBB,PPPBBB,2-2-2(t-cut)
PBBBBB,PPBBPP,PBBBBP,2-2-2(t-cut)
BBPBBP,BBPPBB,BBPBBB,2-2-2(t-cut)
BPBPBP,PPBBPP,PBPBBB,2-2-2(t-cut)
BPBPPB,BBPPBB,PBPPPP,2-2-2(t-cut)
PPPPBP,BBPPBB,PPPPBB,2-2-2(t-cut)
PPBPBB,PPBBPP,PPBBBP,2-2-2(t-cut)
PPPPBB,BBPPBB,PPPBPB,2-2-2(t-cut)
PPBBBB,PPBBPP,PBPBPB,2-2-2(t-cut)
PBBBBP,BBPPBB,PBBPPP,2-2-2(t-cut)
BBPBPB,BBPPBB,PPPBPB,2-2-2(t-cut)
PBPBBB,PPBBPP,PBPBPP,2-2-2(t-cut)
PPPBPB,PPBBPP,BBBBBP,2-2-2(t-cut)
PBPBPP,BBPPBB,BBBPPP,2-2-2(t-cut)
BBBBBP,BBPPBB,BBPBBB,2-2-2(t-cut)
BBBBPP,PPBBPP,BBBPBP,2-2-2(t-cut)
BBPPPP,BBPPBB,BPBPPB,2-2-2(t-cut)
PBBBPP,PPBBPP,PBPPPB,2-2-2(t-cut)
PPPBPP,PPBBPP,BBPPPB,2-2-2(t-cut)
PBPPPP,BBPPBB,PPPBBB,2-2-2(t-cut)
PPPPBB,PPBBPP,PBBBPB,2-2-2(t-cut)
BBBBBP,BBPPBB,PPBBBP,2-2-2(t-cut)
BBBPBB,PPBBPP,BBBPPB,2-2-2(t-cut)
BPBBPP,BBPPBB,BPPBPB,2-2-2(t-cut)
BBPPBP,BBPPBB,PPBPBP,2-2-2(t-cut)
PPBPBB,PPBBPP,BPBPBB,2-2-2(t-cut)
BBBBBB,BBPPBB,BBPPBB,2-2-2(t-cut)
BBPPBB,BBPPBB,BPBBPB,2-2-2(t-cut)
PBPBPB,PPBBPP,PBBPBB,2-2-2(t-cut)
PPBPPP,PPBBPP,PBPBPB,2-2-2(t-cut)
PBPPPP,PPBBPP,PBBBBB,2-2-2(t-cut)
BPPBBB,BBPPBB,BBPPBB,2-2-2(t-cut)
BBPPBB,BBPPBB,PBPBBB,2-2-2(t-cut)
BPPPPP,PPBBPP,BBPBPB,2-2-2(t-cut)
PPPPPP,BBPPBB,PBPBBB,2-2-2(t-cut)
BPBBBP,PPBBPP,PPBPPB,2-2-2(t-cut)
BBPPBP,BBPPBB,PBBPPB,2-2-2(t-cut)
BBPPPB,BBPPBB,PBPPBP,2-2-2(t-cut)
PBPPPB,BBPPBB,BBPPPP,2-2-2(t-cut)
BPPBPP,PPBBPP,PPBBPP,2-2-2(t-cut)
PPBBPP,PPBBPP,BBBPBB,2-2-2(t-cut)
BBPPPP,BBPPBB,BPBBBB,2-2-2(t-cut)
PBBPBP,BBPPBB,PPBBBP,2-2-2(t-cut)
BPBPBB,PPBBPP,BBBPPP,2-2-2(t-cut)
BPBBPP,BBPPBB,BPPPPB,2-2-2(t-cut)
BBPPPB,BBPPBB,PPPPPB,2-2-2(t-cut)
PPPBBB,PPBBPP,PPPBBP,2-2-2(t-cut)
PPBPBP,BBPPBB,PBPPBB,2-2-2(t-cut)
BBPBBP,PPBBPP,BPPBBB,2-2-2(t-cut)
PPBPPB,BBPPBB,BBPPPB,2-2-2(t-cut)
PPBBPB,PPBBPP,BBPBBB,2-2-2(t-cut)
BBPBPP,BBPPBB,PBBBPP,2-2-2(t-cut)
BPBBBP,PPBBPP,PPPBBB,2-2-2(t-cut)
BPBPBP,BBPPBB,BPPBPP,2-2-2(t-cut)
BBPBBP,BBPPBB,PBPPBB,2-2-2(t-cut)
BBBPPB,PPBBPP,PPBBBP,2-2-2(t-cut)
BBBBPP,PPBBPP,PBPBPP,2-2-2(t-cut)
PPBBBB,BBPPBB,BBPPBP,2-2-2(t-cut)
BPBBPP,PPBBPP,BBBBPP,2-2-2(t-cut)
BBPPPP,BBPPBB,BBPPBP,2-2-2(t-cut)
PBPPBP,PPBBPP,BPBBPB,2-2-2(t-cut)
BPPBPP,PPBBPP,BPPPPP,2-2-2(t-cut)
BPBPBP,PPBBPP,BPPBBP,2-2-2(t-cut)
PBBPPB,PPBBPP,PBPBBP,2-2-2(t-cut)
BPBBBP,BBPPBB,BPPBPB,2-2-2(t-cut)
BBPPPB,PPBBPP,PBPPBP,2-2-2(t-cut)
PBBBPB,BBPPBB,PBBBPP,2-2-2(t-cut)
BPBBPP,PPBBPP,PBBPPB,2-2-2(t-cut)
PPPBBP,PPBBPP,BBBBBP,2-2-2(t-cut)
PBBPPP,BBPPBB,BBBPPB,2-2-2(t-cut)
BPPBBP,BBPPBB,PPPPPP,2-2-2(t-cut)
PBBPBB,PPBBPP,PPPPPP,2-2-2(t-cut)
PBPBPB,BBPPBB,BBPBBB,2-2-2(t-cut)
PPPBBP,BBPPBB,BBBBBP,2-2-2(t-cut)
BBBPBP,BBPPBB,PBPPPB,2-2-2(t-cut)
PBPBPB,PPBBPP,PPBBBP,2-2-2(t-cut)
PPPPBP,PPBBPP,PPPBPB,2-2-2(t-cut)
PPPPPB,BBPPBB,BBBPBB,2-2-2(t-cut)
BPBBPB,PPBBPP,PBPPPB,2-2-2(t-cut)
PBPBPB,PPBBPP,BBPBBB,2-2-2(t-cut)
PBPBPP,BBPPBB,PBBBBP,2-2-2(t-cut)
PPPPBP,PPBBPP,BBBPPB,2-2-2(t-cut)
PPBPPP,BBPPBB,BPPBBB,2-2-2(t-cut)
PBBPPB,BBPPBB,BPPPBB,2-2-2(t-cut)
PPPBBB,BBPPBB,PPBPPB,2-2-2(t-cut)
PBBBBB,PPBBPP,BPPBPP,2-2-2(t-cut)
PBBBBP,BBPPBB,PBBPPB,2-2-2(t-cut)
BPBBPB,PPBBPP,BPPBBP,2-2-2(t-cut)
PBPBBP,BBPPBB,PPBBPP,2-2-2(t-cut)
PBBPBB,PPBBPP,BBPPBP,2-2-2(t-cut)
BPBBPP,BBPPBB,PPBPPP,2-2-2(t-cut)
BBPPBB,PPBBPP,BPPPBB,2-2-2(t-cut)
BPBBPB,PPBBPP,PBPPPB,2-2-2(t-cut)
PBPBBP,PPBBPP,BPPPBP,2-2-2(t-cut)
BBBPPP,PPBBPP,BPPBBB,2-2-2(t-cut)
PPPPBB,BBPPBB,BPBPBB,2-2-2(t-cut)
BBPPBP,BBPPBB,BPPBPB,2-2-2(t-cut)
BBBPPP,PPBBPP,PBBBPB,2-2-2(t-cut)
BBPBBB,BBPPBB,BPPBPP,2-2-2(t-cut)
PPBPPB,BBPPBB,BPPPBB,2-2-2(t-cut)
BBPPPB,BBPPBB,PBPBPB,2-2-2(t-cut)
PPPPPB,BBPPBB,BPBBBP,2-2-2(t-cut)
BPPBBP,PPBBPP,BBBPBB,2-2-2(t-cut)
PBBPPP,BBPPBB,BPBBPP,2-2-2(t-cut)
PBPPPB,BBPPBB,PBBBPP,2-2-2(t-cut)
BPBBBP,PPBBPP,PBBPPB,2-2-2(t-cut)
PPPBBP,PPBBPP,BBBBBP,2-2-2(t-cut)
PBBPPP,BBPPBB,BBBPPB,2-2-2(t-cut)
PPBBPB,PPBBPP,PBBPPP,2-2-2(t-cut)
BPPBBP,PPBBPP,PBPBBB,2-2-2(t-cut)
PBBBBP,BBPPBB,BBPBBP,2-2-2(t-cut)
BPPBBP,BBPPBB,PPBPBP,2-2-2(t-cut)
PBBPBB,PPBBPP,BPBPBP,2-2-2(t-cut)
PPBPBP,PPBBPP,BBPPBP,2-2-2(t-cut)
BPBPPP,BBPPBB,PPBPPB,2-2-2(t-cut)
BPPPBB,PPBBPP,BPPBPB,2-2-2(t-cut)
PBBBBP,PPBBPP,BBPBBP,2-2-2(t-cut)
BBBPPP,BBPPBB,PBBPBB,2-2-2(t-cut)
PBPPPP,PPBBPP,BBPPPB,2-2-2(t-cut)
PPPPPP,BBPPBB,PPPBPB,2-2-2(t-cut)
PPPPBB,PPBBPP,PBPBBP,2-2-2(t-cut)
BPPPBP,BBPPBB,PBPPBP,2-2-2(t-cut)
BPBBBB,BBPPBB,PPPBBP,2-2-2(t-cut)
BBBBBB,PPBBPP,PBBPPB,2-2-2(t-cut)
BPPBBP,PPBBPP,BPBPBB,2-2-2(t-cut)
BPPPBP,BBPPBB,PBBPPB,2-2-2(t-cut)
PPBPPB,BBPPBB,PBBPBB,2-2-2(t-cut)
BBBBBB,BBPPBB,PBPPBP,2-2-2(t-cut)
PBBBPB,BBPPBB,PBPBBP,2-2-2(t-cut)
PBBBPB,BBPPBB,PBPPPB,2-2-2(t-cut)
PBPPPB,BBPPBB,BPBBPP,2-2-2(t-cut)
BBPBPB,PPBBPP,PPPPBB,2-2-2(t-cut)
PBPPBP,PPBBPP,PPPPPP,2-2-2(t-cut)
BPBBBP,PPBBPP,BBPPBB,2-2-2(t-cut)
BBBPPP,BBPPBB,PPBBPB,2-2-2(t-cut)
BPPPBB,PPBBPP,BBPBBB,2-2-2(t-cut)
PPBBPP,BBPPBB,PBBBPP,2-2-2(t-cut)
BPBBBP,BBPPBB,BPBBBB,2-2-2(t-cut)
PBPBBP,BBPPBB,PPPBPB,2-2-2(t-cut)
PBBPBB,PPBBPP,PBPBBP,2-2-2(t-cut)
PPBBPB,BBPPBB,PPBBBP,2-2-2(t-cut)
BBPBBB,PPBBPP,BBBPPP,2-2-2(t-cut)
PBBBPP,BBPPBB,BPPPBP,2-2-2(t-cut)
PPBBBP,BBPPBB,PBPPPB,2-2-2(t-cut)
PBPPPB,BBPPBB,BPBBBP,2-2-2(t-cut)
PPPPPB,BBPPBB,BBBBPB,2-2-2(t-cut)
PBBBBB,BBPPBB,PBBPPB,2-2-2(t-cut)
BBPPBP,BBPPBB,BBPBPP,2-2-2(t-cut)
BPPBBP,PPBBPP,BPPBBB,2-2-2(t-cut)
BBBBBB,BBPPBB,PPPBPB,2-2-2(t-cut)
BBBBBB,PPBBPP,PBPBPP,2-2-2(t-cut)
BBBPBP,BBPPBB,PPPBBB,2-2-2(t-cut)
BPBPBB,PPBBPP,PBBBPB,2-2-2(t-cut)
BBBBBP,BBPPBB,PBBPPP,2-2-2(t-cut)
BPPBBB,BBPPBB,PPPBPP,2-2-2(t-cut)
PBBBBB,PPBBPP,PBPPPB,2-2-2(t-cut)
BBPPPP,PPBBPP,BPPBBP,2-2-2(t-cut)
PBBPPB,PPBBPP,PPBBPP,2-2-2(t-cut)
PPBBPP,PPBBPP,PBBBBP,2-2-2(t-cut)
BBBBPB,PPBBPP,PPPPPP,2-2-2(t-cut)
PBPPBB,BBPPBB,PPPPPP,2-2-2(t-cut)
PPBBBB,PPBBPP,PPPPPB,2-2-2(t-cut)
BPBBBB,BBPPBB,BPBPPB,2-2-2(t-cut)
PBBBPB,PPBBPP,BPPBPB,2-2-2(t-cut)
PBPPBP,BBPPBB,PBBPPP,2-2-2(t-cut)
PPPBPB,BBPPBB,BBPPPB,2-2-2(t-cut)
BBBBBP,BBPPBB,BPBBPB,2-2-2(t-cut)
BPBBPB,PPBBPP,PBPPPP,2-2-2(t-cut)
PBBBPB,PPBBPP,PBBBPB,2-2-2(t-cut)
PBPBBP,PPBBPP,PPPBPP,2-2-2(t-cut)
PPPPPB,PPBBPP,PPPPPP,2-2-2(t-cut)
PBBPPP,PPBBPP,BPPPBB,2-2-2(t-cut)
PPBBBP,PPBBPP,PPBBPP,2-2-2(t-cut)
PPBBPP,PPBBPP,PBBPPB,2-2-2(t-cut)
PPPBBP,PPBBPP,BBPPPP,2-2-2(t-cut)
PBBPPP,BBPPBB,PPPPBB,2-2-2(t-cut)
BPPPBB,PPBBPP,PPBBPP,2-2-2(t-cut)
PPBBPP,PPBBPP,PPBPBP,2-2-2(t-cut)
BPPBPB,PPBBPP,PBBPBP,2-2-2(t-cut)
PBBBPB,BBPPBB,PPPBPP,2-2-2(t-cut)
BBPBBB,PPBBPP,PBPPPP,2-2-2(t-cut)
PBPPPP,PPBBPP,BBPBBB,2-2-2(t-cut)
PPPPPP,BBPPBB,PBBBPP,2-2-2(t-cut)
PPBBPB,BBPPBB,PPPBBB,2-2-2(t-cut)
BBPBBB,PPBBPP,PBBBPP,2-2-2(t-cut)
PBPBBP,BBPPBB,PBBBBP,2-2-2(t-cut)
BBPPBP,BBPPBB,PBBBBP,2-2-2(t-cut)
PBBBBP,PPBBPP,PPPPPP,2-2-2(t-cut)
BBBBPP,PPBBPP,BBBPBB,2-2-2(t-cut)
BBPPPP,BBPPBB,BPBBBB,2-2-2(t-cut)
BPBBPB,PPBBPP,PBPBPP,2-2-2(t-cut)
