before,red_not_tidt,after,length
PBPPPP,BPBBBPBBBPBPB,PPPPPP,13
PBBBPP,BPBPBPBBBBBBBPB,PPBPPP,15
BPPPPP,BBBPBPBBPB,PPBPBP,10
BPBBPP,BBBPBPBBBPBBBBPBB,PPPPBP,17
BPPBPP,BBBBPBPBBBBBB,PPBPBB,13
PBPBPP,BPBBPBBPBBBBBBBBPBB,PPPBBB,19
BPBPPP,BPBBPBBBBPBBBPBBB,PPBBBB,17
PPBPPP,BBBPBBPBPB,PPPBPP,10
BPPPPP,BBBPBPBPBPBBB,PPPBPB,13
PBPBPP,BPBBBPBPBPBBBB,PPPBPP,14
PPPBPP,BPBPBPBBBBBBBB,PPPPPB,14
PPBBPP,BBPBBPBPBB,PPBPPB,10
PPPBPP,BBBPBPBBBB,PPPPBB,10
BBBPPP,BBBPBBBBBPBBPB,PPBPPP,14
BPPBPP,BBBPBPBBBB,PPBBBP,10
PBBPPP,BBBBBBPBBPBPBPB,PPBPPB,15
PBPPPP,BPBBBBBPBBBB,PPPBBP,12
BBPBPP,BBPBPBBPBBPBB,PPBBPP,13
BBPBPP,BPBBBBBPBBPB,PPPBBP,12
PPPBPP,BBPBBBBBBPBPBBPBBPBPBPBBBPBB,PPPBPB,28
PBBBPP,BPBPBBPBPBBBBBB,PPPPBP,15
PBBPPP,BBPBBPBBBPB,PPBPBB,11
BBPPPP,BPBPBBBPBBPBB,PPPPBB,13
BBPPPP,BBPBBBBBBB,PPBPPB,10
PPPBPP,BBPBPBBBBPB,PPBBBB,11
BPPPPP,BBPBBPBBPB,PPBBPB,10
BBBPPP,BBBBBBBBBBPB,PPBPBP,12
BPPPPP,BPBPBBPBPBBPBBBPBB,PPBPPB,18
PPBBPP,BBPBBBBBBBB,PPBBPP,11
BBBPPP,BBBBBBPBBB,PPPBPP,10
PBPPPP,BBBBPBPBBPBPB,PPPPBB,13
BBPBPP,BPBPBBBBBBPBPB,PPPBBP,14
BPBBPP,BBBBBBPBBBBBB,PPPBPP,13
PPPPPP,BPBBPBBBPBPBBPBBBBBPBPBBB,PPBBPB,25
PBBPPP,BBPBPBBBBPBB,PPBPPP,12
BBBBPP,BPBBPBBBPBBBBPB,PPPPPP,15
PBBBPP,BBBPBPBPBBBBB,PPPBPP,13
BPPBPP,BBBBBPBPBBPBB,PPPBPP,13
BBPBPP,BPBBPBPBPBPBBPBPB,PPBBPP,17
BPPPPP,BPBPBBPBBBPB,PPPPBB,12
BPPBPP,BPBPBBPBBBBB,PPPBBB,12
BPBBPP,BBBBPBBBBB,PPPBBP,10
PBBPPP,BBPBBBBBBPB,PPBBBB,11
PBPBPP,BPBBPBBPBBPBPBB,PPPPPP,15
PBBBPP,BBBBPBBPBPBPB,PPPBBB,13
PBPBPP,BBBBPBBBBB,PPPPPB,10
BPBPPP,BBPBBBPBBPB,PPPBBB,11
PPPPPP,BPBBBPBBBBPBBBBPBBBPBBB,PPBBPP,23
BPBBPP,BBPBBBPBPBBBBBB,PPBBPB,15
PPPPPP,BPBPBBBPBBB,PPPPBB,11
PPBPPP,BBBBPBPBPBBPB,PPBBPB,13
PPBPPP,BPBBPBPBBBBPB,PPBBPP,13
PPBBPP,BBBPBBBBBB,PPBPBP,10
PBBBPP,BBBBPBBPBBPBBB,PPBBBB,14
BBBPPP,BBPBBPBPBBB,PPBPBB,11
PBBPPP,BBBPBBPBBBBBB,PPBBPB,13
PBBBPP,BPBPBBBPBPBBB,PPPBBB,13
BBBBPP,BBBPBBPBBBPBPBPBB,PPPBPP,17
PBPPPP,BPBBBPBPBPB,PPBPPB,11
PPPBPP,BPBBBBBPBPBB,PPBBPP,12
BPBBPP,BPBPBBBBPBBBPBBBBBBBPBBPBBB,PPPPPB,27
BPBPPP,BBPBBPBBPB,PPBBBP,10
BBBBPP,BBPBPBBPBPB,PPPBBP,11
BBPPPP,BBBBBBPBPB,PPPPBB,10
PBPBPP,BBBPBBBPBBBPB,PPBBBB,13
BBPPPP,BPBBPBBBPB,PPBPPB,10
BBBPPP,BBPBBBBBBPBBPBBBBBB,PPBPPB,19
BBBBPP,BBPBPBPBPBBB,PPBPBB,12
BPBPPP,BBPBBPBPBBPBPBPBBBBB,PPPPBP,20
PBBPPP,BBPBPBBPBBBBBBBPB,PPPBPP,17
BPBBPP,BPBBBPBBPBB,PPPPPP,11
PPPPPP,BBPBBBPBPB,PPBPBP,10
PBBPPP,BBBPBBBBBPB,PPBBBP,11
BBBBPP,BBPBBBBBPBBB,PPPPBB,12
PBBBPP,BPBPBBBPBPBBPBPBB,PPPPPP,17
BBBPPP,BBBBPBPBBBBPBPBB,PPBBPB,16
PPPPPP,BBPBBBBPBBBB,PPBBPB,12
PBPPPP,BPBBBBPBPB,PPPBPP,10
PPBPPP,BBBPBBBPBBB,PPBPPP,11
BPPPPP,BBBBBPBBPBBB,PPPBBB,12
BBPPPP,BPBPBPBBBB,PPBBBP,10
PBBPPP,BPBPBPBBPBBPBPBB,PPPPBB,16
BBPPPP,BBBBBBPBPBPBB,PPPBPP,13
BBPPPP,BBPBBBPBBBBBB,PPBPPP,13
PBPPPP,BPBBPBPBBB,PPBBBP,10
BBPBPP,BPBBBBBPBBBB,PPBPBP,12
BPPBPP,BBBBBBPBBBB,PPPPPB,11
PBBBPP,BPBBBPBBPBBPBBPB,PPBPBB,16
BBPBPP,BPBBPBPBBPBPBPBPB,PPBBBP,17
BPBPPP,BPBPBPBPBB,PPBPBP,10
BBPBPP,BBPBPBBBPBPB,PPPPBB,12
PBPPPP,BPBBBBPBBBBPBBBPBB,PPBBPB,18
BPBBPP,BPBBBBBPBB,PPBBBB,10
BBPBPP,BBBBBBPBPBB,PPBPBB,11
BPPBPP,BBBPBBPBBB,PPPBPP,10
PPBPPP,BBBBBBBPBPBBBBPBBBBB,PPBPPB,20
PBBBPP,BPBBPBBPBBB,PPBBBP,11
PPBPPP,BPBBPBBPBPBBPBBBPB,PPPPPP,18
PBBPPP,BPBPBPBBBBPBPBPB,PPBBPP,16
PBPPPP,BPBBPBBPBBPB,PPPBBB,12
BPBBPP,BBPBPBPBBBBPBBBBPBBBBPB,PPBPBP,23
BBPBPP,BPBBBBPBBPBPBB,PPBPPP,14
BBPBPP,BBPBBBPBBPBB,PPBBBP,12
BPPBPP,BBBPBPBPBPB,PPBPBP,11
PBPBPP,BBBPBBBBBBBBPB,PPBBBP,14
PPBPPP,BPBBPBBBPBBPBBPBPBBB,PPBBBB,20
BBPPPP,BBBBPBPBBBBBBPBPBBPBPBPBPB,PPBBPB,26
PBPPPP,BPBBBBPBBPBPBBPBBPBPB,PPPBBB,21
PPPBPP,BPBPBPBPBBBBPBBB,PPPPBP,16
BBPPPP,BBBBPBPBPBBBBBBBB,PPPPPP,17
PBBBPP,BPBBBBBPBB,PPPBBP,10
PPPPPP,BBPBBBBBBBPBPBPB,PPPPBP,16
PBPPPP,BBBPBBPBPB,PPPPPP,10
BPBPPP,BBPBBBBPBPBBB,PPPBBP,13
PPBBPP,BBBBPBPBBPBBPBPBPBB,PPBBPP,19
BBPPPP,BBBPBBBPBPBBBBBBB,PPPPPB,17
PBPPPP,BBPBPBBBPBBBBBB,PPPBPB,15
BBPPPP,BBPBPBPBBBPBPBPBBBPBPBBBB,PPBBBB,25
BPPBPP,BPBPBBPBBB,PPPBBP,10
PPBPPP,BBBBBPBBBBPB,PPBPPB,12
BPPBPP,BPBPBBPBBPBPB,PPBBBP,13
PPPPPP,BBPBBBPBBBBPBBB,PPPBBB,15
PBBPPP,BPBBBBPBBB,PPBPBP,10
PBBPPP,BBBBBPBBPB,PPBBPP,10
PPBPPP,BBBBBPBPBBBB,PPBBBB,12
BBBPPP,BBBBBPBBBPBPB,PPPBBP,13
PBPBPP,BBPBBBPBBBBPBBBBBBB,PPPBBB,19
BBPBPP,BBPBBBBPBPB,PPBPPB,11
PPBPPP,BPBBPBBBBBPBBBB,PPPPBP,15
PPBBPP,BBBBPBBBBPBBB,PPPPPB,13
BBBPPP,BBBBBBPBBBBPBPB,PPPBBB,15
PPBBPP,BBBBPBPBPBBBB,PPBPBP,13
PBPBPP,BPBPBBBPBBBBB,PPBPBB,13
PBPBPP,BBBPBPBPBBB,PPBBBB,11
BPBPPP,BPBBPBPBBBB,PPPPPB,11
BPPPPP,BBBPBBBBBBPBB,PPPPBB,13
BBPPPP,BBPBBBBBPB,PPBBPB,10
PBBBPP,BPBPBBBPBB,PPBBPP,10
PPPPPP,BBPBBBBBBB,PPPPPP,10
PPBBPP,BBBBBBPBPBBBPBPBB,PPPBBB,17
BPPBPP,BBPBPBBPBPBB,PPPPPB,12
BBPPPP,BBBBBPBBPB,PPPBPB,10
PBPPPP,BPBBPBBBPBPBBPBBPBBBBPB,PPBPBP,23
BPPBPP,BPBPBPBBPB,PPBPBB,10
BBPBPP,BPBBBBBPBBPB,PPPBPP,12
PBBBPP,BBBBBPBBPBBBB,PPBBBP,13
PBPPPP,BBPBPBBPBB,PPBBBP,10
PBBBPP,BBBBPBBBBPB,PPBPPB,11
BPPBPP,BBBBBBBPBB,PPPPBB,10
BBPPPP,BPBBBPBBPB,PPBBPP,10
BBPBPP,BBBPBBPBBB,PPBPBP,10
BPBPPP,BPBBBPBBPBBPB,PPBPPP,13
PPPBPP,BBPBPBBPBBBBBBB,PPPBPB,15
PBPBPP,BBBBBBPBBBBBBBB,PPPBBB,15
PBBPPP,BBBPBBPBBBBBPB,PPBPBP,14
PPPBPP,BBPBPBBBBBPBPBB,PPPPPB,15
BPPBPP,BPBBBBBBBBBBB,PPBBPB,13
PBBPPP,BPBBPBBBPB,PPBPBB,10
BPPPPP,BBPBBBBBBPBBBPBBBBPBB,PPPPPP,21
BBBPPP,BBBPBPBPBPB,PPBPPP,11
PBBPPP,BPBPBPBPBPBBPBBPBBB,PPPBBB,19
BBBPPP,BBPBPBBBBB,PPPBPP,10
PPBPPP,BPBBPBPBPB,PPBPBP,10
PBPBPP,BBPBPBBBBPBBPBPB,PPPBPP,16
BBPBPP,BBBBBPBBPBPBBBPBBB,PPBBBB,18
BPBPPP,BBBPBBBPBPB,PPBBBP,11
BPPPPP,BBPBBBPBPBBBB,PPBBBP,13
BPPPPP,BPBBPBBBBBBB,PPPPPB,12
BBBBPP,BPBPBPBBPBBBB,PPPPBP,13
PPBPPP,BPBBPBBPBB,PPPPPB,10
BBBPPP,BPBBPBBPBB,PPBPBP,10
BPBBPP,BPBPBBBBBB,PPBPBB,10
BBBPPP,BBPBBBBBBPBPBPBPB,PPBBBB,17
BPPPPP,BPBBPBBBPBBBPBBBB,PPBPBP,17
PBPPPP,BBBPBBBBBPBPBBBBPBB,PPBBPP,19
BPPBPP,BPBBPBPBPBPB,PPPPBP,12
PBPPPP,BBBBBBPBBBBPBPB,PPPPPB,15
BBBPPP,BBPBPBBBBBBBBPBBBPBPB,PPPBBB,21
PBPBPP,BBBPBPBBBPBBB,PPBBPP,13
PBPBPP,BBPBPBBBBBPB,PPPPBB,12
PPBPPP,BPBPBBBBBB,PPPPBP,10
PPPPPP,BBPBPBBPBPBBBPBBB,PPBPBB,17
BPBBPP,BBBBPBPBPBPB,PPPBPP,12
BPPPPP,BPBPBBPBPB,PPPPBP,10
PBBPPP,BPBPBPBBPBBB,PPBPBP,12
PPBBPP,BBBBPBPBBBB,PPPPBP,11
BPPPPP,BPBBBPBBPBBPBPBB,PPBPBB,16
BPBBPP,BBBBPBBBBB,PPBPBP,10
PPPBPP,BBBBPBPBPBPBBBPBBPBPBBB,PPBBBB,23
BPPPPP,BPBPBPBBPBPBPB,PPPPPB,14
BPBBPP,BBBBPBBBPBPBBBBPBPBBPBB,PPBBBP,23
BPPPPP,BBPBPBBPBPB,PPPPBB,11
PBBPPP,BPBPBBPBBB,PPBPPP,10
PPPBPP,BBPBPBBBBBPB,PPPPBB,12
PBPPPP,BBPBBBPBBPBBBBBPB,PPPPPP,17
PPBBPP,BPBBPBBBPB,PPBBBP,10
BPBPPP,BBBPBPBBBPBPBPBPBBB,PPPPBB,19
BPPPPP,BBBBPBBPBBPBB,PPBBPB,13
PBBBPP,BBBPBPBPBB,PPBPBB,10
BPBBPP,BPBBPBPBBPBBB,PPBPPB,13
PBBBPP,BBBPBBBBBBBBBPBB,PPPBPB,16
BPBBPP,BPBBPBBBPBBB,PPBBPB,12
PBBBPP,BBPBBBPBBB,PPPBPP,10
PPBPPP,BPBBPBPBPB,PPBPBB,10
PPPBPP,BBPBBPBBPBBBBB,PPBPBP,14
PBPBPP,BPBBPBPBPBBBPB,PPBBBP,14
BBPPPP,BBPBPBBBBPBBBBBPB,PPBPBB,17
PBBBPP,BBPBPBPBBBBPBPBPB,PPPPBB,17
PBPPPP,BBBBPBBPBPB,PPPBPB,11
PBPBPP,BPBPBPBPBBBBBPB,PPPBBP,15
BBPBPP,BPBPBPBPBBB,PPBBBB,11
BPBBPP,BPBBBBPBPBBPB,PPPBPB,13
PPBBPP,BBPBPBPBPBBBPBBB,PPBBPB,16
PPBBPP,BBBBPBBPBBPB,PPBPPB,12
BBBBPP,BPBPBBPBBPB,PPPBPP,11
PPPPPP,BBPBBBPBPBPB,PPPBBP,12
PBPPPP,BPBBBBBPBBBB,PPPBPP,12
PPPBPP,BBBBPBBPBPBPBPB,PPPPPP,15
BPPBPP,BBPBPBBBPB,PPPBBB,10
BPBPPP,BPBPBBBBPBPBBPBPB,PPPPPB,17
BPBBPP,BBBPBBBPBPBPBBBB,PPPPBB,16
BPBPPP,BPBBBPBBBPBBBBB,PPBPBB,15
PPBBPP,BBBPBBBBPBPBB,PPPBBP,13
BBBBPP,BPBBBBBBPBBB,PPBPPP,12
BBBPPP,BPBPBPBBPBBPB,PPBBPB,13
PPBPPP,BBBPBPBBPBBPBBB,PPPPPB,15
BPBBPP,BPBBBBBBBBPB,PPPPBP,12
PPBBPP,BBPBBBPBBPBBBBBB,PPPPBB,16
PPPBPP,BPBPBPBPBBBPBPB,PPBPPB,15
BPBPPP,BPBPBPBPBBPB,PPBPBB,12
PBBBPP,BBBBPBBPBPB,PPBBPP,11
PPBBPP,BBPBPBBBBPB,PPBBBB,11
PPPPPP,BPBPBBBBPB,PPBBBP,10
BBPPPP,BBPBPBPBBBBB,PPPBPP,12
BPPBPP,BPBBPBPBBPBB,PPPBBP,12
PPBBPP,BPBBBBBBBB,PPBPPP,10
BPBPPP,BBPBBPBPBBB,PPPBPB,11
PBPPPP,BPBPBPBBPBPBPB,PPPPPP,14
PPPBPP,BBPBBBPBPBBB,PPBPBB,12
BPPPPP,BPBPBPBBPB,PPPBPB,10
PBPBPP,BBPBBPBPBBPBBB,PPPBPP,14
BPPBPP,BBPBPBBPBBBBBBB,PPBBBP,15
PPPBPP,BPBPBBBBBPBPBPB,PPPPBP,15
PBBBPP,BBPBBBBPBPBPBB,PPBPPP,14
PPBBPP,BBBBBBBBBPB,PPPPBB,11
BPBPPP,BPBBBBBPBBPBBBB,PPPPBP,15
BBBPPP,BPBPBBBPBBPBBBBPB,PPBPBB,17
PBBBPP,BPBBPBBPBBBBBBB,PPPBBB,15
PBPPPP,BBPBBPBPBBPBB,PPPBBB,13
PPBBPP,BBBPBBBBBPBPBPBB,PPBPPB,16
BBBBPP,BBPBBBBPBPBPBBBB,PPPPBB,16
BBBBPP,BBBBBPBBBB,PPBPBB,10
BBBBPP,BPBBBBBBBPBBPBBBPB,PPBBPP,18
PPBBPP,BBBBBPBBBBBBB,PPPPBB,13
BBBBPP,BPBBBBBPBBBB,PPPBPP,12
PPBPPP,BPBPBBPBBBB,PPPPPB,11
BPPBPP,BBPBBBBBBB,PPBPPP,10
PBBPPP,BBBBPBBBBBPB,PPPBPP,12
PPPBPP,BBBBPBBBBBB,PPPPPP,11
BPBPPP,BBBBPBPBBBBPBBB,PPBPPB,15
BPPBPP,BPBPBBPBPB,PPPBBB,10
PBBBPP,BBPBBPBBPB,PPPBPB,10
BPPPPP,BBBBBBBPBBBPB,PPPPPP,13
PPBBPP,BPBBPBBPBBB,PPBPBP,11
BBBPPP,BBPBBBPBPB,PPPPBP,10
BBBPPP,BPBBBBBPBBPB,PPBPBB,12
PPPBPP,BPBBBBBBBB,PPBPBP,10
BPPBPP,BBPBBBBPBB,PPBPPB,10
BPPPPP,BPBPBBBBBB,PPPBBB,10
PBBBPP,BBPBBBPBPB,PPBPBP,10
PPBBPP,BBBBPBPBBBBBPBB,PPPPBP,15
BPPPPP,BBBPBBPBBBBBB,PPBPPB,13
BPPBPP,BBBBPBPBBBBPB,PPPPPP,13
PPPPPP,BPBBPBBPBBB,PPPBPB,11
BBBBPP,BBBBPBPBPBPB,PPPPPB,12
PBBPPP,BPBPBBPBBBPBPBB,PPPBBP,15
PBBPPP,BBPBBPBPBBB,PPPPBP,11
BPPPPP,BBBBBBPBBPB,PPPPPP,11
PBPPPP,BBBPBBPBPBBPBBB,PPBPBP,15
PPPBPP,BBPBBPBBBPBBBPBBPBPB,PPPBBB,20
BBBBPP,BBBBPBBBBPBBBPBPBBPBBBPB,PPPPPB,24
BPPPPP,BPBPBPBBBPB,PPPBPB,11
BPBBPP,BPBBBBBPBPB,PPPPPB,11
BPBBPP,BBPBPBBBBPB,PPPPBP,11
BPPPPP,BBBPBPBPBBBBPB,PPBPPB,14
BBPBPP,BPBPBBBPBBPBBBPBBBPBPB,PPPBPP,22
BPBPPP,BPBBBBBPBBBBPB,PPPBBP,14
PBPPPP,BPBPBBBBBPBBBBBBPBPBBPBPB,PPBBPP,25
BPBPPP,BBPBPBBBPBB,PPBPPP,11
BPPPPP,BBBBBPBPBBBPB,PPPPPP,13
PPBPPP,BBBBBPBPBBPB,PPPPPP,12
PPBPPP,BBPBBBBBBPBB,PPPBPB,12
BPPPPP,BPBPBPBPBB,PPBPBB,10
BPPBPP,BPBBBBBBPBBPBBB,PPBBPB,15
PPBBPP,BBBPBPBPBBB,PPBBPB,11
PBPPPP,BBBPBBBBPB,PPPPPP,10
PPBPPP,BBPBBBBBBPB,PPBBPB,11
PPBPPP,BBBBBPBBBBBPBBB,PPPPPB,15
BPPPPP,BPBBBBBPBPBB,PPPBBB,12
PPPBPP,BBBPBPBBPBBBBBB,PPPPPB,15
BPBPPP,BPBBPBBBPBBPBPBB,PPPPBP,16
PBPPPP,BBBPBBBBPBPB,PPPPPB,12
BPPPPP,BPBBPBBBBBBBB,PPBBBB,13
BBBPPP,BPBBPBBBBBPBPBPBBPBPB,PPBBPP,21
PBBPPP,BBPBBBPBPB,PPPPBP,10
BPPPPP,BBBPBBBBPBBPBB,PPBBBP,14
PPBPPP,BPBPBPBBBBPBB,PPPPPB,13
BBBBPP,BPBBPBBPBBBPB,PPPBPB,13
PBBBPP,BBBPBPBBBPBBPBPBBBB,PPBPBB,19
PBPPPP,BBBPBBBPBBBPBB,PPPBPB,14
BBPPPP,BBPBPBPBBBBB,PPBPPB,12
BPBBPP,BBBBBBBBPBBBPBPB,PPPPPP,16
PBPBPP,BBBBPBBBPBBBBBB,PPBBBP,15
BBBBPP,BBBPBPBBPBBB,PPPPPP,12
BBBPPP,BPBBBPBBPB,PPBBBP,10
BBPBPP,BBBPBPBBBBB,PPBBBB,11
PBBPPP,BBBPBPBBBBPB,PPBBBB,12
BPPPPP,BPBBPBBBPBBB,PPPPBB,12
BPPPPP,BPBPBBBPBB,PPPPBB,10
PPPBPP,BPBBPBPBPBBPBB,PPPBPP,14
BPBBPP,BBBPBPBBBB,PPBBPB,10
BPPBPP,BPBPBPBPBB,PPBBPP,10
BPPPPP,BPBPBPBBPBPBBBPBB,PPBPBB,17
BBPPPP,BPBPBBBPBBBBPBBBBB,PPPPBB,18
BPPBPP,BPBPBBBBBPBBBPB,PPBBPP,15
PPPPPP,BPBBBBBBBBBPB,PPPPBB,13
PBPBPP,BBBBBPBPBBBBBBBB,PPBPPB,16
BBPPPP,BPBBBPBPBBPBPBBPBB,PPBBBB,18
BPBBPP,BPBPBPBBPBBB,PPBBBB,12
PPPBPP,BBBBPBPBBPBBBBBBBPBBBB,PPBPBB,22
PBBPPP,BBPBPBBBPB,PPBBBP,10
BBBBPP,BPBBBBBBBB,PPPPPP,10
BPPPPP,BBPBBBBPBB,PPPPBB,10
PPPPPP,BBBBBBBPBB,PPBBPB,10
BBPPPP,BBBBBPBPBPBB,PPBBPB,12
BBPBPP,BBBBBPBBBBBBPBBB,PPPPPP,16
PBPBPP,BBPBPBPBBPBBBPB,PPPBPP,15
BBBPPP,BPBBBBBBPB,PPPBBP,10
BPBPPP,BBPBBBPBPBB,PPPPBB,11
BPPBPP,BBPBPBBPBB,PPBBPB,10
BBPBPP,BPBPBPBBPBB,PPPPPP,11
PPPPPP,BPBPBBPBPBBB,PPPBBB,12
BPBPPP,BPBPBBPBPBBBPBBB,PPBBBP,16
PPBPPP,BBPBBPBPBBBB,PPPPPB,12
PBPBPP,BPBPBBBBPBBBBB,PPPBBB,14
PPPPPP,BPBBPBBBPBBB,PPPBPB,12
PPBPPP,BPBBPBPBBBPBBBPBBBBBBPB,PPPBBP,23
BPBBPP,BBBBBBBBBB,PPBPBP,10
BPBPPP,BBBBBBBPBB,PPPBPB,10
PBBBPP,BPBPBBPBPBBB,PPPBPB,12
PBBPPP,BPBPBBBPBBBPBBBBB,PPBPPP,17
PBPPPP,BBBPBBBBBBBPBBB,PPBBBP,15
PBPPPP,BBPBBBPBPBB,PPBPBP,11
PBBPPP,BPBPBBBBBBPB,PPBPPB,12
PPPPPP,BBPBBPBBPBPBBPB,PPBPPP,15
BBPPPP,BPBBBBBPBBBPB,PPPPBP,13
PPBPPP,BBBPBPBPBB,PPBBBP,10
BBPPPP,BPBPBBBBBBPBBBBBBBPBB,PPPPBP,21
BPBPPP,BBBBPBBBBB,PPBBBB,10
PBPBPP,BPBBBBBPBPBBB,PPBBPP,13
PBBPPP,BPBBBBPBPBB,PPPPBB,11
BBBBPP,BBBBBBPBPBB,PPBPPP,11
BBPPPP,BPBPBBBBPBBB,PPBBPB,12
BBBPPP,BBBPBBBPBBPBPB,PPBPBB,14
PBPBPP,BPBBBBPBPBBBB,PPBPBB,13
BPPPPP,BBBBPBPBPB,PPPBPB,10
BPPBPP,BBPBPBBPBPB,PPBPBB,11
PBPBPP,BPBBBPBBPBPBBPB,PPPBBB,15
BBBBPP,BBPBBBPBBBBBB,PPBPBP,13
BPBPPP,BBBBPBBBBB,PPBPPB,10
BBPBPP,BPBBBPBBPB,PPPPPP,10
BBBBPP,BBPBBPBBBPBPBBPB,PPBBBB,16
BBBPPP,BPBPBBBBBPBBB,PPPBPB,13
BBBPPP,BBPBPBBPBPB,PPBBPP,11
PBPPPP,BBPBBPBPBBBB,PPBBBB,12
BBBPPP,BBBBPBPBPBB,PPPPBB,11
PPPPPP,BBBPBBBPBPBB,PPBBPP,12
PBPPPP,BBBPBBBBBB,PPBBPP,10
BPBPPP,BBPBBBBBPB,PPBPPB,10
BBBPPP,BBBBBBPBBPBBBPBBBBPB,PPBPPP,20
PBPBPP,BPBPBBPBBPB,PPPPPB,11
PPBBPP,BBBPBBPBPBB,PPPBPP,11
PPPBPP,BBBPBPBPBBPBPBPBPBBPBPBB,PPPBPB,24
BBPPPP,BBPBPBBPBPB,PPBPBB,11
PPPPPP,BBBPBPBPBPBB,PPBBBP,12
BBPPPP,BBBPBPBBPB,PPBPPB,10
BPPPPP,BPBPBBBBBB,PPPPBP,10
PBBBPP,BBBBBPBBPBBBBPBBPBBB,PPBPBB,20
PBPBPP,BBBBBBBPBBBPB,PPPPPB,13
BPPPPP,BPBBBBBBBPBBBBBPB,PPPBBP,17
PPPBPP,BBPBPBBBBBPBBPBPBPBBBBBBBBBB,PPPBPP,28
BBBBPP,BBBBBPBBBB,PPPPPP,10
PBBPPP,BBPBBBBBBBPBBB,PPPPPP,14
PPPPPP,BPBBBBPBBPBBB,PPBPBP,13
PBBBPP,BPBPBPBPBPBPBPBBBBPB,PPPBBP,20
BPPBPP,BBBPBBBBPBPBB,PPPBPB,13
PPBBPP,BBBBPBBBPBPBBB,PPPBBP,14
PBPBPP,BPBBBPBBBBBB,PPBPPP,12
PBPBPP,BPBBBBPBPBPBBBPBBBBPBPB,PPPPBP,23
PBPPPP,BBBBBBBBPBBB,PPBPPP,12
PBPPPP,BBBBPBBBPBB,PPBBBB,11
BPBBPP,BBBBBBPBBPBB,PPBBBB,12
BPPBPP,BBBBBBBBPBBB,PPPBPB,12
BBPPPP,BBBBPBBPBB,PPBPPB,10
PBPPPP,BPBBBPBPBPBB,PPBPPB,12
PPBBPP,BPBPBPBPBBBB,PPPPPB,12
BBPBPP,BPBBBBPBBPBBBB,PPPBBP,14
PBBPPP,BPBPBPBBPB,PPPBPB,10
BBBPPP,BBBBBPBBBBB,PPBBBB,11
PBPPPP,BBBPBPBBBB,PPBBBB,10
PBPBPP,BBBBBPBBPB,PPBBPB,10
PPBBPP,BPBBPBBPBBBBBB,PPPBBB,14
BBBBPP,BPBPBPBBPB,PPPPBP,10
PPBBPP,BBBPBPBBPB,PPPPBP,10
PPBPPP,BBPBPBPBPB,PPBPPP,10
PPPBPP,BPBBPBPBPBBB,PPBBPB,12
PPPPPP,BBBBPBPBPBBPB,PPBPBB,13
BBBBPP,BPBPBPBBPBBB,PPPPBB,12
BPBBPP,BBBBPBBBPBBB,PPBPPB,12
BBBBPP,BBPBBBBPBBBB,PPPBPB,12
BPBBPP,BBBBBPBBPBPBB,PPPBBB,13
PPBPPP,BBBBBBPBBB,PPPPBB,10
PBBBPP,BBBBBBBBBPBB,PPBBPB,12
PPBBPP,BPBBBBBPBPB,PPBPPP,11
BBPPPP,BPBPBPBBPBBPBPBB,PPBPBP,16
PPPBPP,BBBBBPBBBB,PPPPPP,10
BBPBPP,BBBBPBBBBBB,PPBPPP,11
BBBPPP,BBBBPBPBPB,PPBPBB,10
PBPBPP,BPBBPBBBPBB,PPBBPP,11
BBPPPP,BPBPBPBPBB,PPPPBB,10
PPPPPP,BBPBBPBPBB,PPBPBP,10
PPPPPP,BPBBBBBBBBBPBB,PPBPBB,14
BBPPPP,BBPBBBBBPBBB,PPPBPB,12
BBBPPP,BPBBBBPBPBBBB,PPBPBB,13
PBBPPP,BBBPBPBBBBBPB,PPPPPB,13
PBBBPP,BPBPBPBPBPBB,PPPBBB,12
PBBBPP,BPBBBBBPBBPBBBBBBPB,PPPPPB,19
BPPPPP,BBPBBPBBBPBBBBB,PPBBBP,15
BPBPPP,BPBBPBBBPBPBBBPB,PPBBBB,16
PPPPPP,BBBBBBBPBBBBBB,PPPBBB,14
PPPBPP,BBPBPBBPBBBBBBBBBBBB,PPPBPP,20
BBBPPP,BBPBPBBPBPBPBPB,PPPBPB,15
PPBPPP,BBBBPBBPBPBBBBB,PPBBBP,15
BPBBPP,BBBPBPBPBB,PPBBPP,10
BBBPPP,BBBBBPBBPBPBBBB,PPPBPB,15
BPPBPP,BBPBBPBPBBBB,PPBBPP,12
BPBBPP,BPBBPBBBPB,PPBBPB,10
BBBBPP,BBBPBPBBPBBBPBPBBBBBB,PPBPPP,21
PBBBPP,BBBPBBPBBBPB,PPPBBB,12
PPBBPP,BBBBPBBBBBPB,PPPBBP,12
PBBBPP,BPBBBBPBPBBPB,PPPPPP,13
PBPPPP,BBBPBBBPBB,PPPBPP,10
BPPBPP,BBBBPBBPBBPB,PPPPBB,12
PPPPPP,BPBBBBPBBPBPBPBBPBPB,PPPBBB,20
BBBPPP,BPBBPBBBBBB,PPPBPP,11
PPBBPP,BBPBBBBBPBB,PPPBPP,11
PPPPPP,BPBPBBBBBPBPBPBBBBPBPBBBBB,PPPPBP,26
BBBBPP,BBBBBPBPBBBBPBPBB,PPPPBP,17
PPPBPP,BPBBPBBPBPBBBBPBB,PPBBPB,17
BPBBPP,BBPBBPBBBB,PPPBBP,10
