before,pingpong,after,length
BPPPPB,BPBPBPB,BPPBPP,7
PPPBPP,PBPBPBP,PPPPBP,7
BPPBPB,BPBPBP,PPBBPP,6
BPBBPP,PBPBPB,BBPBPP,6
BPBBPP,PBPBPB,BBPBPP,6
BBPBPB,BPBPBPBPBP,PPBBBB,10
PPPPBP,PBPBPB,BPBPBP,6
PPPBPP,PBPBPB,BPBPPP,6
BPBPPP,PBPBPB,BPPPBP,6
PPBPBP,PBPBPB,BBBPPP,6
PBBBPB,BPBPBPBP,PBPPBP,8
PBPPBB,BPBPBP,PPBBBP,6
PBBPPP,PBPBPBP,PPPBBP,7
BBPBBP,PBPBPB,BPPBBP,6
PPBPPB,BPBPBPBP,PPBBPP,8
PPBPBB,BPBPBP,PBBPBP,6
PBPPBP,PBPBPB,BPPBBB,6
PPBBBB,BPBPBP,PPPBPP,6
BPPPPP,PBPBPB,BBBBBP,6
BPBBBB,BPBPBPBPBPBPB,BPBBPP,13
PBPPBB,BPBPBP,PBPPBP,6
BPPPBP,PBPBPB,BPBBBB,6
BBPBBB,BPBPBPBP,PBBBPP,8
PPPBBP,PBPBPBP,PPPPPB,7
PBBPPP,PBPBPB,BPPBBP,6
PBBPPB,BPBPBP,PBBBPB,6
PBBPPB,BPBPBPBPBPBPBP,PPBPPP,14
PPPBPP,PBPBPBPBP,PPPBBP,9
BBBPPP,PBPBPBPBPBPB,BPPBBB,12
BBPPBB,BPBPBPB,BPBBBP,7
BBBBPP,PBPBPBP,PBBBPP,7
PPBBPP,PBPBPB,BBBPPP,6
PBBPPB,BPBPBPBP,PPBPBB,8
BPPBPP,PBPBPB,BBPPPB,6
BBBPBB,BPBPBP,PBPPBB,6
BBBBPP,PBPBPB,BPBBPB,6
BBBBPP,PBPBPB,BPBBPB,6
BBBBPP,PBPBPB,BPBBPB,6
BBBPPB,BPBPBPBP,PBPPBB,8
PPBPPB,BPBPBP,PBPPPB,6
PPBPPB,BPBPBP,PBPPPB,6
PBBPPP,PBPBPBPBP,PBBPPB,9
PBBPPP,PBPBPBPBP,PBBPPB,9
BPPPPB,BPBPBP,PBBPBB,6
BBBPPB,BPBPBP,PBPPPP,6
PPBPPP,PBPBPB,BPBBBP,6
PPBBBP,PBPBPBPBPBP,PPBBBP,11
PPBBBP,PBPBPB,BPBPPP,6
BBBBPP,PBPBPB,BBBBBB,6
BBPBPP,PBPBPBP,PPPPPB,7
PPPPBB,BPBPBPBPBP,PPPPPB,10
PPPPPB,BPBPBP,PBPBBP,6
PPBBBB,BPBPBP,PPBBBP,6
PPBPBB,BPBPBP,PBBBPP,6
PPBPBP,PBPBPB,BPBPBP,6
PBPBPB,BPBPBP,PPBPPP,6
BPPPPB,BPBPBPB,BPBBBP,7
PBPPPP,PBPBPBPBP,PBPBBB,9
PPPPPP,PBPBPBPBP,PPPPPB,9
BBPBBB,BPBPBP,PBBPBB,6
BBPBBB,BPBPBP,PBBPBB,6
BPBPBP,PBPBPB,BBBBPB,6
BBBBPB,BPBPBPBP,PPPBBP,8
BBPPPP,PBPBPB,BBPPPB,6
PBBPPP,PBPBPB,BPPPBB,6
PBPBPB,BPBPBPBP,PPPPBB,8
PBBBPP,PBPBPB,BBPBBP,6
PBPBBB,BPBPBP,PPBBBB,6
PBPBBB,BPBPBP,PPBBBB,6
BPPPBB,BPBPBPBPBP,PPPPPB,10
PPPPBP,PBPBPBPBPB,BPBBBP,10
PPPPBP,PBPBPBPBPB,BPBBBP,10
PBBPPP,PBPBPB,BBBBBB,6
PPBPPB,BPBPBP,PPBBPB,6
PBPPBB,BPBPBP,PBPBPB,6
BPBPBP,PBPBPBPBP,PPPPBP,9
PPPBBB,BPBPBP,PPPPPP,6
PPPPPP,PBPBPBP,PBPPPB,7
PPPBBB,BPBPBP,PPPPPP,6
PPPPPP,PBPBPBP,PBPPPB,7
PPPBBB,BPBPBP,PPPPPP,6
PPPPPP,PBPBPBP,PBPPPB,7
PPPPBP,PBPBPBPB,BPPBPB,8
PPPPBP,PBPBPBPB,BPPBPB,8
PPPPBP,PBPBPBPB,BPPBPB,8
BBPPBP,PBPBPBP,PPPPBB,7
PPPBPB,BPBPBPBPBP,PPPBPP,10
BPBBPP,PBPBPBPBPB,BPBPBP,10
PBPBPB,BPBPBPBP,PPPPBB,8
PPBPPP,PBPBPB,BBBPPB,6
PBBBBP,PBPBPBP,PBBBBB,7
PPPPPP,PBPBPBPBP,PPPPBP,9
PPPPPP,PBPBPBPBP,PPPPBP,9
PBBBPP,PBPBPB,BPPBBB,6
BBPPBB,BPBPBP,PPBPBB,6
PBPPPB,BPBPBPB,BBBBPP,7
PBPPPB,BPBPBP,PPBBBP,6
PBPPPB,BPBPBP,PPBBBP,6
PPPBPB,BPBPBPB,BBBPBP,7
PPPBPB,BPBPBPB,BBBPBP,7
PPPBPB,BPBPBPB,BBBPBP,7
PBPPPP,PBPBPBPBP,PPPPBP,9
PBBPPP,PBPBPB,BPBBPB,6
BBBBBB,BPBPBPBPB,BPBBPB,9
BPBPPB,BPBPBP,PPBPPB,6
PBBPBP,PBPBPB,BBPBPP,6
PBBBPB,BPBPBPB,BBBBPP,7
PBBBBP,PBPBPBP,PPPPBP,7
PBPPPP,PBPBPB,BPBBPB,6
BPBBPP,PBPBPBPBP,PBBBBB,9
PPPPBB,BPBPBP,PBPPPP,6
PPBBPB,BPBPBPB,BBBPBP,7
PBPPBP,PBPBPB,BPPPBP,6
BPBBPP,PBPBPBPBP,PBPBBB,9
PPPBPP,PBPBPBP,PPBBPP,7
PPPBPP,PBPBPBP,PPBBPP,7
BBPPPP,PBPBPBPBP,PPPBBP,9
PPBBBB,BPBPBPBP,PPBBBP,8
BPPPPP,PBPBPBPB,BBBBPP,8
BBBBBP,PBPBPBP,PPPBPP,7
BPPBPB,BPBPBP,PPPPBP,6
PPBPBP,PBPBPB,BPBPBB,6
BBPPPB,BPBPBP,PBPBPB,6
BPBPBP,PBPBPB,BPBBPB,6
PBPBBP,PBPBPBPB,BPBPPB,8
BPPBPB,BPBPBPB,BBPBBB,7
BBPPPB,BPBPBP,PPPBPB,6
BBPPPB,BPBPBP,PPPBPB,6
PBBBPP,PBPBPBPB,BBBPPB,8
PBBBBB,BPBPBPB,BBBBPP,7
PPPPPP,PBPBPBPB,BPPBBP,8
BPBBBP,PBPBPB,BBPPBP,6
PPBPPP,PBPBPB,BPPBBB,6
PBBPBP,PBPBPB,BBPBBB,6
BPPPBP,PBPBPBPBPBP,PBBPPP,11
BBPPPB,BPBPBPB,BPBPPP,7
PPBPPB,BPBPBPBPB,BBBPBP,9
PPBPPB,BPBPBPBPB,BBBPBP,9
BPPPBB,BPBPBPBP,PPBPBB,8
BPBBBB,BPBPBPB,BPPPPB,7
PPPBPP,PBPBPB,BBBBBB,6
PPBPPP,PBPBPBPB,BBBPBP,8
PPBPPP,PBPBPBPB,BBBPBP,8
PBPBPP,PBPBPBPB,BPPPBB,8
BBPPPB,BPBPBP,PBPPPP,6
PBBPBB,BPBPBP,PBPBBP,6
BBBPPP,PBPBPB,BBPBPB,6
BBPPBB,BPBPBP,PBPBBB,6
BPPBBB,BPBPBPBPB,BPPPBB,9
BPPBBB,BPBPBPBPB,BPPPBB,9
BPPBBB,BPBPBPBPB,BPPPBB,9
PPPBPP,PBPBPB,BBPBPB,6
BPBPBB,BPBPBPB,BBPBBP,7
BBBPBB,BPBPBPB,BPPBBB,7
PPBBPP,PBPBPB,BPPBBB,6
BBPPBP,PBPBPBP,PBPPPB,7
BBPBBB,BPBPBP,PBBBBP,6
BBBBPB,BPBPBP,PPPPBB,6
PBBPBB,BPBPBPB,BBBPPP,7
BPPPBP,PBPBPB,BBBPPP,6
BPPPBP,PBPBPB,BBBPPP,6
BPPPBP,PBPBPB,BBBPPP,6
BPPPBP,PBPBPB,BBBPPP,6
PPBBBP,PBPBPB,BPBPPB,6
BPBPPB,BPBPBP,PBPBBB,6
PPBBBP,PBPBPB,BPBPPB,6
BPBPPB,BPBPBP,PBPBBB,6
PPBPBB,BPBPBP,PBBPPP,6
PBBPPB,BPBPBP,PPPPBB,6
PBBPPB,BPBPBP,PPPPBB,6
BPPPBP,PBPBPBP,PBPPBP,7
BPPPBP,PBPBPBP,PBPPBP,7
PPBBPP,PBPBPB,BBPBPB,6
BPBPBB,BPBPBPB,BPPBPB,7
PBPBBP,PBPBPB,BBBPPP,6
PBBPBP,PBPBPBP,PBPPBB,7
PPPPBP,PBPBPB,BPPBPP,6
BBBPBB,BPBPBPB,BPBPBP,7
PBPBPB,BPBPBP,PPPBBP,6
BBBPBB,BPBPBPB,BPBPBP,7
PBPBPB,BPBPBP,PPPBBP,6
PPBPPB,BPBPBP,PBBBPP,6
PBBBPP,PBPBPBP,PBBPBB,7
PPBPPB,BPBPBP,PBBBPP,6
PBBBPP,PBPBPBP,PBBPBB,7
BBPBBP,PBPBPBP,PPBPBB,7
PBBBBB,BPBPBP,PBBBBP,6
BBPBBB,BPBPBPBP,PBPPPB,8
BPPBBB,BPBPBP,PPPBPB,6
BPBPPB,BPBPBP,PPBBPP,6
PPBPPB,BPBPBP,PPBPBB,6
PBPPBP,PBPBPBP,PBBPPP,7
BBPBBP,PBPBPBPBPB,BPPBPB,10
BPBPPP,PBPBPB,BPPPBB,6
BBPPBP,PBPBPB,BPPBPP,6
BBPPPP,PBPBPBP,PBPPBP,7
PPBBBP,PBPBPBPBPBP,PBBPBP,11
BPBPPB,BPBPBP,PBBBBP,6
PBBPPP,PBPBPB,BPBPPB,6
PBBPPP,PBPBPB,BPBPPB,6
PBBPPP,PBPBPB,BPBPPB,6
BBBBPP,PBPBPB,BBPBBB,6
PBBPPP,PBPBPB,BPPPPP,6
PPPPBB,BPBPBP,PBBPPB,6
BPBPPP,PBPBPBP,PBPPBP,7
BPBBBP,PBPBPBPB,BPBPBP,8
PBPBPB,BPBPBP,PBBBPP,6
BPBBBP,PBPBPBPB,BPBPBP,8
PBPBPB,BPBPBP,PBBBPP,6
PBBBBB,BPBPBPBPB,BBPPPP,9
BPPBPB,BPBPBP,PPBPBB,6
BPPBPB,BPBPBP,PPBPBB,6
BPPBPB,BPBPBP,PPBPBB,6
PPBBPB,BPBPBPB,BPPBPP,7
PBPPPP,PBPBPB,BBBBPB,6
PPPBPB,BPBPBP,PPBBPB,6
PPPBPB,BPBPBP,PPBBPB,6
BBPBPB,BPBPBPB,BPPPPB,7
PPPPBP,PBPBPB,BPBPPP,6
PBPPBP,PBPBPB,BPBBPP,6
BBBBBP,PBPBPBPBP,PBBPBB,9
BBBBBP,PBPBPBPBP,PBBPBB,9
BPBBBB,BPBPBP,PBBPBP,6
BPBPPB,BPBPBP,PPBBPP,6
BPPBBP,PBPBPB,BBBPBP,6
BPPBBP,PBPBPB,BBBPBP,6
PPBPBP,PBPBPBP,PPBBBP,7
BBBBBP,PBPBPBP,PPBBPB,7
PPBBPP,PBPBPBPBP,PPPPBP,9
PPBBPP,PBPBPBPBP,PPPPBP,9
PBPPBB,BPBPBPB,BPBBBB,7
PBBPPP,PBPBPBP,PPPPPB,7
PBBPPP,PBPBPBP,PPPPPB,7
BPPPPB,BPBPBP,PBBBBP,6
BPPBPB,BPBPBP,PPPPBP,6
PBBPPP,PBPBPB,BBPPPP,6
PPPBPP,PBPBPB,BPBPBB,6
PBBPPB,BPBPBPB,BPPPPB,7
PPPBPB,BPBPBP,PBBBPP,6
BBBPBP,PBPBPB,BPPPBB,6
PPPPPP,PBPBPB,BBBBPB,6
BPBBBP,PBPBPB,BPBPBB,6
BBPBPB,BPBPBPBP,PBBBPP,8
PPPPBP,PBPBPB,BPPBPP,6
PBBPBB,BPBPBP,PBBPPB,6
BBBBBP,PBPBPB,BPPPPP,6
PPBPPB,BPBPBPBP,PPBBPP,8
PPBPPB,BPBPBPBP,PPBBPP,8
BBPPBB,BPBPBPBPB,BPBBBP,9
BBBPBB,BPBPBPBPBPBP,PPBPBB,12
BBPBBB,BPBPBP,PBBBBB,6
BBPBBB,BPBPBP,PBBBBB,6
BBPBBB,BPBPBP,PBBBBB,6
PPBPPB,BPBPBP,PPPBBP,6
PBBPBB,BPBPBP,PBBPBP,6
PBPPPP,PBPBPB,BBPPBP,6
PBBPBP,PBPBPB,BBPBPP,6
BBPBBP,PBPBPB,BPBPPP,6
PPBBPB,BPBPBP,PPBPPB,6
PPBBPB,BPBPBP,PPBPPB,6
PPBPBB,BPBPBP,PPBBPP,6
BPBBPP,PBPBPB,BBBBPB,6
PPBBBP,PBPBPB,BBPBBB,6
PPBBBB,BPBPBPBPBP,PBPBBB,10
BBPPBP,PBPBPB,BBBBBB,6
BBBBPP,PBPBPB,BPBBPB,6
BPBBPB,BPBPBPBP,PPPBPP,8
BBBBPP,PBPBPB,BPBBPB,6
BPBBPB,BPBPBPBP,PPPBPP,8
BPPBPB,BPBPBP,PBBBPP,6
PPBBPP,PBPBPB,BPPPPP,6
PPBPBP,PBPBPBPB,BBPPBB,8
BBPBBP,PBPBPB,BPBBPP,6
PPPBBB,BPBPBPB,BPPBBP,7
PPBPPB,BPBPBP,PPBBPB,6
BBPBBP,PBPBPB,BPBPBB,6
BPPPBB,BPBPBPBPB,BPBPPB,9
BPPBBB,BPBPBPB,BPBPBB,7
PPBBBP,PBPBPBPBPB,BBPBPP,10
BBBPBP,PBPBPB,BPPBPP,6
PBBPPP,PBPBPBPBP,PPPPBP,9
BPBBPB,BPBPBPBP,PPBPPB,8
BBBBBP,PBPBPB,BPBPBP,6
PBPBPB,BPBPBPB,BPPPPB,7
BBPBPB,BPBPBPB,BBBBBB,7
BBBPBP,PBPBPBP,PPPBBP,7
BBPPPP,PBPBPBPBPBP,PBBBBP,11
BBBBPB,BPBPBPB,BPPBBP,7
PBPPPB,BPBPBP,PBBPPP,6
BPPPPP,PBPBPB,BPPBPP,6
PBPPPB,BPBPBP,PBBPBB,6
BPBBBP,PBPBPB,BBBPBP,6
BBPBBP,PBPBPB,BBBBPB,6
PBPBBB,BPBPBPBP,PBBBBB,8
BBPPPP,PBPBPB,BBPPBB,6
BPPBPB,BPBPBPB,BBBBBP,7
BBBPBB,BPBPBP,PPPBPP,6
PBPBBP,PBPBPB,BPPBBB,6
PBPPPB,BPBPBP,PPBBBB,6
BPPPPB,BPBPBPBPB,BPPBPP,9
BPPBBP,PBPBPB,BPPBBB,6
PBBBBB,BPBPBPB,BPBBPP,7
BPPPBB,BPBPBPB,BPPBBP,7
BPBBPP,PBPBPB,BBBBPP,6
PPPBBB,BPBPBP,PBPPBB,6
PBPBBP,PBPBPBP,PPPBPP,7
BPBBPP,PBPBPB,BPBBPP,6
PBBBBP,PBPBPB,BBPPBP,6
BBPPBB,BPBPBPB,BPBBPB,7
BPBBPB,BPBPBP,PPPPBP,6
PBPPPP,PBPBPBPBPB,BPBPBP,10
PBPBPB,BPBPBPB,BPBPBB,7
BBPBBP,PBPBPB,BBPBBP,6
PPBBPP,PBPBPBPB,BPPBBP,8
PPPPBB,BPBPBPB,BPPBPB,7
PPPPBB,BPBPBPB,BPPBPB,7
BPPBBP,PBPBPBP,PBBBBP,7
BBBBPB,BPBPBP,PBPBBP,6
BBPPBB,BPBPBP,PPPBBP,6
PPPBBP,PBPBPB,BPPPBB,6
BBPPBP,PBPBPB,BPBBBB,6
BPBBBB,BPBPBP,PPBPPB,6
PPPPPP,PBPBPB,BBBPBP,6
BPPPBP,PBPBPBPB,BBBBBB,8
PBPPPB,BPBPBPB,BPPBPB,7
PBPBBP,PBPBPB,BBBPBB,6
BPPPPB,BPBPBPBPBPB,BPBBBB,11
BBBBBB,BPBPBP,PBPBPP,6
PPBBBB,BPBPBPBPB,BBPBBB,9
PBBPBP,PBPBPBPB,BPBBBB,8
BBPBPB,BPBPBP,PPBPPB,6
BBPPBB,BPBPBPB,BBPBPP,7
PPBBBB,BPBPBPB,BPPBPB,7
PPPPBB,BPBPBP,PBPPBP,6
PPBPBB,BPBPBP,PPPBBB,6
BBPPBP,PBPBPBPB,BBBBPB,8
PPPPBP,PBPBPBPB,BPBBPP,8
BBBBPB,BPBPBP,PBPPBP,6
PPPPPP,PBPBPB,BBPPPB,6
PPPPBP,PBPBPBPB,BPBBPB,8
BPBBPB,BPBPBP,PBPPPB,6
BPPPPP,PBPBPBPB,BPPPBP,8
BBBPBP,PBPBPB,BPPBPP,6
BBPBBB,BPBPBPB,BBPBPB,7
BPBPBB,BPBPBPB,BPBBPP,7
BPPBPP,PBPBPBPB,BPBBPP,8
PBBBPP,PBPBPB,BBBPBB,6
PPBBBP,PBPBPBPBPBP,PPBBBP,11
PPPBBP,PBPBPBPB,BPBBPP,8
PBPPBP,PBPBPB,BBBPPB,6
PBBBBP,PBPBPB,BPBBPB,6
PPPPBB,BPBPBPBPBP,PPPPBP,10
PPPPPB,BPBPBPBP,PBPBBB,8
PBPBPB,BPBPBP,PBPPBP,6
PPPBPB,BPBPBPB,BPBPPB,7
PBBPBP,PBPBPB,BBBBBB,6
PPPBPB,BPBPBPB,BPBBPB,7
BPBBPB,BPBPBP,PBBBBP,6
BBBPPP,PBPBPBPB,BPPPBB,8
PPBBPP,PBPBPBPBP,PBPBPP,9
PBPBBB,BPBPBPB,BBBBBB,7
PBBBBB,BPBPBPBP,PPBPBB,8
BBPPPB,BPBPBP,PPBPBB,6
PBBBBP,PBPBPB,BPPBBB,6
BPPPPB,BPBPBP,PBBBBP,6
BBPBBB,BPBPBPB,BBPBBP,7
BPBBPP,PBPBPB,BBBPBB,6
PBBBPP,PBPBPB,BBPBPP,6
PPPPPP,PBPBPB,BBBBPB,6
BPPPPP,PBPBPB,BPBPPB,6
BBPPBB,BPBPBPBP,PBBBPB,8
PPBBPP,PBPBPB,BPBPPB,6
PPBBBB,BPBPBPB,BBBBPB,7
PBPPBP,PBPBPBPB,BBBBBB,8
BBBBBP,PBPBPB,BBBPPP,6
BPBBPB,BPBPBPBPBPBPB,BBPPBB,13
PBBBPB,BPBPBP,PPPBPP,6
PBPPBP,PBPBPB,BPBBBP,6
PBBPPP,PBPBPBP,PBPPPP,7
PPBPPP,PBPBPBP,PBPBBP,7
BPBBBP,PBPBPB,BPBPPB,6
BBBBBP,PBPBPBP,PPBBPB,7
BBBPPB,BPBPBP,PBBPPP,6
BBPPPB,BPBPBP,PBPPPP,6
BPBBBP,PBPBPBP,PBPBBP,7
PPBBPB,BPBPBPBP,PPPPBP,8
BPBBBP,PBPBPBP,PBPBBP,7
PPBBPB,BPBPBPBP,PPPPBP,8
BBPPPP,PBPBPBP,PBBBBB,7
BPPPPP,PBPBPB,BBPPBP,6
PBPBBP,PBPBPBP,PPBBBP,7
PBBPBB,BPBPBP,PBPBBP,6
BBBBBP,PBPBPBP,PBBPPB,7
BBBPPP,PBPBPB,BPPPPB,6
BPPBBB,BPBPBP,PBBBPP,6
BBPBPP,PBPBPBP,PBBPBP,7
BPPPPB,BPBPBP,PPPPBB,6
PPBBBP,PBPBPBP,PBPPPP,7
BPBPPB,BPBPBPB,BPPPPP,7
BPPBBB,BPBPBPB,BPPBPB,7
BBPBPP,PBPBPB,BPBBBB,6
PBBBBB,BPBPBP,PPBBPP,6
PPPBBP,PBPBPB,BBBPPP,6
PBPBBB,BPBPBPB,BBBPPP,7
PPPBPB,BPBPBPBP,PPBPBP,8
BPPPBP,PBPBPB,BBPPBB,6
BPPBBP,PBPBPBPBPBP,PPPBPB,11
BBBPPB,BPBPBPB,BPPPBP,7
PPPBPP,PBPBPB,BBPPPP,6
BPPPBB,BPBPBP,PPBPPP,6
BBPBPB,BPBPBPBP,PBPBPB,8
BPBPBP,PBPBPBPB,BBBBBB,8
BPPPBB,BPBPBP,PBBPBB,6
PBBPBB,BPBPBP,PBPPPB,6
PBBPBP,PBPBPBP,PBBPPP,7
BPBBPP,PBPBPBP,PPBPPP,7
BBPPPB,BPBPBP,PPBBPP,6
PBBPPP,PBPBPB,BBBBBB,6
BPPBPP,PBPBPB,BBBPPB,6
BPPBBP,PBPBPBP,PBBPPP,7
BBBBPP,PBPBPBPB,BPPPBP,8
BPPPBP,PBPBPB,BPPBPP,6
BPPBPB,BPBPBPBP,PPPBPB,8
BBPBPB,BPBPBP,PBBBPP,6
PBBPBB,BPBPBP,PBBBBB,6
PBBPBB,BPBPBP,PBBBBB,6
BPPBPB,BPBPBP,PPPPPB,6
BPPBPB,BPBPBP,PPPPPB,6
PPPBBB,BPBPBP,PBPBPB,6
PPPBBP,PBPBPBPBPB,BPPPBB,10
PBBPBP,PBPBPBPB,BBPBPB,8
BPBPBB,BPBPBP,PBBBBB,6
BBBBPB,BPBPBP,PBBPPP,6
BPBPPB,BPBPBP,PBPPPP,6
BBBPPP,PBPBPBP,PPBPBP,7
BPPPBB,BPBPBPB,BBBPBB,7
PPBBBB,BPBPBP,PBBPPB,6
PPBPBP,PBPBPBPB,BPBPBB,8
PPPPBB,BPBPBPB,BBBBBP,7
PPBBPP,PBPBPB,BBPPBP,6
BPBBPP,PBPBPBP,PBPPBP,7
BBBPPB,BPBPBPBPBP,PPPPBP,10
PBBBBP,PBPBPBPB,BPPBBP,8
BPPBPB,BPBPBP,PBPPPB,6
PBBPBB,BPBPBP,PBPBBB,6
BBBPBB,BPBPBP,PBPBBB,6
BBPPBP,PBPBPBP,PPBPPB,7
BBPPBB,BPBPBPB,BPPPBP,7
PBBBBP,PBPBPB,BBPBPP,6
PBPPBP,PBPBPB,BPBPPB,6
PBBPBP,PBPBPBP,PPBBBB,7
PBPPPB,BPBPBP,PBPBPP,6
BBPPPP,PBPBPB,BBBBBP,6
BPBBBP,PBPBPBPBPB,BBPPPB,10
PPBPBB,BPBPBPBP,PBBBBP,8
BPPPBP,PBPBPBP,PPPBBB,7
PPPBBB,BPBPBPB,BPBPPB,7
PBPPPB,BPBPBP,PBBPPB,6
BPPPPP,PBPBPB,BPPBPP,6
PPPPBP,PBPBPB,BBPPBB,6
PPPBBB,BPBPBPBPBP,PPBBBP,10
BPPBPP,PBPBPB,BPBPPB,6
PBPBBB,BPBPBP,PBPBPB,6
BPBPBP,PBPBPB,BPPBPB,6
PBPBBB,BPBPBP,PBPBPB,6
BPBPBP,PBPBPB,BPPBPB,6
PPPBPP,PBPBPBPB,BBBBBP,8
PPBPPB,BPBPBPB,BPBPPP,7
PBPPPP,PBPBPBPBP,PBBBPB,9
BBBPBB,BPBPBP,PPBPBP,6
PBPPBB,BPBPBPBPBP,PPPBPB,10
BBPPBB,BPBPBPB,BBBPPB,7
BPPPPB,BPBPBP,PBBBBP,6
BPBPPB,BPBPBP,PPPBBB,6
PBPPPP,PBPBPB,BBPBBP,6
BBPBBB,BPBPBP,PPPBBB,6
BPBBPB,BPBPBP,PPBPPB,6
PPPBPP,PBPBPB,BBBBPB,6
PBBBPP,PBPBPB,BPBBPB,6
BPBPBB,BPBPBPB,BPPBBB,7
BBPBBP,PBPBPB,BBBPBP,6
BPBPBB,BPBPBPB,BPPBBB,7
BBPBBP,PBPBPB,BBBPBP,6
BBBPBB,BPBPBP,PPBBBP,6
BBPPPP,PBPBPB,BPPBPB,6
PPBPBB,BPBPBP,PBBBPB,6
BPBBPP,PBPBPB,BBPPBP,6
PPBBBP,PBPBPB,BPPPPP,6
BBPBPB,BPBPBPBP,PPBBPP,8
PPBPPP,PBPBPB,BBBPPB,6
BBPBPP,PBPBPBP,PPBPBP,7
BBPBBB,BPBPBP,PPBPPP,6
PBBBBP,PBPBPB,BPPBBB,6
PPBBPB,BPBPBPBPBP,PBPPPB,10
BBPBPB,BPBPBP,PBBPPP,6
PPBBPP,PBPBPB,BPPPBP,6
BPBBPP,PBPBPB,BPPBPP,6
BBPPBP,PBPBPBP,PBBBBB,7
PBPBBP,PBPBPBP,PPBPPB,7
PBPBBP,PBPBPBP,PPBPPB,7
PBPBBP,PBPBPBP,PPBPPB,7
PPPBPP,PBPBPB,BBPPPB,6
PBBBBP,PBPBPBP,PBBBBB,7
PBBBBP,PBPBPBP,PBBBBB,7
BPPPPB,BPBPBPB,BBPBPP,7
PPPPPB,BPBPBP,PBPBBP,6
BPBBPB,BPBPBPB,BBPPBP,7
BPBBBP,PBPBPBP,PPBBPP,7
BPBBBP,PBPBPB,BPPPBP,6
PBBBBB,BPBPBP,PPPPBP,6
PPPBPP,PBPBPB,BPBPPP,6
BBBPBB,BPBPBPB,BBBBPP,7
BPBBPP,PBPBPB,BBPBPP,6
BBPPPP,PBPBPB,BBBBBP,6
BPPBBB,BPBPBPB,BPBBPP,7
BBPBBB,BPBPBP,PPPPBB,6
PPBBBP,PBPBPBP,PBBPPB,7
PBBPPB,BPBPBP,PBPPPB,6
BPPPPB,BPBPBPBP,PPPPPB,8
BBBPBB,BPBPBPBP,PPBPBB,8
PPPPBP,PBPBPBPB,BPBPPB,8
BPPPBB,BPBPBPB,BBBBPP,7
PPBBPP,PBPBPBPBP,PPPBBP,9
PPBBPP,PBPBPBPBP,PBBPBB,9
PBBBPB,BPBPBP,PBPPPB,6
PBBBPB,BPBPBP,PBPPPB,6
BPPPPB,BPBPBPBP,PPBBPP,8
BBBPPP,PBPBPB,BPPBBB,6
PPPBPB,BPBPBPBP,PPBPBP,8
PBPBPP,PBPBPB,BBBBPP,6
BBBBPB,BPBPBPBPB,BPBBPB,9
BPBBPB,BPBPBPB,BBPPPB,7
PPPBPB,BPBPBP,PBPBPB,6
BPBPBP,PBPBPB,BPPPPP,6
PBPBBB,BPBPBP,PPBPBB,6
BBPPBP,PBPBPB,BPBPBB,6
BBPBBP,PBPBPB,BPBPBB,6
BBPBBP,PBPBPB,BPBPBB,6
BBPBBP,PBPBPB,BPBPBB,6
PBPPBB,BPBPBPB,BPBBPB,7
BPPPPB,BPBPBP,PPPBBP,6
BBBPBP,PBPBPB,BPBBPB,6
BPBBPP,PBPBPBPBPB,BPPBBB,10
BBPPPP,PBPBPBP,PPBPPP,7
PPBBBB,BPBPBPBP,PBBBBB,8
BPPBBP,PBPBPB,BPPPBB,6
BPPBBB,BPBPBP,PBBBBP,6
BPPBBB,BPBPBP,PBBBBP,6
BPPBPP,PBPBPB,BBPPBP,6
BPPBPP,PBPBPB,BBPPBP,6
PPPPPB,BPBPBP,PBPPBB,6
BPPPPB,BPBPBPB,BBBPBB,7
PBBBBP,PBPBPB,BPPBPP,6
PPBPBB,BPBPBP,PPBBPP,6
BPPPPP,PBPBPBP,PBBBBB,7
PBPBPB,BPBPBP,PPPBBP,6
BPPBBP,PBPBPB,BPPPPB,6
PBPPBP,PBPBPB,BPBPBP,6
PBPBPB,BPBPBP,PBPPPP,6
PBBBBP,PBPBPB,BPPBPB,6
PPPBBB,BPBPBP,PPPPBB,6
BBBPPP,PBPBPBPBPBP,PBBPBP,11
PPBPBB,BPBPBP,PPPBPP,6
BBBPPB,BPBPBP,PPPBPB,6
BBPBPB,BPBPBPBPBPB,BBPPBP,11
BPBPBB,BPBPBP,PBPBBP,6
BPBBPP,PBPBPB,BBPPPB,6
PPBPPP,PBPBPBP,PPPBBB,7
BPBBPB,BPBPBPB,BBBBPB,7
BPBBBB,BPBPBP,PPPPBP,6
BBBPBB,BPBPBP,PPBPBB,6
PBPPPB,BPBPBP,PPBPPB,6
BBBPBP,PBPBPB,BPPBBP,6
BPPPBP,PBPBPB,BPPBPB,6
PPBPBB,BPBPBPBP,PPPPPP,8
PBBBBP,PBPBPBP,PPPPPP,7
PPBBBP,PBPBPBP,PPBPBB,7
BBBPPB,BPBPBP,PBPPPB,6
PBPBPP,PBPBPBPB,BBPBBB,8
BBBBPB,BPBPBPBPB,BPBBPB,9
PBBBPB,BPBPBP,PPBPPB,6
BPBPPP,PBPBPB,BBBPBB,6
BBPPBB,BPBPBP,PBBPPP,6
PPBPBB,BPBPBPB,BBBPPP,7
PBBPPP,PBPBPB,BBBPPB,6
