before,bantai,after,pattern,direction
PPPPBB,PPPBBP,BBBBBP,3-2-1,ลง
PPPPBB,PPPBBP,BBBBBP,3-2-1,ลง
PPPPBB,PPPBBP,BBBBBP,3-2-1,ลง
PPBPPP,BPPBBBBB,PBPBBP,1-2-5,ขึ้น
PBPPBP,BPPBBBBB,PPPPPP,1-2-5,ขึ้น
BBBBBP,BBBPPB,PBPPPP,3-2-1,ลง
BBBPPP,BPPBBB,PBPBBB,1-2-3,ขึ้น
PPPPBB,PPPBBP,BBBPBB,3-2-1,ลง
PBPBBB,PBBPPP,BPPPBB,1-2-3,ขึ้น
PBBPBP,BPPPPBBBBB,PBPBBP,1-4-5,ขึ้น
BBBBBP,BPPPBBBB,PPPPPP,1-3-4,ขึ้น
PPPPPB,PPPPPPBBP,BPBBPP,6-2-1,ลง
BPPPPB,PPPBBP,BBPBBB,3-2-1,ลง
BPPPPB,PPPBBP,BBPBBB,3-2-1,ลง
BPBBBB,PBBPPP,BBPBPB,1-2-3,ขึ้น
PBPBBB,PBBPPP,BBBPPP,1-2-3,ขึ้น
BBPPPP,BPPPPBBBBB,PPBPPB,1-4-5,ขึ้น
BBBBPP,BPPBBB,PPBPPP,1-2-3,ขึ้น
PBPPBB,PBBPPP,BBBBPB,1-2-3,ขึ้น
BBBBPP,BBBPPB,PBPPBP,3-2-1,ลง
BPBPPB,PBBPPPPP,BBBPPP,1-2-5,ขึ้น
BBBBPP,BBBPPB,PBPPBP,3-2-1,ลง
BPBPPB,PBBPPPPP,BBBPPP,1-2-5,ขึ้น
BPPBBP,BPPBBB,PBBPBP,1-2-3,ขึ้น
BPBBPB,PPPPPBBBBP,BPPBBB,5-4-1,ลง
BPPPBP,BBBBPPB,PPPPBB,4-2-1,ลง
BBBPPB,PPPPBBBP,BBPBBB,4-3-1,ลง
PBBPPB,PPPPPBBP,BPPPBB,5-2-1,ลง
PPBBPB,PPPBBP,BPBBPP,3-2-1,ลง
PPBBPB,PBBPPP,BBBBBP,1-2-3,ขึ้น
PBPBBP,BBBBPPB,PPPBPP,4-2-1,ลง
PPBPPP,BPPBBBB,PPPBBB,1-2-4,ขึ้น
PBPBBP,BBBBPPB,PPPBPP,4-2-1,ลง
PPBPPP,BPPBBBB,PPPBBB,1-2-4,ขึ้น
BPPBBP,BPPPBBBB,PPPBBP,1-3-4,ขึ้น
BPPBBP,BPPPBBBB,PPPBBP,1-3-4,ขึ้น
PBPPBP,BPPBBB,PBBBPP,1-2-3,ขึ้น
PBBBBB,PBBBPPPPP,BBBPPB,1-3-5,ขึ้น
PBBBBP,BPPBBB,PBPBPB,1-2-3,ขึ้น
BPBPBP,BBBBPPPB,PBPPPB,4-3-1,ลง
PPPBPB,PPPBBP,BBBBPB,3-2-1,ลง
PBBBBB,PBBBPPPPP,BBBPPB,1-3-5,ขึ้น
PBBBBP,BPPBBB,PBPBPB,1-2-3,ขึ้น
BPBPBP,BBBBPPPB,PBPPPB,4-3-1,ลง
PPPBPB,PPPBBP,BBBBPB,3-2-1,ลง
PBBBBB,PBBBPPPPP,BBBPPB,1-3-5,ขึ้น
PBBBBP,BPPBBB,PBPBPB,1-2-3,ขึ้น
BPBPBP,BBBBPPPB,PBPPPB,4-3-1,ลง
PPPBPB,PPPBBP,BBBBPB,3-2-1,ลง
BBBBBP,BBBBBPPB,PPBBPB,5-2-1,ลง
BBBBBP,BBBPPB,PPPBPP,3-2-1,ลง
PBPPPP,BPPPBBBBB,PBBPPP,1-3-5,ขึ้น
PBBBBB,PBBPPP,BBPPBP,1-2-3,ขึ้น
BBBBBP,BBBBBPPPB,PBBBBB,5-3-1,ลง
BPPBBB,PBBBBPPPPP,BPBBBB,1-4-5,ขึ้น
BBBPBP,BPPPBBBB,PPPPBB,1-3-4,ขึ้น
PBPPBB,PPPBBP,BPPBBP,3-2-1,ลง
BBPBPP,BBPPPBBBB,PBPBBP,2-3-4,ขึ้น
PPBPBP,BBBBBBPPB,PBPPBB,6-2-1,ลง
BPPBPP,BPPBBBB,PPPBPB,1-2-4,ขึ้น
PPBPBP,BBBBBBPPB,PBPPBB,6-2-1,ลง
BPPBPP,BPPBBBB,PPPBPB,1-2-4,ขึ้น
PPBBPB,PPPBBP,BBPBBP,3-2-1,ลง
PPBPBB,PBBBBPPPPP,BBPPPB,1-4-5,ขึ้น
BBPBBB,PBBBPPPPPPPP,BPBPPP,1-3-8,ขึ้น
BPBBPB,PBBBPPPPPPP,BBPBPP,1-3-7,ขึ้น
BPBBPB,PPPPBBP,BBBPBP,4-2-1,ลง
PBPPBP,BBBPPB,PBBBPB,3-2-1,ลง
BPBPPB,PBBBBPPPPPP,BPPBPB,1-4-6,ขึ้น
PPBPPB,PBBBPPPP,BBPPBB,1-3-4,ขึ้น
PBPBBP,BPPPBBBBB,PPPPBP,1-3-5,ขึ้น
PBPBBP,BPPPBBBBB,PPPPBP,1-3-5,ขึ้น
PBPBBB,PPPBBP,BPBBPP,3-2-1,ลง
PBPPPP,BPPBBB,PBPPPP,1-2-3,ขึ้น
BBBBPB,PPPPPPBBP,BPPPPP,6-2-1,ลง
BBPPBP,BBBBBPPB,PPBBPB,5-2-1,ลง
BPBPBB,PBBPPP,BPBPPP,1-2-3,ขึ้น
PPPBPB,PPPPBBP,BPBBBP,4-2-1,ลง
PPBBPB,PBBBPPPPPP,BPBPPP,1-3-6,ขึ้น
PPPPBP,BPPPBBBBBBBB,PPPBBP,1-3-8,ขึ้น
BPBPBB,PBBPPP,BPBPPP,1-2-3,ขึ้น
PPPBPB,PPPPBBP,BPBBBP,4-2-1,ลง
PPBBPB,PBBBPPPPPP,BPBPPP,1-3-6,ขึ้น
PPPPBP,BPPPBBBBBBBB,PPPBBP,1-3-8,ขึ้น
BBBBPB,PPPPPPPPPPPPPBBBBP,BBPBBB,13-4-1,ลง
BBPBBP,BPPBBBB,PBBBBP,1-2-4,ขึ้น
BBPPPB,PBBPPPP,BBPPPB,1-2-4,ขึ้น
BBPBBP,BPPBBBB,PBBBBP,1-2-4,ขึ้น
BBPPPB,PBBPPPP,BBPPPB,1-2-4,ขึ้น
BPPPBP,BBBBBPPPPB,PBBPBP,5-4-1,ลง
BBPBPP,BPPBBBBB,PPPBPP,1-2-5,ขึ้น
PPPBPP,BPPBBBBBBBB,PBBPPB,1-2-8,ขึ้น
BPBBBP,BPPBBBB,PBBBBB,1-2-4,ขึ้น
PBBPPB,PBBPPP,BPPBBP,1-2-3,ขึ้น
PBBBPB,PBBPPPPPP,BBPPBB,1-2-6,ขึ้น
PPBBPP,BBBPPB,PPPBBP,3-2-1,ลง
BBBPPB,PPPBBP,BBPBPP,3-2-1,ลง
BPPPBP,BPPPBBBBB,PPBPBP,1-3-5,ขึ้น
PPBPBP,BPPBBB,PPBBPP,1-2-3,ขึ้น
BPBPPP,BBPPPBBBB,PBPPPB,2-3-4,ขึ้น
BPBPPB,PBBBPPPPP,BPPPBB,1-3-5,ขึ้น
PPPPPB,PPPBBP,BPPBBP,3-2-1,ลง
BPBPPB,PBBBPPPPP,BPPPBB,1-3-5,ขึ้น
PPPPPB,PPPBBP,BPPBBP,3-2-1,ลง
PPBPPB,PBBPPPP,BPBPBB,1-2-4,ขึ้น
PPPBPB,PBBPPPPPP,BPBPPP,1-2-6,ขึ้น
PPPBPB,PPPPPPBBBBPP,BBBPPP,6-4-2,ลง
PBBPBP,BPPPBBBBB,PBPBPB,1-3-5,ขึ้น
PBBPPB,PBBBBBPPPPPP,BPBPBB,1-5-6,ขึ้น
PBPBBP,BPPPBBBB,PPBBBP,1-3-4,ขึ้น
PBBPPB,PBBBBBPPPPPP,BPBPBB,1-5-6,ขึ้น
PBPBBP,BPPPBBBB,PPBBBP,1-3-4,ขึ้น
PBBPPB,PBBBBBPPPPPP,BPBPBB,1-5-6,ขึ้น
PBPBBP,BPPPBBBB,PPBBBP,1-3-4,ขึ้น
PPPPPB,PPPPBBP,BBBBPB,4-2-1,ลง
PBBPPB,PBBBBBPPPPPP,BPBPBB,1-5-6,ขึ้น
PBPBBP,BPPPBBBB,PPBBBP,1-3-4,ขึ้น
PBBBPP,BBBBBBBPPPPB,PPBPPB,7-4-1,ลง
PBPBPP,BPPBBBB,PBBBBP,1-2-4,ขึ้น
PBBPBP,BPPBBBB,PBPBPP,1-2-4,ขึ้น
BBPBPB,PPPBBP,BPBPBB,3-2-1,ลง
PBBBPP,BBBBBBBPPPPB,PPBPPB,7-4-1,ลง
PBPBPP,BPPBBBB,PBBBBP,1-2-4,ขึ้น
PBBBBP,BBBBPPB,PBPPBB,4-2-1,ลง
PPPPBB,PPPPPBBP,BBBBBB,5-2-1,ลง
PPPPBB,PPPPBBBPP,BBPPBB,4-3-2,ลง
BBPPBP,BBBBBBBPPB,PBBPPB,7-2-1,ลง
BPPBBB,PPPBBP,BPBBPB,3-2-1,ลง
BBBPBP,BPPBBBBBB,PBPPBP,1-2-6,ขึ้น
PPPPBP,BPPBBB,PBPPBP,1-2-3,ขึ้น
BBPPPB,PPPBBP,BBBPPP,3-2-1,ลง
BPBPBP,BPPBBBB,PBPPPB,1-2-4,ขึ้น
BPPPBP,BBBPPB,PPBPPB,3-2-1,ลง
BBBPPB,PPPBBP,BPPBPP,3-2-1,ลง
BBPPBB,PBBPPPP,BBBBBP,1-2-4,ขึ้น
BBBPBP,BPPBBBB,PBBPPP,1-2-4,ขึ้น
PPBBBB,PBBPPP,BPPPBB,1-2-3,ขึ้น
PBBPPP,BPPPBBBBB,PPBPPP,1-3-5,ขึ้น
PPBBPP,BPPBBB,PPBBPP,1-2-3,ขึ้น
BPBPBB,PBBBPPPPPPPPPP,BPPBPP,1-3-10,ขึ้น
PPBPBP,BBBBBBBBPPPPPBBB,PPBBPB,8-5-3,ลง
BBPPBB,PBBPPP,BPPPPB,1-2-3,ขึ้น
PPBPPB,PPPBBP,BPPPBB,3-2-1,ลง
PBBPPP,BPPBBB,PBPBPB,1-2-3,ขึ้น
PBBBBB,PBBPPPP,BPPPPP,1-2-4,ขึ้น
PBBPPB,PPPPBBBP,BBPPBB,4-3-1,ลง
BPBPBP,BBBPPB,PPPBPB,3-2-1,ลง
PBBPPB,PPPPBBBP,BBPPBB,4-3-1,ลง
BPBPBP,BBBPPB,PPPBPB,3-2-1,ลง
PPBPPB,PBBPPPP,BBPBBB,1-2-4,ขึ้น
PPPBPB,PPPBBP,BBBPPP,3-2-1,ลง
PPPBPB,PPPBBP,BBBPPP,3-2-1,ลง
BPBPPP,BBPPPBBBB,PBBBPB,2-3-4,ขึ้น
PBBBBP,BPPBBBB,PBBPBP,1-2-4,ขึ้น
BBPBPP,BBPPPBBBBBBB,PBPBBP,2-3-7,ขึ้น
PBBBBP,BPPBBBB,PBBPBP,1-2-4,ขึ้น
BBPBPP,BBPPPBBBBBBB,PBPBBP,2-3-7,ขึ้น
BPBPPB,PPPPBBBPP,BBPBPP,4-3-2,ลง
BPPBBP,BBBPPB,PPPBPP,3-2-1,ลง
PPBPPP,BPPBBBBBBB,PPBBPP,1-2-7,ขึ้น
PPPPBP,BBBBPPPBB,PBPPBB,4-3-2,ลง
BPBBPP,BPPPPBBBBB,PBPPPP,1-4-5,ขึ้น
BBBPBB,PBBPPPP,BPPBBB,1-2-4,ขึ้น
BBPPPP,BPPBBB,PBPPBB,1-2-3,ขึ้น
BBBPBB,PBBPPPP,BPPBBB,1-2-4,ขึ้น
BBPPPP,BPPBBB,PBPPBB,1-2-3,ขึ้น
BBBPBB,PBBPPPP,BPPBBB,1-2-4,ขึ้น
BBPPPP,BPPBBB,PBPPBB,1-2-3,ขึ้น
PPPBBB,PBBPPPP,BBPPBB,1-2-4,ขึ้น
BPBPBP,BPPBBB,PPBPPP,1-2-3,ขึ้น
BBBPPB,PPPPPPBBBBP,BBBPBP,6-4-1,ลง
PPPBPB,PPPBBP,BPPPPP,3-2-1,ลง
PBBPPB,PPPPPPPPBBBPP,BPPPBP,8-3-2,ลง
BBPPPB,PPPPBBP,BBPPPP,4-2-1,ลง
PPBPPP,BBPPPBBBB,PBBPBP,2-3-4,ขึ้น
PBPBPP,BPPBBBB,PPPPBP,1-2-4,ขึ้น
BPPPPB,PBBBPPPPPPP,BBPPBB,1-3-7,ขึ้น
PPBBPP,BPPBBB,PPBPBB,1-2-3,ขึ้น
BPBPPB,PPPPPBBBP,BBBPPB,5-3-1,ลง
PPBBBP,BBBPPB,PBPBBB,3-2-1,ลง
PPBPBP,BBBBBPPPB,PBPPPB,5-3-1,ลง
PBBPBP,BPPBBB,PPBBBB,1-2-3,ขึ้น
PBPBBP,BPPBBBBB,PBBPBB,1-2-5,ขึ้น
BPPPPB,PBBPPPP,BBPBBB,1-2-4,ขึ้น
PPPBBP,BBBBBPPB,PPPBPB,5-2-1,ลง
BPPPPB,PBBPPPP,BBPBBB,1-2-4,ขึ้น
PPPBBP,BBBBBPPB,PPPBPB,5-2-1,ลง
BPPBBP,BPPBBB,PPBBBB,1-2-3,ขึ้น
BPPBBP,BPPBBB,PPBBBB,1-2-3,ขึ้น
BPPBBP,BPPBBB,PPBBBB,1-2-3,ขึ้น
PPBPPP,BPPPBBBB,PPPBPP,1-3-4,ขึ้น
PPBPPP,BPPPBBBB,PPPBPP,1-3-4,ขึ้น
BPPBPP,BPPBBBBBBB,PBBBPP,1-2-7,ขึ้น
BBBBBP,BBBPPB,PPPBBB,3-2-1,ลง
PPPBBB,PPPPBBP,BPBBPP,4-2-1,ลง
BBPPBP,BBBPPB,PBPPPP,3-2-1,ลง
BBBPPP,BBBBPPB,PPBBBP,4-2-1,ลง
BBBPPP,BBBBPPB,PPBBBP,4-2-1,ลง
PBPPPB,PPPBBP,BPBBPB,3-2-1,ลง
PPBPBB,PPBBBBBPPPPPP,BPPPPB,2-5-6,ขึ้น
BBPBPB,PPPPPPBBBP,BBBBPB,6-3-1,ลง
BPPBBB,PPPBBP,BBBPBB,3-2-1,ลง
BBBPBP,BPPBBB,PBBPBP,1-2-3,ขึ้น
BPPBBB,PPPBBP,BBBPBB,3-2-1,ลง
BBBPBP,BPPBBB,PBBPBP,1-2-3,ขึ้น
BPPBBP,BBBBPPB,PPPBPB,4-2-1,ลง
BPPPBP,BBBPPB,PPBPBB,3-2-1,ลง
BPPPPP,BBPPPBBBB,PPBBBB,2-3-4,ขึ้น
BPBPPP,BBPPPBBBB,PPBBPP,2-3-4,ขึ้น
BPPBPP,BPPBBB,PBBBBB,1-2-3,ขึ้น
BPBBPP,BBPPPBBBB,PBBBPP,2-3-4,ขึ้น
BBBPPP,BPPBBBBBB,PPBBPP,1-2-6,ขึ้น
PPPPPB,PPPBBP,BBPPPB,3-2-1,ลง
PPBPBP,BPPPBBBBBBBB,PBPBBP,1-3-8,ขึ้น
BPBPBB,PBBPPP,BBPPPB,1-2-3,ขึ้น
BBBBPB,PPPPPBBP,BBPPBP,5-2-1,ลง
PPBPBB,PPBBBPPPP,BPBPBB,2-3-4,ขึ้น
BBBBBP,BPPBBBBBB,PBBPBP,1-2-6,ขึ้น
BBPBPB,PBBPPPP,BPPPPP,1-2-4,ขึ้น
PBPPBP,BBBBBBBPPB,PBPBBP,7-2-1,ลง
BBBPBP,BPPPBBBBB,PPPBPB,1-3-5,ขึ้น
PBBBPP,BBBBPPB,PBPBBB,4-2-1,ลง
BBPPBB,PPBBBPPPP,BPPPBP,2-3-4,ขึ้น
PBPPPP,BPPBBBBBBBBB,PPPBPP,1-2-9,ขึ้น
BBPPBB,PPBBBPPPP,BPPPBP,2-3-4,ขึ้น
PBPPPP,BPPBBBBBBBBB,PPPBPP,1-2-9,ขึ้น
BBPPBB,PPBBBPPPP,BPPPBP,2-3-4,ขึ้น
PBPPPP,BPPBBBBBBBBB,PPPBPP,1-2-9,ขึ้น
PPBBPP,BBBBBBBBPPPB,PBBPPP,8-3-1,ลง
BBPPPB,PBBPPP,BBPBPB,1-2-3,ขึ้น
BBBBBP,BPPPBBBB,PPBPBB,1-3-4,ขึ้น
BBPPBP,BBBBBPPPPB,PPBPBP,5-4-1,ลง
BBBBBP,BPPPBBBB,PPBPBB,1-3-4,ขึ้น
BBPPBP,BBBBBPPPPB,PPBPBP,5-4-1,ลง
BPPBBP,BPPBBBB,PBBPBB,1-2-4,ขึ้น
BBBPBB,PBBPPP,BBBBPB,1-2-3,ขึ้น
BPBBPB,PPPPBBBP,BPPBBB,4-3-1,ลง
PPBPBB,PBBPPPP,BBPBPP,1-2-4,ขึ้น
BBBBPB,PPPBBP,BPPPBP,3-2-1,ลง
PPBPPB,PPPPPPBBP,BPPBPB,6-2-1,ลง
PPPBPB,PPPPBBBPP,BPPPBP,4-3-2,ลง
PPPBPB,PPPBBP,BBBPPP,3-2-1,ลง
PPBBPP,BBBPPB,PPBPBB,3-2-1,ลง
PPBPPB,PBBPPP,BPPBBB,1-2-3,ขึ้น
PBBPPP,BPPBBB,PBPPBB,1-2-3,ขึ้น
PPBBBP,BPPBBBBBBBB,PPBBBP,1-2-8,ขึ้น
BBPPBP,BBBBPPPB,PBPPBP,4-3-1,ลง
BBPPBP,BBBBPPPB,PBPPBP,4-3-1,ลง
BPPBPP,BPPBBBB,PPPBBP,1-2-4,ขึ้น
BBBPPP,BBPPPBBBB,PPPPBB,2-3-4,ขึ้น
PPBBBB,PPPPBBBP,BPPPBP,4-3-1,ลง
PBPPPB,PPPBBP,BPPPBP,3-2-1,ลง
BBPPBB,PBBPPP,BPPBBB,1-2-3,ขึ้น
PBBPPP,BPPBBB,PBBBPP,1-2-3,ขึ้น
PBPPBP,BBBBPPPB,PBPBBP,4-3-1,ลง
PPPBPB,PBBPPP,BPBBBP,1-2-3,ขึ้น
BBBPBB,PBBPPPP,BPPPBP,1-2-4,ขึ้น
PBPPBP,BBBBPPPB,PBPBBP,4-3-1,ลง
PPPBPB,PBBPPP,BPBBBP,1-2-3,ขึ้น
BBBPBB,PBBPPPP,BPPPBP,1-2-4,ขึ้น
PBPBBB,PPPBBP,BBPPBB,3-2-1,ลง
PBPPBB,PPBBBPPPPP,BBPPPP,2-3-5,ขึ้น
BBPPBB,PPPBBP,BBPPPP,3-2-1,ลง
PBBPBB,PPPPBBBPP,BPPBBP,4-3-2,ลง
BBBPBB,PBBPPP,BPPBPP,1-2-3,ขึ้น
BBPPBP,BBBPPB,PBPPBB,3-2-1,ลง
BBBPBB,PBBPPP,BPPBPP,1-2-3,ขึ้น
BBPPBP,BBBPPB,PBPPBB,3-2-1,ลง
BBPPPB,PPPPPPBBBP,BBBBBP,6-3-1,ลง
PBBBBB,PBBPPPP,BPPBBB,1-2-4,ขึ้น
BBPPPP,BPPBBBBBBBB,PBBBBB,1-2-8,ขึ้น
BBPPPB,PPPPPPBBBP,BBBBBP,6-3-1,ลง
PBBBBB,PBBPPPP,BPPBBB,1-2-4,ขึ้น
BBPPPP,BPPBBBBBBBB,PBBBBB,1-2-8,ขึ้น
BBPBBP,BPPBBBBBBB,PBBPPP,1-2-7,ขึ้น
BBBBBB,PBBPPP,BPPPBB,1-2-3,ขึ้น
BPBBPP,BBBPPB,PPPPPB,3-2-1,ลง
BPPPPP,BPPBBB,PBBBPP,1-2-3,ขึ้น
PBPBPB,PBBPPP,BBPBPP,1-2-3,ขึ้น
PPPBBP,BPPPBBBBB,PBBBBB,1-3-5,ขึ้น
BBBBPP,BBBPPB,PBBPPP,3-2-1,ลง
BBBPBB,PBBPPPP,BPBPPB,1-2-4,ขึ้น
PPPPBP,BPPBBB,PPBPBB,1-2-3,ขึ้น
PBPBBP,BPPBBB,PPBPPB,1-2-3,ขึ้น
PBPBPP,BPPBBBB,PPPBBB,1-2-4,ขึ้น
BPBPBP,BBBBPPPB,PPPBPB,4-3-1,ลง
PBPBPP,BPPBBBB,PPPBBB,1-2-4,ขึ้น
BPBPBP,BBBBPPPB,PPPBPB,4-3-1,ลง
BPPPBP,BBBBPPPB,PBBPPP,4-3-1,ลง
BBPPPB,PBBPPP,BBBBBP,1-2-3,ขึ้น
PBPBPP,BPPBBBBB,PBBPPB,1-2-5,ขึ้น
PBBPBP,BBBBPPPB,PPPPBB,4-3-1,ลง
BPPPPB,PBBBPPPPP,BPPPBB,1-3-5,ขึ้น
BPPPPP,BPPPBBBB,PBPBBP,1-3-4,ขึ้น
BPBBPB,PPPPBBP,BBBPPB,4-2-1,ลง
BPBPBB,PBBPPP,BPPBBB,1-2-3,ขึ้น
PBBPPP,BPPBBB,PBPBBB,1-2-3,ขึ้น
PBBPBB,PPPBBP,BPPBPP,3-2-1,ลง
PBPPBP,BBBBBBPPB,PPPPPB,6-2-1,ลง
PBBPBB,PBBPPPP,BPPPBB,1-2-4,ขึ้น
BBPPPP,BPPPBBBBBB,PPBBBB,1-3-6,ขึ้น
BBPPBB,PPPBBP,BPPPBB,3-2-1,ลง
PBBPBB,PBBPPPP,BPPPBB,1-2-4,ขึ้น
BBPPPP,BPPPBBBBBB,PPBBBB,1-3-6,ขึ้น
BBPPBB,PPPBBP,BPPPBB,3-2-1,ลง
PBPPBB,PPPBBP,BPPBPP,3-2-1,ลง
PBPBBP,BPPBBB,PPPPPB,1-2-3,ขึ้น
BPPPBP,BBBBPPB,PPPPBB,4-2-1,ลง
PBPBBP,BBBBBPPPPB,PBBPPB,5-4-1,ลง
PBBBPP,BBBPPB,PBPPPP,3-2-1,ลง
BPPBBP,BBBBPPPBB,PPBBBP,4-3-2,ลง
PPBBBP,BPPBBBB,PPPPPP,1-2-4,ขึ้น
PPPBPP,BPPBBB,PPBPBB,1-2-3,ขึ้น
BBPPBP,BBBBBBPPPBB,PBBBBP,6-3-2,ลง
BPBPBP,BBBBPPPBB,PBPPBB,4-3-2,ลง
PPPPBP,BBBBBPPB,PPPPPP,5-2-1,ลง
PPPPBP,BPPBBB,PPPPPP,1-2-3,ขึ้น
BBBPBB,PBBPPP,BBPPBP,1-2-3,ขึ้น
BBPPPB,PPPPPPBBBP,BBPPBB,6-3-1,ลง
BBBPBB,PPBBBBPPPPPPP,BBPBBP,2-4-7,ขึ้น
BBBBPP,BBBBPPPB,PBPPPP,4-3-1,ลง
BBPBBP,BBBBBPPPB,PBBPBB,5-3-1,ลง
PPPPBP,BBBBBPPB,PBBPBB,5-2-1,ลง
PPPPBP,BBBBBPPB,PBBPBB,5-2-1,ลง
BPBPBB,PBBPPPP,BBPBBP,1-2-4,ขึ้น
BPBPPB,PPPBBP,BPBBBB,3-2-1,ลง
PBBPBP,BBBBBPPB,PPPPPP,5-2-1,ลง
PPBBPP,BPPBBB,PPBBPB,1-2-3,ขึ้น
PBBBBB,PPPPPBBP,BBPBPB,5-2-1,ลง
BBBBBB,PBBBPPPPPP,BPBBBB,1-3-6,ขึ้น
PBBPPB,PBBPPP,BBBBPB,1-2-3,ขึ้น
PBBBBP,BBBBBBPPB,PBPBBB,6-2-1,ลง
PPBPBP,BBBBPPB,PPBPBP,4-2-1,ลง
BPPBPB,PPPBBP,BPPPPB,3-2-1,ลง
PPBPBP,BBBBPPB,PPBPBP,4-2-1,ลง
BPPBPB,PPPBBP,BPPPPB,3-2-1,ลง
PBBPBP,BBBBBPPB,PBBBBB,5-2-1,ลง
BBBBBP,BPPBBBB,PPPPPB,1-2-4,ขึ้น
PPBBBB,PPPPPBBBBP,BBPBPP,5-4-1,ลง
PBPPBB,PBBPPPPPP,BPBPBB,1-2-6,ขึ้น
PBPPBB,PPBBBPPPPPPP,BPBPPB,2-3-7,ขึ้น
PPPBPB,PPPPBBBP,BBBPBB,4-3-1,ลง
BPBPPB,PBBPPP,BBBBBB,1-2-3,ขึ้น
BBBPPP,BPPBBB,PBPPPP,1-2-3,ขึ้น
BBPPPP,BPPBBBB,PPBBPB,1-2-4,ขึ้น
PBPPPP,BPPBBB,PPPPBP,1-2-3,ขึ้น
PPPPBP,BPPBBBBBBB,PPBBBB,1-2-7,ขึ้น
BBBBPP,BBBBPPB,PPPBBP,4-2-1,ลง
PBBBPP,BBBPPB,PPPBBP,3-2-1,ลง
BPBPPB,PBBPPPPP,BBBBPP,1-2-5,ขึ้น
BPBPPP,BPPPBBBBBB,PBBPBP,1-3-6,ขึ้น
BBBBPB,PPPPPBBBBP,BBBBBB,5-4-1,ลง
BBBBPB,PPPPPBBBBP,BBBBBB,5-4-1,ลง
BBBBPP,BBBBBPPPPB,PPPBPP,5-4-1,ลง
BBBBPP,BBBBBPPPPB,PPPBPP,5-4-1,ลง
BBBBBP,BBBBPPPBB,PPBBPP,4-3-2,ลง
PPBBPP,BPPPBBBBB,PPPPPB,1-3-5,ขึ้น
BPBBPB,PPPBBP,BBPBBB,3-2-1,ลง
PBBPPP,BBBPPB,PPBBPB,3-2-1,ลง
PPBPPP,BPPBBB,PPPPBB,1-2-3,ขึ้น
BPPBBB,PPPPBBP,BBBBBP,4-2-1,ลง
BBPBBB,PBBPPPP,BBBPPB,1-2-4,ขึ้น
BPPPBP,BPPBBBB,PBBPBP,1-2-4,ขึ้น
BBPBPB,PPPBBP,BBBPBB,3-2-1,ลง
BBBBBP,BBBPPB,PBBBPB,3-2-1,ลง
BBPBPP,BPPBBBBBB,PPBPBB,1-2-6,ขึ้น
BBPBPP,BPPBBBBBB,PPBPBB,1-2-6,ขึ้น
PBBPBP,BPPBBBB,PPPBBP,1-2-4,ขึ้น
PPPBPP,BPPBBBB,PBPPPP,1-2-4,ขึ้น
PPPPBP,BPPBBB,PBPPPB,1-2-3,ขึ้น
PBPPBP,BBBBPPB,PBPPBP,4-2-1,ลง
PPBPBP,BBBBPPB,PBPBBB,4-2-1,ลง
BBBBPB,PPPBBP,BPBBBP,3-2-1,ลง
PBBPPB,PBBPPP,BBBBPP,1-2-3,ขึ้น
PPBBBP,BPPBBBB,PPPBPB,1-2-4,ขึ้น
BPPPBP,BPPBBBBB,PPPBBP,1-2-5,ขึ้น
PPBBBP,BPPBBBB,PPPBPB,1-2-4,ขึ้น
BPPPBP,BPPBBBBB,PPPBBP,1-2-5,ขึ้น
BPPBBP,BBBBBBBBBPPPB,PBBPPP,9-3-1,ลง
BBPPPB,PBBPPPP,BBBBBB,1-2-4,ขึ้น
PPBBPP,BPPPPBBBBBB,PPPPBB,1-4-6,ขึ้น
BPBBPB,PPPPBBBPP,BBPBBP,4-3-2,ลง
PPPPBB,PPPPBBBP,BBPBPB,4-3-1,ลง
PBBPBP,BPPBBBB,PPBPBB,1-2-4,ขึ้น
PBPBPB,PPPPPPPPPBBP,BPBPPP,9-2-1,ลง
PBPBPB,PPPPPPPPPBBP,BPBPPP,9-2-1,ลง
PBBBBP,BBBPPB,PPPBPP,3-2-1,ลง
PBPPPB,PBBBPPPP,BPPBPB,1-3-4,ขึ้น
PPPBPB,PPPPBBP,BBPPPP,4-2-1,ลง
PPPPPB,PPPPPPBBBP,BBBBPP,6-3-1,ลง
PPBBBP,BBBBPPPB,PPPPBP,4-3-1,ลง
PPPBPB,PPPBBP,BPBPPB,3-2-1,ลง
BBPPPP,BBBBPPB,PBBBPB,4-2-1,ลง
PBPBBP,BBBPPB,PBBPPB,3-2-1,ลง
BPPPBB,PPPPBBP,BBPBPB,4-2-1,ลง
BPBBPB,PBBBPPPP,BBBBPP,1-3-4,ขึ้น
PBPBBP,BBBPPB,PBBPPB,3-2-1,ลง
BPPPBB,PPPPBBP,BBPBPB,4-2-1,ลง
BPBBPB,PBBBPPPP,BBBBPP,1-3-4,ขึ้น
BPBBPP,BBBPPB,PPPBBB,3-2-1,ลง
PBBBPP,BBBPPB,PBPBBP,3-2-1,ลง
PBBPPB,PBBPPP,BBPPBB,1-2-3,ขึ้น
PBPBPP,BPPBBBB,PBBBPP,1-2-4,ขึ้น
PBBBBP,BBBPPB,PPBPPP,3-2-1,ลง
BBBBPB,PPPPBBP,BPPPBB,4-2-1,ลง
PBBBBP,BBBBPPPB,PPPBPP,4-3-1,ลง
