before,dejavu,after,cycles,length
BBBPBB,BPBPBPBP,PPBPBB,2,8
PPPPBP,PBPBPBPB,BPBPPB,2,8
PPBBPP,PBPBPBPB,PPPPBB,2,8
PPBBPP,PBPBPBPB,PPBBPB,2,8
BPPPPB,BPBPBPBP,PPBBPP,2,8
PPPBPB,BPBPBPBP,PPBPBP,2,8
BBBBPB,BPBPBPBP,BBPBBP,2,8
BPBBPP,PBPBPBPB,PBBPPB,2,8
PPBBBB,BPBPBPBP,PBBBBB,2,8
BBBPPP,PBPBPBPB,PBPPBB,2,8
BBPBPB,BPBPBPBP,BPBBBP,2,8
PPBPBB,BPBPBPBP,PPPPPP,2,8
PBPBPP,PBPBPBPB,BBPBBB,2,8
BBBBPB,BPBPBPBP,BBPBBP,2,8
PPPBPB,BPBPBPBP,BBBPPP,2,8
BBPPPB,BPBPBPBP,PBPPPB,2,8
BBBBPP,PBPBPBPB,PPPBPB,2,8
BBPBBP,PBPBPBPB,BBPPBB,2,8
PBPPPP,PBPBPBPB,BBPPBP,2,8
PBPBPB,BPBPBPBP,PPBPBB,2,8
BPBBBB,BPBPBPBP,BBBPBP,2,8
PPBPBB,BPBPBPBP,PPBPBP,2,8
PPPBBP,PBPBPBPB,BPPPPP,2,8
BBBBPB,BPBPBPBPBPBP,BBPBPP,3,12
BPBBPB,BPBPBPBP,PBBBPP,2,8
BPPBBP,PBPBPBPB,PPBBPP,2,8
BPBBBB,BPBPBPBP,BBBPPP,2,8
PBBBPB,BPBPBPBP,PBPBBB,2,8
BBPPBB,BPBPBPBP,PBBPPB,2,8
PBPBBP,PBPBPBPB,PPBBPP,2,8
PBPPBP,PBPBPBPB,BBBBPP,2,8
BPBPBP,PBPBPBPB,BPPPPP,2,8
BPBPPP,PBPBPBPB,PBPPBP,2,8
BBBPBP,PBPBPBPB,PPPPPB,2,8
PBPPBP,PBPBPBPB,BBPPBB,2,8
PBBPBB,BPBPBPBP,PPPBBP,2,8
PBBBPB,BPBPBPBP,BBPPPP,2,8
BPPPBB,BPBPBPBPBPBP,BBPBBB,3,12
PBBPBB,BPBPBPBP,PBBBPP,2,8
PBBBBB,BPBPBPBP,PBPBBP,2,8
PBBBBB,BPBPBPBP,PBPBBP,2,8
BBBBBB,BPBPBPBP,BBPBPB,2,8
BPPBBP,PBPBPBPB,PBPPBP,2,8
BPBBBB,BPBPBPBP,BPPBBB,2,8
BPBBBB,BPBPBPBP,BPPBBB,2,8
BPBPBB,BPBPBPBP,PPPBPB,2,8
BPBPPP,PBPBPBPB,BPBBBP,2,8
BBBPBP,PBPBPBPB,BBPPBB,2,8
PBPBBP,PBPBPBPB,PPPBPP,2,8
PBBPPB,BPBPBPBP,BBPPBP,2,8
PBPBPB,BPBPBPBPBPBP,PPPPBB,3,12
PPBBPB,BPBPBPBP,PPPBBP,2,8
PPBBPB,BPBPBPBP,PPPBBP,2,8
PPPPPB,BPBPBPBP,PBBBBP,2,8
PPBBPP,PBPBPBPB,BPBBPP,2,8
BBPPBP,PBPBPBPB,PPBPBB,2,8
BBPBBP,PBPBPBPB,BPBBPB,2,8
PPBBBP,PBPBPBPB,PBBBBB,2,8
PPBBBB,BPBPBPBP,BPPBPP,2,8
BBBBPB,BPBPBPBP,BPPPBP,2,8
BPPBBB,BPBPBPBP,BPPPPB,2,8
BBBBBB,BPBPBPBP,BBBPPB,2,8
PPBBPP,PBPBPBPB,BBBBPB,2,8
BPPBBP,PBPBPBPB,BPPBPP,2,8
PBPBPB,BPBPBPBP,PBPBBB,2,8
PBBBBB,BPBPBPBP,BBBPBP,2,8
PPPPBB,BPBPBPBP,BPBBPB,2,8
PBBBBB,BPBPBPBP,PBPBPB,2,8
BPBPBP,PBPBPBPB,BBPPBP,2,8
BPPPPP,PBPBPBPB,PPPBBB,2,8
BPBBBP,PBPBPBPB,BBBBPP,2,8
BBBBPP,PBPBPBPB,BPBPPB,2,8
PBBPBP,PBPBPBPB,PPBBPP,2,8
PBBPBP,PBPBPBPB,PPPBBP,2,8
PPPBPP,PBPBPBPB,PBBPPB,2,8
BPBBBP,PBPBPBPB,BBBBBP,2,8
PBBPPP,PBPBPBPB,BPPPBB,2,8
PPPPBB,BPBPBPBP,BBPBPP,2,8
PPPPPP,PBPBPBPB,BBBBPP,2,8
PPPPBP,PBPBPBPB,BPBBPB,2,8
PPBBBB,BPBPBPBP,PPPPPB,2,8
BPBPBB,BPBPBPBP,PPBBBP,2,8
PPBPBB,BPBPBPBP,PBPPBP,2,8
PBPBPB,BPBPBPBP,BBBPBB,2,8
PPBPBP,PBPBPBPB,PPBPBP,2,8
BBBBBP,PBPBPBPB,BPBBBB,2,8
PPBBBB,BPBPBPBP,BPPPBB,2,8
BPPBBB,BPBPBPBP,BBPPBP,2,8
PBPPBB,BPBPBPBP,BPBBBB,2,8
PPPPBB,BPBPBPBPBPBP,PBBBPB,3,12
BBBBBB,BPBPBPBP,BPBBBB,2,8
BBBBPB,BPBPBPBP,BBBPPB,2,8
BBBPPP,PBPBPBPB,BPBBPP,2,8
PBBPPP,PBPBPBPB,PBBPPB,2,8
PBPPPP,PBPBPBPB,PPPBBP,2,8
BBPBBP,PBPBPBPB,PPPBPB,2,8
BBBPPB,BPBPBPBP,PBBBBP,2,8
BPPBBB,BPBPBPBP,PBPPBP,2,8
BPPBBB,BPBPBPBP,PPPBBP,2,8
PPBPBB,BPBPBPBPBPBP,PBPBBP,3,12
PPBPPB,BPBPBPBP,BBPBBB,2,8
PBPPPP,PBPBPBPB,PBBPBP,2,8
PBBPBP,PBPBPBPB,BBPPBP,2,8
BBBBBB,BPBPBPBP,PPPPBB,2,8
PBBBPB,BPBPBPBP,PBBPPB,2,8
PPBBPP,PBPBPBPB,BBBBPB,2,8
PBBBPP,PBPBPBPB,PPPPBP,2,8
PBPPBB,BPBPBPBP,BBBBPB,2,8
BPPPBP,PBPBPBPB,PBBBBP,2,8
BPPBPP,PBPBPBPB,BBPBPP,2,8
PPBPBP,PBPBPBPB,BBBBBB,2,8
PPBBPP,PBPBPBPB,BBPPPB,2,8
PPBPPP,PBPBPBPB,BBPPPP,2,8
BBPPPP,PBPBPBPB,BPBBBB,2,8
PPBPPB,BPBPBPBP,PPPPPB,2,8
BPBPPB,BPBPBPBP,PBBPBB,2,8
BPBPPB,BPBPBPBP,PBBPBB,2,8
BBBBBB,BPBPBPBP,PBPPPP,2,8
BBBBBB,BPBPBPBP,PBPPPP,2,8
BBPBPP,PBPBPBPBPBPB,PBBBBB,3,12
BBPBPB,BPBPBPBP,BBBPBB,2,8
BBPBBP,PBPBPBPB,BBPBBP,2,8
PPPPBB,BPBPBPBP,PBPBBB,2,8
PPBBPB,BPBPBPBP,PBPBPP,2,8
BPBPBB,BPBPBPBP,PPPBBB,2,8
PBPPBB,BPBPBPBP,BPPBBB,2,8
PPBBBP,PBPBPBPBPBPB,BBPPBP,3,12
PBPBPP,PBPBPBPB,BBBPPB,2,8
BPBPBB,BPBPBPBP,PBPPPB,2,8
BPPPBB,BPBPBPBP,BPBBBP,2,8
BBPBPB,BPBPBPBP,BPBBPP,2,8
BPPBBP,PBPBPBPB,BPBPPP,2,8
PBBPBP,PBPBPBPB,PPPBPP,2,8
PBBPPB,BPBPBPBP,PPBPPB,2,8
PBPBBB,BPBPBPBP,BPBBPP,2,8
BBPPBB,BPBPBPBP,BPPPPB,2,8
PBPBPB,BPBPBPBP,PPPPBB,2,8
BPBPPB,BPBPBPBP,PBPBPB,2,8
BBBPPP,PBPBPBPB,BPPPPP,2,8
PBBPPP,PBPBPBPB,PPPPPB,2,8
BPBBPB,BPBPBPBP,BBBPBP,2,8
BPBPBB,BPBPBPBP,PBPPBB,2,8
PPPPBB,BPBPBPBP,BBBPPB,2,8
BBBBBB,BPBPBPBP,BPPPPB,2,8
BBBBPB,BPBPBPBP,BBBBPP,2,8
PBPPPB,BPBPBPBP,BBBPBB,2,8
PPBPPP,PBPBPBPB,PPBPPP,2,8
PBPBBP,PBPBPBPB,PBPPPB,2,8
BPPPPB,BPBPBPBP,PBPPBB,2,8
PPBPBB,BPBPBPBP,PBBPPP,2,8
BPPBPB,BPBPBPBP,PPPBBB,2,8
BPPBBP,PBPBPBPB,PPBBBB,2,8
BBPBPP,PBPBPBPB,PPPBPP,2,8
PPBBBB,BPBPBPBP,PPBBPP,2,8
PPBPBB,BPBPBPBP,PPPPPB,2,8
PBPBPP,PBPBPBPB,BPBBPB,2,8
PBPPBP,PBPBPBPB,BBPBPB,2,8
PPPPBP,PBPBPBPB,PPBPBB,2,8
PBPBBB,BPBPBPBP,PPPBBB,2,8
BPBPBB,BPBPBPBP,PPBBBB,2,8
PPBBPP,PBPBPBPB,PBBPBP,2,8
PBPBPP,PBPBPBPB,PBBPPP,2,8
PPBPPP,PBPBPBPB,PBBBPP,2,8
PPBBPP,PBPBPBPB,BBPPPB,2,8
PPBBBP,PBPBPBPB,BBPBBP,2,8
PBBPBB,BPBPBPBP,BBBBBB,2,8
BPBPPB,BPBPBPBP,BBPPPP,2,8
PPPPBB,BPBPBPBP,PPPBPB,2,8
PBPPPB,BPBPBPBP,PBPPPB,2,8
PPBPPP,PBPBPBPB,PPBBBB,2,8
PBBBBB,BPBPBPBP,PPBPBB,2,8
PPBBBP,PBPBPBPB,PPPBPP,2,8
PPBPPB,BPBPBPBP,BPPBPB,2,8
PPBPPB,BPBPBPBP,BPPBPB,2,8
BPPPPB,BPBPBPBP,BPBBPP,2,8
BPPPBB,BPBPBPBP,BPBBBB,2,8
BPPPBB,BPBPBPBP,BPBBBB,2,8
BPPBPB,BPBPBPBPBPBP,PBBBPP,3,12
BPPBPB,BPBPBPBPBPBP,PBBBPP,3,12
BPPBPB,BPBPBPBPBPBP,PBBBPP,3,12
BPBBPP,PBPBPBPB,BPPBPP,2,8
BBBPBP,PBPBPBPB,PBBPBP,2,8
BBBBPP,PBPBPBPB,PPBPBB,2,8
PPBBBP,PBPBPBPB,BPBBBB,2,8
BBBPBP,PBPBPBPB,BPBBBB,2,8
PPPBPB,BPBPBPBP,BBPBBB,2,8
BPPPBP,PBPBPBPB,PPPBPB,2,8
PBPBBB,BPBPBPBP,PPBBBB,2,8
BBBBBP,PBPBPBPB,BBPPPP,2,8
PBPPBP,PBPBPBPB,BPBPBB,2,8
PPPPBB,BPBPBPBP,BBBPPB,2,8
BBPPPB,BPBPBPBP,BBPPPB,2,8
PBBBBP,PBPBPBPB,BBBBBB,2,8
BBBBPP,PBPBPBPB,BBPBPP,2,8
PPPBPP,PBPBPBPB,BBBPBP,2,8
BPPPBB,BPBPBPBP,BBBBBB,2,8
PBPBPP,PBPBPBPB,BPPBPB,2,8
PBPBPB,BPBPBPBP,BBBPPB,2,8
PPPBBP,PBPBPBPB,BPPPPB,2,8
PBBBPB,BPBPBPBP,BBBPPB,2,8
BPBPBB,BPBPBPBP,PPBPBP,2,8
BPBBPB,BPBPBPBP,PBBBPP,2,8
PPPPPB,BPBPBPBP,BBBBBB,2,8
PPPPBB,BPBPBPBP,PBPPPP,2,8
PBPBPB,BPBPBPBP,PPBBBB,2,8
BPPPBP,PBPBPBPB,BBBBBB,2,8
PBBPPB,BPBPBPBP,PBBBPB,2,8
BPBBPB,BPBPBPBP,BBPBPB,2,8
PBPBPB,BPBPBPBP,BBBPBP,2,8
PBPBPB,BPBPBPBP,BBBPBP,2,8
PBPBBP,PBPBPBPB,BBBBBB,2,8
PBPPPP,PBPBPBPB,PPPPPP,2,8
PPBPBB,BPBPBPBP,PBPPBP,2,8
BPBPBB,BPBPBPBP,BBBBBB,2,8
PPPBBP,PBPBPBPB,PPBBBP,2,8
BBBBBB,BPBPBPBP,BBBBBB,2,8
BBBBBB,BPBPBPBP,BBBBBB,2,8
PBBPPP,PBPBPBPB,BBBBBP,2,8
PBBBPP,PBPBPBPB,BBBBBP,2,8
PBBBBP,PBPBPBPB,PPPPBP,2,8
BBBPBP,PBPBPBPB,BPPPPB,2,8
PPBBBB,BPBPBPBP,BPPBBB,2,8
BBPBBP,PBPBPBPB,BPBBBB,2,8
BPPPBP,PBPBPBPB,PPPBBB,2,8
PPPPBB,BPBPBPBP,BPPBBP,2,8
PBBPBP,PBPBPBPB,BBPBPB,2,8
BPPPPB,BPBPBPBP,BPBBBB,2,8
BPPPPP,PBPBPBPB,BPBBPP,2,8
BBBBBP,PBPBPBPBPBPB,PPBPPB,3,12
BPPPBP,PBPBPBPB,BBPPBP,2,8
BPBBBP,PBPBPBPB,PPBPBP,2,8
BPBBBP,PBPBPBPB,PPBPBP,2,8
PPBBBB,BPBPBPBP,PBPBBP,2,8
PPBBBP,PBPBPBPB,BPPBPB,2,8
PPPBBB,BPBPBPBP,BPPPBP,2,8
PPBPPP,PBPBPBPB,BPBBBB,2,8
PBPPPP,PBPBPBPB,BPPPBB,2,8
PBPBBP,PBPBPBPB,BBBPBB,2,8
BBPPBP,PBPBPBPB,BBPPPP,2,8
PBBPPP,PBPBPBPB,PBBPBB,2,8
BPPBBP,PBPBPBPB,BPBPBB,2,8
PPPBPB,BPBPBPBP,BPPPPB,2,8
PPPPBP,PBPBPBPB,BBPPBB,2,8
BPBPBP,PBPBPBPB,BBPBPB,2,8
BBBPPP,PBPBPBPB,BPBPBP,2,8
PPBBBB,BPBPBPBP,PBPPPB,2,8
BBBBBB,BPBPBPBP,BPBBBB,2,8
BBPPBP,PBPBPBPB,PPPPBP,2,8
BBBBPB,BPBPBPBP,BPPBBB,2,8
PPPPPP,PBPBPBPB,PBBPPP,2,8
PBPBPP,PBPBPBPB,BBPBBP,2,8
BPBBPB,BPBPBPBP,PBPBBB,2,8
BPPBBB,BPBPBPBP,BPPPPP,2,8
BPBBBP,PBPBPBPB,BBPBBP,2,8
PBPBPP,PBPBPBPB,BBBPPB,2,8
PPPPPB,BPBPBPBP,BBBPBP,2,8
PBBPPB,BPBPBPBP,BPPBBP,2,8
BPPBPP,PBPBPBPB,BBBPBP,2,8
PPPBPP,PBPBPBPB,PBBPPB,2,8
BPBPBP,PBPBPBPB,BPBPPB,2,8
PPBPPP,PBPBPBPB,BBBBPP,2,8
BPBBBB,BPBPBPBP,PPPBPB,2,8
BBBPPB,BPBPBPBP,BPPPPP,2,8
BBPPBB,BPBPBPBPBPBP,PBPBBB,3,12
BPPBPB,BPBPBPBP,PBBPBP,2,8
BBBBBB,BPBPBPBP,PPPPPP,2,8
BBBBBB,BPBPBPBP,PBBPPP,2,8
BPBPPP,PBPBPBPB,BPPPBB,2,8
PBPBBB,BPBPBPBP,BBPPBB,2,8
BPPBBP,PBPBPBPB,PPBBPB,2,8
BBPBPP,PBPBPBPB,BBPBBB,2,8
PBBBPP,PBPBPBPB,BBBPBP,2,8
PPPBBP,PBPBPBPB,PBBPBB,2,8
PPPBBP,PBPBPBPB,PBBPBB,2,8
PPBBPB,BPBPBPBP,BPPPBP,2,8
PPBBPB,BPBPBPBP,BPPPBP,2,8
BPBPBB,BPBPBPBP,BPBBBP,2,8
PBPPBB,BPBPBPBP,PPBPBB,2,8
BBBBPB,BPBPBPBP,PPPBPP,2,8
PPPBBP,PBPBPBPB,BPBBBB,2,8
PPBPBP,PBPBPBPB,BBBPPP,2,8
PPBBBB,BPBPBPBP,PBPPPB,2,8
PPBBBB,BPBPBPBP,BPPBPP,2,8
BPPBBP,PBPBPBPB,BBBBBB,2,8
BPPPPB,BPBPBPBP,PBPPBP,2,8
PPPBPP,PBPBPBPBPBPB,BPBBBB,3,12
PPPBPP,PBPBPBPB,BPBPPB,2,8
BPPBPB,BPBPBPBPBPBP,PPPBBB,3,12
PPPBBB,BPBPBPBP,PBPPBP,2,8
BPBPPP,PBPBPBPB,PBPPPB,2,8
PPBBPP,PBPBPBPB,BPPPPB,2,8
PPBBPP,PBPBPBPB,PBPPPP,2,8
PPPPBB,BPBPBPBP,PPBPBB,2,8
PBBPPP,PBPBPBPBPBPB,PBBPPP,3,12
PPPPBB,BPBPBPBP,PPBPBB,2,8
PBBPPP,PBPBPBPBPBPB,PBBPPP,3,12
PBPBBB,BPBPBPBP,PBPBPP,2,8
BBPBPB,BPBPBPBP,PPPBPB,2,8
PBBPBP,PBPBPBPB,PBPPBB,2,8
PBBBBB,BPBPBPBP,BPPPPB,2,8
PPBPBB,BPBPBPBP,BPPPPB,2,8
BPPBPB,BPBPBPBP,PPPPPP,2,8
PBPPPB,BPBPBPBPBPBP,PPBPBP,3,12
PBBPBB,BPBPBPBP,PBPBBB,2,8
PBBPPB,BPBPBPBP,PBBBBP,2,8
PBBPPB,BPBPBPBP,PBBBBP,2,8
PBBPPB,BPBPBPBP,PBBBBP,2,8
BPBPPP,PBPBPBPB,PBBPBB,2,8
BPBPPP,PBPBPBPB,PBBPBB,2,8
PPBBBP,PBPBPBPB,BPPBPP,2,8
PPPPBB,BPBPBPBP,PBPPPB,2,8
PPBBPP,PBPBPBPB,PBBBPB,2,8
BBBBBP,PBPBPBPB,BBBPPB,2,8
BPBBBP,PBPBPBPB,BBPBBB,2,8
PBPBPP,PBPBPBPB,BPPBBP,2,8
BPPBBB,BPBPBPBP,BPBBBP,2,8
PPBBBB,BPBPBPBP,PBPPPP,2,8
BPPBBP,PBPBPBPB,BPPPBP,2,8
BPPPPB,BPBPBPBP,BBBPPB,2,8
BPPBPP,PBPBPBPBPBPB,BPPBPB,3,12
PBPBPP,PBPBPBPB,PPPPBP,2,8
PPBPBB,BPBPBPBP,PBBPPB,2,8
PBBPPP,PBPBPBPB,BBBPBP,2,8
PBPBBB,BPBPBPBPBPBP,PPPPPP,3,12
PBPPBB,BPBPBPBP,BBBBPP,2,8
PBPBPP,PBPBPBPB,BBPPPB,2,8
PBPPBP,PBPBPBPB,BBPPPB,2,8
PBBBBB,BPBPBPBP,BBBPBB,2,8
BPPPPB,BPBPBPBP,BPPPPB,2,8
PPBPPB,BPBPBPBP,PPBBPB,2,8
BBPBBB,BPBPBPBP,PBBBPB,2,8
BBPPPB,BPBPBPBP,BPBBPP,2,8
PBBPPB,BPBPBPBP,BPBBPP,2,8
BPPBBP,PBPBPBPB,BPBPPB,2,8
PBBPBP,PBPBPBPB,PPBPBP,2,8
BPBPBP,PBPBPBPB,PPBBPP,2,8
BBPPBB,BPBPBPBPBPBP,BBBPBP,3,12
PPPPPP,PBPBPBPB,BBPBPB,2,8
PPBBBP,PBPBPBPB,BPPBBP,2,8
BPBBPP,PBPBPBPB,PPBPBP,2,8
BBBPBB,BPBPBPBP,BBBBBB,2,8
BBBBBB,BPBPBPBP,PBBBBP,2,8
BPPPPP,PBPBPBPB,PPPBBB,2,8
BBBPPB,BPBPBPBP,PPBPPB,2,8
PPPBPP,PBPBPBPB,PPBPBB,2,8
PPPBPP,PBPBPBPB,PPBPBB,2,8
PBBPPB,BPBPBPBP,BBPBBP,2,8
BBPPBB,BPBPBPBP,PPPBBP,2,8
BPBPPB,BPBPBPBP,PBPBBP,2,8
PPBBBB,BPBPBPBP,BPBBBP,2,8
PPPPBP,PBPBPBPB,PPPPPP,2,8
BPBBPP,PBPBPBPB,BBBBBP,2,8
PBPBPP,PBPBPBPB,BPBPPP,2,8
BBPBPP,PBPBPBPB,BPBBPB,2,8
BPBBPP,PBPBPBPB,BPBBPB,2,8
BPPPPP,PBPBPBPB,BBBBPP,2,8
BPPPBB,BPBPBPBP,BBBPBP,2,8
PBBPBP,PBPBPBPB,BPPBBB,2,8
BPPBBB,BPBPBPBP,BPPBPP,2,8
BPPPBP,PBPBPBPBPBPB,BPPPBP,3,12
PBPPBP,PBPBPBPB,BPBPPP,2,8
BPPBBP,PBPBPBPB,BBPBBP,2,8
PPPBPP,PBPBPBPB,BBPBPP,2,8
PPPBPP,PBPBPBPB,BBPBPP,2,8
BBBPBB,BPBPBPBP,BPBBBB,2,8
PBPPPP,PBPBPBPB,BPBBPB,2,8
BPBPBB,BPBPBPBP,BPPBBP,2,8
BBBPPB,BPBPBPBP,BPPBPP,2,8
BBBPPB,BPBPBPBP,BPPBPP,2,8
BBBPPB,BPBPBPBP,BPPBPP,2,8
PBPPBP,PBPBPBPB,BPBPBB,2,8
PBPPBP,PBPBPBPB,BPBPBB,2,8
PBPPBP,PBPBPBPB,BPBPBB,2,8
PPPBBP,PBPBPBPB,PPBPPP,2,8
PBBPBB,BPBPBPBP,PPBPBP,2,8
BPBPBB,BPBPBPBP,PPPBPB,2,8
PBPBBB,BPBPBPBP,PPBPBB,2,8
PBBBBP,PBPBPBPB,BBPBBP,2,8
PPPPPP,PBPBPBPB,PPBBBP,2,8
PBPBBB,BPBPBPBP,PBPPPB,2,8
PBBBPB,BPBPBPBP,PPPBBB,2,8
PPBPPB,BPBPBPBP,PPPPPP,2,8
PPBBBB,BPBPBPBP,BPPBPP,2,8
PBPPPB,BPBPBPBP,BBPBBP,2,8
BPBBBB,BPBPBPBP,BBBBBB,2,8
PBBBBB,BPBPBPBP,PPBBBP,2,8
BBBPPB,BPBPBPBP,BBPBPP,2,8
BBPPPB,BPBPBPBP,BBBBBB,2,8
BBPBBB,BPBPBPBP,BBPBPB,2,8
PPBBPB,BPBPBPBP,BBPBPB,2,8
PBPBBP,PBPBPBPB,BBPBBP,2,8
PPBBPP,PBPBPBPB,BPPBPB,2,8
PPPPBB,BPBPBPBP,PBBBPB,2,8
BPPPBB,BPBPBPBP,PBPPPP,2,8
PPBBPP,PBPBPBPB,BBBPPB,2,8
BPBBBB,BPBPBPBP,PBPBPP,2,8
BBPBPP,PBPBPBPB,PBBBPP,2,8
PBBPBB,BPBPBPBP,PPPPBB,2,8
PBPPPB,BPBPBPBP,PBBPPP,2,8
PPPBBB,BPBPBPBP,PBPPPB,2,8
BPPPBB,BPBPBPBP,BPPBBB,2,8
PPPPPP,PBPBPBPB,PBBBBB,2,8
PPPBPB,BPBPBPBP,BPPBPP,2,8
PBBBBP,PBPBPBPB,PPBBPB,2,8
PBPBBP,PBPBPBPB,BBPPPB,2,8
PPBBPB,BPBPBPBP,BPPBPB,2,8
BBBPBP,PBPBPBPB,BPPBBP,2,8
BBBPPB,BPBPBPBP,BPPBBB,2,8
PBBPPB,BPBPBPBP,PBBBPB,2,8
BBPPPB,BPBPBPBP,BBBPPP,2,8
PBBBPP,PBPBPBPB,BPPBPP,2,8
BPPPBP,PBPBPBPB,BPBBPB,2,8
BBPPBB,BPBPBPBP,PPPPBB,2,8
PPPBPB,BPBPBPBP,BBBBPB,2,8
BBBPPB,BPBPBPBP,BPPPBB,2,8
PBPPBB,BPBPBPBP,BBBBPP,2,8
BPPBBP,PBPBPBPB,PPBBPP,2,8
PPBBPP,PBPBPBPB,PPBPPB,2,8
BBPBBP,PBPBPBPB,PPPPBP,2,8
PPBBPB,BPBPBPBP,PBBBBP,2,8
BBBPBP,PBPBPBPB,BBPBBB,2,8
BPBBBP,PBPBPBPB,BBBPPP,2,8
BBPBPP,PBPBPBPB,PBBBPP,2,8
BBPPBB,BPBPBPBP,PBBBBB,2,8
BBPBBP,PBPBPBPB,PPBPPP,2,8
BBPBBP,PBPBPBPB,PPBPPP,2,8
PPPPBP,PBPBPBPB,PBBBBB,2,8
PPPBPP,PBPBPBPB,BPBBPP,2,8
PPBPBP,PBPBPBPB,BPPPBP,2,8
PPBPBP,PBPBPBPB,BPPPBP,2,8
BPBPBP,PBPBPBPB,BBPBBB,2,8
BPBPPP,PBPBPBPB,BPBPBP,2,8
PBPBPB,BPBPBPBP,PBPPPB,2,8
PPBPBP,PBPBPBPB,BPPPPB,2,8
PBPBPP,PBPBPBPB,PPBPBB,2,8
PBPBPP,PBPBPBPB,PPBPBB,2,8
BPBBPP,PBPBPBPB,BPPBBB,2,8
PBPBPB,BPBPBPBP,PBBBBB,2,8
PPPBPP,PBPBPBPB,BPPBPP,2,8
PPPBPP,PBPBPBPB,PBPPPP,2,8
PBBPPB,BPBPBPBP,PPBBPB,2,8
PPPPBB,BPBPBPBP,PBBPPB,2,8
BPPPPP,PBPBPBPB,BBPBBP,2,8
BPPBPB,BPBPBPBP,BPPPBB,2,8
BBBBBP,PBPBPBPB,PPBPPB,2,8
PBBBBB,BPBPBPBP,BPPBPP,2,8
PBPPPB,BPBPBPBP,BBBBPB,2,8
PBPPPP,PBPBPBPB,BBBPPP,2,8
PPPBBP,PBPBPBPB,BBBBPP,2,8
PPPBBP,PBPBPBPB,BPPPPP,2,8
BBPBBP,PBPBPBPB,BBBPBB,2,8
PPPPPP,PBPBPBPB,BBPBPB,2,8
BPBBBP,PBPBPBPBPBPB,BPPBBB,3,12
PBPPBP,PBPBPBPB,PPPPBB,2,8
PPPBBB,BPBPBPBP,PPBBPP,2,8
BPPPPB,BPBPBPBPBPBPBPBP,PPPPPP,4,16
PBPBPP,PBPBPBPB,BBBBPP,2,8
BPPBBB,BPBPBPBP,BBPPBP,2,8
PBPBBP,PBPBPBPB,BPBPPB,2,8
PPBBBP,PBPBPBPB,PPPBBP,2,8
PPPBBB,BPBPBPBP,BBBPPP,2,8
PBBBBP,PBPBPBPB,PBPPPP,2,8
BPPPBP,PBPBPBPB,BBPPBB,2,8
BPBPPP,PBPBPBPB,PPBPPB,2,8
BBPBBB,BPBPBPBP,PBPPBP,2,8
BBBBBB,BPBPBPBP,PBBPPB,2,8
BBBPBB,BPBPBPBP,PPPPBP,2,8
PBPPPB,BPBPBPBP,PBPBBP,2,8
BBBPPB,BPBPBPBP,BBPPPP,2,8
PBBBBP,PBPBPBPB,PPPBBP,2,8
PPPPPB,BPBPBPBP,BPBBBB,2,8
PBPPBB,BPBPBPBPBPBPBPBP,BBBPPB,4,16
BBPPPB,BPBPBPBP,PPPPBB,2,8
PBPBBP,PBPBPBPB,BBPBPP,2,8
BPPPBP,PBPBPBPB,BPPPBB,2,8
PPBBBB,BPBPBPBP,BPBBPB,2,8
PBBBPB,BPBPBPBP,PPPBPP,2,8
PPBPBP,PBPBPBPB,PBBPBP,2,8
PPPBBB,BPBPBPBP,BPBBPP,2,8
PPPBBB,BPBPBPBP,BPBBBP,2,8
PPPPPP,PBPBPBPB,BPBPPB,2,8
BPPBBB,BPBPBPBP,PBPBBB,2,8
PPBPBB,BPBPBPBPBPBP,BBPPBP,3,12
BPPPPB,BPBPBPBP,PPPBPB,2,8
PBPBPP,PBPBPBPBPBPB,PPPBBP,3,12
BPPBPP,PBPBPBPB,BBPPBP,2,8
PPPBBB,BPBPBPBP,BBPBPP,2,8
BPPPBB,BPBPBPBP,PPPPBP,2,8
BBBPPP,PBPBPBPB,PPBPBP,2,8
PPBPPP,PBPBPBPB,BBPPBB,2,8
BPPPPP,PBPBPBPBPBPBPBPBPBPB,PPBPBB,5,20
PBBPBP,PBPBPBPB,BPBBBP,2,8
BBPBBB,BPBPBPBP,BBPBBP,2,8
PBPBBP,PBPBPBPB,PPPPPP,2,8
BPBPPB,BPBPBPBP,PPBBBB,2,8
PPPBBB,BPBPBPBP,BBPPBP,2,8
PPBBBP,PBPBPBPB,BBBPPB,2,8
BBBBPP,PBPBPBPB,BBPBPP,2,8
PPPPBP,PBPBPBPB,PBPPBB,2,8
BBPBBP,PBPBPBPB,BPBBBB,2,8
PBBPPP,PBPBPBPB,PBBBBB,2,8
BPBBBB,BPBPBPBP,BPPPBP,2,8
BPBPPB,BPBPBPBP,BPPBBB,2,8
BBPBBP,PBPBPBPB,BPBPPB,2,8
BBBPBB,BPBPBPBP,PBBBBP,2,8
BBBPPB,BPBPBPBP,BBBBBB,2,8
BPPPPB,BPBPBPBP,BPPBBB,2,8
PBPPPB,BPBPBPBP,BBPPBB,2,8
PPBPBP,PBPBPBPB,BPBBPB,2,8
PBBBBP,PBPBPBPBPBPB,BBBPPB,3,12
PPBPBP,PBPBPBPB,PPBPPP,2,8
PPBPBP,PBPBPBPB,BPBBBP,2,8
PPBBPB,BPBPBPBP,BBBPBP,2,8
