before,lukku,after,pairs,length
PPPBPB,PPBB,BPBPBP,2,4
PPPBBB,PPBBPP,PPPBPP,3,6
BPPPBB,BBPP,PBBBBB,2,4
PBBBBB,PPBB,BPPPPP,2,4
PPBBPB,PPBB,BBPPPB,2,4
PBPPBB,BBPP,PBBBBB,2,4
BPPPPP,BBPP,PBBPBB,2,4
PPPBBB,PPBB,BBBBBB,2,4
BBBBPB,PPBB,PBBPBP,2,4
PBPPPP,PPBBPP,PBPBBP,3,6
BPPPBP,BBPP,BPBBBB,2,4
PBBPPP,BBPP,PPBBPP,2,4
PPBBPP,PPBBPP,PPPBPP,3,6
PBBBPP,PPBB,BPBPPP,2,4
BPBPBP,BBPP,PBBPBB,2,4
PBPPPB,PPBB,BPBBPP,2,4
PPBPBP,BBPP,BPPBBB,2,4
PBBPPB,PPBB,BPPPPB,2,4
BBBPPP,BBPPBB,BBPBBB,3,6
BPPBPP,PPBB,BBPPPP,2,4
PPPPBB,BBPP,PPPBBP,2,4
PBBPBB,BBPP,PBBPBP,2,4
PPBPBP,BBPP,PBBBPB,2,4
BBBBBB,PPBBPP,PBBBBP,3,6
BPBBPB,PPBB,BBBPPP,2,4
PBBPPB,PPBB,BBBBBP,2,4
BBBBBB,PPBBPP,PPPPPP,3,6
PBBPPB,PPBB,PBPPBP,2,4
PBPPPP,PPBB,BBPBPB,2,4
PBBBBP,BBPP,PBBPBB,2,4
PPPBBP,BBPPBBPPBB,BBPPBB,5,10
BBPPBB,BBPPBB,BPPBBP,3,6
BPPBBB,PPBB,PBPBPP,2,4
BPPBBB,PPBB,BPBPBP,2,4
BBBBBB,BBPPBB,BPBBBP,3,6
BPBBBB,BBPPBBPP,BPPBPP,4,8
BPPBPP,PPBB,BBPBPB,2,4
BBBPBP,BBPP,PPBBBP,2,4
BPBBPP,PPBB,BPPPBP,2,4
PPPBBB,PPBB,PBBPBB,2,4
PBPBBP,BBPP,PBPBBB,2,4
PPPPBP,BBPP,BPBBBP,2,4
BBPBBB,PPBBPP,PBBPBP,3,6
PPPPBP,BBPP,PBBPPP,2,4
PBBPPP,BBPP,PBPBPP,2,4
PPPBPB,PPBBPP,BPPBBB,3,6
PBBPPB,PPBB,BPPPPP,2,4
PBBPBB,BBPPBB,BBBBPB,3,6
PBBBBB,PPBB,PBPBBB,2,4
BPBPBB,BBPP,PPBBBP,2,4
BBBBPP,PPBB,BPBBPP,2,4
BBBPPB,PPBB,BBPPPP,2,4
PBPPBB,BBPP,PPPBPP,2,4
PBPBBB,PPBB,BBPPBB,2,4
BBPPBB,BBPPBB,BPPBBP,3,6
BPPBBB,PPBB,PBPPBP,2,4
PPBPBB,BBPPBB,BPPBBP,3,6
BPPBBB,PPBB,PBPBPB,2,4
PPBBPB,PPBBPPBB,BBPBPB,4,8
PPBPBB,BBPPBBPP,PPPPBP,4,8
PBBBBP,BBPPBB,BPBPBB,3,6
BPBPBB,BBPPBBPP,BPBBPP,4,8
BBPPBP,BBPP,PBPBPB,2,4
BPBPBB,BBPP,PPBBBB,2,4
BBBBPP,PPBB,BBPBPB,2,4
PPBPBP,BBPP,PBPBPB,2,4
BPBPPB,PPBBPP,PPPPBP,3,6
BPBPPP,BBPPBB,BPPPBB,3,6
BBBPPP,BBPP,BPPPBB,2,4
BBPBBP,BBPP,BPPPPP,2,4
PBBPBP,BBPPBBPP,PPPBBB,4,8
PPBBBP,BBPP,PPBPBP,2,4
PPBPPB,PPBB,PBPBPP,2,4
PPBPBB,BBPPBB,BBPPPB,3,6
BBPPBB,BBPP,PBPPPP,2,4
PBPPPP,PPBB,BPBBBB,2,4
BBPPBP,BBPP,PPBPPB,2,4
BBBBBP,BBPP,PPPBPB,2,4
BPBPBP,BBPPBBPP,PBPPPB,4,8
PPPBBB,PPBB,PBBBBB,2,4
BBBBPP,PPBB,BPPBPP,2,4
BBBPBP,BBPP,BPPPBP,2,4
BPPPBP,BBPP,BPBBBB,2,4
BBBPBB,BBPP,BPPBBB,2,4
BBBPPB,PPBB,BPPBPP,2,4
BBBPPB,PPBB,BPBBBP,2,4
PBPPPP,PPBB,BBBBPB,2,4
BBPBBB,PPBBPP,PPPPPB,3,6
PPBPBB,BBPP,BPPBBP,2,4
BBBPPB,PPBB,PBPPBB,2,4
PPBBPB,PPBB,BBPBBP,2,4
BPBPPP,BBPPBB,BBPBBP,3,6
BPBBBP,BBPPBB,BPBBBP,3,6
PBPBPB,PPBB,BPPBBP,2,4
BPPBBB,PPBB,PBBPPP,2,4
BPPBBP,BBPP,PBBPPP,2,4
PBBPPP,BBPP,PBBBBP,2,4
BBBBPP,PPBBPP,PBBPBB,3,6
BPBPPP,BBPP,BPPPPP,2,4
BPPPPP,BBPP,PPPBBP,2,4
PPPBPB,PPBB,PBBBBP,2,4
PBBPBB,BBPP,BPPPBP,2,4
BBBPPP,BBPP,PPPPBB,2,4
BBPPPP,PPBBPP,PBPPPP,3,6
PBBPBB,BBPP,BPBPPB,2,4
BPPBPB,PPBB,BPPBPB,2,4
PPPPBP,BBPP,PPPPPP,2,4
BPBPBB,BBPP,BPPPBP,2,4
BBBPBP,BBPPBB,BBBPBB,3,6
BPBPBP,BBPP,PBBPBP,2,4
PBPPBP,BBPP,PBPPPB,2,4
BBPBPB,PPBB,BPPPPP,2,4
PPPPBB,BBPP,PPBPBB,2,4
PBPPBP,BBPP,PPPPPB,2,4
PBBPBB,BBPP,PPPPBP,2,4
PPBPPP,BBPPBBPPBB,BBPBBP,5,10
BPBPPB,PPBB,BBBPPP,2,4
BBPPPP,PPBB,BBPPPB,2,4
PPPPBB,BBPP,PBBPPB,2,4
PBBBPB,PPBB,PBBPBP,2,4
BPBBPB,PPBB,BPPBPP,2,4
PBPBBP,BBPP,BPBBPP,2,4
BBPPBP,BBPP,PBBPBB,2,4
PPPBBP,BBPP,BPPPPB,2,4
PBBBBB,PPBB,BBPPBB,2,4
BBPPBB,BBPPBB,BBBPBP,3,6
PBPPPB,PPBBPP,PPPPBP,3,6
PBBBBP,BBPPBBPP,PBPBBB,4,8
BPBPBB,BBPPBB,BPPPPP,3,6
PPPBBB,PPBB,BBPBBB,2,4
PBBBBB,PPBBPP,BPBBPB,3,6
BPBPPB,PPBB,PBPPPB,2,4
BPBBBP,BBPPBB,PBBBPP,3,6
BBPPPP,PPBB,BPBPPP,2,4
BBPBPP,PPBBPPBB,PBBPBB,4,8
PBPBBB,PPBB,BBPBPB,2,4
BPBPBP,BBPP,PBBBBP,2,4
BPBPPP,BBPPBB,BBBPBP,3,6
BBBBPB,PPBB,BBBBPP,2,4
BBBPBP,BBPPBB,PBPBBB,3,6
BBBPPP,BBPPBB,BPBPBB,3,6
BBBBPB,PPBB,PBPPPP,2,4
PBPPPP,PPBB,BPPBBP,2,4
PPPBBB,PPBBPP,PBBBBB,3,6
BPBPPB,PPBB,BBBBPP,2,4
PPBBBB,BBPP,PPPBBB,2,4
PPPBPP,PPBB,BBPBPP,2,4
PBPPBP,BBPP,BPPBPB,2,4
PBPPBP,BBPP,PPBPPB,2,4
BPPPPB,PPBB,BPPPPP,2,4
BBBBPB,PPBBPP,PBBBPP,3,6
PBPPPB,PPBB,BPPPBB,2,4
PBPBPB,PPBB,BBPPBP,2,4
PBPPBB,BBPP,BPPBBP,2,4
BBBPPB,PPBB,PBBBPP,2,4
PBPBPP,PPBB,BBPBPB,2,4
PBBPBP,BBPP,PPPBPB,2,4
BPBBBP,BBPPBB,PBPBPB,3,6
PBPPBP,BBPP,PBBPBB,2,4
BPPBPB,PPBB,BPPBPB,2,4
PPBPBB,BBPP,PBBPBB,2,4
BBBBBP,BBPP,BPBPPP,2,4
PBPBPP,PPBB,PBPPBB,2,4
PPBBPB,PPBBPPBB,PBBPBP,4,8
BPBPPP,BBPP,PPPPPP,2,4
PPPBPB,PPBBPP,PPBPPP,3,6
PPBPPP,BBPP,BPPBBP,2,4
PBBPPB,PPBB,PBBPPP,2,4
BPPBBP,BBPP,PPBBBP,2,4
BPBPBP,BBPP,PPPPBP,2,4
PBPBPB,PPBB,BPBPPB,2,4
BPBBBP,BBPPBBPP,BPBPPP,4,8
PPBPPB,PPBB,BPBPBP,2,4
PBPBBB,PPBB,PBBPPB,2,4
BPPBBP,BBPP,BPBBPB,2,4
PPPBBB,PPBBPP,PPBPPB,3,6
PPBPBB,BBPP,PPPPPB,2,4
PPPPPP,BBPP,BPPPBB,2,4
PPBPPP,BBPP,BPPBBB,2,4
PPPPPP,PPBB,PBPPBB,2,4
PPBBPB,PPBBPPBB,PBBBPB,4,8
BBBBBP,BBPP,PBBPPB,2,4
PPBBPB,PPBB,BPBPBB,2,4
PBBPBB,BBPP,PBBPPP,2,4
BBBPPP,BBPP,PBPPPP,2,4
PBPPPP,PPBBPPBB,BPPPPP,4,8
PBBBPB,PPBB,PBPBBP,2,4
PBBPBP,BBPP,PPBBPP,2,4
BPBBPP,PPBBPP,PPBBPB,3,6
PPBBPP,PPBB,PBBBBB,2,4
PBPBBP,BBPPBB,BBPBPB,3,6
BBBPBP,BBPP,PPBBPB,2,4
BBPPBB,BBPP,BPBBBB,2,4
PPBBPB,PPBBPP,BPBBBB,3,6
PPBPBB,BBPP,PPPPBB,2,4
BBPPPP,PPBB,PBPPPB,2,4
PPPPPP,PPBB,BBBPPB,2,4
PBBBBB,PPBB,BPBBBP,2,4
PBBBPB,PPBB,BPPBPP,2,4
BBPBBP,BBPP,PPPPBB,2,4
BBPPPP,PPBB,BBPBBP,2,4
PPPBBB,PPBBPPBB,BPPBBB,4,8
BPPBBB,PPBB,BPBPBP,2,4
PBPPPB,PPBB,BPBBPB,2,4
PBPBPB,PPBB,BPBPBB,2,4
BBBPBP,BBPP,PBBBPP,2,4
PBBBPP,PPBB,PBPBBB,2,4
BPBPBB,BBPP,BPPPBP,2,4
PBPPPB,PPBB,BBBPBB,2,4
PBPPPP,PPBBPP,PPPPPB,3,6
BBPBPP,PPBB,BBPBBP,2,4
BBPBBP,BBPP,PBPBPB,2,4
BPPPPB,PPBB,PBPBBB,2,4
PPBPBP,BBPPBB,BBPBPP,3,6
PBBBBB,PPBB,PBPPPB,2,4
PPPBPP,PPBBPP,PPBBBB,3,6
BPBBBP,BBPP,BPBPBB,2,4
PPPBPB,PPBB,BBBPPP,2,4
BBBPPP,BBPP,PPBBPP,2,4
PPBBPP,PPBBPP,BPBPBB,3,6
PPBPBP,BBPP,PPPBBP,2,4
BBPPPP,PPBBPP,PBBPBP,3,6
BPBPBP,BBPP,BPBBBP,2,4
PBPBPP,PPBB,PBPBBB,2,4
PBBBPB,PPBBPP,BPPBBB,3,6
PBPPPB,PPBBPPBB,BBBPPB,4,8
PBBBBB,PPBB,PBBBPB,2,4
BPPBBB,PPBB,BBBBPP,2,4
PPBBBB,BBPPBB,BPBBPP,3,6
PPBBBP,BBPP,BPBPPP,2,4
PBBBPB,PPBB,BPBPBB,2,4
PBBPBP,BBPPBBPP,PPPBPB,4,8
BBPBBP,BBPPBB,BPPPBB,3,6
BBBPPP,BBPPBBPP,BPBPBB,4,8
PBPPBP,BBPP,BPPPBB,2,4
BBBPPP,BBPPBB,PBBBPB,3,6
BPBBBB,BBPP,PBPBBP,2,4
PBPBBP,BBPPBBPP,BPPBPB,4,8
BBBPBB,BBPP,BPBPPB,2,4
BPPBPP,PPBB,BBBBBP,2,4
BBBPPB,PPBBPP,PBPPPB,3,6
BPBBBP,BBPP,PPPPBB,2,4
BBPPPP,PPBB,BBPBBB,2,4
BBBPBB,BBPPBB,BPBPBB,3,6
PBPBBB,PPBB,BPPPBB,2,4
BPBBBP,BBPP,PBBBPP,2,4
BBPBPP,PPBB,PBPPPB,2,4
BPBPPP,BBPP,PPPPBP,2,4
PBPBPB,PPBBPP,PPBPBP,3,6
PBBPBB,BBPPBB,BBBBPP,3,6
PPBBBB,BBPP,PBBBBP,2,4
BPBPBB,BBPP,PPBPPP,2,4
PPPBPP,PPBBPPBB,PBBPBP,4,8
BPBBPB,PPBB,BPPPBB,2,4
BBPBBB,PPBB,PBPBPB,2,4
BPBPBP,BBPP,BPPBBB,2,4
PBBPPB,PPBB,BBPBBP,2,4
PBBBBP,BBPP,BPBBPB,2,4
BBBPBP,BBPPBBPP,PBBPBP,4,8
BPPBPB,PPBB,BBBBBB,2,4
BBBBPB,PPBB,PBPPPB,2,4
BPPPBB,BBPP,PBBPBP,2,4
BBPBBB,PPBB,BPPBPB,2,4
BBPPBP,BBPPBB,BPBBPB,3,6
BPBBBB,BBPP,PPPPPB,2,4
PPPPPP,PPBB,BPPPBP,2,4
PPBPBB,BBPP,PBBPBB,2,4
PPBPBB,BBPP,BPPBPB,2,4
BBPBPP,PPBB,BPPBBB,2,4
PBBBBB,PPBB,PBPPPP,2,4
PBPPPP,PPBB,BBBBPP,2,4
PPBBBB,BBPP,BPPPPP,2,4
PPBBPB,PPBB,BBPPBP,2,4
PBPPBB,BBPP,BPBPBB,2,4
PPBPBP,BBPP,PBPPBP,2,4
BPPPPP,BBPP,PBBPPP,2,4
PBBPPP,BBPP,PPBPBP,2,4
PPBPBB,BBPP,BPPBBB,2,4
BBBPPB,PPBB,BBBBBB,2,4
PBBBBP,BBPPBB,BBBPBP,3,6
BBPBPB,PPBB,BPBBBP,2,4
PBBBPB,PPBB,PBPBBP,2,4
PBBBPP,PPBBPP,PBBBBB,3,6
BPPBBP,BBPP,PPBPBB,2,4
PBPBBB,PPBBPPBB,PBPBBP,4,8
PBBPBP,BBPP,BPBPPP,2,4
PBBBPB,PPBB,BPPBPB,2,4
PPPPPP,PPBB,BPPBPP,2,4
PBPPPP,PPBBPPBBPP,BPBPBB,5,10
BPPPBP,BBPP,PPBPPB,2,4
BPPPPB,PPBBPP,PPBPBB,3,6
PPPBPP,PPBB,BBBBBB,2,4
PPPPPP,PPBB,BBPBPP,2,4
PBPPPB,PPBB,BBBPPB,2,4
BPBBBB,BBPP,BPBBPB,2,4
PBPBBP,BBPP,PPBBPB,2,4
BPBBPP,PPBB,PBPPPB,2,4
BBBBBP,BBPP,BPBPPP,2,4
PBPBPP,PPBB,PBPBBB,2,4
PBPBBB,PPBB,BBBPBB,2,4
PPBPBB,BBPP,BPBPBB,2,4
PPPPPP,BBPP,BPBBPB,2,4
PBBPBB,BBPP,PBPBPB,2,4
BBBBBP,BBPP,PBBPPB,2,4
PBBPPP,BBPP,BPPBBB,2,4
PBBPPB,PPBB,BPPPBP,2,4
PBPBPB,PPBBPP,BPBBBB,3,6
PPBPBB,BBPP,PPPPPP,2,4
PPPPPP,PPBB,BPPPPB,2,4
BBBPBB,BBPP,PBPBPB,2,4
PBPBPB,PPBB,BPPPBB,2,4
PPPPPB,PPBB,BPPBBP,2,4
BPBPBB,BBPP,PBBBBB,2,4
PPBPPB,PPBB,BBBPBP,2,4
PBBBBB,PPBB,BBPBPB,2,4
BPBBPB,PPBB,PBPPPB,2,4
PBPBPB,PPBB,BBPPBP,2,4
PBPPBB,BBPP,BPBBBP,2,4
PBPBBB,PPBB,PBPBBP,2,4
BBPBPP,PPBB,PBPPPB,2,4
BBBBBP,BBPP,PBBBPP,2,4
PPBBBP,BBPP,BPPPPB,2,4
BPPBPP,PPBB,BBBBPB,2,4
PBBPBB,BBPP,BPBBBB,2,4
BPBPBB,BBPP,PBBBBB,2,4
BBBBBP,BBPP,BPPBPB,2,4
PPBPBP,BBPP,BPBPPB,2,4
BPPBPB,PPBB,PBPPBP,2,4
BPBPBP,BBPP,PPBPPB,2,4
PPBPBB,BBPP,PBPBPP,2,4
BBPPPB,PPBB,BPBBBP,2,4
BPPBPB,PPBB,PBPPBB,2,4
BBBPBB,BBPP,PBBPBB,2,4
PPPBBB,PPBB,PBBBPP,2,4
BBPBBB,PPBB,PBBPPP,2,4
BPPBBP,BBPP,PBPBPB,2,4
PBBPBB,BBPPBB,BPBBPB,3,6
BBPBPB,PPBB,BPBPBP,2,4
BBBBBB,BBPP,BPPPBP,2,4
BBPPPP,PPBB,BPPBPP,2,4
PPPPBB,BBPP,PBPPBB,2,4
BBPPPB,PPBBPP,BPBBBP,3,6
BBPBPP,PPBB,BPBBBP,2,4
PPBPPB,PPBB,PBPPBP,2,4
BBBPBB,BBPP,PBPPBB,2,4
BBPPPB,PPBB,PBPPPB,2,4
BPBBBB,BBPP,BPPBBP,2,4
BBBPPB,PPBB,BBBBBB,2,4
BBBBBP,BBPP,PPPPBB,2,4
BBPPPP,PPBB,BPBPBB,2,4
PBBBBP,BBPP,PBBPPP,2,4
PBBPPP,BBPP,PPBBPB,2,4
PPBBPP,PPBB,PBBPPP,2,4
PPPBBP,BBPP,PBPPBP,2,4
PPPBPP,PPBB,PBPBBP,2,4
PBBPBP,BBPP,BPBBBP,2,4
BPPBPP,PPBBPP,BPBPPB,3,6
BPPBPB,PPBB,PBBBBB,2,4
PPPPBP,BBPP,BPPPBP,2,4
PBPPPP,PPBB,BBPPBB,2,4
PPPPBB,BBPPBBPPBB,BPBBPP,5,10
PPBBBP,BBPP,PBBBBP,2,4
BBBPBB,BBPPBB,PBBPBP,3,6
BPBBBP,BBPPBB,PBBBBP,3,6
BPPBBB,PPBBPP,BPBPBB,3,6
BBBPBB,BBPP,PBPPPB,2,4
PBPBPP,PPBB,PBPBPP,2,4
PPPBBP,BBPPBB,PBBPPB,3,6
BPPBBP,BBPPBB,BPBPBP,3,6
PBBBPB,PPBB,BBBBPB,2,4
BBBBBP,BBPP,PBPBPP,2,4
PPPPBB,BBPPBB,PBBBPB,3,6
PBPBPP,PPBB,PBPBBP,2,4
BPBBPB,PPBBPP,PPPPPP,3,6
BBPBPP,PPBB,BPBPPB,2,4
PBBBPB,PPBBPPBB,BPBPPP,4,8
BPBPPP,BBPPBBPP,PPPPBB,4,8
BBPPPP,PPBB,BBBBBB,2,4
PBBPPB,PPBB,PBPBPB,2,4
PBPBPB,PPBB,BBPBPP,2,4
BBPBPP,PPBBPP,PPBPPP,3,6
BPBBBP,BBPP,PBBBBB,2,4
BBBBBP,BBPP,PPBBBP,2,4
BPBBPP,PPBB,BPPPBP,2,4
BBPPPB,PPBB,PBPBBP,2,4
PPBPPB,PPBB,BPPBPP,2,4
PPBBBB,BBPPBBPP,PBPBPP,4,8
PBPBPP,PPBB,PBBPPB,2,4
PPPBBP,BBPP,BPPPPP,2,4
PBBBBB,PPBBPP,PBBBBP,3,6
PPPPPB,PPBB,BPBPPP,2,4
PBBPBB,BBPP,PPBPPP,2,4
PPBPBB,BBPP,PBPBBB,2,4
PPPBPP,PPBB,BPBBPP,2,4
PPBBBP,BBPP,BPBPBB,2,4
BPBBBP,BBPP,PPBBPP,2,4
PBPPPP,PPBB,BBBPPP,2,4
BBBBPP,PPBB,BBBBPB,2,4
BBBPPB,PPBBPP,BPPBBB,3,6
PBBPPB,PPBB,BBBBBP,2,4
BBBPBP,BBPP,BPPPBP,2,4
PPPBPP,PPBB,PBBPBP,2,4
BPPBBP,BBPP,BPBPBB,2,4
PPBPBP,BBPP,PBPPPB,2,4
BPBPBB,BBPP,PBPPBB,2,4
BBPPPB,PPBB,PBBBBB,2,4
BPBBBB,BBPP,PPPPPB,2,4
BPPBBB,PPBB,PBPPPB,2,4
BPPPPP,BBPP,BPBBBB,2,4
PBBBBP,BBPP,PPBBBB,2,4
BPBBPP,PPBB,BBPPPP,2,4
PPPPBB,BBPP,PPPBBP,2,4
BPPPPP,BBPP,PBBBBB,2,4
PBPBBP,BBPP,BPBBBP,2,4
BBBPPB,PPBBPP,PBPBPB,3,6
BBPBBB,PPBB,PBPPPB,2,4
BBPPPB,PPBB,BPPBPB,2,4
PPBPBB,BBPPBBPP,BPPPPB,4,8
BPPBPP,PPBB,BBPPPP,2,4
PPPPBB,BBPP,PPBBPB,2,4
BBBBPP,PPBB,PBBPBP,2,4
BBBPBB,BBPPBB,BPBBBB,3,6
BPPPPB,PPBB,PBBBBB,2,4
BPBBBB,BBPPBB,BPBBBP,3,6
BPBPPP,BBPP,PPBBBP,2,4
PPBBPP,PPBB,BPBPPB,2,4
PPPPBP,BBPP,PPBPBP,2,4
PBPBPB,PPBBPPBB,BPBPPB,4,8
PBBPBB,BBPP,PPPPBP,2,4
PPPPPB,PPBB,BBBPBP,2,4
BPBPPP,BBPP,PPBPPB,2,4
PPBPPP,BBPPBB,BBBPBP,3,6
PBPPPB,PPBB,BBPBPP,2,4
BBBBBB,BBPPBB,PBBPPB,3,6
BPPBBP,BBPP,BPPPPB,2,4
BPPBPP,PPBB,BPPBPP,2,4
BBBBBB,BBPP,PBBPPB,2,4
BBBPPP,BBPP,BPBBBB,2,4
BBPPPP,PPBB,BPBPPB,2,4
PBPBBB,PPBB,BPBBPP,2,4
PPBBBP,BBPP,PBBBPP,2,4
BBBPPP,BBPP,PBPBBB,2,4
PPBBPP,PPBBPP,PPPPBB,3,6
BBPPPP,PPBB,BPBPBB,2,4
BBPBPP,PPBBPP,BPBBBP,3,6
BBBPPB,PPBB,PBPBPB,2,4
BBPBBB,PPBB,BBPPBB,2,4
BBPPBB,BBPPBB,BBBPPP,3,6
BPPPBB,BBPP,PBBPBB,2,4
PPPPBP,BBPP,PBPBPP,2,4
PPPBPB,PPBB,BBPPBB,2,4
PBPPBB,BBPPBBPP,BPBBPP,4,8
BBPPBP,BBPP,BPBBBP,2,4
BBPBPB,PPBB,BPPBPP,2,4
BBBBPP,PPBB,BBBBBP,2,4
PBPPPB,PPBBPP,BPPBBP,3,6
PBBPPB,PPBBPP,PBPBBB,3,6
BPPPBP,BBPP,BPBBBB,2,4
PBPBPB,PPBB,BBPBBP,2,4
PBBBBP,BBPPBB,PBBBPP,3,6
PBBBPP,PPBB,PBBPPB,2,4
PBPBPP,PPBB,BPPBBP,2,4
PPPBBB,PPBB,PBBPPP,2,4
BPPBBP,BBPP,PPBBPB,2,4
BPBBPP,PPBB,PBBBBB,2,4
BBBBBP,BBPP,PPPPBP,2,4
PBPBPP,PPBB,BPBPPP,2,4
BPBPBB,BBPPBBPP,PPPBPP,4,8
BPPPPP,BBPP,PPPPBB,2,4
PBPPBP,BBPP,PBBPPB,2,4
PBBPPP,BBPPBB,BBBPBB,3,6
BBPBPP,PPBB,PBPBPB,2,4
BPBBBP,BBPPBB,PBPPPB,3,6
BPPPBB,BBPP,PBBPPB,2,4
BBBPPP,BBPP,BPPPBB,2,4
PPBPBB,BBPP,PPBBBB,2,4
BBBBPP,PPBB,BBPBBB,2,4
BBBBBB,BBPP,PPPPPB,2,4
PPPPPP,BBPP,PPPBPP,2,4
PPBPBP,BBPP,PBBPPP,2,4
PBBPPP,BBPP,PPBBBB,2,4
PPBBPP,PPBB,BBBBBB,2,4
BPPPPB,PPBB,PBPPBP,2,4
BPBBPB,PPBB,BPBPPP,2,4
PPPPPB,PPBB,PBBBPP,2,4
BBBPBP,BBPP,PBPBBP,2,4
BBPBBP,BBPPBB,BBBBBB,3,6
PPPPBP,BBPP,PBBBBP,2,4
BPPPBB,BBPPBB,BBPPPB,3,6
BBPPBB,BBPP,PBPPBB,2,4
BBPPPB,PPBB,BPBPPP,2,4
PBBBPB,PPBB,BBBPPB,2,4
PBBBBB,PPBB,PBPPBP,2,4
PPBPPB,PPBB,BPBBPP,2,4
BPBPPB,PPBB,BPPPPP,2,4
PPBPPP,BBPP,BPBBBP,2,4
BBPPPP,PPBB,BPBPBP,2,4
BBBBPB,PPBB,BPPBPB,2,4
PBPBBB,PPBBPPBB,BBBPPP,4,8
PPPPBP,BBPPBBPP,PPBPPB,4,8
PBPPPP,PPBB,BBPPPB,2,4
PPPPBB,BBPP,PBPPPP,2,4
PBPBBP,BBPP,PPBBPB,2,4
BPBBBP,BBPP,PPBBBP,2,4
BPBBPP,PPBB,BPPPPP,2,4
BBBBPP,PPBB,PBBPPB,2,4
PPPBBP,BBPPBB,BBBBBB,3,6
PBBBBP,BBPP,BPPPPP,2,4
PPBPPP,BBPP,PPPPBP,2,4
PPPBPB,PPBB,BPBBBB,2,4
BBBPBB,BBPP,BPBPBP,2,4
PBPPBB,BBPP,PPBBBP,2,4
BBBBPP,PPBB,BPPBPB,2,4
PPBPBP,BBPP,BPBPPP,2,4
PBPBPP,PPBB,PBPBPB,2,4
BPBBPB,PPBBPP,BPPBPP,3,6
PPBPPB,PPBB,PBPPBP,2,4
BPPBPB,PPBBPP,PBPPPP,3,6
PBPBPB,PPBB,BBPBPP,2,4
BPBBBB,BBPP,BPBBPB,2,4
PBPPPB,PPBBPP,PBBBBB,3,6
PBBPBB,BBPPBB,BPBBBP,3,6
PPBPBP,BBPP,PPBPBB,2,4
PPPPPB,PPBBPP,PPBBBP,3,6
PBPBPP,PPBB,BBBPBB,2,4
BBBBBP,BBPP,PPPPBB,2,4
BPBPPP,BBPP,PPPPBB,2,4
BBPPPP,PPBBPP,BPPBBB,3,6
PBBPPB,PPBB,BPPPBP,2,4
BPPPPP,BBPP,PPPPPP,2,4
BBBBPB,PPBB,BBBBBP,2,4
PPPPPB,PPBB,PBPBBP,2,4
PBBPBP,BBPP,PBPPBB,2,4
BBPPPB,PPBB,BPBPBB,2,4
BPBPBB,BBPP,PBPBBP,2,4
BPBBPB,PPBBPP,PBBBPP,3,6
PBPBPP,PPBB,PBBBBP,2,4
BBBPBP,BBPP,BPBPBP,2,4
PBBPBB,BBPPBB,BPPPBP,3,6
PBPBBP,BBPPBB,BPBBBP,3,6
BPBBPB,PPBBPPBB,PBBBPP,4,8
BBPPBB,BBPP,BPBBPP,2,4
BBPPBP,BBPP,PBBPPB,2,4
PBBPPP,BBPPBBPP,BPPPBP,4,8
PBPPPB,PPBB,PBPBBB,2,4
BBPBPP,PPBB,PBPPPB,2,4
PPBPPP,BBPPBBPPBB,BBPBPP,5,10
BPBPBP,BBPP,PBPBBP,2,4
BPPPBP,BBPP,BPBPPP,2,4
PPBPPP,BBPP,BPBPPB,2,4
BPBBBP,BBPPBB,BPPPBP,3,6
PPBBBP,BBPP,BPPBBP,2,4
PBBPPB,PPBB,PBBBPP,2,4
BBBPPP,BBPP,PBBBPP,2,4
BBBPPP,BBPPBBPP,BPPBBB,4,8
PBBPPB,PPBB,BPPBBP,2,4
BPBPPB,PPBBPPBB,PBBBPP,4,8
BBPBBB,PPBBPP,BPBPBP,3,6
PBPBBB,PPBB,BBBPBP,2,4
PBPPPB,PPBB,BPPPPP,2,4
PBPPPB,PPBBPP,PPPPBB,3,6
BBPPPP,PPBB,BBBPPP,2,4
BPPBBP,BBPP,PBBPBB,2,4
BBBPBB,BBPPBB,BBPBPP,3,6
BPPPPB,PPBB,BBBBPP,2,4
PBPPPB,PPBB,PBBBBP,2,4
PBBPBB,BBPP,PPBPPP,2,4
PPBPPP,BBPP,PBBPPB,2,4
PBBPPP,BBPPBB,BBBPBP,3,6
BBBBPB,PPBB,BBBBPB,2,4
PPBPPP,BBPP,PBPBPB,2,4
PBPBPB,PPBBPP,BPPPBP,3,6
PPPPPP,PPBB,BPBBBB,2,4
BBPBPP,PPBB,BBPBBP,2,4
BBBPBP,BBPPBB,BPBPPB,3,6
PBBPBB,BBPP,PBPBPB,2,4
BBBPBB,BBPP,PPBPBP,2,4
BPPBPB,PPBB,PBPPBB,2,4
PPBBPB,PPBB,BPBBPP,2,4
PPBBBP,BBPP,PBBBPB,2,4
PPBBBP,BBPPBB,BPPPPP,3,6
BBPPPP,PPBBPP,PPPPBP,3,6
PPPPPP,PPBBPP,BPBPBP,3,6
PBPBPB,PPBB,BBBBPP,2,4
BPPBPB,PPBB,PBPPBB,2,4
PPBBPB,PPBBPP,BPPBPP,3,6
PPBPPB,PPBB,BPBBBB,2,4
PBPBPP,PPBB,BBBPPB,2,4
BPBPPB,PPBB,BPPBPP,2,4
PBPPPB,PPBB,PBBBBB,2,4
BPBBBB,BBPPBB,PBBBBB,3,6
